"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL KUMAR MAURYA","2 - TARUN PATEL URF TARUNENDRA CHAND PATEL","3 - DR MAHENDRA NATH PANDEY","4 - RAMKISHUN","5 - IRSHAD","6 - CHANCHAL","7 - JITENDRA","8 - MRITUNJAYA PANDEY","9 - RAMASHANKER SINGH MAURYA","10 - RAJA JAISWAL","11 - RAJENDRA","12 - RAM DULAR","13 - VINAI KUMAR SINGH","14 - SHASHI SINHA","15 - SANJEEV SINGH","16 - DR. HARIDWAR SINGH YADAV","17 - HEERALAL","18 - GULAVAS","19 - BINDU","20 - RAJNARAYAN","21 - SANJAY","22 - None of the Above","Total Votes Secured"
303,"P.P. RAJVARI R.NO.3",732,565,0,1297,354,311,0,665,601,0,149,3,136,349,7,2,1,0,1,1,1,1,2,4,1,1,1,1,0,2,0,2,665
304,"P.P. KAITHI R.NO. 1",627,474,0,1101,329,280,0,609,519,0,97,8,207,248,12,2,2,0,1,3,1,3,1,5,3,7,3,2,0,2,2,0,609
305,"P.P. KAITHI R.NO. 2",611,489,0,1100,334,253,0,587,444,0,76,17,328,106,2,0,3,2,2,7,0,1,1,1,22,11,0,1,1,3,1,2,587
306,"MARKANDEY U.M.V. KAITHI R.NO.1",583,471,0,1054,270,256,0,526,405,0,50,11,389,57,2,0,1,0,0,3,0,1,0,1,0,3,2,2,2,1,1,0,526
307,"MARKANDEY U.M.V. KAITHI R.NO.2",545,444,0,989,292,285,0,577,480,0,192,5,197,147,2,1,3,1,0,0,1,2,3,4,2,5,5,1,0,0,1,5,577
308,"P.P. BHANDAHA KALA",717,559,1,1277,408,345,0,753,713,0,179,9,311,199,2,0,3,1,2,2,2,1,6,5,2,13,5,0,5,2,1,3,753
309,"P.P. DHAKA",848,679,0,1527,532,443,0,975,811,0,119,34,647,118,4,1,2,0,1,12,1,1,7,2,3,5,5,1,5,4,2,1,975
310,"P.P. CHANDRAVATI R.NO.1",625,477,0,1102,369,300,0,669,540,0,222,34,283,89,6,1,0,0,1,4,1,0,9,2,4,3,1,2,4,0,3,0,669
311,"P.P. CHANDRAVATI R.NO.2",375,331,0,706,194,192,0,386,336,0,40,28,241,52,1,0,3,0,0,0,1,0,2,3,0,4,3,1,2,2,1,2,386
312,"P.P. MOLANAPUR",661,519,1,1181,400,371,0,771,639,0,82,24,562,60,4,1,3,1,3,10,3,2,2,3,1,1,0,3,0,3,1,2,771
313,"P.P. SHRIKANTHPUR",675,562,1,1238,392,336,0,728,654,0,385,57,131,82,9,0,2,0,1,3,0,2,3,1,14,6,23,2,1,3,2,1,728
314,"P.P. UGAPUR",762,664,0,1426,451,378,0,829,704,0,52,8,171,527,14,0,2,2,1,6,2,4,4,6,4,10,3,1,1,4,2,5,829
315,"P.P. RAMPUR",674,567,0,1241,394,402,0,796,689,0,343,79,171,128,6,2,3,3,3,3,0,3,1,1,14,11,12,4,2,2,1,4,796
316,"P.P. GAURA UPARAVAR R.NO.1",754,593,0,1347,392,303,0,695,607,0,102,16,366,164,2,2,5,0,2,6,0,0,8,1,1,10,1,1,2,2,2,2,695
317,"P.P. GAURA UPARAVAR R.NO.2",632,487,0,1119,437,308,0,745,680,0,317,14,207,154,8,0,0,1,2,6,0,4,1,0,0,9,7,1,1,6,2,5,745
318,"P.P. SUNGULPUR R.NO.1",548,454,0,1002,335,302,0,637,498,0,73,18,395,89,6,0,7,1,3,6,1,0,1,4,2,7,1,13,1,5,2,2,637
319,"P.P. SUNGULPUR R.NO.2",367,299,0,666,272,197,0,469,300,0,264,3,138,46,1,1,0,0,0,2,1,0,1,1,1,4,2,0,0,1,3,0,469
