"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
288,"P.P. GAISINGHPUR",707,544,0,1251,413,324,0,737,1,0,0,12,599,117,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,0,737
289,"P.P. BHOJJAPUR M.GAISINGHPUR",421,335,0,756,332,203,0,535,1,0,1,20,502,6,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,535
290,"P.P. PARDHANAPUR",439,380,0,819,318,245,0,563,1,0,10,250,283,5,0,2,0,0,0,1,0,1,0,0,0,3,1,0,1,0,5,1,0,563
291,"P.P. TAUSAIYA MALOOK",425,348,0,773,300,208,0,508,1,0,18,63,415,3,0,0,0,0,0,0,0,0,2,4,0,2,0,0,1,0,0,0,0,508
292,"P.P. NADRALA",877,669,0,1546,538,382,0,920,1,0,7,4,666,225,2,0,1,0,1,0,3,1,3,1,0,1,0,1,2,2,0,0,0,920
293,"J.H.S. NADRALA",814,637,0,1451,520,373,0,893,1,0,2,160,536,177,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,1,0,0,893
294,"P.P. GUNAMAI",490,377,0,867,399,261,0,660,1,0,25,457,141,1,0,0,1,0,1,0,0,2,0,1,1,3,0,20,4,1,0,1,1,660
295,"P.P. MAHKHERA",273,214,0,487,184,142,0,326,1,0,11,66,234,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,10,0,0,0,0,326
296,"P.P. JUNAIDPUR R.N.-1",631,477,0,1108,438,278,0,716,1,0,15,321,338,6,0,2,0,2,1,0,0,1,1,5,0,1,0,4,0,0,18,1,0,716
297,"PANCHAYATGHAR PALRA",284,200,0,484,239,151,0,390,1,0,54,152,170,5,1,0,0,0,0,0,1,0,1,0,0,2,0,2,1,1,0,0,0,390
298,"P.P. KUDAISHA HIRDEPUR R.N.-1",419,315,0,734,260,202,0,462,1,0,43,169,215,15,1,1,0,0,0,1,1,1,2,2,0,3,0,1,0,2,3,0,2,462
299,"P.P. KUDAISHA HIRDEPUR R.N.-2",543,423,0,966,384,280,0,664,1,0,9,295,319,4,3,2,0,1,0,0,1,0,1,0,4,2,1,6,5,2,8,1,0,664
300,"P.P. PURAHAR BULAKINAGAR",864,726,0,1590,660,508,0,1168,1,0,4,104,977,19,2,1,3,3,4,1,3,1,2,3,2,9,2,2,6,0,18,1,1,1168
301,"J.H.S. SADARPUR",219,202,0,421,191,156,0,347,1,0,2,137,193,4,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,347
302,"P.P. KANCHANPUR ASE N.-2 URF TAPUA R.N.-1",530,463,0,993,330,266,0,596,1,0,0,6,279,15,1,0,6,2,9,0,1,0,2,6,1,0,4,1,2,5,254,1,1,596
303,"P.P. SASUTIYA JAGDISH",454,345,0,799,334,219,0,553,1,0,15,432,70,4,0,1,3,0,1,0,1,3,0,3,1,5,0,1,0,1,12,0,0,553
304,"P.P. HARSINGHPUR",318,274,0,592,279,221,0,500,1,0,8,265,205,6,1,0,1,1,2,0,0,1,0,0,2,1,1,1,2,0,2,1,0,500
305,"P.P. TUGAI",300,234,0,534,225,152,0,377,1,0,15,220,126,0,0,3,0,0,2,0,0,1,0,0,2,1,1,1,2,0,2,1,0,377
306,"P.P. KALINJAR PURV",818,663,0,1481,562,398,0,960,1,0,165,197,510,13,0,0,1,2,0,0,2,0,1,7,2,1,4,2,3,0,47,1,2,960
307,"P.P. NAGLA BRAHMNAN M. PIPARGAWN",176,134,0,310,147,104,0,251,1,0,37,56,156,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,251
308,"P.P. JANASI",442,390,0,832,333,292,0,625,1,0,11,524,75,1,0,0,0,0,0,1,1,0,0,1,3,2,0,2,0,2,0,1,1,625
309,"J.H.S. FATEHPUR",450,380,0,830,381,303,0,684,1,0,8,216,449,3,0,1,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,684
310,"J.H.S. BITHRA",457,355,0,812,367,248,0,615,1,0,13,36,502,1,3,0,0,0,2,0,0,0,2,1,1,2,0,0,0,1,51,0,0,615
311,"P.P. DANDA",328,246,0,574,219,185,0,404,1,0,0,5,348,4,0,1,1,0,0,0,0,2,3,1,0,1,0,2,1,0,35,0,0,404
312,"P.P. NAGRIYA  URF SIKANDARPUR DOGA",404,342,0,746,315,268,0,583,1,0,135,130,272,23,2,1,1,0,1,1,1,0,2,3,3,1,2,2,1,0,2,0,0,583
313,"P.P. AMOGPUR BHATAN",602,450,0,1052,451,250,0,701,1,0,177,172,258,52,0,0,0,1,0,0,0,1,4,6,0,8,2,7,3,0,6,0,4,701
314,"P.P. KHIRIYA PAMARAN",337,257,0,594,210,130,0,340,1,0,35,146,112,14,0,1,0,0,1,0,1,2,1,2,0,6,4,6,4,1,1,0,3,340
315,"P.P. NAGLA SAVAL",307,249,0,556,299,191,0,490,1,0,0,7,447,4,0,0,2,1,1,0,0,0,0,2,1,1,1,1,0,0,20,1,1,490
316,"P.P. GAHI",764,578,0,1342,585,327,0,912,1,0,78,200,557,9,0,1,3,0,5,0,0,1,0,5,0,4,2,3,6,1,34,2,1,912
317,"P.P. NAVAR",635,464,0,1099,489,313,0,802,1,0,3,56,656,4,1,0,5,0,0,0,0,1,2,2,0,1,0,1,0,2,66,1,1,802
318,"P.P. KUDA",498,400,0,898,456,321,0,777,1,0,3,5,731,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,28,1,1,777
319,"P.P. BANI",604,457,0,1061,415,329,0,744,1,0,67,186,468,11,1,0,0,0,0,2,0,0,0,0,2,0,1,2,2,1,1,0,0,744
320,"P.P. KADRAGANJ M. BANI",544,449,0,993,465,324,0,789,1,0,12,633,117,2,0,2,0,2,0,0,2,0,0,1,4,1,1,6,3,1,0,0,2,789
321,"P.V. GALARPUR",343,257,0,600,314,230,0,544,1,0,0,1,542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
322,"P.P. ALIYAPUR",482,401,0,883,401,341,0,742,1,0,4,284,428,2,0,2,2,0,0,0,0,0,0,1,0,0,1,6,7,1,4,0,0,742
323,"P.P. FARDPURA",531,393,0,924,398,253,0,651,1,0,39,330,229,26,2,0,0,1,0,0,0,1,0,7,3,2,1,4,2,1,2,1,0,651
324,"P.P. MIHUTA",455,372,0,827,392,289,0,681,1,0,1,48,630,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,681
325,"P.P. NAGLA MAI M. UBHAI ASADNAGAR",573,462,0,1035,381,286,0,667,1,0,51,206,323,22,2,3,0,0,1,1,7,2,3,7,6,5,3,6,1,0,13,1,4,667
326,"P.P. UBHAI ASADNAGAR",550,426,0,976,335,244,0,579,1,0,59,187,298,8,1,0,0,0,1,1,1,0,0,3,0,2,2,5,4,3,3,0,1,579
327,"P.P. JAHANGIRPUR",359,311,1,671,300,265,0,565,1,0,158,59,330,3,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,8,0,0,565
328,"S.S.SAMITI UBHAI ASADNAGAR",282,211,0,493,254,130,0,384,1,0,2,318,50,2,0,1,0,0,0,0,0,0,0,1,2,0,2,4,1,1,0,0,0,384
329,"P.P. NAGLA MOCH",336,274,0,610,289,224,0,513,1,0,2,321,175,0,0,0,0,0,0,0,2,0,1,0,2,2,0,4,1,0,1,1,1,513
330,"P.P. TAMRAURA",654,541,0,1195,525,476,0,1001,1,0,27,235,711,7,0,1,1,2,0,0,1,0,0,0,4,0,1,3,3,1,3,0,1,1001
331,"P.P. PARSUPUR MAJRA TAMRAURA",629,414,0,1043,540,251,0,791,1,0,16,65,656,5,1,1,3,2,2,0,1,2,0,5,1,7,0,2,2,0,18,0,2,791
332,"P.P. IKAURI",198,155,0,353,183,108,0,291,1,0,80,96,102,7,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,291
333,"NYA P.P. ALIPUR",658,503,0,1161,407,345,0,752,1,0,12,41,294,365,7,0,0,0,0,0,1,4,4,1,0,3,1,9,3,3,1,2,1,752
334,"P.P. N. JHHAMMAN",374,301,0,675,294,226,0,520,1,0,21,146,317,14,0,1,1,1,1,2,1,0,1,0,0,2,2,5,1,0,1,1,2,520
335,"J.H.S. ALLAPUR M. ALIPUR",473,404,0,877,417,317,0,734,1,0,2,529,161,5,1,1,0,0,1,0,2,1,1,1,3,1,1,13,3,1,2,1,4,734
336,"J.H.S.  ALIPUR R.N.-1",625,503,0,1128,504,321,0,825,1,0,0,4,711,107,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,825
337,"J.H.S.ALIPUR R.N.-2",413,332,0,745,305,223,0,528,1,0,2,1,411,109,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,528
338,"P.P. DATINGRA R.N.-1",315,300,0,615,196,162,0,358,1,0,13,173,157,1,1,0,0,0,0,0,0,1,0,3,2,4,0,1,1,1,0,0,0,358
339,"P.P. PEETAMPUR LAHGAI",750,547,0,1297,536,367,0,903,1,0,14,593,260,4,2,0,1,1,0,2,2,0,3,1,6,1,3,6,1,2,0,0,1,903
340,"P.P. DATINGRA R.N.-2",638,515,0,1153,374,304,0,678,1,0,55,331,251,12,1,0,1,0,0,0,3,0,0,5,1,4,1,6,2,3,1,1,0,678
341,"P.P. AKBARPUR LALSAHAY",708,596,0,1304,469,414,0,883,1,0,21,286,550,12,0,1,0,0,0,0,2,0,0,3,4,0,1,1,0,1,0,1,0,883
342,"J.H. NAGLA KHERA MAJRA KHARSULIYA R.N.-1",681,582,0,1263,638,485,0,1123,1,0,69,205,828,3,1,3,0,0,1,0,1,0,0,0,2,1,1,1,4,0,3,0,0,1123
343,"J.H. NAGLA KHERA MAJRA KHARSULIYA R.N.-2",222,166,0,388,195,127,0,322,1,0,77,32,190,11,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,2,0,0,322
344,"KANYA P.P. KHARSULIYA R.N.-1",429,364,0,793,300,230,0,530,1,0,34,182,302,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,1,0,0,530
345,"KANYA P.P. KHARSULIYA R.N.-2",425,378,0,803,316,264,0,580,1,0,54,166,340,5,0,0,1,1,0,1,1,0,1,1,1,3,2,0,2,0,0,1,0,580
346,"J.I.COLLEGE NAGLA VISHUN V NAGLA SIMRA MAJRA KHRSULIYA",783,647,0,1430,653,544,0,1197,1,0,7,1085,70,2,1,0,1,0,0,0,0,1,4,1,0,2,17,4,0,0,1,1,0,1197
347,"P.P. NYAGAWN R.N.-1",551,512,0,1063,280,248,0,528,1,0,9,386,115,3,0,0,0,0,0,0,0,0,3,1,2,1,4,0,2,2,0,0,0,528
348,"P.P. VARTRA",507,424,1,932,336,261,0,597,1,0,65,259,238,3,0,1,0,0,0,2,1,0,2,2,4,0,3,6,1,1,6,1,2,597
349,"P.P. DADUPUR ASGARPUR",440,359,0,799,368,257,0,625,1,0,0,8,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,625
350,"P.P. LADAMPUR KATARA",570,489,0,1059,558,370,0,928,1,0,4,75,824,2,1,0,1,0,0,1,1,0,0,2,1,0,1,5,3,0,5,0,2,928
351,"P.P. PARTAPUR KATARA",621,467,0,1088,418,270,0,688,1,0,48,396,209,15,1,3,0,1,0,0,1,0,1,0,3,1,3,2,1,1,2,0,0,688
352,"P.P. N. TARA M. PARTAPUR KATRA",148,131,0,279,129,109,0,238,1,0,0,219,11,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,238
353,"P.P. BHADKI",578,512,0,1090,495,412,0,907,1,0,31,196,660,2,1,0,1,0,0,1,1,0,0,2,3,2,0,3,2,0,2,0,0,907
354,"P.P. NAGLA CHANDI",343,221,0,564,260,145,0,405,1,0,0,1,390,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,405
355,"J.H.S. RAMNARIYA ASHARAM",581,474,0,1055,409,314,0,723,1,0,74,344,269,4,0,0,0,1,0,2,2,3,3,3,3,4,1,2,4,2,1,0,1,723
356,"P.P. KALUAPUR TILPUR",552,474,0,1026,266,224,0,490,1,0,9,227,224,4,0,0,1,1,1,0,0,0,0,2,0,0,1,3,4,0,13,0,0,490
357,"P.P. FULKIYAGANJ",351,282,0,633,250,173,0,423,1,0,4,109,241,0,0,1,2,0,2,1,1,0,0,1,0,1,1,8,6,0,45,0,0,423
358,"KANYA J.H.S. SARAI AGHAT R.N.-1",391,338,0,729,236,176,0,412,1,0,4,39,137,132,1,1,4,1,2,1,1,1,0,2,1,0,0,2,0,0,83,0,0,412
359,"KANYA J.H.S. SARAI AGHAT R.N.-2",529,448,0,977,337,264,0,601,1,0,8,157,92,254,0,2,1,1,1,0,0,0,2,0,0,0,1,3,0,1,76,1,1,601
360,"P.P. SARAI AGHAT PASHCHIM",573,496,0,1069,320,284,0,604,1,0,10,314,121,79,3,1,1,2,1,1,0,0,1,3,3,3,0,3,1,1,55,1,0,604
361,"P.P. SARAI AGHAT PASHCHIM R.N.-1",411,348,0,759,255,174,0,429,1,0,32,190,59,114,1,0,2,0,0,1,0,0,2,1,0,2,0,1,0,1,22,0,1,429
362,"P.P. SARAI AGHAT PURV",824,653,0,1477,454,312,0,766,1,0,44,452,155,21,0,1,4,0,1,2,0,0,1,1,1,1,2,4,2,2,69,1,2,766
363,"KANYA P.P. AGHAT M. SARAI AGHAT R.N.-1",373,263,0,636,294,166,0,460,1,0,71,303,49,4,0,0,1,0,0,0,3,0,0,0,0,1,5,10,2,2,8,0,1,460
364,"KANYA P.P. AGHAT M. SARAI AGHAT R.N.-2",669,517,0,1186,565,369,0,934,1,0,33,737,125,3,1,0,1,1,0,1,1,2,0,1,2,1,1,7,0,1,12,0,4,934
