"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
349,"PRIMARY SCHOOL RATHGAWAN R.N 1",580,529,0,1109,446,320,0,766,385,0,252,434,10,60,2,0,1,0,0,0,0,1,0,3,3,766
350,"PRIMARY SCHOOL RATHGAWANR.N 2",670,560,0,1230,493,354,0,847,107,0,210,545,65,2,1,0,0,1,4,0,1,6,1,5,6,847
351,"PRIMARY SCHOOL IMLAUTH",795,654,0,1449,627,358,0,985,965,0,318,11,7,622,9,3,1,1,0,0,1,3,7,0,2,985
352,"PRIMARY SCHOOL BARAI SUBHANGARHI",428,370,0,798,296,261,0,557,557,0,224,4,39,263,3,7,1,1,1,1,2,0,3,1,7,557
353,"PRIMARY SCHOOL ALAMPUR SUBKARA",493,431,0,924,382,312,0,694,694,0,368,135,19,156,3,2,0,0,0,0,1,1,2,0,7,694
354,"PRIMARY SCHOOL MAHRAWALR.N 1",752,660,0,1412,617,446,0,1063,400,0,113,87,31,805,4,4,0,0,0,2,1,3,9,1,3,1063
355,"PRIMARY SCHOOL MAHRAWAL R.N 2",720,633,0,1353,597,520,0,1117,661,0,324,21,37,710,2,4,0,0,0,0,2,4,7,0,6,1117
356,"PRIMARY SCHOOL SARSAUL R.N 1",752,651,0,1403,527,479,0,1006,386,0,57,320,38,548,5,4,1,1,2,2,0,14,8,2,4,1006
357,"PRIMARY SCHOOL SARSAUL R.N 2",796,684,0,1480,528,452,0,980,365,0,203,94,54,578,3,7,0,2,0,0,2,10,6,7,14,980
358,"PRIMARY SCHOOL SARSAUL R.N 3",585,526,0,1111,432,326,0,758,750,0,28,78,26,601,4,0,3,0,0,0,1,7,4,3,3,758
359,"PRIMARY SCHOOL SARSAUL R.N 4",580,522,0,1102,383,306,0,689,290,0,45,25,19,569,1,3,6,0,0,0,1,11,4,0,5,689
360,"PRIMARY SCHOOL ILIYASPURR.N 1",676,539,0,1215,437,339,0,776,776,0,178,569,8,2,1,1,0,1,0,0,0,2,1,3,10,776
361,"PRIMARY SCHOOL ILIYASPUR R.N 2",530,466,0,996,341,299,0,640,640,0,368,251,6,7,0,0,0,0,1,0,0,0,0,1,6,640
