"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ATUL KUMAR SINGH ANJAAN","2 - DARA SINGH CHAUHAN","3 - RAJEEV KUMAR RAI","4 - RASHTRA KUNWAR SINGH","5 - HARINARAYAN RAJBHAR","6 - BADRI NATH YADAV","7 - MANISH KUMAR RAI","8 - MOKHTAR ANSARI","9 - RAVI SHANKAR BHARAT","10 - RAJKUMAR CHAUHAN","11 - VIJAY KUMAR UPADHYAY","12 - DR. SHAMEEM ABIDI","13 - HARINATH","14 - HARISH CHANDRA","15 - HEMANT KUMAR","16 - DOODHNATH CHAUHAN","17 - VISHUN DAYAL","18 - SURYA KUMAR","19 - None of the Above","Total Votes Secured"
312,"PRIMARY P. CHHAPRACHK BADROODDINPUR WEST BHAG",736,579,0,1315,438,337,0,775,775,0,2,47,170,6,149,2,5,369,3,1,2,0,0,2,1,11,1,0,4,775
313,"PRIMARY P. CHHAPRACHK BADROODDINPUR EAST BHAG",304,245,0,549,145,153,0,298,298,0,2,216,7,2,33,2,1,23,0,0,3,0,0,1,0,3,2,2,1,298
314,"PRIMARY P. AMIRHA N. IMART",441,331,0,772,242,236,0,478,478,0,9,149,24,4,250,6,2,10,3,0,3,2,1,2,3,4,1,3,2,478
315,"INTER C. SARSENA EAST BHAG",465,332,0,797,185,174,0,359,359,0,8,181,13,5,106,4,3,12,1,2,1,1,1,0,2,8,1,7,3,359
316,"INTER C. CHIRAIYAKOT EAST BHAG",525,392,0,917,189,222,0,411,411,0,13,252,14,7,109,4,0,3,0,1,1,0,0,1,1,2,2,1,0,411
317,"INTER C. SARSENA EAST BHAG",386,308,0,694,164,175,0,339,339,0,3,3,8,19,282,9,1,13,0,0,0,0,0,0,0,0,0,0,1,339
318,"INTER C. SARSENA EAST BHAG",536,434,0,970,253,267,0,520,520,0,7,235,21,7,147,2,1,80,1,2,1,0,0,0,1,3,8,1,3,520
319,"PRIMARY P. RAIPUR EAST BHAG",781,654,0,1435,400,415,0,815,815,0,9,241,157,11,206,6,3,149,3,0,4,1,3,3,4,11,1,2,1,815
320,"PRIMARY P. RAIPUR WEST BHAG",570,493,0,1063,252,260,0,512,512,0,17,154,46,8,251,4,1,3,1,0,1,2,2,4,3,12,0,3,0,512
321,"PRIMARY P. RAIPUR SAURTH BHAG",325,283,0,608,132,123,0,255,255,0,4,65,104,5,43,2,0,1,0,0,1,0,0,0,3,8,2,7,10,255
322,"PRIMARY P. BAHLOLPUR",610,523,0,1133,330,320,0,650,650,0,9,117,323,12,153,3,0,20,4,1,2,0,0,0,0,0,4,1,1,650
323,"PRIMARY P. SIRSA EAST BHAG",496,405,0,901,264,250,0,514,514,0,7,214,31,13,231,5,4,0,1,0,1,2,0,1,2,2,0,0,0,514
324,"PRIMARY P. SIRSA WEST BHAG",639,481,0,1120,280,254,0,534,534,0,1,229,7,13,228,3,0,34,1,1,2,0,0,1,1,6,0,3,4,534
325,"PRIMARY P. BHAERIYADHAR WEST BHAG",726,616,0,1342,372,374,0,746,746,0,9,337,240,7,37,4,2,87,2,0,3,1,1,2,3,2,3,2,4,746
326,"PRIMARY P. TEN‍DUVAR URF KATAGHARASANJAR",677,571,0,1248,383,305,0,688,688,0,3,10,519,6,84,3,0,50,1,1,0,0,0,1,2,2,2,0,4,688
327,"PRIMARY P. HAFIJPUR EAST BHAG",606,495,0,1101,280,301,0,581,581,0,3,420,101,1,22,2,1,18,0,1,0,0,0,2,3,2,2,3,0,581
328,"PRIMARY P. HAFIJPUR WEST BHAG",453,398,0,851,243,251,0,494,494,0,6,360,81,4,26,0,0,1,0,1,2,0,0,0,3,2,2,4,2,494
329,"PRIMARY P. ALLIPUR",511,435,0,946,229,286,0,515,515,0,5,61,222,5,152,0,0,60,0,1,0,0,1,0,0,2,4,2,0,515
330,"PRIMARY P. NASIRPUR N. IMART",557,489,1,1047,325,250,0,575,575,0,4,418,52,8,56,1,3,27,0,0,1,0,0,0,0,2,1,2,0,575
331,"PRIMARY P. MIRZAPUR UTTER BHAG",354,283,0,637,172,169,0,341,341,0,10,96,41,8,159,4,1,15,0,0,1,1,0,0,0,2,0,2,1,341
332,"PRIMARY P. MIRZAPUR D. BHAG",374,318,0,692,190,158,0,348,348,0,4,85,72,4,170,4,1,4,0,1,1,0,0,1,1,0,0,0,0,348
333,"PRIMARY P. CHANDRAVATI SARTH BHAG",569,491,0,1060,266,271,0,537,537,0,25,113,35,13,287,8,1,14,1,1,12,2,3,2,2,9,4,2,3,537
334,"PRIMARY P. SECHUIHRIKESH NARTH BHAG",586,512,0,1098,363,308,0,671,671,0,6,193,321,3,65,2,1,42,2,1,6,1,1,0,2,10,3,9,3,671
335,"PRIMARY P. SECHUIHRIKESH UTTAR BHAG",416,337,0,753,207,184,0,391,391,0,3,55,107,10,170,2,0,31,0,0,4,1,0,2,0,1,0,2,3,391
336,"PRIMARY P. SECHUIBELBHADRA",381,285,0,666,163,143,0,306,306,0,5,127,11,4,134,2,1,4,2,0,2,1,0,0,1,5,2,3,2,306
337,"PRIMARY P. SECHUIBELBHADRA",295,251,0,546,155,144,0,299,299,0,4,96,137,3,15,1,1,33,0,0,1,0,1,3,0,2,0,0,2,299
338,"PRIMARY P. VISHUNPURA",378,327,0,705,221,210,0,431,431,0,9,251,23,9,106,6,1,18,0,1,0,0,0,0,1,2,1,2,1,431
339,"PRIMARY P. VISHUNPURA EAST BHAG",708,575,0,1283,342,260,0,602,602,0,2,65,277,11,75,2,1,140,3,3,7,0,2,5,1,3,0,2,3,602
340,"D.A.SCHOOL P.P. PACHISTAMOLNAPUR WEST BHAG",551,433,0,984,264,256,0,520,520,0,1,100,101,3,100,1,2,185,1,1,4,3,3,3,1,5,0,1,5,520
341,"D.A.SCHOOL P.PRIMARY PACHISTAMOLNAPUR",444,353,0,797,185,251,0,436,436,0,3,288,112,2,14,2,2,7,0,0,0,0,0,0,0,1,0,4,1,436
