"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
277,"PRIMARY SCHOOL BILOTHI",326,280,0,606,224,164,0,388,388,0,32,69,22,249,6,1,0,0,0,0,0,0,0,0,1,2,3,0,0,2,1,388
278,"PRIMARY SCHOOL CHAINPURA",86,73,0,159,59,50,0,109,109,0,3,1,96,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,1,0,109
279,"J.H.SCHOOL SEMARI",680,526,0,1206,554,375,0,929,929,0,10,167,160,556,2,1,0,1,1,2,1,2,1,4,1,2,4,2,1,11,0,929
280,"PRIMARY SCHOOL GADHI DADDI",363,294,0,657,251,197,0,448,448,0,47,117,30,223,1,1,1,0,1,7,0,1,1,0,2,1,4,2,1,6,2,448
281,"PRIMARY SCHOOL NAGLA VIRJA",281,218,0,499,243,180,0,423,423,0,3,161,5,224,3,2,0,0,0,2,1,1,3,0,1,2,3,6,1,5,0,423
282,"PRIMARY SCHOOL NAGLA DEVISINGH",201,168,0,369,181,128,0,309,309,0,30,113,51,101,3,0,0,0,0,2,0,0,3,1,0,1,2,0,0,2,0,309
283,"PRIMARY SCHOOL AJANAUTHI",399,312,0,711,268,206,0,474,474,0,0,0,106,356,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,6,0,474
284,"PRIMARY SCHOOL BARAULI",588,492,0,1080,395,311,0,706,706,0,108,45,114,400,8,1,0,1,3,2,0,4,5,1,1,3,0,2,2,6,0,706
285,"KANYA PRIMARY SCHOOL TARAULI JANUVI R.N0.1",763,649,0,1412,524,419,0,943,943,0,32,18,523,341,6,2,0,1,0,1,0,3,1,3,0,3,0,0,5,3,1,943
286,"KANYA PRIMARY SCHOOL TARAULI JANUVI R.N0.2",218,197,0,415,162,141,0,303,303,0,16,17,3,245,2,0,0,2,0,0,0,1,4,1,1,1,1,0,2,7,0,303
287,"POORV MADHYAMIK VIDYALAY TARAULI JANUVI R.N0.1",591,445,0,1036,395,244,0,639,639,0,31,43,33,520,2,0,0,0,0,0,2,0,1,0,0,0,1,1,2,3,0,639
288,"POORV MADHYAMIK VIDYALAY TARAULI JANUVI R.NO.2",407,319,0,726,260,168,0,428,428,0,11,53,30,297,10,0,2,1,3,5,0,1,2,2,2,0,1,0,2,6,0,428
289,"SWAMI ADARSH INTER COLLEGE TARAULI SUMALI R.N0.1",645,480,0,1125,484,312,0,796,796,0,66,20,3,682,5,0,1,1,1,0,0,2,3,0,1,3,1,1,2,3,1,796
290,"SWAMI ADARSH INTER COLLEGE TARAULI SUMALI R.N0.2",873,666,0,1539,546,420,0,966,966,0,22,55,220,640,8,1,0,2,1,0,0,1,3,0,1,0,0,0,5,7,0,966
291,"PRIMARY SCHOOL AHOORI",412,331,0,743,301,231,0,532,532,0,111,5,6,388,5,0,0,0,0,0,0,0,2,0,0,2,2,0,0,10,1,532
292,"PRIMARY SCHOOL VILAUDA",551,414,0,965,372,237,0,609,609,0,152,217,17,151,1,1,0,0,3,4,0,3,0,0,5,0,26,9,10,7,3,609
293,"POORV MADHYAMIK VIDYALAY NAUGAON R.N0.1",616,500,0,1116,396,278,0,674,674,0,272,9,7,341,1,2,1,0,1,1,3,4,2,1,7,4,4,3,4,7,0,674
294,"POORV MADHYAMIK VIDYALAY NAUGAON R.NO.2",540,438,0,978,331,227,0,558,558,0,297,6,8,219,3,0,0,0,0,1,0,2,3,1,1,4,4,0,2,5,2,558
295,"POORV MADHYAMIK VIDYALAY NAUGAON R.N0.3",592,429,0,1021,342,246,0,588,588,0,201,24,90,222,1,2,1,0,1,1,0,0,0,1,1,6,6,0,5,20,6,588
296,"POORV MADHYAMIK VIDYALAY NAUGAON R.N0.4",426,365,0,791,297,236,0,533,533,0,465,3,0,48,0,0,0,0,1,1,0,0,0,1,1,9,3,0,0,0,1,533
297,"PRIMARY SCHOOL NAUGAON R.N0.1",565,398,0,963,324,185,0,509,509,0,218,9,2,252,0,0,0,1,0,0,0,1,0,0,5,7,3,0,0,10,1,509
298,"PRIMARY SCHOOL NAUGAON R.N0.2",685,517,0,1202,448,310,0,758,758,0,525,6,3,183,1,1,4,2,1,0,0,2,2,0,4,12,8,0,1,1,2,758
299,"PRIMARY SCHOOL SAIDPUR",365,287,0,652,299,194,0,493,493,0,48,27,3,402,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,2,493
300,"PRIMARY SCHOOL JAVALI",713,585,0,1298,527,388,0,915,915,0,156,26,217,493,2,1,2,2,0,0,3,0,2,1,2,2,0,0,1,2,3,915
301,"PRIMARY SCHOOL AGARYALA R.N0.1",717,486,0,1203,384,212,0,596,596,0,12,22,74,454,7,0,0,0,0,1,3,2,0,1,0,0,1,0,1,17,1,596
302,"PRIMARY SCHOOL AGARYALA R.N0.2",730,489,0,1219,418,236,0,654,654,0,19,41,102,451,1,1,1,1,0,0,0,3,1,2,0,6,3,0,1,19,2,654
303,"PRIMARY SCHOOL AGARYALA R.N0.3",602,420,0,1022,342,214,0,556,556,0,23,45,72,378,2,0,1,0,0,0,1,0,0,1,2,2,1,1,4,21,2,556
304,"PRIMARY SCHOOL BAHATA",595,446,0,1041,327,242,0,569,569,0,33,21,120,379,2,0,0,1,0,1,1,2,2,0,0,1,0,0,1,4,1,569
305,"PRIMARY SCHOOL NAGLA NANDI",281,231,0,512,195,151,0,346,346,0,2,22,44,256,1,0,0,0,1,0,0,0,2,0,0,0,1,1,4,12,0,346
306,"PRIMARY SCHOOL KAJRAUTH R.N0.1",326,251,1,578,224,181,0,405,405,0,4,12,40,336,1,0,1,0,1,0,0,1,2,0,0,0,0,0,2,3,2,405
307,"PRIMARY SCHOOL KAJRAUTH R.N0.2",283,234,0,517,208,162,0,370,370,0,2,10,285,63,0,0,0,1,0,0,0,2,0,1,1,2,0,0,1,2,0,370
308,"PRIMARY SCHOOL SYARAHA",583,458,0,1041,407,297,0,704,704,0,66,60,142,398,2,1,0,5,0,2,1,0,2,0,2,2,3,2,2,10,4,704
309,"PRIMARY SCHOOL NAGLA DHANPAL",321,266,0,587,247,216,0,463,463,0,8,10,258,170,4,1,0,0,0,1,0,3,0,0,0,0,1,0,2,3,2,463
310,"SHRI BRAJRAJ ADARSH J.H.SCHOOL DALAUTA R.N0.1",818,657,0,1475,590,358,0,948,948,0,225,37,70,566,14,1,1,2,2,0,0,1,4,3,2,4,3,1,3,9,0,948
311,"SHRI BRAJRAJ ADARSH J.H.SCHOOL DALAUTA R.N0.2",128,98,0,226,76,56,0,132,132,0,33,2,2,70,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,132
312,"PRIMARY SCHOOL GANGARAULI",693,580,0,1273,537,429,0,966,966,0,38,139,136,619,7,1,0,0,0,4,0,3,4,3,2,0,3,0,2,5,0,966
313,"PRIMARY SCHOOL BHAUGAON",579,409,0,988,355,224,0,579,579,0,24,216,55,245,2,1,7,2,2,4,1,1,0,0,2,3,7,0,1,5,1,579
314,"PRIMARY SCHOOL JAITPUR",151,130,0,281,92,70,0,162,162,0,22,3,49,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
315,"PRIMARY SCHOOL BASAI BUJURG",761,587,0,1348,408,280,0,688,688,0,24,45,132,429,6,2,0,1,2,1,1,5,2,2,1,9,2,2,2,18,2,688
316,"PRIMARY SCHOOL BASAI KHURD",249,217,0,466,178,173,0,351,351,0,1,2,331,4,2,0,0,0,1,0,0,0,1,2,0,2,0,0,3,1,1,351
317,"BACHCHHAVAN BIHARI INTER COLLEGE SEHI R.N0.1",586,451,0,1037,357,253,0,610,610,0,21,10,245,297,4,0,0,0,0,0,1,1,2,4,0,6,0,0,8,11,0,610
318,"BACHCHHAVAN BIHARI INTER COLLEGE SEHI R.N0.2",478,409,1,888,335,238,0,573,573,0,35,136,6,357,3,0,1,8,0,4,3,0,2,1,5,3,2,1,0,4,2,573
319,"BACHCHHAVAN BIHARI INTER COLLEGE SEHI R.N0.3",457,357,0,814,282,217,0,499,499,0,38,14,62,368,4,1,0,1,0,0,0,2,2,4,0,3,0,0,0,0,0,499
320,"BACHCHHAVAN BIHARI INTER COLLEGE SEHI R.N0.4",556,403,0,959,326,207,0,533,533,0,32,5,15,449,5,1,0,0,1,3,1,4,0,0,0,0,1,1,3,11,1,533
321,"PRIMARY SCHOOL NAGLA AUDHOOTA",408,294,0,702,332,183,0,515,515,0,35,65,14,385,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,7,0,515
322,"PRIMARY SCHOOL MANGARAULI",140,123,0,263,104,81,0,185,185,0,31,3,2,138,2,0,1,0,0,0,0,1,0,0,1,1,0,0,2,2,1,185
323,"POORV MADHYAMIK VIDYALAY PASAULI R.N0.1",605,442,0,1047,371,214,0,585,585,0,0,13,190,346,3,0,2,0,1,1,2,1,0,0,1,1,0,1,7,13,3,585
324,"POORV MADHYAMIK VIDYALAY PASAULI R.N0.2",504,435,0,939,343,255,0,598,598,0,20,66,13,478,4,0,1,0,0,4,0,0,2,3,4,1,0,0,1,1,0,598
325,"PRIMARY SCHOOL NAGLA MAUJI",278,214,0,492,212,151,0,363,363,0,2,1,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,363
326,"PRIMARY SCHOOL  BARAHARA",251,209,0,460,199,148,0,347,347,0,12,47,5,258,1,0,0,3,1,2,1,0,2,1,1,1,1,2,0,8,1,347
327,"PRIMARY SCHOOL BAJANA",329,284,0,613,254,201,0,455,455,0,22,165,104,148,1,0,0,0,1,2,0,0,0,1,1,2,2,0,1,5,0,455
328,"PRIMARY SCHOOL PARAKHAM R.N0.1",644,509,0,1153,425,290,0,715,715,0,27,13,190,476,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,715
329,"PRIMARY SCHOOL PARAKHAM R.N0.1",469,340,0,809,319,234,0,553,553,0,33,31,201,262,3,0,2,1,0,1,0,2,2,1,0,5,0,0,0,6,3,553
330,"PRIMARY SCHOOL BHARTIYA",674,590,0,1264,526,428,0,954,954,0,17,48,229,592,12,1,1,0,1,1,1,1,6,3,3,1,1,1,5,29,1,954
