"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
362,"PRIMARY SCHOOL BELSDA PASHCHIM",547,446,0,993,232,212,0,444,444,0,273,28,68,39,3,1,2,0,1,11,7,3,8,444
363,"PRIMARY SCHOOL PADMALPAR",205,146,0,351,74,53,0,127,127,0,70,0,37,17,0,0,0,0,0,0,1,0,2,127
364,"P. M. V. CHITTAUNA BUJURG",600,542,0,1142,269,230,0,499,399,0,137,70,168,90,3,1,1,2,5,2,4,5,11,499
365,"PRIMARY SCHOOL KHALIPAR",284,227,0,511,134,89,0,223,223,0,102,65,33,21,0,0,0,0,0,1,0,0,1,223
366,"PRIMARY SCHOOL MARCHI PAR BUJURG",307,247,0,554,175,153,0,328,327,0,94,8,214,6,0,1,1,0,1,1,0,0,2,328
367,"PRIMARY SCHOOL MARCHIPAR KHURD",249,179,0,428,110,106,0,216,216,0,113,5,57,22,1,0,0,1,3,0,5,2,7,216
368,"A. L. M. V. PARSIYA",662,519,0,1181,287,231,0,518,518,0,249,14,166,71,1,1,2,1,2,2,2,1,6,518
369,"PRIMARY SCHOOL MATIHANI",431,381,0,812,206,215,0,421,415,0,53,214,75,62,4,1,0,4,1,0,1,4,2,421
370,"PRIMARY SCHOOL KHAIRPAR",220,151,0,371,134,113,0,247,247,0,24,3,192,22,1,0,1,0,0,0,1,1,2,247
371,"PRIMARY SCHOOL BHARAULI",527,443,0,970,218,224,0,442,442,0,189,138,56,33,2,1,0,3,0,4,3,2,11,442
372,"PRIMARY SCHOOL MHOW BUJURG",419,308,0,727,177,140,0,317,317,0,119,90,36,60,1,0,0,2,1,0,1,1,6,317
373,"PRIMARY SCHOOL BARPAR UTTAR",540,443,0,983,236,265,0,501,501,0,194,22,106,146,3,1,2,1,2,4,6,3,11,501
374,"PRIMARY SCHOOL BARPAR DAKSHIN",397,291,1,689,134,131,0,265,265,0,122,6,6,123,2,0,1,2,0,1,1,0,1,265
375,"PRIMARY SCHOOL AHIRAULI",659,567,0,1226,325,342,0,667,667,0,163,13,355,89,2,0,2,2,3,6,4,3,25,667
376,"PRIMARY SCHOOL DORMAHA PURAV",602,540,0,1142,288,267,0,555,555,0,299,58,65,112,3,1,3,3,1,5,1,0,4,555
377,"PRIMARY SCHOOL DORMAHA PASHCHIM",224,197,0,421,81,100,0,181,181,0,106,36,14,16,0,1,0,2,2,4,0,0,0,181
378,"PRIMARY SCHOOL RAJAHTA",485,373,1,859,216,198,0,414,400,0,167,52,114,48,4,2,3,2,2,5,5,2,8,414
379,"PRIMARY SCHOOL MADRIYA UTTAR",492,438,0,930,228,265,0,493,491,0,194,13,229,43,0,1,1,2,2,0,2,2,4,493
380,"PRIMARY SCHOOL MADRIYA DAKSHIN",454,387,0,841,206,178,0,384,383,0,197,13,118,41,2,1,0,3,0,4,1,1,3,384
381,"PRIMARY SCHOOL MADRHA PURAV",796,594,0,1390,291,283,0,574,487,0,316,15,155,31,4,1,2,3,2,13,5,7,20,574
382,"PRIMARY SCHOOL MADRHA PASHCHIM",725,534,0,1259,299,292,0,591,541,0,277,24,206,36,2,1,3,4,4,13,3,6,12,591
383,"PRIMARY SCHOOL NIBI DUBEY UTTAR",390,346,0,736,184,168,0,352,350,0,245,29,14,46,3,0,3,1,2,2,1,1,5,352
384,"PRIMARY SCHOOL NIBI DUBEY DAKSHIN",386,326,0,712,185,191,0,376,376,0,195,14,127,29,0,0,0,0,2,2,1,1,5,376
385,"PRIMARY SCHOOL KODAR URF BAGHOR",356,264,0,620,145,140,0,285,284,0,116,24,80,55,0,0,3,1,0,1,0,1,4,285
386,"PRIMARY SCHOOL MUKUNDWAR",418,364,0,782,184,189,0,373,373,0,220,39,27,59,4,1,0,0,4,1,2,1,15,373
387,"P. M. V. NEWAISPAR UTTAR",654,535,0,1189,268,285,0,553,551,0,181,170,143,30,0,1,1,1,1,6,7,3,9,553
388,"P. M. V. NEWAISPAR DAKSHIN",525,473,0,998,202,197,0,399,399,0,166,96,28,95,3,0,0,1,2,6,1,0,1,399
389,"PRIMARY SCHOOL RAJAULI KHURD",330,243,0,573,125,144,0,269,269,0,93,16,131,13,2,1,0,0,0,1,6,0,6,269
390,"PRIMARY SCHOOL RAJAULI BUJURG",422,366,0,788,147,178,0,325,325,0,101,39,130,42,0,0,2,2,1,2,3,1,2,325
391,"PRIMARY SCHOOL DALUA",404,345,0,749,188,164,0,352,352,0,176,19,106,35,2,1,0,1,0,4,1,1,6,352
392,"PRIMARY SCHOOL ANANDGARH",462,340,0,802,210,204,0,414,414,0,201,17,161,20,3,1,0,1,1,0,1,1,7,414
393,"PRIMARY SCHOOL MAHULIYA POYAL UTTAR",545,457,0,1002,269,276,0,545,544,0,215,19,220,63,3,2,0,5,0,2,5,3,8,545
394,"PRIMARY SCHOOL MAHULIYA POYAL DAKSHIN",483,374,0,857,214,183,0,397,296,0,276,4,22,78,0,0,2,0,0,6,1,1,7,397
395,"PRIMARY SCHOOL POHILA UTTAR",525,416,0,941,209,184,0,393,240,0,242,13,73,44,0,1,1,1,0,7,5,0,6,393
396,"PRIMARY SCHOOL POHILA DAKSHIN",611,489,0,1100,240,257,0,497,497,0,305,94,42,35,1,1,0,1,2,6,1,3,6,497
397,"PRIMARY SCHOOL BHITI DUBEY",597,480,0,1077,322,305,0,627,627,0,218,35,300,60,1,0,0,0,2,2,3,1,5,627
398,"G. I. C. MAHUAPAR PURAV",436,366,0,802,203,191,0,394,394,0,207,31,128,15,0,0,3,2,1,5,2,0,0,394
399,"G. I. C. MAHUAPAR MADHAY",352,313,0,665,171,176,0,347,347,0,117,70,100,29,1,1,0,3,0,2,6,6,12,347
400,"G. I. C. MAHUAPAR PASHCHIM",492,385,0,877,213,228,0,441,439,0,243,35,116,30,1,0,3,2,1,3,0,2,5,441
401,"PRIMARY SCHOOL VISUNPURA",434,337,0,771,174,169,0,343,340,0,205,18,28,77,2,0,2,2,0,5,0,1,3,343
402,"PRIMARY SCHOOL KOKTA",229,199,0,428,106,123,0,229,229,0,62,130,8,16,3,0,0,1,0,1,1,3,4,229
403,"PRIMARY SCHOOL OJHAULI UTTAR",716,607,0,1323,308,247,0,555,555,0,359,34,36,96,5,0,3,2,3,8,4,2,3,555
404,"PRIMARY SCHOOL OJHAULI DAKSHIN",586,500,0,1086,286,266,0,552,552,0,193,26,289,26,1,0,4,2,1,3,2,3,2,552
405,"PRIMARY SCHOOL OJHAULI MADHYA",472,353,0,825,193,141,0,334,334,0,56,144,97,23,1,0,0,2,0,2,1,2,6,334
406,"P. M. V. KODARI UTTAR",803,668,0,1471,410,389,0,799,799,0,247,15,421,75,5,0,3,1,3,10,5,5,9,799
407,"P. M. V. KODARI DAKSHIN",241,202,0,443,83,65,0,148,148,0,84,29,14,14,1,0,1,0,0,2,0,1,2,148
408,"PRIMARY SCHOOL BHAISAULI PURAV",603,466,0,1069,226,197,0,423,423,0,288,41,3,70,1,0,2,2,2,4,2,2,6,423
409,"PRIMARY SCHOOL BHAISAULI PASHCHIM",828,621,0,1449,416,384,0,800,800,0,90,192,392,71,5,2,2,2,2,7,11,6,18,800
410,"PRIMARY SCHOOL JAIEPAR",461,412,0,873,206,238,0,444,444,0,198,8,172,57,3,0,0,0,0,1,1,0,4,444
411,"PANCHAYAT BHAWAN MAHULIYA KHAJUHA",503,395,0,898,246,219,0,465,465,0,175,92,108,67,2,0,2,3,2,5,3,4,2,465
412,"P. M. V. BARHALGANJ UTTAR",759,624,0,1383,368,282,0,650,650,0,285,31,53,258,8,1,1,1,1,1,1,0,9,650
413,"P. M. V. BARHALGANJ MADHAY",652,501,0,1153,343,272,0,615,615,0,189,16,209,178,4,2,1,0,1,0,5,5,5,615
414,"P. M. V. BARHALGANJ MADHAY 1",611,460,0,1071,288,173,0,461,461,0,294,11,22,126,3,0,0,1,0,0,0,0,4,461
415,"P. M. V. BARHALGANJ DAKSHIN",576,429,0,1005,342,257,0,599,599,0,447,12,40,83,1,0,3,1,0,3,0,1,8,599
416,"P. M. V .BARHALGANJ DAKSHIN 1",374,259,0,633,200,138,0,338,338,0,247,5,28,41,0,1,2,1,1,6,1,1,4,338
417,"K. P. M. V. BARHALGANJ PURAV",802,695,0,1497,442,346,0,788,708,0,581,12,48,131,0,0,0,1,0,5,3,0,7,788
418,"K. M. V. BARHALGANJ PASHCHIM",809,643,0,1452,450,303,0,753,753,0,556,43,32,104,2,1,0,0,1,6,0,1,7,753
419,"N.I. C. BARAHALGANJ  UTTAR",507,386,0,893,257,159,0,416,416,0,294,20,30,59,0,0,0,3,2,3,1,2,2,416
420,"N. I.C. BRAHALGANJ  DAKSHIN",497,398,0,895,235,166,0,401,401,0,195,120,19,58,1,0,0,0,0,4,0,1,3,401
421,"N.I. C. BARAHALGANJ  MADHAY",840,634,0,1474,383,293,0,676,676,0,455,65,50,60,3,1,4,4,3,10,2,5,14,676
422,"N.I. C. BARAHALGANJ  MADHAY 1",796,640,0,1436,403,322,0,725,725,0,487,41,87,88,4,1,1,0,0,4,1,0,11,725
423,"N.I. C. BARAHALGANJ  MADHAY 2",649,499,0,1148,281,246,0,527,527,0,149,18,90,258,1,1,0,1,1,1,0,1,6,527
424,"N. I. C.  BARHALGANJ MADHAY 3",735,547,0,1282,380,239,0,619,619,0,380,32,86,103,2,2,2,3,0,4,0,1,4,619
425,"RAIMARY SCHOOL BARHALGANJ PURAV 1",236,198,0,434,125,87,0,212,212,0,90,18,35,62,1,1,1,1,0,0,1,0,2,212
426,"RAIMARY SCHOOL BARHALGANJ MADHAY",821,671,0,1492,464,285,0,749,749,0,316,31,76,313,2,1,0,1,1,4,1,1,2,749
427,"RAIMARY SCHOOL BARHALGANJ MADHAY 1",780,556,0,1336,403,284,0,687,687,0,407,19,53,195,2,0,0,2,2,2,0,1,4,687
428,"RAIMARY SCHOOL BARHALGANJ MADHYA 2",548,446,0,994,253,216,0,469,469,0,239,18,73,122,1,1,1,3,0,6,1,1,3,469
429,"PRIMARY SCHOOL NARAHARPUR UTTAR",602,493,0,1095,276,252,0,528,528,0,358,57,21,59,2,0,1,4,0,7,4,4,11,528
430,"PRIMARY SCHOOL NARAHARPUR MADHY",433,331,0,764,220,216,0,436,436,0,356,13,41,7,0,0,1,2,0,9,2,0,5,436
431,"PRIMARY SCHOOL NARAHARPUR DAKSHIN",536,401,0,937,222,207,0,429,429,0,318,3,41,34,2,0,1,2,3,5,2,4,14,429
432,"PRIMARY SCHOOL BUDANPURA",819,604,0,1423,395,368,0,763,763,0,488,35,162,47,1,2,3,3,0,7,0,3,12,763
433,"PRIMARY SCHOOL MUJAUNA",837,689,0,1526,372,374,0,746,746,0,312,137,207,54,5,2,4,6,1,3,2,3,10,746
434,"H. S. S. RAMNAGAR URF DUMARI PURAV",645,517,0,1162,268,255,0,523,523,0,266,136,30,57,2,0,4,0,2,10,2,5,9,523
435,"H. S. S. RAMNAGAR URF DUMARI MADHAY",575,456,0,1031,231,203,0,434,434,0,260,74,29,45,2,1,3,2,1,6,2,0,9,434
436,"H. S. S. RAMNAGAR URF DUMARI DAKSHIN",377,255,0,632,150,125,0,275,275,0,54,65,128,22,1,0,1,0,0,0,0,1,3,275
437,"PRIMARY SCHOOL CHAPIYAUMRAO UTTAR",718,623,0,1341,380,263,0,643,643,0,274,191,84,57,3,0,2,3,5,4,4,5,11,643
438,"PRIMARY SCHOOL CHAPIYAUMRAO DAKSHIN",147,119,0,266,67,65,0,132,132,0,40,60,19,11,0,0,2,0,0,0,0,0,0,132
439,"PRIMARY SCHOOL SIDHEGAUR PURAV",874,614,0,1488,388,352,0,740,740,0,263,145,205,55,5,2,9,4,9,19,5,10,9,740
440,"PRIMARY SCHOOL SIDHEGAUR PASHCHIM",241,148,1,390,85,63,0,148,148,0,37,73,22,6,1,0,1,1,2,0,2,1,2,148
441,"PRIMARY SCHOOL BARDIHA",396,316,0,712,179,191,0,370,370,0,58,74,192,30,3,0,3,0,1,3,1,1,4,370
442,"PRIMARY SCHOOL BAGAHA",682,467,0,1149,253,189,0,442,442,0,231,54,95,8,1,1,1,1,5,17,4,5,19,442
443,"A. . N.DISTTAULIYA",540,348,0,888,203,147,0,350,350,0,111,111,40,67,1,1,0,2,0,4,3,2,8,350
444,"PRIMARY SCHOOL GONGHAT PURAV",671,457,0,1128,198,135,0,333,333,0,78,121,100,11,3,3,6,1,0,3,0,5,2,333
445,"PRIMARY SCHOOL GONGHAT PASHCHIM",537,317,0,854,82,33,0,115,115,0,4,43,41,17,0,1,3,0,0,1,1,1,3,115
