"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
331,"PRATHAMIK VIDYALAY JAIT",539,442,0,981,361,277,0,638,637,0,19,209,82,70,239,4,3,1,2,1,2,0,2,2,2,638
332,"PRATHAMIK VIDYALAY KAMHARI (PU.MA.)",801,624,0,1425,401,288,0,689,632,0,8,386,37,53,173,3,0,1,6,1,2,2,3,5,9,689
333,"PRATHAMIK VIDYALAY KAMHARI (PA.MA)",862,682,0,1544,374,234,0,608,394,0,11,382,62,25,95,0,1,1,14,1,0,0,4,2,10,608
334,"PRATHAMIK VIDYALAY BARAKARA",384,292,0,676,252,203,0,455,455,0,5,197,7,21,196,2,3,1,5,1,3,2,3,2,7,455
335,"PRATHAMIK VIDYALAY MANPUR",726,614,0,1340,521,405,0,926,926,0,34,619,57,102,42,2,4,4,15,0,6,3,6,14,18,926
336,"PRATHAMIK VIDYALAY PAVAR ROOM NO-1",168,156,0,324,119,85,0,204,202,0,8,136,6,10,37,1,0,0,1,0,0,1,2,0,2,204
337,"PRATHAMIK VIDYALAY KAITHI",408,383,0,791,315,245,0,560,560,0,7,297,74,15,120,2,2,6,4,2,4,1,6,7,13,560
338,"PRATHAMIK VIDYALAY PAVAR ROOM MO-2",440,401,0,841,334,260,0,594,585,0,11,197,33,48,246,8,0,1,2,1,4,2,11,12,18,594
339,"SADHAN SAHAKARI SAMITI PARASI DUBE",256,215,0,471,145,129,0,274,262,0,2,122,42,37,60,1,0,0,0,0,2,2,2,0,4,274
340,"PRATHAMIK VIDYALAY PARASI PANDEY",635,563,0,1198,429,368,0,797,784,0,23,389,32,107,187,5,0,1,8,6,3,5,4,7,20,797
341,"PRATHAMIK VIDYALAY BADHAULI ROOM NO. 1",554,480,0,1034,290,198,0,488,479,0,5,246,21,31,158,3,1,0,7,2,6,0,1,2,5,488
342,"PRATHAMIK VIDYALAY ROOM NO. 2",565,479,0,1044,246,209,0,455,355,0,5,293,16,21,105,1,0,1,11,0,0,0,1,0,1,455
343,"PRATHAMIK VIDYALAY PETARAHEE",568,476,0,1044,311,233,0,544,543,0,6,277,10,48,178,3,1,0,2,2,2,2,3,3,7,544
344,"PRATHAMIK VIDYALAY ORMAORA PUPA",675,556,1,1232,306,256,0,562,558,0,3,219,88,94,132,1,0,1,4,2,1,3,2,2,10,562
345,"PRATHAMIK VIDYALAY ORAMAORA PA. PA.",783,621,0,1404,404,276,0,680,663,0,13,271,86,98,176,3,3,1,8,2,2,3,6,1,7,680
346,"PRATHAMIK VIDYALAY PUSAOLI PU PA",632,510,0,1142,370,317,0,687,647,0,6,311,41,62,221,3,0,3,21,4,2,2,2,1,8,687
347,"PRATHAMIK VIDYALAY PUSAOLI (WAST PART)",834,729,0,1563,440,325,0,765,763,0,13,461,49,33,181,1,2,1,6,2,1,1,4,1,9,765
348,"PRATHAMIK VIDYALAY LODHI-1",916,777,0,1693,482,404,0,886,790,0,30,391,105,101,175,5,3,3,8,0,6,7,8,8,36,886
349,"PRATHAMIK VIDYALAY TILAOLI",253,245,0,498,206,182,0,388,388,0,2,83,116,12,169,0,1,0,0,0,2,2,0,0,1,388
350,"PRATHAMIK VIDYALAY CHAPAKA",620,436,0,1056,295,237,0,532,529,0,13,245,84,105,57,1,1,2,6,0,1,4,2,2,9,532
351,"PRATHAMIK VIDYALAY SAHIJAN KHURD",636,440,0,1076,344,216,0,560,557,0,10,257,71,105,87,2,0,1,11,0,0,3,3,3,7,560
352,"PRATHAMIK VIDYALAY MUSAHEE",821,653,0,1474,415,377,0,792,767,0,18,208,77,205,250,0,2,1,4,3,4,1,3,5,11,792
353,"PRATHAMIK VIDYALAY RAOP (EAST PART)",530,407,0,937,238,155,0,393,393,0,5,108,62,168,29,1,1,1,3,2,2,0,3,0,8,393
354,"PRATHAMIK VIDYALAY RAOP (WAST PART)",521,434,1,956,267,228,0,495,495,0,9,208,68,146,39,2,2,0,3,0,1,5,3,4,5,495
355,"PRATHAMIK VIDYALAY KURA",216,178,0,394,146,105,0,251,251,0,10,123,14,22,76,1,1,0,1,0,0,0,1,2,0,251
356,"PRATHAMIK VIDYALAY UPADHI",319,241,0,560,157,113,0,270,270,0,4,76,14,5,154,0,0,0,0,1,2,1,2,2,9,270
357,"PRATHAMIK VIDYALAY BADAGANV",693,591,0,1284,413,291,0,704,691,0,7,292,201,6,148,2,5,1,5,8,2,7,3,6,11,704
358,"PRATHAMIK VIDYALAY BANAORA",626,515,0,1141,333,258,0,591,591,0,7,195,82,128,149,7,0,0,2,0,2,0,5,3,11,591
