"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.MURLI MANOHAR JOSHI","2 - SALEEM AHMAD","3 - SURENDRA MOHAN AGARWAL","4 - SRIPRAKASH JAISWAL","5 - ANIL AWASTHI","6 - ANAND MEHROTRA","7 - DEVENDRA KUMAR SHARMA","8 - MOHD.NASIR KHAN","9 - DR.NIKHIL GUPTA","10 - MAHMOOD HUSAIN RAHMANI","11 - MOHAMMAD ATEEQ","12 - RAMESH KUMAR GUPTA","13 - VINAYAK RAO TOPE","14 - HIMMAT LAL","15 - ASHOK PASWAN ADVOCATE","16 - KISHOR BAJPAI","17 - PREM CHANDRA PANDEY","18 - BETALAL DIWAKAR","19 - MUZAFFAR HUSAIN KHAN","20 - VISHWANATH KATARIA","21 - KUMARI SARASWATI","22 - None of the Above","Total Votes Secured"
234,"ANAND SHIKSHA NIKETAN JR. H. SCHOOL MUNSHI PURWA ROOM NO.3",523,378,0,901,296,206,0,502,500,0,7,21,16,440,3,0,1,0,0,8,0,0,0,0,0,3,0,0,0,2,0,1,502
235,"ANAND SHIKSHA NIKETAN JR. H. SCHOOL MUNSHI PURWA ROOM NO.4",410,385,0,795,224,201,0,425,425,0,6,10,16,383,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,425
236,"ANAND SHIKSHA NIKETAN JR. H. SCHOOL MUNSHI PURWA ROOM NO.5",881,649,0,1530,427,265,0,692,691,0,161,29,14,472,1,1,0,1,0,4,1,0,2,0,2,1,1,0,1,1,0,0,692
237,"BASIC PR. SCHOOL MUNSHI PURWA ROOM NO.1",606,483,0,1089,329,215,0,544,530,0,4,14,21,487,3,0,0,1,0,10,0,0,0,1,1,1,0,0,1,0,0,0,544
238,"BASIC PR. SCHOOL MUNSHI PURWA ROOM NO.2",455,371,0,826,226,164,0,390,363,0,4,12,14,345,0,0,0,1,0,5,0,0,0,1,0,1,1,0,1,3,0,2,390
239,"BASIC PR. SCHOOL MUNSHI PURWA ROOM NO.3",611,489,1,1101,332,243,0,575,550,0,14,12,21,504,0,0,0,0,0,4,1,0,3,1,0,1,1,0,5,8,0,0,575
240,"BASIC PR. SCHOOL MUNSHI PURWA ROOM NO.4",309,263,0,572,163,118,0,281,277,0,6,0,7,258,2,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,281
241,"R.K. VIDHYALAY AZAD NAGAR NEAR BABUPURWA POLICE STATION ROOM NO.1",486,435,0,921,317,263,0,580,565,0,10,24,24,492,4,1,0,0,0,10,0,0,4,0,1,4,2,0,1,2,0,1,580
242,"R.K. VIDHYALAY AZAD NAGAR NEAR BABUPURWA POLICE STATION ROOM NO.2",581,464,0,1045,342,234,0,576,553,0,41,20,10,488,0,0,0,0,1,9,0,0,1,0,0,0,0,1,3,1,0,1,576
243,"R.K. VIDHYALAY AZAD NAGAR NEAR BABUPURWA POLICE STATION ROOM NO.3",625,475,0,1100,317,227,0,544,540,0,85,13,16,402,2,0,1,0,0,7,0,0,0,1,0,1,2,1,3,3,2,5,544
244,"R.K. VIDHYALAY AZAD NAGAR NEAR BABUPURWA POLICE STATION ROOM NO.4",728,531,0,1259,350,247,0,597,580,0,153,31,13,378,0,0,0,0,0,1,1,2,2,0,0,7,0,0,7,1,0,1,597
245,"SCHOLAR INTER COLLEGE BABUPURWA ROOM NO .1",753,527,0,1280,302,181,0,483,470,0,6,15,46,402,0,0,0,0,0,4,1,0,1,0,0,2,0,1,2,2,0,1,483
246,"SCHOLAR INTER COLLEGE BABUPURWA ROOM NO .2",759,569,3,1331,395,231,0,626,597,0,2,15,48,529,3,2,0,0,0,5,1,0,2,0,0,3,1,3,4,4,1,3,626
247,"SCHOLAR INTER COLLEGE BABUPURWA ROOM NO .3",657,503,0,1160,335,208,0,543,530,0,9,17,30,458,4,0,0,4,1,2,0,0,0,1,0,4,2,1,4,3,1,2,543
248,"SCHOLAR INTER COLLEGE BABUPURWA ROOM NO .4",420,334,0,754,181,133,0,314,301,0,2,5,20,272,3,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,1,314
249,"SCHOLAR INTER COLLEGE BABUPURWA ROOM NO .5",593,484,1,1078,298,182,0,480,470,0,1,8,24,425,3,1,0,0,0,7,0,0,0,2,1,2,1,0,2,0,1,2,480
250,"SCHOLAR INTER COLLEGE BABUPURWA ROOM NO .6",893,691,0,1584,429,263,0,692,690,0,9,11,33,619,7,0,0,0,0,1,0,1,0,0,0,2,0,0,7,1,1,0,692
251,"MADARSA SIDDIQIYA ZIYA-UL-ISLAM JR. H. SCHOOL BEGUM PURWA ROOM NO.1",611,390,0,1001,294,189,0,483,470,0,3,7,26,439,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,0,0,1,483
252,"MADARSA SIDDIQIYA ZIYA-UL-ISLAM JR. H. SCHOOL BEGUM PURWA ROOM NO.2",346,256,0,602,185,109,0,294,280,0,3,14,17,252,2,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,294
253,"MADARSA SIDDIQIYA ZIYA-UL-ISLAM JR. H. SCHOOL BEGUM PURWA ROOM NO.3",359,299,0,658,206,156,0,362,350,0,16,19,11,303,1,0,0,0,0,7,0,0,0,0,1,0,1,0,1,1,0,1,362
254,"MADARSA SIDDIQIYA ZIYA-UL-ISLAM JR. H. SCHOOL BEGUM PURWA ROOM NO.4",698,574,0,1272,400,287,0,687,680,0,21,18,84,555,2,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,1,687
255,"MEHAR ALI ISLAMIYA H. S. SCHOOL BABUPURWA ROOM NO.1",800,673,0,1473,461,345,0,806,800,0,5,21,22,722,4,1,0,0,0,3,0,1,2,1,1,6,3,0,10,0,0,4,806
256,"MEHAR ALI ISLAMIYA H. S. SCHOOL BABUPURWA ROOM NO.2",108,109,0,217,51,40,0,91,89,0,4,5,7,72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,91
257,"MEHAR ALI ISLAMIYA H. S. SCHOOL BABUPURWA ROOM NO.3",534,506,0,1040,301,264,0,565,558,0,6,5,47,496,1,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,2,565
258,"MEHAR ALI ISLAMIYA H. S. SCHOOL BABUPURWA ROOM NO.4",421,324,0,745,234,145,0,379,344,0,5,5,18,339,1,0,0,0,1,3,1,0,1,0,0,0,0,0,5,0,0,0,379
259,"MARFUL JR. H. SCHOOL BABUPURWA ROOM NO.1",631,481,0,1112,305,170,0,475,448,0,5,10,28,417,1,0,1,1,0,4,0,0,0,0,0,0,0,0,3,2,1,2,475
260,"MARFUL JR. H. SCHOOL BABUPURWA ROOM NO.2",818,709,0,1527,426,285,0,711,698,0,12,13,41,629,1,0,0,3,1,1,0,0,3,1,2,0,0,0,3,0,1,0,711
261,"MARFUL JR. H. SCHOOL BABUPURWA ROOM NO.3",510,376,0,886,292,170,0,462,457,0,1,4,32,403,2,0,0,0,0,2,0,0,0,1,2,0,2,1,7,1,4,0,462
262,"MARFUL JR. H. SCHOOL BABUPURWA ROOM NO.4",622,524,0,1146,356,206,0,562,552,0,7,7,20,507,2,0,1,0,0,2,2,0,1,0,1,2,2,0,3,1,3,1,562
263,"MARFUL JR. H. SCHOOL BABUPURWA ROOM NO.5",696,568,0,1264,327,239,0,566,563,0,8,33,41,463,0,0,0,0,1,2,1,1,1,0,1,0,4,0,5,3,2,0,566
264,"SUBHASHCHANDR BOSE VIKAS MANDAL BAKARGANJ ROOM NO.1",730,588,1,1319,420,237,0,657,628,0,193,34,28,392,0,0,0,1,0,0,1,0,1,1,0,3,0,2,1,0,0,0,657
265,"SUBHASHCHANDR BOSE VIKAS MANDAL BAKARGANJ ROOM NO.2",557,431,1,989,378,284,0,662,657,0,154,6,14,460,2,0,1,0,2,3,0,0,1,1,0,8,0,1,3,1,4,1,662
266,"SUBHASHCHANDR BOSE VIKAS MANDAL BAKARGANJ ROOM NO.3",660,527,0,1187,402,304,0,706,664,0,53,26,28,582,3,0,0,2,0,3,0,0,0,0,2,1,2,0,1,1,0,2,706
267,"SUBHASHCHANDR BOSE VIKAS MANDAL BAKARGANJ ROOM NO.4",635,511,1,1147,387,276,0,663,642,0,223,26,16,371,1,1,0,1,0,14,0,1,0,0,1,5,1,1,0,1,0,0,663
268,"N.M.P. SCHOOL AJEETGANJ ROOM NO.1",562,473,0,1035,436,313,0,749,731,0,222,56,22,437,1,0,0,1,0,4,0,1,0,0,1,1,0,1,1,0,1,0,749
269,"N.M.P. SCHOOL AJEETGANJ ROOM NO.2",687,600,0,1287,445,349,0,794,774,0,193,17,24,512,2,1,0,1,0,37,0,0,1,0,1,0,1,0,2,0,1,1,794
270,"N.M.P. SCHOOL AJEETGANJ ROOM NO.3",489,435,0,924,309,263,0,572,549,0,29,7,19,487,2,0,0,0,0,18,1,1,0,1,0,0,2,0,2,1,0,2,572
271,"BHARAT VED VIDHYALAY AJEETGANJ ROOM NO.1",824,661,0,1485,386,264,0,650,641,0,224,24,21,348,2,0,0,0,0,10,0,1,0,2,3,5,0,0,4,1,2,3,650
272,"BHARAT VED VIDHYALAY AJEETGANJ ROOM NO.2",555,388,0,943,270,198,0,468,458,0,219,39,7,182,4,1,0,0,0,1,2,1,0,1,1,6,1,0,1,1,1,0,468
273,"BHARAT VED VIDHYALAY AJEETGANJ ROOM NO.3",796,692,0,1488,361,275,0,636,632,0,179,21,12,394,0,0,1,0,0,11,2,1,0,2,5,6,0,0,0,1,1,0,636
274,"BHARAT VED VIDHYALAY AJEETGANJ ROOM NO.4",789,616,0,1405,386,299,0,685,680,0,88,5,28,519,6,0,1,1,0,13,0,2,1,1,2,1,5,0,2,4,3,3,685
275,"BHARAT VED VIDHYALAY AJEETGANJ ROOM NO.5",889,668,0,1557,407,270,0,677,655,0,131,12,22,489,0,0,0,1,0,6,0,0,0,1,0,4,2,1,2,4,1,1,677
276,"N.M.P. SCHOOL BUDHPURI NAVEEN II BAGAHI ROOM NO.1",758,622,0,1380,354,258,0,612,606,0,350,21,11,211,1,0,1,1,0,4,2,2,2,1,1,2,0,0,1,0,0,1,612
277,"N.M.P. SCHOOL BUDHPURI NAVEEN II BAGAHI ROOM NO.2",170,155,0,325,101,74,0,175,146,0,109,3,2,56,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,175
278,"N.M.P. SCHOOL BUDHPURI NAVEEN II BAGAHI ROOM NO.3",660,504,0,1164,394,214,0,608,607,0,372,16,17,181,2,1,0,1,0,9,1,0,2,1,0,4,1,0,0,0,0,0,608
279,"N.M.P. SCHOOL BUDHPURI NAVEEN II BAGAHI ROOM NO.4",320,235,0,555,145,102,0,247,237,0,136,8,3,95,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,247
280,"GURUDEV TAGORE POORV M. VIDHYALAY BAGAHI ROOM NO.1",862,670,0,1532,420,315,0,735,727,0,552,43,19,79,3,1,0,0,0,6,0,0,2,0,3,7,9,4,4,0,0,3,735
281,"GURUDEV TAGORE POORV M. VIDHYALAY BAGAHI ROOM NO.2",865,720,1,1586,400,302,0,702,695,0,544,18,20,107,0,0,0,1,0,3,0,0,1,1,0,3,1,2,0,0,0,1,702
282,"GURUDEV TAGORE POORV M. VIDHYALAY BAGAHI ROOM NO.3",815,610,0,1425,327,232,0,559,366,0,407,29,13,94,2,0,0,0,1,7,0,1,1,0,0,1,0,0,0,0,0,3,559
283,"GURUDEV TAGORE POORV M. VIDHYALAY BAGAHI ROOM NO.4",497,447,0,944,266,205,0,471,460,0,362,17,7,75,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,3,471
284,"GURUDEV TAGORE POORV M. VIDHYALAY BAGAHI ROOM NO.5",634,492,0,1126,279,199,0,478,464,0,364,35,9,62,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,478
285,"SARDAR PATEL H. S. SCHOOL A-2 BAGAHI ROOM NO.1",520,418,0,938,230,175,0,405,367,0,260,61,12,60,1,0,1,0,0,0,1,0,1,1,2,2,1,0,0,0,0,2,405
286,"SARDAR PATEL H. S. SCHOOL A-2 BAGAHI ROOM NO.2",703,541,0,1244,345,201,0,546,543,0,385,83,8,53,0,0,1,0,0,3,2,0,0,0,0,4,1,2,0,1,1,2,546
287,"SARDAR PATEL H. S. SCHOOL A-2 BAGAHI ROOM NO.3",715,542,0,1257,389,280,0,669,648,0,440,102,13,80,4,0,2,1,0,9,0,0,1,1,4,6,5,0,1,0,0,0,669
288,"SARDAR PATEL H. S. SCHOOL A-2 BAGAHI ROOM NO.4",333,263,0,596,181,130,0,311,300,0,224,41,7,24,1,0,0,0,0,4,1,1,1,0,1,3,2,0,0,1,0,0,311
289,"SARDAR PATEL H. S. SCHOOL A-2 BAGAHI ROOM NO.5",813,642,1,1456,383,273,0,656,653,0,391,82,16,135,3,2,0,2,1,6,1,1,1,1,4,6,1,0,2,0,0,1,656
290,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.1",627,594,0,1221,334,297,0,631,629,0,440,36,4,131,0,0,1,0,0,11,0,0,0,0,1,2,1,0,0,1,0,3,631
291,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.2",335,276,0,611,203,197,0,400,375,0,249,29,10,94,1,0,0,1,0,9,0,0,0,0,1,3,0,0,0,0,0,3,400
292,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.3",626,554,0,1180,427,377,0,804,803,0,606,16,12,145,1,0,0,0,1,17,1,0,0,0,1,0,1,0,1,0,0,2,804
293,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.4",794,679,0,1473,444,395,0,839,801,0,475,17,14,312,1,0,0,0,0,2,2,1,0,3,3,2,2,0,2,2,0,1,839
294,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.5",490,454,0,944,347,277,0,624,578,0,432,9,11,166,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,624
295,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.6",681,599,0,1280,443,346,0,789,750,0,541,26,11,182,1,0,0,0,0,26,0,0,0,0,0,0,2,0,0,0,0,0,789
296,"SHRAMHITKARI KENDRA BABUPURWA ROOM NO.7",742,694,0,1436,472,400,0,872,856,0,519,36,15,280,0,1,0,0,1,13,0,0,0,0,0,1,3,0,0,1,0,2,872
297,"GURUDEV M. VIDHYALAY NEW COLONEY BABUPURWA ROOM NO.1",631,578,0,1209,386,317,0,703,696,0,508,14,5,151,1,0,0,0,0,11,0,0,1,1,1,0,6,3,1,0,0,0,703
298,"GURUDEV M. VIDHYALAY NEW COLONEY BABUPURWA ROOM NO.2",419,355,0,774,287,206,0,493,358,0,328,40,5,108,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,493
299,"CITY EDUCATION CENTRE JR. H. SCHOOL BABUPURWA COLONEY ROOM NO.2",345,311,0,656,197,176,0,373,341,0,258,8,4,93,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,3,373
300,"BHARAT SEWAK SAMAJ JR. H. SCHOOL NEW COLONEY BABUPURWA ROOM NO.1",717,648,1,1366,460,424,0,884,877,0,726,16,5,112,1,1,0,0,0,9,0,2,0,1,2,2,2,1,0,0,0,4,884
301,"BHARAT SEWAK SAMAJ JR. H. SCHOOL NEW COLONEY BABUPURWA ROOM NO.2",765,680,0,1445,461,357,0,818,807,0,527,44,10,210,2,0,1,0,1,6,0,1,1,1,2,0,5,1,2,1,0,3,818
