"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANURADHA SHARMA","2 - UMA BHARATI","3 - DR. CHANDRAPAL SINGH YADAV","4 - PRADEEP JAIN ADITYA","5 - ARCHANA","6 - CHINTAMANI","7 - NARESH KUMAR","8 - MAULANA MOHAMMAD","9 - SUNIL MASSEY","10 - KULDEEP KUMAR","11 - TULA RAM","12 - DILSHAD AHMAD","13 - RACHNA SHARMA","14 - RAJENDRA KUMAR","15 - RAM KUMAR ANK SHASTRI","16 - None of the Above","Total Votes Secured"
333,"MA0 SHARDA HAYAR SECENDRI SCHOOL ROOM NO 10",998,810,0,1808,608,511,0,1119,78,0,68,823,130,51,4,2,4,3,2,4,4,4,1,3,6,10,1119
334,"MA0 SHARDA HAYAR SECENDRI SCHOOL ROOM NO 5",794,661,0,1455,453,367,0,820,820,0,62,620,66,49,4,0,3,2,3,0,0,1,1,2,3,4,820
335,"GIRLS INTER COLLEGE RAWAR EAST PART",462,428,0,890,332,288,0,620,513,0,6,325,17,265,3,0,1,0,0,0,0,0,1,0,1,1,620
336,"GIRLS INTER COLLEGE RAWAR WEST PART",585,496,0,1081,402,285,0,687,507,0,9,353,71,235,4,0,2,0,0,1,0,0,3,2,1,6,687
337,"GIRLS INTER COLLEGE RAWAR NORTH PART",453,437,0,890,323,258,0,581,211,0,9,290,16,256,6,0,0,0,0,1,0,0,0,0,0,3,581
338,"GIRLS PRIMARY SCHOOL RAWAR",507,478,0,985,325,308,0,633,346,0,18,399,19,180,5,1,3,0,1,0,0,0,1,0,1,5,633
339,"PRIMARY SCHOOL CHOBYANA NO. 2 NORTH PART",561,511,0,1072,391,314,0,705,23,0,23,560,14,98,3,0,0,1,1,0,0,0,0,0,0,5,705
340,"PRIMARY SCHOOL CHOBYANA NO. 2 SOUTH PART",660,583,0,1243,482,424,0,906,25,0,54,706,53,66,3,2,3,0,0,1,1,2,0,2,7,6,906
341,"PRIMARY SCHOOL CHOBYANA NO. 1 NORTH PART",603,552,0,1155,452,364,0,816,774,0,22,616,69,97,1,0,1,1,0,0,1,1,1,4,1,1,816
342,"PRIMARY SCHOOL CHOBYANA NO. 1 SOUTH PART",775,730,0,1505,487,389,0,876,2,0,15,559,31,251,3,0,0,2,1,1,4,1,2,3,1,2,876
343,"PRIMARY SCHOOL LAXMIPURA EAST PART",646,590,0,1236,436,356,0,792,555,0,24,617,51,91,2,1,0,0,0,0,0,0,2,0,1,3,792
344,"PRIMARY SCHOOL LAXMIPURA WEST PART",695,640,0,1335,466,346,0,812,812,0,41,189,172,401,2,0,1,0,0,2,0,0,1,1,2,0,812
345,"BALIKA KANYA PAATHSHALA SARAYPURA NORTH PART",635,584,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"BALIKA KANYA PAATHSHALA SARAYPURA SOUTH PART",565,502,0,1067,401,299,0,700,639,0,244,146,63,228,4,1,1,1,0,0,0,1,0,1,3,7,700
347,"BALIKA KANYA PAATHSHALA SARAYPURA EAST PART",389,346,0,735,278,231,0,509,85,0,10,284,16,192,0,0,0,1,0,1,0,0,0,0,3,2,509
348,"PRIMARY SCHOOL TALABPURA EAST PART",546,531,0,1077,330,289,0,619,582,0,4,395,1,212,2,0,0,0,1,0,0,0,0,0,1,3,619
349,"PRIMARY SCHOOL TALABPURA WEST PART",716,648,0,1364,462,382,0,844,844,0,21,511,110,181,2,1,3,0,1,2,0,1,0,1,5,5,844
350,"PRIMARY SCHOOL TALABPURA NORTH PART",816,727,0,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"PRIMARY SCHOOL TALABPURA SOUTH PART",467,405,0,872,301,248,0,549,250,0,12,374,34,111,4,0,2,1,0,0,0,0,1,2,4,4,549
352,"ROTARY PUBLIC JUNIOR HIGH SCHOOL TALABPURA EAST PART",474,389,0,863,282,231,0,513,13,0,28,293,126,47,2,1,0,0,1,2,2,0,0,1,1,9,513
353,"ROTARY PUBLIC JUNIOR HIGH SCHOOL TALABPURA WEST PART",461,376,0,837,247,213,0,460,447,0,36,266,116,24,5,0,1,0,0,0,0,1,2,0,4,5,460
354,"SUDHASAGAR BALIKA INTER COLLEGE TALABPURA ROOM NO. 10",618,524,0,1142,340,287,0,627,218,0,12,503,53,48,0,3,0,1,0,0,1,1,1,0,1,3,627
355,"SUDHASAGAR BALIKA INTER COLLEGE TALABPURA ROOM NO. 9",491,485,0,976,267,264,0,531,105,0,16,445,25,35,0,0,1,0,1,0,1,0,0,0,4,3,531
356,"SARASWATI GYAN MANDIR JUNIOR HIGH SCHOOL TALABPURA EAST PART",660,558,0,1218,369,298,0,667,666,0,5,561,40,38,6,0,1,1,0,3,0,1,4,1,3,3,667
357,"SARASWATI GYAN MANDIR JUNIOR HIGH SCHOOL TALABPURA WEST PART",576,518,0,1094,362,306,0,668,3,0,9,521,38,90,2,0,0,0,0,1,1,0,3,0,1,2,668
358,"SARASWATI GYAN MANDIR JUNIOR HIGH SCHOOL TALABPURA NORTH PART",460,439,0,899,300,232,0,532,329,0,33,358,43,89,1,0,1,0,0,0,0,0,2,2,1,2,532
359,"SARASWATI GYAN MANDIR JUNIOR HIGH SCHOOL TALABPURA SOUTH PART",345,319,0,664,208,169,0,377,377,0,18,256,16,82,0,1,1,0,0,0,0,0,0,0,2,1,377
360,"PRIMARY SCHOOL GOVIND NAGAR NORTH PART",697,687,0,1384,472,434,0,906,906,0,56,480,154,184,2,1,1,0,2,0,1,1,5,7,5,7,906
361,"PRIMARY SCHOOL GOVIND  NAGAR  SOUTH  PART",338,276,0,614,210,173,0,383,383,0,108,140,58,62,0,1,0,1,0,0,2,1,1,1,2,6,383
362,"PRASHANTI VIDYA MANDIR RAVATYANA",832,743,0,1575,480,411,0,891,891,0,22,310,258,271,5,3,6,0,0,1,0,3,1,3,3,5,891
363,"NANHE KHAN JUNIOR HIGH SCHOOL RAVATYANA NORTH PART",802,743,0,1545,497,399,0,896,1,0,28,219,263,370,2,2,0,0,0,1,0,0,1,2,2,6,896
364,"NANHE KHAN JUNIOR HIGH SCHOOL RAVATYANA SOUTH PART",880,743,0,1623,515,407,0,922,401,0,26,638,143,97,2,1,2,0,0,2,1,0,0,2,5,3,922
365,"K.V VIDYA MANDIR JUNIOR HIGH SCHOOL RAWATYANA EAST PART",665,572,0,1237,410,296,0,706,287,0,15,425,114,134,4,3,1,0,0,0,2,1,1,1,1,4,706
366,"K.V VIDYA MANDIR JUNIOR HIGH SCHOOL RAWATYANA WEST PART",846,712,0,1558,577,339,0,916,916,0,37,670,102,70,3,1,2,1,2,0,2,3,1,2,5,15,916
367,"KANYA PRIMARY SCHOOL CHANDIMATA GANDHINAGAR",871,738,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"NATIONAL CONVENT JUNIOR HIGH SCHOOL GANDHINAGAR NORTH PART",708,667,0,1375,423,372,0,795,789,0,28,635,34,82,1,0,3,0,1,1,2,0,1,2,3,2,795
369,"NATIONAL CONVENT JUNIOR HIGH SCHOOL GANDHINAGAR SOUTH PART",481,447,0,928,263,241,0,504,33,0,91,284,30,83,1,0,1,1,0,2,0,0,1,1,2,7,504
370,"LITTLE FLOWER CONVENT SCHOOL GANDHINAGAR EAST PART",630,554,0,1184,339,275,0,614,613,0,83,405,30,67,3,0,3,2,2,0,2,0,0,0,11,6,614
371,"LITTLE FLOWER CONVENT SCHOOL GANDHINAGAR WEST PART",388,325,0,713,162,139,0,301,285,0,50,201,11,33,1,1,1,0,0,0,0,0,0,2,0,1,301
372,"PRASHANTI VIDYA MANDIR GANDHINAGAR",755,678,0,1433,437,344,0,781,617,0,37,539,39,138,2,2,1,2,2,0,1,1,3,2,6,6,781
373,"SARASWATI SHISHU MANDIR GANDHINAGAR EAST PART",765,650,0,1415,424,371,0,795,104,0,49,507,67,162,3,0,1,0,0,0,2,0,0,1,2,1,795
374,"SARASWATI SHISHU MANDIR GANDHINAGAR WEST PART",526,406,0,932,243,236,0,479,396,0,12,355,25,71,6,2,2,0,1,2,0,0,0,0,0,3,479
375,"SARASWATI SHISHU MANDIR GANDHINAGAR NORTH PART",398,363,0,761,237,201,0,438,359,0,19,324,17,64,3,1,2,0,1,0,0,1,1,0,2,3,438
376,"MAHARSHI BAL VIDYA MANDIR DEVGARH ROAD NEHRUNAGAR NORTH PART",832,710,0,1542,511,422,0,933,108,0,128,564,140,42,7,6,5,2,1,3,1,3,8,4,11,8,933
377,"MAHARSHI BAL VIDYA MANDIR DEVGARH ROAD NEHRUNAGAR NORTH PART",557,474,0,1031,333,272,0,605,448,0,59,406,80,23,2,4,7,4,2,1,2,2,1,0,5,7,605
378,"JAI MAA SARASWATI GYAN MANDIR PRIMARY SCHOOL NEHRUNAGAR EAST PART",700,658,0,1358,296,361,0,657,651,0,175,232,138,76,0,2,5,1,0,0,1,1,2,4,5,15,657
379,"JAI MAA SARASWATI GYAN MANDIR PRIMARY SCHOOL NEHRUNAGAR WEST PART",638,532,0,1170,319,293,0,612,329,0,110,294,109,75,4,0,3,0,1,1,1,2,1,4,3,4,612
380,"MAA SARASWATI GYAN MANDIR NEHRUNAGAR NORTH PART",440,425,0,865,257,249,0,506,495,0,96,144,161,85,4,0,1,1,0,1,2,0,2,0,4,5,506
381,"MAA SARASWATI GYAN MANDIR NEHRUNAGAR SOUTH PART",501,416,0,917,241,202,0,443,381,0,100,154,93,81,1,1,0,0,0,1,1,0,2,3,4,2,443
382,"PRIMARY SCHOOL NEHRUNAGAR NORTH PART",693,603,0,1296,353,411,0,764,119,0,156,342,108,131,2,1,1,1,0,1,0,2,0,5,7,7,764
383,"PRIMARY SCHOOL NEHRUNAGAR SOUTH PART",628,570,0,1198,360,304,0,664,521,0,281,175,112,71,2,1,1,0,2,1,0,0,2,3,4,9,664
384,"PRIMARY SCHOOL NEHRUNAGAR EAST PART",849,691,0,1540,438,355,0,793,124,0,245,393,101,30,1,0,4,4,2,0,1,2,1,2,3,4,793
385,"PRIMARY SCHOOL NEHRUNAGAR WEST PART",691,582,0,1273,334,311,0,645,111,0,73,368,143,28,2,0,0,0,3,0,1,3,5,4,8,7,645
386,"PRIMARY SCHOOL PATORAKALAN",512,505,0,1017,418,387,0,805,792,0,204,463,88,17,0,1,3,0,1,2,0,1,5,2,7,11,805
387,"PRIMARY SCHOOL JUGPURA",507,429,0,936,350,258,0,608,485,0,125,250,196,15,0,3,1,0,0,0,1,3,0,0,3,11,608
388,"J.H. SCHOOL JUGPURA",544,436,0,980,344,229,0,573,383,0,267,149,125,11,1,1,3,1,1,0,0,2,1,1,6,4,573
389,"PRIMARY SCHOOL PATORAKHURD",385,370,0,755,308,291,0,599,599,0,23,459,69,14,3,3,3,0,0,3,2,0,2,4,8,6,599
390,"PRIMARY SCHOOL GANGARI",325,272,0,597,281,222,0,503,502,0,92,122,275,1,1,1,2,1,0,0,0,0,3,2,2,1,503
391,"PRIMARY SCHOOL KAKRUWA",386,386,0,772,341,311,0,652,545,0,211,166,220,14,1,0,1,0,0,2,1,1,7,10,5,13,652
392,"J.H. SCHOOL MAHESHPURA",248,239,0,487,206,201,0,407,404,0,33,220,85,47,1,2,0,1,1,1,2,1,2,3,4,4,407
393,"PRIMARY SCHOOL DAWNI",565,516,0,1081,445,351,0,796,776,0,13,480,194,20,6,2,10,4,3,1,7,6,8,15,10,17,796
394,"NEW J.H.S SCHOOL DAWNI",759,719,0,1478,462,556,0,1018,1012,0,230,471,210,28,12,2,9,4,2,2,4,3,4,9,15,13,1018
395,"PRIMARY SCHOOL NAKWANA",273,237,0,510,228,169,0,397,1,0,77,45,260,7,1,0,0,0,0,0,0,0,0,3,0,4,397
396,"J.H.S PIPARIYAVANSHA",611,592,0,1203,517,423,0,940,109,0,417,140,313,20,7,4,4,1,0,4,1,3,4,5,5,12,940
397,"J.H.S BAMHAURIKALAN EAST PART",616,551,0,1167,530,438,0,968,65,0,454,172,260,29,0,1,6,3,0,0,1,3,2,5,5,27,968
398,"J.H.S BAMHAURIKALAN WEST PART",490,418,0,908,387,335,0,722,266,0,68,405,175,40,2,2,1,1,1,0,2,1,1,8,9,6,722
399,"PRIMARY SCHOOL PARONDA",347,338,0,685,325,276,0,601,598,0,187,92,294,5,2,1,2,0,1,1,1,1,0,2,6,6,601
400,"PRIMARY SCHOOL NAYAGAON",635,565,0,1200,518,408,0,926,60,0,173,543,101,16,6,0,1,5,6,5,4,4,4,10,22,26,926
401,"PRIMARY SCHOOL BARDEHI",410,338,0,748,282,228,0,510,510,0,95,271,109,5,0,0,1,0,0,1,3,2,5,4,12,2,510
402,"PRIMARY SCHOOL NUNAWALI",374,350,0,724,306,264,0,570,570,0,155,171,214,6,0,3,1,1,1,0,1,2,1,6,6,2,570
403,"PRIMARY SCHOOL BARKHERA",476,418,0,894,421,317,0,738,738,0,110,43,557,19,0,0,0,1,0,0,0,0,1,1,2,4,738
404,"PRIMARY SCHOOL MAIRTIKALAN",625,561,0,1186,473,351,0,824,699,0,133,485,118,24,1,4,3,3,1,3,2,5,3,5,18,16,824
405,"J.H. SCHOOL JIRON",572,514,0,1086,444,392,0,836,836,0,276,433,79,10,3,1,1,1,0,2,1,1,1,6,11,10,836
406,"PRIMARY SCHOOL BHAILWARA",184,142,0,326,137,112,0,249,249,0,99,117,27,4,0,0,1,0,0,0,0,0,0,1,0,0,249
407,"PRIMARY SCHOOL BAROD",491,431,0,922,376,333,0,709,54,0,173,300,167,23,0,2,1,1,2,1,1,4,0,12,13,9,709
408,"PANCHYAT BHAVAN BAROD",356,334,0,690,319,300,0,619,619,0,14,424,141,10,0,2,2,2,0,0,5,3,3,2,7,4,619
409,"NEW PRIMARY SCHOOL AIRA",645,553,0,1198,525,402,0,927,927,0,201,393,255,18,3,2,3,0,2,2,2,4,4,7,18,13,927
410,"PRIMARY SCHOOL PADORIYA",352,301,0,653,282,186,0,468,468,0,141,113,200,7,0,0,1,0,0,0,0,0,0,2,2,2,468
411,"PRIMARY  SCHOOL ALAPUR",317,317,0,634,281,274,0,555,555,0,11,262,244,8,5,0,1,1,2,1,3,1,3,5,3,5,555
412,"PRIMARY SCHOOL KUMROLA",200,169,0,369,152,113,0,265,12,0,96,118,39,5,0,0,0,0,0,1,0,1,0,1,2,2,265
413,"PRIMARY SCHOOL UTTAMDHANA",554,494,0,1048,462,367,0,829,829,0,228,335,222,10,2,2,6,2,0,1,3,1,4,5,3,5,829
414,"PRIMARY SCHOOL ERAVANI",497,479,0,976,429,393,0,822,26,0,201,432,89,36,14,2,1,0,2,5,2,6,3,6,11,12,822
415,"PRIMARY SCHOOL BACHHALAPUR",485,461,0,946,424,342,0,766,766,0,124,378,172,43,9,4,1,1,2,1,3,1,6,6,7,8,766
416,"PRIMARY SCHOOL NIWAUWA",304,266,0,570,237,179,0,416,10,0,173,168,39,18,1,0,1,1,1,1,1,2,0,2,4,4,416
417,"PRIMARY SCHOOL BARODA BIJLON",563,520,0,1083,487,403,0,890,890,0,229,413,204,19,0,1,3,0,0,1,0,1,3,4,6,6,890
418,"PRIMARY SCHOOL JAMUNDHANAKALAN",717,657,0,1374,547,464,0,1011,5,0,227,593,118,15,1,2,4,4,6,1,4,3,5,5,15,8,1011
419,"BUNDEL KHAND INTER COLLEGE NORTH PART JAKHLON",783,701,0,1484,469,437,0,906,27,0,269,302,216,60,6,2,4,2,2,2,1,5,5,8,12,10,906
420,"BUNDEL KHAND INTER COLLEGE SOUTH PART JAKHLON",526,465,0,991,367,346,0,713,713,0,139,199,228,112,5,1,3,2,0,3,3,0,2,2,1,13,713
421,"BUNDEL KHAND INTER COLLEGE EASTPART JAKHLON",829,739,0,1568,552,476,0,1028,409,0,423,240,127,170,6,0,1,1,1,6,7,1,5,7,11,22,1028
422,"BUNDEL KHAND INTER COLLEGE WEST  PART JAKHLON",532,429,0,961,354,289,0,643,643,0,40,372,79,115,7,4,3,2,1,2,1,2,2,6,5,2,643
423,"BUNDEL KHAND INTER COLLEGE SOUTH PART 1 JAKHLON",397,354,0,751,295,233,0,528,528,0,14,341,88,52,2,0,5,4,0,1,2,1,0,4,9,5,528
424,"SETH SHIVPRASAD J.H. SCHOOL EAST PART JAKHLON",531,535,0,1066,331,319,0,650,90,0,45,318,111,117,16,1,4,3,0,0,3,5,9,3,7,8,650
425,"SETH SHIVPRASAD J.H.S SCHOOL WEST PART JAKHLON",594,488,0,1082,403,322,0,725,11,0,53,466,80,80,12,2,5,2,7,1,2,1,3,3,5,3,725
426,"PRIMARY SCHOOL BANDARGUDA",419,371,0,790,261,210,0,471,181,0,46,138,252,15,1,1,2,1,2,0,2,0,1,5,3,2,471
427,"PRIMARY SCHOOL DEVGRH",443,413,0,856,364,311,0,675,628,0,7,91,397,141,11,2,2,0,0,0,1,2,7,4,4,6,675
428,"PRIMARY SCHOOL SAIPURAMUJAPTA",235,259,0,494,182,184,0,366,14,0,5,33,242,63,3,0,0,0,1,2,1,0,8,4,1,3,366
429,"NEW PRIMARY SCHOOL JAMUNIYA",390,347,0,737,317,275,0,592,592,0,194,210,150,17,0,0,1,1,0,0,0,1,2,6,6,4,592
430,"PRIMARY SCHOOL SAGORIYA",419,416,0,835,333,280,0,613,428,0,235,211,146,7,2,1,0,1,0,1,1,1,3,0,2,2,613
431,"PRIMARY SCHOOL MAIKHUWA",349,322,0,671,232,292,0,524,10,0,137,167,163,7,1,0,2,3,3,2,2,4,4,5,9,15,524
432,"PRIMARY SCHOOL GADOLI",336,401,0,737,298,304,0,602,601,0,66,210,215,84,2,2,0,0,3,1,3,3,3,5,3,2,602
