"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AYESHA ISLAM","2 - UMESH GAUTAM","3 - PRAVEEN SINGH ARON","4 - MASSARAT WARSI PAPPU BHAI","5 - SANTOSH KUMAR GANGWAR","6 - ASLAM ADVOCATE","7 - LAEEK AHMAD","8 - SUNIL KUMAR","9 - KAMAL KISHORE ENGINEER","10 - JAVED KHAN","11 - NETRAM","12 - MANOJ VIKAT","13 - LOTAN SINGH PATEL","14 - SAYAD RASHID ALI","15 - None of the Above","Total Votes Secured"
284,"DR. VIDHYA SAGAR PUBLIC SCHOOL MATHLAXMIPUR KAMRA NO. 1",1051,771,0,1822,722,550,0,1272,1272,0,201,24,16,18,993,9,0,4,1,0,4,1,0,0,1,1272
285,"DR. VIDHYA SAGAR PUBLIC SCHOOL MATHLAXMIPUR KAMRA NO. 2",464,345,0,809,281,212,0,493,493,0,16,10,17,1,443,2,0,2,0,0,1,0,0,1,0,493
286,"KANYA PURVA MADH. VIDHALAA SAIDPUR GAKINS KAMRA NO. 1",714,610,0,1324,463,365,0,828,828,0,155,19,23,8,607,6,1,6,0,0,1,0,0,0,2,828
287,"PRA. SCHOOL NAYA BHAWAN SAIDPUR HAKINS KAMRA NO. 1",685,531,0,1216,382,276,0,658,658,0,302,16,29,2,298,0,0,4,1,0,0,0,0,0,6,658
288,"PRA. SCHOOL NAYA BHAWAN SAIDPUR HAKINS KAMRA NO. 1",655,557,0,1212,329,263,0,592,592,0,57,27,34,1,449,4,1,8,1,1,0,1,1,1,6,592
289,"KANYA PURVA MADH. VIDHALAYA SAIDPUR HAKINS KAMRA NO. 1",791,602,0,1393,508,354,0,862,862,0,451,39,34,6,318,0,0,4,4,0,1,0,1,0,4,862
290,"PRA. SCHOOL NAYA BHAWAN SAIDPUR HAKINS KAMRA NO. 2",890,745,0,1635,521,412,0,933,933,0,229,45,39,3,602,3,1,5,1,0,1,1,0,0,3,933
291,"PRA. SCHOOL NAYA BHAWAN SAIDPUR HAKINS KAMRA NO. 3",636,528,0,1164,311,275,0,586,586,0,37,18,19,1,496,1,0,6,0,0,0,1,1,2,4,586
292,"PRA. SCHOOL NAYA BHAWAN SAIDPUR HAKINS KAMRA NO. 4",488,367,0,855,242,200,0,442,442,0,38,26,72,3,288,1,0,6,3,0,0,0,2,0,3,442
293,"KANYA PURVA MADH. VIDHALAYA SAIDPUR HAKINS ATIRIKT KAKSH",698,587,0,1285,323,278,0,601,601,0,20,35,48,4,479,1,0,10,0,0,0,0,2,0,2,601
294,"PRA. PATH. SAIDPUR HAKINS KAMRA NO. 1",667,550,0,1217,339,287,0,626,626,0,71,10,41,2,492,1,1,2,2,1,1,0,0,0,2,626
295,"PRA. SCHOOL SARANIYA KAMRA NO.1",818,658,0,1476,514,399,0,913,913,0,782,31,17,1,69,0,1,1,0,1,0,1,2,1,6,913
296,"PRA. SCHOOL SARANIYA KAMRA NO.2",577,436,0,1013,345,314,0,659,659,0,198,15,26,8,394,2,0,0,3,3,3,2,0,2,3,659
297,"PRA. SCHOOL ROTHA KAMRA NO. 1",717,491,0,1208,469,259,0,728,728,0,371,53,7,2,266,8,0,3,1,0,1,2,1,1,12,728
298,"PRA. PATH. PARSAKHERA KAMRA NO. 1",513,341,0,854,385,231,0,616,616,0,535,18,29,3,11,0,0,3,4,1,3,1,0,2,6,616
299,"PRA. PATH. GAUTIYA PARSAKHERA KAMRA NO. 1",561,408,0,969,410,272,0,682,682,0,22,29,5,8,603,10,0,0,1,0,0,0,1,0,3,682
300,"PRA. PATH GARGAIYA URF GOKILPUR KAMRA NO. 2",288,212,0,500,225,166,0,391,391,0,34,169,8,2,168,0,0,0,0,0,1,1,0,5,3,391
301,"JUNIYAR HIGH SCHOOL HAIDRABAD URF KHADAUYA KAMRA NO. 1",648,496,0,1144,466,354,0,820,820,0,21,100,38,11,632,1,1,0,3,0,4,5,0,2,2,820
302,"JUNIYAR HIGH SCHOOL HAIDRABAD URF KHADAUYA KAMRA NO. 2",494,399,0,893,380,261,0,641,641,0,32,12,45,4,532,5,1,0,0,1,4,0,0,4,1,641
303,"PRA. PATH. NADOSI KAMRA NO. 1",836,662,0,1498,676,400,0,1076,1076,0,352,71,19,18,570,6,1,1,7,1,5,7,3,1,14,1076
304,"PRA. PATH. NADOSI KAMRA NO. 2",706,544,0,1250,539,351,0,890,890,0,160,16,5,19,660,6,3,0,1,3,1,4,3,3,6,890
305,"JUNIYAR HIGHSCHOOL TIYULIYA KAMRA NO. 1",504,409,0,913,452,363,0,815,815,0,12,25,4,12,755,2,1,1,1,1,0,0,0,0,1,815
306,"JUNIHAR HIGH SCHOOL TIYULIYA KAMRA NO 2",682,536,0,1218,525,361,0,886,886,0,200,2,3,16,644,14,0,0,1,0,2,1,0,0,3,886
307,"PRA. PATH. MATHURAPUR KAMRA NO. 1",846,629,0,1475,637,422,0,1059,1059,0,654,47,32,5,296,5,1,0,1,0,2,2,1,1,12,1059
308,"PRA. SCHOOL MATHURAPUR KAMRA NO. 2",702,546,0,1248,589,368,0,957,957,0,13,12,15,15,872,2,1,1,4,1,4,3,3,2,9,957
309,"PRA. SCHOOL BANDIYA KAMRA NO. 1",980,650,0,1630,620,345,0,965,965,0,427,353,63,4,103,3,0,1,2,0,2,1,0,0,6,965
310,"PRA. SCHOOL BANDIYA KAMRA NO. 2",775,624,0,1399,552,412,0,964,964,0,547,12,19,8,361,2,1,1,1,0,3,1,1,0,7,964
311,"I.T.I. MAHESHPUR ATARIYA",853,619,0,1472,553,354,0,907,907,0,195,38,64,7,576,6,1,8,2,0,2,1,1,3,3,907
312,"I.T.I. MAHESHPUR ATARIYA PACHIM 2",871,615,0,1486,528,311,0,839,839,0,398,70,93,7,258,2,0,2,0,0,1,0,3,1,4,839
313,"I.T.I. MAHESHPUR ATARIYA PACHIM BLOCK  3",808,597,0,1405,520,272,0,792,792,0,448,88,68,1,169,5,6,1,1,0,0,1,0,2,2,792
314,"I.T.I. MAHESHPUR ATARIYA PACHIM BLOCK  4",835,610,0,1445,463,317,0,780,780,0,586,48,78,3,54,2,1,0,2,1,0,0,0,1,4,780
315,"I.T.I. MAHESHPUR ATARIYA PACHIM BLOCK  5",611,354,0,965,428,177,0,605,605,0,466,57,54,1,11,1,0,2,1,0,0,0,0,0,12,605
316,"I.T.I. MAHESHPUR ATARIYA PACHIM BLOCK  8 BIDHAULIYA",554,399,0,953,358,224,0,582,582,0,525,22,16,1,5,0,0,4,3,0,0,0,0,1,5,582
317,"I.T.I MAHESHPUR ATARIYA PACHIM BLOCK 6",751,580,0,1331,500,284,0,784,784,0,596,52,90,0,33,0,0,7,1,0,0,2,1,0,2,784
318,"I.T.I MAHESHPUR ATARIYA PACHIM BLOCK 7",510,369,0,879,318,224,0,542,542,0,324,115,35,1,63,0,0,1,0,1,0,2,0,0,0,542
319,"I.T.I MAHESHPUR ATARIYA PACHIM BLOCK 9",517,395,0,912,305,231,0,536,536,0,280,31,48,2,165,0,0,7,0,1,0,0,0,0,2,536
320,"PRA. SCHOOL JAUHARPUR KAMRA NO. 1",767,621,0,1388,564,390,0,954,954,0,254,52,55,6,564,8,0,4,0,0,3,0,1,1,6,954
321,"PRA. SCHOOL JAUHARPUR KAMRA NO. 2",675,517,0,1192,521,300,0,821,821,0,66,16,32,8,680,6,0,1,2,1,1,0,1,1,6,821
322,"INTER COLLEGE KHALILPUR PACHIMI BLOCK NO.2 KAMRA NO. 1",773,609,0,1382,515,384,0,899,899,0,30,19,45,4,778,5,0,1,1,2,7,2,1,0,4,899
323,"INTER COLLEGE KHALILPUR PACHIMI BLOCK NO 2 KAMRA NO. 2",506,405,0,911,281,193,0,474,474,0,13,27,39,2,382,0,0,6,0,0,0,1,2,0,2,474
324,"INTER COLLEGE KHALILPUR PACHIMI BLOCK NO.2 KAMRA NO. 4",462,388,0,850,301,210,0,511,511,0,17,30,33,4,409,1,1,3,1,2,1,1,4,0,4,511
325,"INTER COLLEGE KHALILPUR PACHIMI BLOCK NO.2",530,462,0,992,316,258,0,574,574,0,10,36,44,7,469,2,0,2,0,1,0,0,0,0,3,574
326,"INTER COLLEGE KHALILPUR PACHIMI BLOCK NO.2 KAMRA NO. 2",737,562,0,1299,465,315,0,780,780,0,15,24,64,3,654,0,1,9,2,1,3,0,0,1,3,780
327,"INTER COLLEGE KHALILPUR PACHIMI BLOCK  KAMRA NO. 6",546,412,0,958,290,201,0,491,491,0,135,42,66,1,229,1,1,9,1,1,1,0,1,1,2,491
328,"INTER COLLEGE KHALILPUR PACHIMI BLOCK NO. 3",310,257,0,567,157,127,0,284,284,0,26,22,29,3,198,0,0,3,0,0,2,1,0,0,0,284
329,"KANYA PATHSHALA KHALILPUR KAMRA NO. 1",464,361,0,825,238,178,0,416,416,0,27,19,44,1,318,2,0,3,0,0,0,0,0,1,1,416
330,"KANYA PATHSHALA KHALILPUR KAMRA NO. 2",377,353,0,730,213,161,0,374,374,0,5,12,31,0,306,3,0,15,1,0,0,1,0,0,0,374
331,"BAL GYANPEETH KHALILPUR KAMRA NO. 1",752,566,0,1318,382,267,0,649,649,0,32,14,44,4,533,3,1,11,0,0,1,1,2,2,1,649
332,"BAL GYANPEETH KHALILPUR KAMRA NO. 2",685,481,0,1166,382,232,0,614,614,0,20,27,22,10,516,3,0,1,1,3,0,3,2,1,5,614
333,"PRA. SCHOOL SANIYA RANI MEVAKUNWAR KAMRA NO. 1",668,413,0,1081,434,186,0,620,620,0,524,17,38,1,24,1,0,3,0,0,1,1,2,3,5,620
334,"PRA. SCHOOL SANIYA RANI MEVAKUNWAR KAMRA NO. 2",728,511,0,1239,426,246,0,672,672,0,374,76,13,4,188,5,1,0,1,0,1,2,2,0,5,672
335,"HIND HIGHER SECONDARY HIGH SCHOOL SANAUAA KAMRA NO. 1",1208,994,0,2202,647,490,0,1137,1137,0,390,187,92,6,423,4,2,11,3,2,1,5,6,3,2,1137
336,"HIND HIGHER SECONDARY HIGH SCHOOL SANAUAA KAMRA NO. 2",744,520,0,1264,422,283,0,705,705,0,253,161,24,5,243,4,0,3,1,0,3,6,0,1,1,705
337,"PRA. SCHOOL GOVINDAPUR KAMRA NO. 1",487,332,0,819,369,216,0,585,585,0,467,72,18,1,11,0,1,5,1,1,0,1,0,1,6,585
338,"PRA. SCHOOL GOVINDAPUR KAMRA NO. 2",516,297,0,813,357,199,0,556,556,0,466,44,19,0,14,1,0,3,1,0,1,1,0,1,5,556
339,"PRA. SCHOOL GOVINDAPUR KAMRA NO. 3",828,616,0,1444,549,340,0,889,889,0,345,61,99,5,358,3,0,2,2,2,2,5,1,1,3,889
340,"DESHDEEPAK PO.INTER COLLEGE NAGARIYA PARISHIT KAMRA NO.1",565,502,0,1067,405,272,0,677,677,0,498,34,116,0,6,1,1,0,2,2,7,0,1,3,6,677
341,"DESHDEEPAK PO.INTER COLLEGE NAGARIYA PARISHIT KAMRA NO.2",831,715,0,1546,449,384,0,833,833,0,63,71,121,4,548,3,0,12,0,1,3,1,1,0,5,833
342,"DESHDEEPAK PO.INTER COLLEGE NAGARIYA PARISHIT KAMRA NO.3",713,610,0,1323,410,360,0,770,770,0,46,59,109,2,532,3,0,9,0,1,3,2,0,1,3,770
343,"KUNWAR RANJEET SINGH INTER NAGARIA PARISHIT",636,583,0,1219,354,293,0,647,647,0,25,27,75,6,496,5,0,6,0,2,0,2,1,1,1,647
344,"KUNWAR RANJEET SINGH INTER NAGARIA PARISHIT KAMRA NO. 3",904,729,0,1633,507,378,0,885,885,0,156,45,132,5,515,3,1,14,3,1,1,0,2,1,6,885
345,"ISHWAR PRASAD JU. HIGH SCHOOL R.NO. 1",537,503,0,1040,299,266,0,565,565,0,11,29,38,6,464,0,0,10,1,1,0,0,0,2,3,565
346,"KUNWAR RANJEET SINGH INTER NAGARIA PARISHIT KAMRA NO. 4",529,455,0,984,312,226,0,538,538,0,20,56,63,2,379,0,0,17,1,0,0,0,0,0,0,538
347,"KUNWAR RANJEET SINGH INTER NAGARIA PARISHIT KAMRA NO. 5",842,731,0,1573,426,366,0,792,792,0,27,63,115,4,568,4,0,8,1,0,0,1,0,0,1,792
348,"KHAN MEM.JU. HIGH SCHOOL PEERBAHORA KAMRA NO. 1",637,448,0,1085,424,230,0,654,654,0,359,24,220,3,33,0,0,3,1,0,2,3,1,3,2,654
349,"KHAN MEM.JU. HIGH SCHOOL PEERBAHORA KAMRA NO. 4",664,388,0,1052,313,230,0,543,543,0,292,30,201,3,11,2,2,0,0,0,1,0,0,0,1,543
350,"KHAN MEM.JU. HIGH SCHOOL PEERBAHORA KAMRA NO. 2",562,486,0,1048,286,281,0,567,567,0,14,43,47,2,446,1,0,11,0,0,0,0,0,0,3,567
351,"KHAN MEM.JU. HIGH SCHOOL PEERBAHORA KAMRA NO. 5",743,735,0,1478,376,357,0,733,733,0,47,56,79,1,532,0,0,12,0,0,0,0,0,0,6,733
352,"KHAN MEM.JU. HIGH SCHOOL PEERBAHORA KAMRA NO. 3",542,381,0,923,380,212,0,592,592,0,297,49,187,4,38,1,0,6,5,0,0,0,2,0,3,592
353,"KHAN MEM.JU. HIGH SCHOOL PEERBAHORA KAMRA NO. 6",585,361,0,946,331,165,0,496,496,0,287,26,143,1,22,3,2,6,0,3,0,0,0,0,3,496
354,"MADRASA GAREEC NAWAZ GULSHER KHAN PARTAPUR KAMRA NO. 1",791,637,0,1428,496,362,0,858,858,0,591,64,55,1,123,2,1,12,1,0,1,0,2,1,4,858
355,"MADRASA GAREEC NAWAZ GULSHER KHAN PARTAPUR KAMRA NO. 2",544,420,0,964,278,223,0,501,501,0,27,16,34,1,408,0,0,15,0,0,0,0,0,0,0,501
356,"MADRASA GAREEC NAWAZ GULSHER KHAN PARTAPUR KAMRA NO. 3",421,366,0,787,252,203,0,455,455,0,121,30,45,3,250,0,0,2,0,0,0,2,0,0,2,455
