"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
323,"POORV MADH‍YMIK VIDYALAYA H/O ISLAMPUR WEST PART",712,629,0,1341,344,346,0,690,690,0,114,202,290,42,0,2,3,0,1,4,2,9,12,4,5,690
324,"NA.NI.PRATHKIM VIDYALYA SIDHIYAWAN EAST PART",745,657,0,1402,320,357,0,677,677,0,111,151,359,17,1,1,5,1,2,0,1,6,8,3,11,677
325,"NA.NI.PRATHKIM VIDYALYA SIDHIYAWAN WEST PART",751,713,0,1464,260,181,0,441,441,0,31,260,105,12,0,1,4,2,0,0,5,1,9,5,6,441
326,"POORV MADH‍YMIK VIDYALAYA NAYABHAWAN ROHANAMIRAPUR NOUTH PART",720,654,0,1374,341,278,0,619,619,0,23,88,451,27,2,0,3,1,1,0,2,0,9,4,8,619
327,"POORV MADH‍YMIK VIDYALAYA NAYABHAVAN ROHANAMIRAPUR MID PART",701,563,0,1264,295,226,0,521,301,0,142,61,229,70,1,1,2,1,1,0,1,4,5,3,0,521
328,"POORV MADH‍YMIK VIDYALAYA NAYA BHAVAN ROHANAMIRAPUR SOUTH PART",196,169,0,365,109,99,0,208,208,0,36,57,91,12,1,0,0,0,0,0,3,1,1,2,4,208
329,"PRATHMIK VIDYALYA RAMPUR",417,366,0,783,183,180,0,363,10,0,46,103,174,23,2,1,2,1,0,0,2,4,4,0,1,363
330,"PRATHMIK VIDYALYA NIMAMAU H/O PALIYA NORTH PART",394,380,0,774,237,184,0,421,50,0,43,47,280,16,3,4,1,1,4,1,0,3,9,3,6,421
331,"PRATHMIK VIDYALYA NIMAMAU H/O PALIYA SOUTH",399,378,0,777,216,170,0,386,344,0,111,29,201,19,2,2,3,1,0,2,0,1,6,4,5,386
332,"PRATHMIK VIDYALYA HARCHANPUR EAST PART",605,504,0,1109,284,249,0,533,37,0,136,67,231,54,3,2,3,1,3,1,10,3,12,2,5,533
333,"PRATHMIK VIDYALYA HARCHANPUR WEST PART",252,200,0,452,115,89,0,204,9,0,32,17,109,33,0,1,3,1,1,2,0,0,1,1,3,204
334,"PRATHMIK VIDYALYA AHIRGANW EAST PART",511,471,0,982,216,213,0,429,1,0,20,64,239,9,1,5,2,0,3,0,69,3,12,0,2,429
335,"PRATHMIK VIDYALYA AHIRGANW WEST PART",349,290,0,639,197,138,0,335,24,0,55,36,214,11,0,1,0,0,0,0,2,1,4,1,10,335
336,"PRATHMIK VIDYALYA KUNDAWA",524,445,0,969,265,235,0,500,492,0,191,14,241,33,1,0,0,0,4,0,0,4,5,2,5,500
337,"PU.MA.VI. KOLAWA ROOM NO-1",438,425,0,863,212,207,0,419,284,0,96,144,143,11,1,3,1,1,2,2,1,5,1,5,3,419
338,"PU.MA.VI. KOLAWA ROOM-2",517,477,0,994,235,199,0,434,346,0,116,38,176,63,5,4,1,1,1,3,1,5,5,1,14,434
339,"PRATHMIK VIDYALYA TILAHA H/O RATAULI",329,277,0,606,249,186,0,435,435,0,64,43,307,9,2,0,1,0,2,1,0,1,2,2,1,435
340,"PRATHMIK VIDYALYA GERAWAN NORTH PART",635,549,0,1184,291,267,0,558,548,0,205,58,218,45,3,0,0,0,0,3,1,4,9,1,11,558
341,"PRATHMIK VIDYALYA GERAWAN SOUTH PART",247,218,0,465,174,140,0,314,314,0,66,11,203,25,0,0,0,0,1,0,0,1,4,0,3,314
342,"PRATHMIK VIDYALYA VALIGERAWAN",244,199,0,443,121,97,0,218,17,0,59,10,133,7,2,0,1,1,0,1,0,1,3,0,0,218
343,"NA.NI.PRATHKIM VIDYALYA TIKRAHUWAN EAST PART",479,427,0,906,249,180,0,429,1,0,66,94,222,21,2,3,2,0,0,0,1,3,4,4,7,429
344,"NA.NI.PRATHKIM VIDYALYA TIKRAHUWAN WEST PART",696,649,0,1345,311,335,0,646,8,0,116,188,268,23,4,2,1,4,2,1,4,4,12,7,10,646
345,"PRATHMIK VIDYALYA MENHANDIYA",264,251,0,515,128,133,0,261,225,0,10,29,145,60,5,1,1,0,1,0,0,1,2,2,4,261
346,"NA.NI.PRATHKIM VIDYALYA BAMHRAULI AIMA",299,253,0,552,182,155,0,337,337,0,102,29,161,16,4,3,0,1,2,1,1,1,6,3,7,337
347,"NA.NI.PRATHKIM VIDYALYA SHUKULPUR SOUTH PART",398,350,0,748,192,178,0,370,364,0,193,14,129,15,0,3,1,0,0,2,1,2,5,1,4,370
348,"NA.NI.PRATHKIM VIDYALYA SHUKULPUR NORTH PART",526,454,0,980,276,243,0,519,7,0,148,27,233,84,4,1,1,2,1,1,0,2,9,2,4,519
349,"POORV MADH‍YMIK VIDYALAYA JARMAU",569,538,0,1107,320,295,0,615,178,0,145,121,238,55,6,4,5,1,6,4,2,3,15,4,6,615
350,"PRATHMIK VIDYALYA MANGAUWA",515,465,0,980,269,265,0,534,9,0,132,45,299,16,0,4,1,3,2,5,3,6,11,2,5,534
351,"NA.NI.PRATHKIM VIDYALYA SARAYGOPI",627,550,1,1178,354,309,0,663,662,0,114,82,398,22,1,1,6,3,0,3,3,6,12,2,10,663
352,"NA.NI.PRATHKIM VIDYALYA CHIRAIYA",591,522,0,1113,297,253,0,550,15,0,96,121,255,44,4,2,4,0,4,1,2,3,6,3,5,550
