"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
307,"MUDIYA (SATASI) PR. SCHOOL ROOM NO.-1",602,536,0,1138,326,305,0,631,600,0,149,104,348,2,2,1,0,4,2,1,2,0,6,3,2,5,631
308,"MUDIYA (SATASI) PR. SCHOOL ROOM NO.-2",361,274,0,635,188,155,0,343,300,0,165,107,66,1,1,1,0,0,0,0,0,0,0,0,1,1,343
309,"KARENGI PR. SCHOOL ROOM NO.-1",498,393,0,891,308,206,0,514,514,0,3,152,350,1,1,0,0,0,1,0,0,1,2,0,2,1,514
310,"GARGAIYA PR. SCHOOL ROOM NO.-1",845,657,0,1502,451,384,0,835,2,0,463,93,262,3,0,0,0,1,0,0,2,1,1,1,3,5,835
311,"ITAUA PR. SCHOOL ROOM NO.-1",357,291,0,648,224,203,0,427,150,0,8,127,270,1,0,1,0,0,0,0,0,0,6,8,3,3,427
312,"BARIPURA PR. SCHOOL ROOM NO.-1",673,529,0,1202,377,319,0,696,96,0,8,141,522,3,2,3,1,2,0,0,1,0,3,8,1,1,696
313,"PENPAL PR. SCHOOL ROOM NO.-1 EAST PART",649,537,0,1186,387,264,0,651,651,0,69,243,306,6,0,1,0,0,1,3,1,2,4,2,8,5,651
314,"PENPAL PR. SCHOOL ROOM NO.-2 EAST PART",606,495,0,1101,341,256,0,597,97,0,34,231,307,0,1,0,0,0,0,0,1,0,2,4,7,10,597
315,"PENPAL PR. SCHOOL ROOM NO.-3 WEST PART",607,516,0,1123,340,286,0,626,16,0,351,75,174,4,0,1,0,0,0,0,2,1,2,8,1,7,626
316,"UDAYPUR PR. SCHOOL ROOM NO.-1",454,335,0,789,223,217,0,440,440,0,142,273,14,1,1,2,0,0,0,0,0,0,0,3,1,3,440
317,"UDAYPUR PR. SCHOOL ROOM NO.-2",401,378,0,779,161,208,0,369,369,0,69,213,82,1,0,1,0,0,0,1,0,0,1,1,0,0,369
318,"AGEI PR. SCHOOL ROOM NO.-1",658,558,0,1216,395,331,0,726,26,0,76,283,346,0,1,8,0,0,2,0,0,1,2,4,0,3,726
319,"SISAIYA PR. SCHOOL ROOM NO.-1",754,673,0,1427,389,361,0,750,700,0,170,330,156,5,1,48,0,1,0,0,3,3,9,6,6,12,750
320,"SISAIYA PR. SCHOOL ROOM NO.-2",687,552,0,1239,359,296,0,655,55,0,402,146,58,1,2,4,0,2,3,1,3,1,4,6,3,19,655
321,"KATGAON PR. SCHOOL ROOM NO.-1",769,635,0,1404,456,365,0,821,7,0,190,238,350,5,5,4,2,0,2,0,2,4,4,5,5,5,821
322,"SAHAWAR KHEDA PR. SCHOOL ROOM NO.-1",701,531,0,1232,409,285,0,694,650,0,72,89,427,18,4,47,0,0,2,0,6,3,14,9,1,2,694
323,"URAINA PR. SCHOOL ROOM NO.-1",602,518,0,1120,230,269,0,499,6,0,16,342,115,1,5,0,1,1,1,0,1,1,2,0,8,5,499
324,"URAINA PR. SCHOOL ROOM NO.-2",667,587,0,1254,285,303,0,588,20,0,30,407,114,0,0,3,0,0,3,1,2,4,4,8,4,8,588
325,"URAINA NAVEEN PR. SCHOOL ROOM NO.-1",596,468,0,1064,378,247,0,625,128,0,128,125,327,1,3,1,1,0,2,3,1,1,6,10,7,9,625
326,"SHERANDAJPUR PR. SCHOOL ROOM NO.-1",418,382,0,800,339,263,0,602,250,0,16,576,0,0,0,0,0,1,0,0,1,0,0,1,2,5,602
327,"SAIDPUR JR. HIGH SCHOOL ROOM NO.-1",580,447,0,1027,256,224,0,480,480,0,9,416,53,0,0,0,0,0,0,0,0,0,0,0,1,1,480
328,"SAIDPUR JR. HIGH SCHOOL ROOM NO.-3",486,448,0,934,215,263,0,478,400,0,10,362,95,0,0,2,0,0,0,0,0,3,2,1,3,0,478
329,"SAIDPUR JR. HIGH SCHOOL ROOM NO.-2",524,479,0,1003,234,220,0,454,400,0,22,307,103,1,1,0,0,0,1,1,2,2,5,2,4,3,454
330,"SAIDPUR JR. HIGH SCHOOL ROOM NO.-4",534,530,0,1064,268,286,0,554,10,0,16,510,21,0,0,3,0,0,0,0,0,0,0,0,2,2,554
331,"SAIDPUR PR. SCHOOL ROOM NO.-1",459,433,0,892,220,202,0,422,200,0,12,390,19,0,0,0,0,0,0,0,0,0,0,1,0,0,422
332,"SAIDPUR PR. SCHOOL ROOM NO.-2",389,378,0,767,218,169,0,387,300,0,6,372,7,0,0,0,0,0,0,1,0,1,0,0,0,0,387
333,"SAIDPUR GIRLS PR. SCHOOL ROOM NO.-1",775,703,0,1478,457,401,0,858,858,0,11,693,138,1,0,3,1,0,1,0,0,0,2,1,2,5,858
334,"SAIDPUR GIRLS PR. SCHOOL ROOM NO.-2",509,462,0,971,340,268,0,608,608,0,7,502,87,0,1,2,0,0,0,0,2,0,3,2,1,1,608
335,"SAIDPUR NAGAR PANCHAYAT OFFICE ROOM NO.-1",503,436,0,939,443,276,0,719,14,0,14,686,13,0,0,0,1,0,0,0,1,1,0,1,1,1,719
336,"SAIDPUR NAGAR PANCHAYAT OFFICE ROOM NO.-2",377,373,0,750,318,293,0,611,611,0,2,600,2,0,0,0,0,0,0,0,0,0,0,0,5,2,611
337,"SAIDPUR S. GALIB ALI S. TALIB ALI MEMO. HIGH SCHOOL ROOM NO.-1",770,682,0,1452,499,355,0,854,12,0,16,829,8,0,0,1,0,0,0,0,0,0,0,0,0,0,854
338,"SAIDPUR S. GALIB ALI S. TALIB ALI MEMO. HIGH SCHOOL ROOM NO.-2",642,567,0,1209,367,341,0,708,548,0,13,687,3,0,0,1,0,0,0,0,0,1,0,0,3,0,708
339,"NADVARI PR. SCHOOL ROOM NO.-1",767,602,0,1369,492,363,0,855,55,0,81,166,467,8,4,79,0,1,3,3,2,4,18,10,2,7,855
340,"RAHEDIYA JR. HIGH SCHOOL ROOM NO.-1",727,553,0,1280,433,303,0,736,36,0,13,235,453,2,2,4,2,1,3,0,2,0,3,4,4,8,736
341,"RAHEDIYA JR. HIGH SCHOOL ROOM NO.-2",564,438,0,1002,349,284,0,633,633,0,82,99,437,6,0,1,0,0,0,0,1,0,1,3,0,3,633
342,"NABAWPURA MAZRA RAHEDIYA PR. SCHOOL ROOM NO.-1",730,559,0,1289,459,293,0,752,752,0,5,51,652,0,3,15,0,0,4,0,2,0,6,10,1,3,752
343,"MALIN GAUTIYA MAZRA RAHEDIYA PR. SCHOOL ROOM NO-1",688,521,0,1209,401,317,0,718,17,0,547,39,116,0,1,0,0,1,1,0,0,0,2,0,1,10,718
344,"KHURRAMPUR BHAMORI PR. SCHOOL ROOM NO.-1",662,526,0,1188,318,246,0,564,20,0,236,73,148,0,1,80,1,2,0,0,5,0,6,0,4,8,564
345,"KHURRAMPUR BHAMORI PR. SCHOOL ROOM NO.-2",795,620,0,1415,410,252,0,662,10,0,84,66,427,5,2,49,0,1,2,0,3,2,8,7,2,4,662
346,"KHURRAMPUR BHAMORI GIRLS PR. SCHOOL ROOM NO.-1",424,288,0,712,229,132,0,361,361,0,20,122,174,3,0,24,0,0,4,0,0,1,3,1,2,7,361
347,"MAKRANDPUR PR. SCHOOL ROOM NO.-1",818,614,0,1432,504,313,0,817,800,0,48,286,436,3,1,15,0,1,2,0,4,2,7,6,3,3,817
348,"VEERAMPUR PR. SCHOOL ROOM NO.-1",854,672,0,1526,579,402,0,981,162,0,150,452,342,3,0,1,0,2,1,1,2,0,2,15,4,6,981
349,"KANJUA PR. SCHOOL ROOM NO.-1",272,246,0,518,210,200,0,410,10,0,3,79,312,3,1,0,0,0,1,0,1,0,1,5,1,3,410
350,"KURVI PR. SCHOOL ROOM NO.-1",423,328,0,751,349,246,0,595,4,0,2,544,47,1,0,0,0,0,0,0,0,0,0,1,0,0,595
351,"AMROLI PR. SCHOOL ROOM NO.-1",215,188,0,403,148,143,0,291,175,0,0,23,259,2,0,0,0,0,1,0,0,1,0,3,0,2,291
352,"NIJAMPUR PR. SCHOOL ROOM NO.-1",753,622,0,1375,360,327,0,687,687,0,40,326,286,3,0,0,0,0,1,2,3,1,5,5,8,7,687
353,"BYAULI PR. SCHOOL ROOM NO.-1",657,535,0,1192,388,308,0,696,696,0,90,204,350,4,1,22,0,0,3,3,1,0,3,5,3,7,696
354,"BYAULI PR. SCHOOL ROOM NO.-2",476,389,0,865,244,215,0,459,459,0,113,90,242,0,0,4,0,0,2,0,0,4,0,3,0,1,459
355,"PUSGAVAN PR. SCHOOL ROOM NO.-1",702,559,0,1261,403,307,0,710,710,0,254,93,333,2,0,2,0,0,2,1,3,1,2,7,3,7,710
356,"PUSGAVAN PR. SCHOOL ROOM NO.-2",658,530,0,1188,358,303,0,661,661,0,5,592,30,0,1,1,0,0,0,0,0,6,5,6,8,7,661
357,"PUSGAVAN GRAM SACHIVALYA ROOM NO.-1",744,641,0,1385,430,361,0,791,791,0,13,623,129,2,3,1,0,0,0,2,0,2,1,1,6,8,791
358,"JALIBPUR MAZRA PUSGAVAN PR. SCHOOL ROOM NO.-1",235,206,0,441,192,167,0,359,2,0,2,25,315,3,1,0,1,1,0,0,0,0,1,6,1,3,359
359,"KARRGAON PR. SCHOOL ROOM NO.-1",553,421,0,974,379,279,0,658,4,0,142,24,472,1,1,6,0,0,0,0,0,1,2,7,0,2,658
360,"MAHERA PR. SCHOOL ROOM NO.-1",323,280,0,603,212,178,0,390,80,0,1,145,234,3,0,0,0,0,0,1,0,2,0,2,2,0,390
361,"MANWA PR. SCHOOL ROOM NO.-1",453,403,0,856,269,208,0,477,3,0,108,66,265,1,3,10,0,0,3,0,0,7,3,5,1,5,477
362,"HATRA ISLAMIYA PR. SCHOOL ROOM NO.-1 EAST PART",438,335,0,773,219,173,0,392,392,0,45,337,0,1,0,0,0,0,2,0,0,0,2,1,0,4,392
363,"HATRA ISLAMIYA PR. SCHOOL ROOM NO.-3 WEST PART",415,353,0,768,147,144,0,291,291,0,25,255,7,0,0,0,0,0,0,0,0,1,0,1,0,2,291
364,"HATRA ISLAMIYA PR. SCHOOL ROOM NO.-2 EAST PART",316,267,1,584,137,116,0,253,120,0,32,213,0,0,0,1,0,0,0,0,0,3,2,0,0,2,253
365,"HATRA JR. HIGH SCHOOL ROOM NO.-1",529,440,0,969,206,195,0,401,4,0,13,338,33,0,0,0,0,0,0,0,0,7,1,2,7,0,401
366,"HATRA JR. HIGH SCHOOL ROOM NO.-2",754,641,0,1395,414,306,0,720,720,0,26,288,380,3,1,0,2,2,2,2,0,3,3,3,3,2,720
367,"SARAURIYA PR. SCHOOL ROOM NO.-1",139,112,0,251,100,68,0,168,100,0,1,12,155,0,0,0,0,0,0,0,0,0,0,0,0,0,168
368,"HUSAINPUR PR. SCHOOL ROOM NO.-1",380,306,0,686,268,210,0,478,100,0,4,441,26,2,0,0,0,0,0,0,0,0,2,0,1,2,478
369,"BARAUR AMANULLAPUR JR. HIGH SCHOOL ROOM NO.-1",675,579,0,1254,417,336,0,753,53,0,7,118,592,4,1,1,1,2,2,2,0,5,6,5,1,6,753
370,"BARAUR AMANULLAPUR PR. SCHOOL ROOM NO.-1",423,350,0,773,327,161,0,488,488,0,2,50,382,3,0,28,1,0,2,1,1,1,9,5,1,2,488
371,"MALAMPUR MAZRA BARAUR AMANULLAPUR PR. SCHOOL ROOM NO.-1",409,338,0,747,296,228,0,524,24,0,430,23,67,0,1,0,0,0,0,0,0,0,0,0,0,3,524
