"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
305,"SHREE SHYAMLAL JUNIOR HIGH SCHOOL EAST  ATRARA",717,572,1,1290,482,350,0,832,802,0,2,380,175,259,2,0,2,0,1,0,0,2,6,3,832
306,"SHREE SHYAMLAL JUNIOR HIGH SCHOOL  WEST ATRARA",657,525,0,1182,480,338,0,818,810,0,6,319,274,213,0,0,0,1,0,1,0,2,0,2,818
307,"KISAAN MAZDOOR INTER COLLEGE ROOM NO.1 ATRARA",603,465,0,1068,411,285,0,696,66,0,15,442,107,123,3,0,1,1,0,0,0,1,2,1,696
308,"KISAAN MAZDOOR INTER COLLEGE ROOM NO  2  ATRARA",368,308,0,676,198,236,0,434,410,0,0,52,173,203,1,0,1,0,0,0,2,1,0,1,434
309,"PRATHMIK VIDHALYA BAMANPURA",442,315,0,757,329,205,0,534,534,0,15,411,65,37,0,0,1,1,0,0,0,2,1,1,534
310,"PRATHMIK VIDHALYA RAJPURA",712,598,0,1310,443,355,0,798,798,0,17,435,190,146,0,0,4,0,0,0,1,2,1,2,798
311,"PRATHMIK VIDHALYA ATAULA",850,672,1,1523,640,490,0,1130,1124,0,16,824,184,79,0,0,2,1,0,1,2,2,10,9,1130
312,"PRATHMIK VIDHALYA  ROOM NO  -1  AZRARA",537,429,0,966,328,268,0,596,596,0,14,16,193,338,4,1,23,0,0,1,1,0,3,2,596
313,"PRATHMIK VIDHALYA ROOM NO 2  AZRARA",403,273,0,676,269,172,0,441,441,0,3,208,76,146,3,0,2,1,0,0,0,0,1,1,441
314,"PRATHMIK VIDHALYA ALLAHABAD MADHAIYA AZRARA",278,208,0,486,228,166,0,394,328,0,0,372,0,19,0,0,0,1,0,0,0,0,1,1,394
315,"UNCH PRATHMIK VIDHALYA AZRARA",407,310,0,717,272,205,0,477,458,0,6,125,97,233,2,3,5,0,0,1,0,0,2,3,477
316,"PACHANT BHWAN ROOM NO   1  AZRARA",894,637,0,1531,578,398,0,976,974,0,6,85,311,562,1,0,7,1,0,1,1,1,0,0,976
317,"PACHANT BHWAN ROOM NO   2  AZRARA",744,533,0,1277,479,336,0,815,815,0,4,55,398,338,2,0,0,0,0,1,0,4,1,12,815
318,"UNCH PRATHMIK VIDHALYA GULZAR HUSAIN ROOM NO 1  AZRARA",470,363,0,833,323,244,0,567,566,0,6,33,76,442,2,3,1,0,0,0,1,1,1,1,567
319,"UNCH PRATHMIK VIDHALYA GULZAR HUSAIN ROOM NO 2 AZRARA",474,321,0,795,339,219,0,558,276,0,1,29,65,456,3,0,1,0,0,0,2,1,0,0,558
320,"PRATHMIK VIDHALYA ROOM NO  1  SHAFIYABAD LOTI",861,636,0,1497,557,397,0,954,954,0,5,480,217,218,3,2,3,1,2,2,5,3,6,7,954
321,"PRATHMIK VIDHALYA ROOM NO 2 SHAFIYABAD LOTI",507,382,0,889,396,265,0,661,661,0,5,409,210,30,0,0,0,0,0,0,1,3,2,1,661
322,"PRATHMIK VIDHALYA ROOM NO. 3 SHAFIYABAD LOTI",751,578,0,1329,469,377,0,846,840,0,7,130,340,358,1,0,1,0,0,0,0,3,3,3,846
