"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ATUL KUMAR SINGH ANJAAN","2 - DARA SINGH CHAUHAN","3 - RAJEEV KUMAR RAI","4 - RASHTRA KUNWAR SINGH","5 - HARINARAYAN RAJBHAR","6 - BADRI NATH YADAV","7 - MANISH KUMAR RAI","8 - MOKHTAR ANSARI","9 - RAVI SHANKAR BHARAT","10 - RAJKUMAR CHAUHAN","11 - VIJAY KUMAR UPADHYAY","12 - DR. SHAMEEM ABIDI","13 - HARINATH","14 - HARISH CHANDRA","15 - HEMANT KUMAR","16 - DOODHNATH CHAUHAN","17 - VISHUN DAYAL","18 - SURYA KUMAR","19 - None of the Above","Total Votes Secured"
313,P.P.ISHAKPUR,385,283,0,668,167,219,0,386,386,0,1,216,102,3,23,2,1,34,0,0,0,0,0,0,1,0,0,1,2,386
314,P.P.PINDOHARI,775,658,0,1433,413,428,0,841,841,0,16,300,104,3,250,9,8,124,2,0,0,2,1,0,2,8,2,6,4,841
315,P.P.LASRA,647,569,0,1216,360,384,0,744,744,0,12,219,52,16,321,6,4,74,1,1,6,3,4,5,3,8,2,2,5,744
316,P.P.KHARARGADI,592,475,0,1067,221,327,0,548,548,0,18,132,50,12,264,3,2,30,1,17,2,1,0,2,3,7,2,1,1,548
317,"J.H.SCHOOL MAUKUBER",852,630,0,1482,356,353,0,709,709,0,10,187,108,8,246,7,1,112,0,2,10,1,4,1,2,4,1,1,4,709
318,P.P.MUHAMMADPURBARHIYA,595,465,0,1060,302,328,0,630,630,0,19,102,131,9,269,6,2,74,3,1,2,0,2,0,3,0,3,1,3,630
319,P.P.PARMANANDPATTI,725,649,0,1374,379,414,0,793,793,0,28,263,211,8,205,2,3,44,0,1,3,0,1,6,1,9,3,1,4,793
320,P.P.MAJHAULI,610,499,0,1109,350,297,0,647,647,0,64,152,207,16,100,2,2,68,1,11,5,2,0,4,0,5,1,2,5,647
321,B.I.C.THALAEEPUR,582,473,0,1055,271,310,0,581,581,0,9,162,99,23,221,2,5,26,1,2,1,1,2,11,5,4,1,3,3,581
322,P.P.PAHASAMOHIUDDINPUR,813,652,0,1465,417,446,0,863,863,0,36,116,95,22,527,15,1,22,2,2,4,2,2,4,1,7,1,0,4,863
323,"P.P.PAHASAMOHIUDDINPUR	WEST PART",773,641,0,1414,409,354,0,763,763,0,11,189,119,27,367,6,0,17,2,2,1,1,2,8,3,4,1,1,2,763
324,P.P.GADAVA,803,644,0,1447,400,380,0,780,780,0,33,140,115,20,389,12,5,30,0,5,6,4,1,4,4,9,0,0,3,780
325,P.P.THAEECHA,665,492,0,1157,359,290,0,649,649,0,122,4,84,5,230,6,3,132,2,0,4,5,4,5,5,26,5,1,6,649
326,P.P.KONHIYA,484,441,0,925,261,272,0,533,533,0,92,4,60,8,262,9,1,57,0,3,2,5,5,3,1,12,0,1,8,533
327,P.P.VILAUVA,646,559,1,1206,386,383,0,769,769,0,23,304,47,7,299,4,3,42,2,2,1,1,0,9,2,9,2,9,3,769
328,"P.P.PIPARSATH EAST PART",541,447,0,988,249,204,0,453,453,0,22,14,136,39,201,3,0,27,0,1,2,0,0,5,0,2,1,0,0,453
329,"P.P.PIPARSATH WEST PART",669,578,0,1247,346,289,0,635,635,0,12,218,228,11,66,3,3,72,0,1,4,2,1,0,2,7,1,0,4,635
330,S.M.V.SIDHAVAL,541,482,0,1023,328,281,0,609,609,0,41,157,93,9,231,1,4,37,6,3,3,4,4,1,3,6,2,3,1,609
331,"P.P.BIBIPUR NORTH PART",710,535,1,1246,241,348,0,589,589,0,23,150,15,8,304,8,3,60,1,1,3,1,0,3,3,6,0,0,0,589
332,P.P.NAGVAN,236,202,0,438,93,94,0,187,187,0,30,51,37,1,44,2,0,7,0,1,2,2,0,0,2,4,1,0,3,187
333,"P.P.NAGVAN SOUTH PART",812,648,0,1460,411,361,0,772,772,0,19,110,108,28,411,7,8,49,1,3,2,2,0,1,2,10,5,1,5,772
334,"N.I.C.RATANPURA EAST PART",755,606,0,1361,388,349,0,737,737,0,26,10,75,15,525,15,0,49,0,1,2,2,2,2,0,7,3,0,3,737
335,"N.I.C.RATANPURA MIDLE PART",906,777,0,1683,544,476,0,1020,1020,0,21,145,57,24,665,11,11,29,1,1,0,3,1,13,1,3,14,9,11,1020
336,"N.I.C.RATANPURA MIDLE PART -1",106,89,0,195,44,31,0,75,75,0,2,6,15,1,33,3,1,14,0,0,0,0,0,0,0,0,0,0,0,75
337,"N.I.C.RATANPURA WEST PART",803,687,0,1490,428,401,0,829,829,0,13,206,85,25,376,8,4,76,4,6,6,2,4,2,3,7,1,1,0,829
338,P.P.KHARKA,214,171,0,385,122,129,0,251,251,0,1,161,8,0,26,0,1,46,1,0,1,0,0,1,0,1,1,2,1,251
339,P.P.SEMRAJPUR,742,616,0,1358,414,276,0,690,690,0,23,112,69,21,399,6,7,34,3,2,0,1,1,1,0,11,0,0,0,690
340,"J.H.SCHOOL AEELAKH EAST PART",743,583,0,1326,371,320,0,691,691,0,7,139,80,13,389,10,1,23,2,1,2,0,1,7,1,3,9,2,1,691
341,"J.H.SCHOOL AEELAKH MIDLE PART",841,744,0,1585,402,387,0,789,789,0,12,197,76,13,449,7,2,21,1,2,1,0,0,1,2,2,1,1,1,789
342,P.P.SAMANPURA,377,339,0,716,225,219,0,444,444,0,3,57,73,3,130,7,0,134,0,1,3,3,1,2,1,18,3,2,3,444
343,"P.P.VILAUJHA NORTH PART",839,732,0,1571,393,396,0,789,789,0,25,16,67,15,465,10,6,155,2,4,2,1,4,0,0,10,3,1,3,789
344,"P.P.VILAUJHA MIDLE PART",790,613,0,1403,420,343,0,763,763,0,24,134,37,23,434,5,1,77,4,0,3,1,0,2,1,9,5,0,3,763
345,"P.P.VILAUJHA SOUTH PART",443,392,0,835,198,187,0,385,385,0,23,103,9,2,144,2,2,89,1,1,1,1,0,0,1,5,0,1,0,385
346,P.P.TARAVAN,664,603,0,1267,354,383,0,737,737,0,62,392,37,9,149,4,8,43,0,3,7,3,3,10,1,4,0,1,1,737
347,"P.P.TARAVAN NORTH PART",290,245,0,535,162,150,0,312,312,0,29,119,2,4,133,2,1,2,0,3,1,2,0,0,1,7,3,2,1,312
348,"P.P.TARAVAN NORTH PART",381,306,0,687,165,174,0,339,339,0,13,124,4,6,123,6,3,46,2,0,1,0,0,1,1,4,3,0,2,339
349,P.P.BHEEMHAR,320,298,0,618,163,166,0,329,329,0,4,50,75,3,169,4,3,13,0,0,0,0,1,0,0,3,0,2,2,329
350,P.P.BHUDSUDI,900,690,0,1590,460,401,0,861,861,0,16,178,147,12,369,9,2,99,4,3,2,1,0,1,1,5,0,4,8,861
351,"S.B.H.P.P.NASIRABADKALA NORTH PART",800,692,0,1492,376,354,0,730,730,0,51,47,18,11,410,7,1,150,2,4,2,5,2,1,5,4,4,2,4,730
352,"S.B.H.P.P.NASIRABADKALA SOUTH PART",928,801,0,1729,475,503,0,978,978,0,106,148,58,10,537,8,4,42,2,1,5,9,6,3,5,19,5,6,4,978
353,"DAYANAND I.C.ITAILI EAST PART",642,520,0,1162,353,300,0,653,653,0,19,205,37,22,264,5,3,75,2,2,4,1,1,0,1,5,3,1,3,653
354,"DAYANAND I.C.ITAILI WEST PART",355,270,0,625,194,154,0,348,348,0,4,111,46,5,175,1,2,1,0,0,0,0,0,0,1,1,1,0,0,348
355,P.P.ATRAULPANDEY,399,345,0,744,225,229,0,454,454,0,114,10,13,12,248,5,0,24,0,3,3,6,4,2,3,4,3,0,0,454
356,"P.P.UMARPUR EAST PART",688,557,0,1245,321,319,0,640,640,0,31,193,21,3,301,12,2,61,3,0,1,0,1,0,0,6,0,3,2,640
357,"P.P.UMARPUR WEST PART",776,592,0,1368,345,356,0,701,701,0,33,180,40,5,289,9,5,109,4,8,2,1,2,2,1,5,4,0,2,701
358,P.P.KUDSAR,640,531,0,1171,343,358,0,701,701,0,10,230,19,9,339,2,0,75,1,2,2,0,1,3,1,2,5,0,0,701
359,"P.P.KANSO EAST PART",632,542,0,1174,328,282,0,610,610,0,78,44,25,8,294,3,5,135,2,2,2,1,2,2,0,1,5,0,1,610
360,"P.P.KANSO WEST PART",752,564,0,1316,371,319,0,690,690,0,93,222,33,21,202,6,4,81,3,0,4,1,6,2,0,5,4,0,3,690
361,"J.H.SCHOOL GADHA NORTH PART",744,585,0,1329,425,372,0,797,797,0,12,368,23,14,279,3,4,49,1,0,0,1,0,3,5,9,3,15,8,797
362,"J.H.SCHOOL GADHA SOUTH PART",609,500,0,1109,341,306,0,647,647,0,8,10,18,10,350,4,4,234,1,0,2,0,2,1,1,1,1,0,0,647
363,P.P.KARAUT,645,496,0,1141,407,296,0,703,703,0,3,126,216,7,178,4,9,138,2,0,6,1,1,0,0,5,1,2,4,703
364,P.P.SEHAVARPUR,642,513,0,1155,340,293,0,633,633,0,0,74,46,22,295,9,5,170,2,1,3,0,1,0,0,3,0,0,2,633
365,"P.P.DATAUDA EAST PART",797,616,0,1413,467,434,0,901,901,0,8,398,15,4,259,3,3,175,4,1,9,2,0,2,2,5,1,10,0,901
366,"P.P.DATAUDA EAST PART",480,384,0,864,255,196,0,451,451,0,9,70,60,5,267,3,1,16,1,2,2,3,0,1,1,4,1,3,2,451
367,"P.P.DATAUDA EAST PART-1",770,592,0,1362,392,329,0,721,721,0,35,108,237,10,166,1,4,138,2,2,3,1,2,1,1,7,1,0,2,721
368,"P.P.DATAUDA EAST PART-2",142,124,0,266,65,67,0,132,132,0,5,37,29,1,34,1,0,24,0,0,0,0,0,0,0,0,0,0,1,132
369,"PANCHAYAT  BHWAN MUBARAKPUR",456,365,0,821,250,202,0,452,452,0,9,16,22,2,245,2,6,130,3,0,2,1,0,0,3,7,1,1,2,452
370,"P.P. GULAURI",589,458,0,1047,313,268,0,581,581,0,10,27,175,11,313,4,1,30,0,2,0,2,1,2,1,1,0,1,0,581
371,"PANCHAYAT BHAVAN GULAURI",629,538,0,1167,390,376,0,766,766,0,9,288,339,8,78,2,2,23,0,0,3,0,1,9,1,0,2,0,1,766
372,"P.P. GAHANA NORTH PART",518,448,0,966,302,292,0,594,594,0,5,64,188,2,171,3,4,130,3,2,5,0,0,1,1,5,1,3,6,594
373,"P.P. GAHANA SOUTH PART",803,614,0,1417,380,407,0,787,787,0,5,92,76,8,466,12,1,100,1,1,1,3,1,0,0,5,1,6,8,787
374,"P.P. RATOHI",781,640,0,1421,382,360,0,742,742,0,20,196,10,6,438,18,3,18,1,4,2,2,0,0,0,4,7,7,6,742
375,"J.H. SCHOOL CHHICHHOR KARAUDI NORTH PART",545,443,0,988,249,230,0,479,479,0,14,5,42,5,266,9,5,104,3,1,3,1,3,3,2,11,0,1,1,479
376,"J.H. SCHOOL CHHICHHOR KARAUDI MIDLE  PART-2",407,325,0,732,186,169,0,355,355,0,13,23,45,5,187,4,2,64,1,1,0,0,1,1,0,3,1,0,4,355
377,"J.H. SCHOOL CHHICHHOR KARAUDI MIDLE  PART",609,545,0,1154,292,237,0,529,529,0,6,57,51,14,232,11,0,118,10,0,5,4,5,0,2,11,2,0,1,529
378,"J.H. SCHOOL CHHICHHOR KARAUDI SOUTH  PART",574,467,0,1041,288,264,0,552,552,0,46,162,34,7,225,5,3,42,1,7,0,3,0,0,2,7,7,1,0,552
379,"P.P. BADAGAON EAST PART",747,577,0,1324,377,348,0,725,725,0,7,208,92,23,262,6,1,96,0,0,4,0,1,6,3,9,2,3,2,725
380,"P.P. BADAGAON WEST PART",426,367,0,793,180,161,0,341,341,0,23,23,101,6,155,4,1,17,1,2,1,1,0,0,0,3,2,1,0,341
381,"P.P. MALPUR LOHARAEE",419,322,0,741,181,187,0,368,368,0,10,137,49,6,136,0,0,11,0,0,1,1,1,2,3,6,1,4,0,368
382,"P.P. KADVARA",325,248,0,573,206,167,0,373,373,0,6,4,305,2,19,1,0,28,0,0,2,1,0,1,0,1,0,1,2,373
383,"P.P. VIBHAULI",464,403,0,867,287,229,0,516,516,0,10,4,38,3,391,3,2,55,1,2,1,0,0,0,2,0,3,0,1,516
384,"P.P. VILASPUR",293,247,0,540,146,140,0,286,286,0,1,3,57,4,212,3,1,3,0,0,0,0,0,0,1,1,0,0,0,286
