"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA KUMAR","2 - SALEEM IQBAL SHERVANI","3 - KUNWAR SARVRAJ SINGH","4 - SUNITA SHAKYA","5 - IRSHAD ANSARI ADVOCATE","6 - OM VEER","7 - MOHD. ZARRAR KHAN","8 - JITENDRA SINGH YADAV","9 - NARESH SINGH SOLANKI","10 - PRAMOD KUMAR YADAV","11 - YOGENDRA KUMAR VERMA","12 - CAPTAIN P.C. SHARMA","13 - ARSHADURRAZA KHAN","14 - None of the Above","Total Votes Secured"
324,"PR. SCHOOL CHAUDERA SHIKARPUR ROOM NO.1",264,232,0,496,237,178,0,415,415,0,343,2,12,57,0,0,0,0,0,0,1,0,0,0,415
325,"PR. SCHOOL ABHIYASA MAJRA MIYAUN ROOM NO.1",482,400,0,882,320,282,0,602,602,0,426,6,44,108,2,2,1,1,3,1,1,0,2,5,602
326,"PR. SCHOOL MIYAUN SOUTH ROOM NO.1",679,540,0,1219,414,309,0,723,723,0,403,78,144,70,0,0,2,1,5,2,3,1,4,10,723
327,"PR. SCHOOL MIYAUN EAST ROOM NO.4",520,439,0,959,233,173,0,406,406,0,214,46,106,26,0,0,0,0,0,3,0,2,0,9,406
328,"PR. SCHOOL MIYAUN SOUTH ROOM NO.2",600,501,0,1101,313,222,0,535,535,0,129,115,187,85,1,0,1,0,1,0,7,4,1,4,535
329,"PR. SCHOOL MIYAUN NORTH ROOM NO.5",617,514,0,1131,304,194,0,498,498,0,326,65,63,25,2,1,0,1,1,0,1,0,1,12,498
330,"PR. SCHOOL MIYAUN EAST ROOM NO.3",613,479,0,1092,327,208,0,535,535,0,232,16,152,111,2,1,0,1,0,1,5,1,4,9,535
331,"PR. SCHOOL NORTH PART EXTRA ROOM",449,319,0,768,152,102,0,254,254,0,140,14,45,47,1,0,0,0,0,1,1,1,1,3,254
332,"JR. HIGH SCHOOL MIYAUN ROOM NO.1",618,492,0,1110,276,227,0,503,503,0,259,32,131,49,0,1,2,6,3,1,5,3,2,9,503
333,"PR. SCHOOL DHAKA MAJRA MIYAUN ROOM NO.1",689,590,0,1279,468,313,0,781,781,0,65,12,283,410,1,0,1,0,3,1,2,2,0,1,781
334,"PR. SCHOOL GILTAIYYA ROOM NO.1",355,278,0,633,300,202,0,502,502,0,44,2,433,12,1,0,0,0,1,0,5,1,2,1,502
335,"PR. SCHOOL KOTHA ROOM NO.1",677,606,0,1283,440,361,0,801,801,0,484,10,213,81,0,0,0,0,0,0,4,1,1,7,801
336,"PR. SCHOOL VISHARAT NAGAR ROOM NO.1",505,416,0,921,371,257,0,628,628,0,128,7,384,91,1,0,0,0,0,1,1,3,0,12,628
337,"PR. SCHOOL BILHARI ROOM NO.1",686,615,0,1301,269,404,0,673,673,0,14,445,151,57,1,0,0,0,0,0,1,0,1,3,673
338,"PR. SCHOOL BILHARI ROOM NO.2",603,528,0,1131,272,314,0,586,586,0,194,184,109,95,0,0,0,0,0,0,0,0,1,3,586
339,"PR. SCHOOL KATIYA ROOM NO.1",466,406,0,872,297,256,0,553,553,0,320,24,59,136,2,1,1,1,2,0,3,2,0,2,553
340,"PR. SCHOOL NAWADA MAJRA ALAPUR ROOM NO.1",359,318,0,677,271,165,0,436,436,0,76,1,327,26,0,0,0,1,1,0,0,0,1,3,436
341,"PR. SCHOOL CHANDI NAGLA ROOM NO.1",449,380,0,829,303,267,0,570,570,0,85,1,84,390,1,0,0,0,0,0,4,1,1,3,570
342,"PR. SCHOOL URAOLIYA ROOM NO.1",739,662,0,1401,418,422,0,840,840,0,5,191,395,237,0,1,0,0,4,0,0,0,2,5,840
343,"PR. SCHOOL URAOLIYA ROOM NO.2",363,299,0,662,243,215,0,458,458,0,4,104,254,94,1,0,0,0,0,0,0,1,0,0,458
344,"PR. SCHOOL SAIDPUR ROOM NO.1",577,508,0,1085,319,290,0,609,609,0,63,261,99,165,2,1,1,0,2,0,4,3,3,5,609
345,"PR. SCHOOL GUDHANA ROOM NO.1",635,557,0,1192,384,330,0,714,714,0,361,55,50,239,1,1,2,1,0,0,3,1,0,0,714
346,"PR. SCHOOL VAVAI BHATPURA ROOM NO.1",415,354,0,769,279,275,0,554,554,0,266,27,152,100,2,1,1,0,0,0,0,2,0,3,554
347,"PR. SCHOOL MASOODPURA ROOM NO.1",584,480,0,1064,358,319,0,677,677,0,89,353,126,88,0,1,0,1,1,0,1,1,4,12,677
348,"PR. SCHOOL TARSURA ROOM NO.1",207,179,0,386,154,130,0,284,284,0,122,3,64,90,1,0,1,0,1,0,0,0,0,2,284
349,"PR. SCHOOL KAKRAUA ROOM NO.1",217,156,0,373,169,98,0,267,267,0,10,7,177,66,2,0,0,0,0,0,2,3,0,0,267
350,"PR. SCHOOL BHASUNDRA ROOM NO.1",774,727,0,1501,413,398,0,811,811,0,11,576,176,34,1,0,0,0,0,0,5,1,2,5,811
351,"PR. SCHOOL BHASUNDRA ROOM NO.2",607,489,0,1096,295,305,0,600,600,0,20,497,55,19,1,0,0,2,1,0,0,2,2,1,600
352,"PR. SCHOOL DIYORIYA ASGUNA ROOM NO.1",437,386,0,823,263,221,0,484,484,0,218,2,65,177,2,0,0,0,0,1,3,1,5,10,484
353,"PR. SCHOOL DIYORIYA ASGUNA ROOM NO.2",394,339,0,733,246,216,0,462,462,0,227,1,114,115,0,0,0,0,0,0,2,1,0,2,462
354,"PR. SCHOOL MIRJAPUR BICHAULA ROOM NO.1",400,330,0,730,314,255,0,569,569,0,38,6,266,240,0,0,0,0,0,2,10,3,1,3,569
355,"PR. SCHOOL MIRJAPUR BICHAULA ROOM NO.2",390,332,0,722,295,221,0,516,516,0,139,3,47,314,1,0,0,0,0,0,2,1,4,5,516
356,"PR. SCHOOL SARANMAI ROOM NO.1",125,97,0,222,99,71,0,170,170,0,75,1,10,78,0,0,0,0,1,0,1,0,0,4,170
357,"PR. SCHOOL TIKRA ROOM NO.1",434,352,0,786,289,228,0,517,517,0,36,23,112,323,3,3,0,0,0,2,3,2,4,6,517
358,"PR. SCHOOL TIKRA ROOM NO.2",489,400,0,889,230,165,0,395,395,0,213,1,131,28,2,1,3,2,1,0,2,2,1,8,395
359,"PR. SCHOOL MIRJAPUR ATIRAJ ROOM NO.1",287,262,0,549,210,186,0,396,396,0,95,3,29,251,6,0,0,0,0,0,3,1,1,7,396
360,"PR. SCHOOL NAUGAWAN NASIR NAGAR ROOM NO.1",381,326,0,707,305,201,0,506,506,0,115,23,345,19,0,0,0,1,0,0,0,0,0,3,506
361,"PR. SCHOOL NAUGAWAN NASIR NAGAR ROOM NO.2",491,376,0,867,355,223,0,578,578,0,119,29,398,22,0,0,0,0,2,0,3,0,1,4,578
362,"PR. SCHOOL KESHOPUR ROOM NO.1",336,263,0,599,243,166,0,409,409,0,55,26,316,6,1,0,0,0,0,0,0,1,0,4,409
363,"PR. SCHOOL KON KA NAGLA MAJRA DIYOKALI KHAM ROOM NO.1",582,461,0,1043,378,253,0,631,631,0,355,14,127,105,1,1,1,0,1,2,9,3,1,11,631
364,"PR. SCHOOL AJRAU ROOM NO.1",451,400,0,851,267,270,0,537,537,0,93,48,87,289,1,1,1,1,0,1,6,2,0,7,537
365,"PR. SCHOOL TIKRI PUKHTA NORTH ROOM NO.1",361,320,0,681,232,162,0,394,394,0,143,6,42,189,4,2,0,1,2,0,2,1,0,2,394
366,"PR. SCHOOL TIKAI PUKHTA NORTH ROOM NO.2",240,180,0,420,142,110,0,252,252,0,99,16,116,16,0,0,0,1,0,0,1,0,1,2,252
367,"PR. SCHOOL HARENDI ROOM NO.1",744,640,0,1384,507,313,0,820,820,0,275,51,105,370,0,1,1,1,0,1,5,2,1,7,820
368,"PR. SCHOOL GADIYA HARDOPATTI ROOM NO.1",681,584,0,1265,461,398,0,859,859,0,482,24,269,65,2,0,3,5,2,0,2,2,1,2,859
369,"PR. SCHOOL GADIYA HARDOPATTI ROOM NO.2",254,230,0,484,176,135,0,311,311,0,111,10,114,74,0,0,1,0,0,0,0,0,0,1,311
370,"PR. SCHOOL RASOOLPUR NAGLA ROOM NO.1",619,513,0,1132,463,211,0,674,674,0,88,442,55,65,2,3,4,1,1,1,2,2,4,4,674
371,"PR. SCHOOL SARELI PUKHTA ROOM NO.1",744,588,0,1332,455,310,0,765,765,0,235,113,290,90,4,1,0,2,0,1,10,3,7,9,765
372,"PR. SCHOOL MIRJAPUR BASANT ROOM NO.1",350,294,0,644,238,174,0,412,412,0,209,15,130,42,1,2,1,1,0,1,2,3,0,5,412
373,"PR. SCHOOL AHMADNAGAR VACHAURA ROOM NO.1",466,358,0,824,328,209,0,537,537,0,136,129,183,71,1,0,1,0,1,1,3,0,7,4,537
374,"PR. SCHOOL ASMAYA RAFATPUR ROOM NO.1",578,397,0,975,282,181,0,463,463,0,127,11,48,249,2,1,0,1,1,1,6,5,1,10,463
375,"PR. SCHOOL LALOMAI ROOM NO.1",531,434,0,965,276,226,0,502,502,0,136,51,173,128,2,0,0,0,0,0,3,3,0,6,502
376,"PR. SCHOOL AKTUIYYA KALAN ROOM NO.1",595,479,0,1074,412,259,0,671,671,0,50,18,506,88,3,0,0,0,0,2,0,0,4,0,671
377,"PR. SCHOOL GHASNAGLA ROOM NO.1",400,317,0,717,285,209,0,494,494,0,335,5,106,36,2,0,1,2,2,1,0,1,1,2,494
378,"PR. SCHOOL BHUNDI ROOM NO.1",588,481,0,1069,274,257,0,531,531,0,102,142,155,122,1,1,0,1,0,1,2,0,0,4,531
379,"PR. SCHOOL MUGARIYA NAGLA ROOM NO.1",502,413,0,915,326,209,0,535,535,0,84,4,320,118,0,0,1,0,0,1,3,0,0,4,535
380,"JR. HIGH SCHOOL KADAM NAGLA ROOM NO.1",335,259,0,594,186,76,0,262,262,0,11,1,246,1,0,0,0,0,0,0,0,0,0,3,262
381,"JR. HIGH SCHOOL ROOM NO.2 KADAM NAGLA",349,313,0,662,203,115,0,318,318,0,275,6,26,0,0,0,0,2,1,0,1,3,0,4,318
