"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
334,"PRIMARY SCHOOL KALETHA",466,384,0,850,192,129,0,321,321,0,56,143,108,0,0,5,0,0,1,0,2,1,1,3,1,0,321
335,"PRIMARY SCHOOL NEW BUILDING GANGURRA",623,468,0,1091,352,269,0,621,621,0,42,454,100,2,1,1,0,0,1,2,1,2,1,5,4,5,621
336,"KISAN JANPRIYA JUNIOR HIGH SCHOOL GHONSLI MOHKAM",453,364,0,817,334,266,0,600,600,0,7,540,42,0,1,1,0,1,1,0,0,0,2,3,1,1,600
337,"PRIMARY SCHOOL NEW BUILDING KHEDA FATEHPUR",778,605,0,1383,422,257,0,679,679,0,13,504,150,1,1,0,0,2,0,0,0,3,1,2,2,0,679
338,"PRIMARY SCHOOL CHABOOTRA",745,573,0,1318,400,276,0,676,676,0,11,399,236,1,6,1,0,1,2,4,1,2,5,3,1,3,676
339,"PRIMARY SCHOOL NEW BUILDING RAINDHA",479,405,0,884,347,248,0,595,595,0,8,489,64,2,2,3,0,0,1,0,2,6,4,0,9,5,595
340,"PRIMARY SCHOOL LATEEFPUR TODI",449,315,0,764,322,171,0,493,493,0,44,379,48,1,0,0,1,1,1,2,0,1,2,4,4,5,493
341,"PRIMARY SCHOOL HULKABAD",543,402,0,945,460,211,0,671,671,0,9,542,94,0,2,1,0,0,3,0,0,2,1,4,6,7,671
342,"PRIMARY SCHOOL R.NO.1 BAIRPUR MEHRAJI",552,439,0,991,378,228,0,606,606,0,15,484,95,0,0,0,1,0,2,0,0,4,2,1,1,1,606
343,"PRIMARY SCHOOL R.NO.2 BAIRPUR MEHRAJI",314,279,0,593,255,168,0,423,423,0,22,371,25,1,0,0,0,0,0,0,0,1,0,1,0,2,423
344,"PRIMARY SCHOOL DHANDOOMRA",223,169,0,392,120,81,0,201,201,0,4,119,68,4,1,0,0,0,0,0,1,3,0,1,0,0,201
345,"JUNIOR HIGH SCHOOL R.NO.1 KAADRABAD",738,549,0,1287,437,250,0,687,687,0,22,276,363,9,0,1,1,0,6,1,0,0,0,4,2,2,687
346,"PRIMARY SCHOOL R.NO.1 KAADRABAD",715,480,0,1195,397,213,0,610,610,0,78,374,144,1,2,0,1,2,0,1,0,0,1,4,1,1,610
347,"PRIMARY SCHOOL R.NO.2 KAADRABAD",718,537,0,1255,493,285,0,778,778,0,15,689,63,0,2,0,1,0,1,0,0,0,2,2,3,0,778
348,"PRIMARY SCHOOL R.NO.1 SIMRAYI",427,343,0,770,221,94,0,315,315,0,18,215,63,0,1,0,0,0,0,0,0,8,3,3,1,3,315
349,"PRIMARY SCHOOL R.NO.2 SIMRAYI",427,344,0,771,174,79,0,253,253,0,17,208,20,0,0,0,0,0,0,1,0,1,3,1,1,1,253
350,"PRIMARY SCHOOL RAJWANA",416,281,0,697,292,142,0,434,434,0,3,214,192,2,0,2,1,0,5,0,0,1,4,5,1,4,434
351,"NEW PRIMARY SCHOOL MIRJAPUR",385,288,0,673,191,106,0,297,297,0,2,276,19,0,0,0,0,0,0,0,0,0,0,0,0,0,297
352,"PRIMARY SCHOOL NASEERPUR KHADAR",251,206,0,457,214,133,0,347,347,0,69,211,52,2,0,1,0,1,1,0,0,0,2,4,2,2,347
353,"PRIMARY SCHOOL GAIHAT",320,237,0,557,279,163,0,442,442,0,2,374,59,1,0,0,0,0,1,0,0,2,1,0,0,2,442
354,"PRIMARY SCHOOL GANUPURA",465,366,1,832,306,164,0,470,470,0,3,363,93,2,0,0,0,0,0,0,0,2,0,2,3,2,470
355,"PRIMARY SCHOOL R.NO.1 DEVARKANCHAN",460,361,0,821,240,160,0,400,400,0,78,99,189,1,4,2,1,2,1,1,2,6,3,5,3,3,400
356,"PRIMARY SCHOOL HATYAVALI",232,157,0,389,140,94,0,234,234,0,13,146,68,0,0,2,0,0,1,0,0,0,0,2,0,2,234
357,"PRIMARY SCHOOL NEW BUILDING LAUHARPURA",398,351,1,750,230,163,0,393,393,0,59,200,112,0,1,1,0,1,0,0,2,1,3,2,5,6,393
358,"NEW PRIMARY SCHOOL VUGHAUTI FAAZILPUR",516,444,0,960,295,167,0,462,462,0,37,281,128,2,0,1,1,0,0,0,1,3,1,3,3,1,462
359,"PRIMARY SCHOOL SIHORA",427,338,0,765,294,188,0,482,482,0,30,305,129,1,0,0,0,0,1,1,1,1,3,7,1,2,482
360,"PRIMARY SCHOOL RAMPURA RAM RAYPUR",725,584,0,1309,385,265,0,650,650,0,182,292,135,3,2,4,1,0,4,1,2,3,2,4,5,10,650
361,"PRIMARY SCHOOL BICHAULABHOOD",340,242,0,582,227,157,0,384,384,0,2,177,197,0,1,0,1,0,0,0,0,0,0,4,2,0,384
362,"PRIMARY SCHOOL R.NO.1 DHANDWARA",564,457,0,1021,337,190,0,527,527,0,7,291,210,1,3,0,0,1,2,1,1,3,2,3,1,1,527
363,"PRIMARY SCHOOL HUSAINPUR BHOOD",281,227,0,508,216,165,0,381,381,0,2,345,31,0,2,0,0,0,0,0,0,0,0,0,0,1,381
364,"PRIMARY SCHOOL AKBARABAD",267,204,0,471,195,129,0,324,324,0,4,260,49,0,0,1,0,1,1,1,1,1,2,1,2,0,324
365,"PRIMARY SCHOOL HIMMATPUR",432,348,0,780,315,177,0,492,492,0,39,364,64,2,1,1,1,1,1,0,1,0,8,3,5,1,492
366,"PRIMARY SCHOOL R.NO.1 GADIBICHAULA",565,391,0,956,360,198,0,558,558,0,87,441,6,0,0,1,0,1,0,0,1,0,6,3,9,3,558
367,"PRIMARY SCHOOL R.NO.2 GHADI BICHAULA",861,627,0,1488,513,285,0,798,798,0,169,580,23,2,1,1,1,1,0,0,1,2,0,5,2,10,798
368,"PRIMARY SCHOOL R.NO.1 BANDRAYI KAMALGARH",391,330,0,721,271,268,0,539,539,0,5,304,201,3,1,1,0,2,6,2,0,2,2,6,1,3,539
