"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - LALITESH PATI TRIPATHI","2 - SAMUDRA BIND","3 - SURENDRA SINGH PATEL","4 - ANUPRIYA SINGH PATEL","5 - AJAD","6 - JITTOO RAM RATNA","7 - JEERA BHARTI","8 - BRIJESH KUMAR RAI","9 - BHAGWAN DAS","10 - RADHESHYAM INSAN","11 - VINEET SAHAI","12 - SHIVRAJ SAHNI","13 - SANTOSH KUMAR","14 - SARVESH DUBEY","15 - SUKCHARA NAND URF AALOO BABA","16 - ASHOK KUMAR","17 - ADESH TYAGI","18 - DR. KARNAIL SINGH","19 - GIRJA SHANKAR URF CHUNMUN","20 - DEVI","21 - RAJA RAM","22 - RAM MURAT","23 - HINCHH LAL","24 - None of the Above","Total Votes Secured"
321,BATHUA,578,489,0,1067,280,242,0,522,224,0,44,14,24,392,4,0,3,6,0,1,2,0,0,1,0,1,1,3,2,3,2,15,1,3,522
322,BATHUA,719,558,0,1277,434,324,0,758,326,0,65,16,38,583,4,2,5,8,1,1,1,2,7,1,0,12,1,0,0,3,1,5,0,2,758
323,BATHUA,465,354,0,819,215,187,0,402,173,0,31,19,30,317,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,402
324,BATHUA,624,523,0,1147,263,168,0,431,187,0,55,40,43,269,0,1,5,2,3,2,2,1,4,1,0,0,0,1,1,1,0,0,0,0,431
325,BATHUA,826,587,0,1413,327,307,0,634,273,0,86,297,11,191,1,1,0,1,5,1,8,1,0,3,2,4,1,3,1,2,1,7,3,4,634
326,BATHUA,649,516,0,1165,359,216,0,575,247,0,27,255,5,245,2,1,1,6,2,2,1,0,2,1,4,7,1,2,1,0,1,2,3,4,575
327,BATHUA,363,293,0,656,201,111,0,312,134,0,38,65,38,143,2,1,1,2,2,1,1,0,2,0,0,3,3,0,2,0,1,4,0,3,312
328,BARAUDHA,854,651,0,1505,410,295,0,705,303,0,93,109,27,436,6,0,0,8,0,0,1,1,4,2,0,1,4,1,0,4,1,3,3,1,705
329,BARAUDHA,233,211,0,444,133,102,0,235,101,0,30,38,9,137,1,0,0,2,0,0,2,0,0,0,1,2,0,2,0,1,2,3,3,2,235
330,BARAUDHA,761,571,0,1332,349,279,0,628,270,0,65,185,14,344,3,1,0,0,0,1,0,1,3,0,0,3,1,0,0,3,0,0,1,3,628
331,CHORAWABARI,780,593,0,1373,423,309,0,732,315,0,69,50,45,520,2,0,0,6,4,2,2,4,5,3,2,4,1,0,0,2,0,4,3,4,732
332,CHORAWABARI,592,489,0,1081,300,222,0,522,224,0,36,11,24,407,2,1,0,5,1,1,0,2,8,0,2,9,1,3,0,2,2,5,0,0,522
333,"TARAKAPUR GRAMIN",837,630,0,1467,403,292,0,695,299,0,84,113,24,419,5,1,2,1,1,1,1,0,3,3,3,2,1,4,3,6,2,8,4,4,695
334,"TARAKAPUR GRAMIN",687,539,1,1227,295,214,0,509,219,0,101,59,5,323,1,1,0,4,0,1,0,0,2,0,0,2,0,4,0,1,2,2,1,0,509
335,BHARUHANA,758,568,0,1326,392,298,0,690,297,0,66,35,50,486,6,5,2,2,0,0,1,0,2,0,2,0,3,3,0,5,2,15,2,3,690
336,BHARUHANA,659,529,0,1188,265,226,0,491,211,0,72,47,27,325,6,1,1,3,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,3,491
337,BHARUHANA,706,493,0,1199,355,265,0,620,267,0,77,26,33,459,4,1,1,4,0,0,2,1,3,2,1,0,0,0,1,2,1,2,0,0,620
338,BHARUHANA,398,309,0,707,210,157,0,367,158,0,40,9,38,241,6,5,0,0,1,0,1,0,6,2,0,4,0,0,0,2,3,5,1,3,367
339,BHARUHANA,794,653,0,1447,469,346,0,815,350,0,36,175,61,519,2,2,1,1,0,2,3,2,0,3,0,4,1,0,1,0,0,1,1,0,815
340,BHARUHAN,203,138,0,341,120,63,0,183,79,0,10,35,21,105,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,2,0,2,183
