"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA PRATAP","2 - PARASNATH YADAV","3 - RAVI KISHAN","4 - SUBHASH PANDEY","5 - ANUPATI RAM YADAV","6 - ARVIND","7 - GULAB CHAND DUBEY","8 - PRAMOD KUMAR ALIAS PRAMOD BHAI PATEL","9 - PREMCHAND BIND","10 - DR. K. P. YADAV","11 - RAVISHANKAR MAURYA","12 - RAJESH PRAJAPATI","13 - SHAHABUDDIN","14 - SARFARAJ","15 - ANIL KUMAR SINGH","16 - JOGENDRA PRASAD","17 - DHANANJAY SINGH","18 - YOGISH CHANDRA DUBEY","19 - RAVIKANT YADAV","20 - VIMAL KUMAR YADAV","21 - DR. SANJIVAN BIND","22 - None of the Above","Total Votes Secured"
314,"P S HIRAMANPUR",408,365,0,773,239,262,0,501,150,0,178,164,7,108,3,1,2,1,0,2,3,4,1,1,5,7,7,3,1,3,0,0,501
315,"P S RAJJUPUR",698,617,0,1315,359,384,0,743,739,0,220,122,41,166,3,1,1,2,1,0,0,2,13,0,0,7,157,2,2,0,1,2,743
316,"P S BHIKHARIPUR EAST SIDE",353,337,0,690,185,203,0,388,338,0,137,75,23,126,0,0,2,0,1,4,2,0,0,0,3,10,5,0,0,0,0,0,388
317,"P S KHADARI EAST SIDE",546,458,0,1004,215,281,0,496,251,0,228,111,19,120,0,0,1,3,0,3,0,1,0,0,4,2,2,2,0,0,0,0,496
318,"P S GAUHANI",311,248,0,559,195,161,0,356,356,0,140,56,5,148,1,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,356
319,"P S GAUHANI",734,661,0,1395,420,446,0,866,852,0,518,249,17,40,1,1,0,0,1,17,2,3,1,0,3,4,8,0,0,0,0,1,866
320,"P S TATIHARA NORTH SIDE",369,309,0,678,171,172,0,343,343,0,170,57,10,57,0,0,0,0,1,18,0,2,8,7,2,5,5,0,0,0,0,1,343
321,"P S BANGAON NORTH SIDE",635,557,0,1192,306,299,0,605,602,0,253,138,12,176,0,0,2,0,0,2,0,0,5,0,1,5,7,1,0,2,0,1,605
322,"P S KARAUNDA SOUTH SIDE",541,466,0,1007,296,280,0,576,524,0,319,61,4,145,1,0,1,0,1,25,2,0,0,2,1,8,3,1,1,1,0,0,576
323,"P S SOGARA",730,623,0,1353,325,333,0,658,620,0,248,152,25,148,3,0,0,18,2,6,0,1,3,1,2,2,10,1,31,2,1,2,658
324,"P S RAMPUR SAWAI",611,525,0,1136,348,355,0,703,703,0,77,392,4,182,3,1,0,0,1,15,0,0,2,4,2,5,13,1,0,1,0,0,703
325,"P S BODEPUR EAST SIDE",426,357,0,783,208,207,0,415,413,0,263,27,49,33,3,0,1,2,0,10,0,0,4,0,0,8,11,1,0,0,1,2,415
326,"P S BODEPUR WEST SIDE",516,406,0,922,255,222,0,477,8,0,197,29,43,147,6,0,0,1,1,5,0,3,7,1,3,2,30,0,0,2,0,0,477
327,"HORILAL I C KUNWARPUR",798,674,0,1472,367,340,0,707,465,0,165,251,22,157,3,1,1,3,0,8,0,3,3,2,4,8,68,4,0,1,1,2,707
328,"HORILAL I C KUNWARPUR",510,423,0,933,228,233,0,461,459,0,71,163,13,87,3,1,2,5,84,3,1,2,5,6,2,6,7,0,0,0,0,0,461
329,"HORILAL I C KUNWARPUR",465,357,0,822,228,233,0,461,300,0,286,29,28,49,2,0,0,0,2,1,0,0,1,0,2,2,54,2,1,0,1,1,461
330,"P S UNCHDEEH EAST SIDE",842,688,0,1530,282,274,0,556,5,0,230,114,40,128,2,0,5,1,0,9,1,1,3,2,3,9,5,1,0,0,1,1,556
331,"P S UNCHDEEH WEST SIDE",584,472,0,1056,262,219,0,481,312,0,87,134,35,184,3,2,0,2,0,1,2,1,3,5,4,15,0,0,0,2,1,0,481
332,"P S TIKARA",636,539,0,1175,325,201,0,526,325,0,275,35,8,113,1,1,1,2,50,2,0,2,2,1,1,10,14,1,0,5,0,2,526
333,"P S TIKARA WEST SIDE",621,549,0,1170,285,289,0,574,574,0,227,210,8,62,3,0,0,1,18,6,0,0,1,2,4,1,22,3,3,0,1,2,574
334,"P S SAHANI",460,397,0,857,222,243,0,465,465,0,118,100,4,226,2,1,0,0,0,2,0,0,1,0,0,0,9,0,1,0,0,1,465
335,"PANCHAYAT BHAWAN NATHUPUR",284,267,0,551,174,195,0,369,307,0,131,18,2,197,2,0,0,1,0,4,0,0,1,0,1,4,4,0,1,1,0,2,369
336,"P S SHAHPUR",295,266,0,561,177,171,0,348,20,0,108,7,5,212,1,0,0,0,0,3,1,0,1,0,0,0,3,0,0,7,0,0,348
337,"P S RAMPUR BHODI SOUTH SIDE",196,149,0,345,81,87,0,168,168,0,23,57,2,76,2,0,0,1,0,1,0,0,0,0,2,0,1,1,1,1,0,0,168
338,"P S RAMPUR BHODI SOUTH SIDE",713,637,0,1350,368,380,0,748,748,0,228,229,13,172,4,3,2,1,0,1,2,1,3,1,3,4,51,12,3,10,4,1,748
339,"PANCHAYAT BHAWAN NADAR",694,585,0,1279,292,308,0,600,600,0,368,78,5,106,1,0,0,2,0,1,0,3,1,0,3,10,14,2,2,4,0,0,600
340,"JHS KACHHIDEEH MIDDLE SIDE",882,752,0,1634,415,406,0,821,10,0,417,118,36,183,5,0,1,0,1,5,3,3,4,1,2,11,21,2,6,1,1,0,821
341,"P S BUDANSAPUR",483,395,0,878,168,211,0,379,100,0,262,60,7,21,0,2,1,0,0,2,0,0,0,0,0,7,14,1,1,1,0,0,379
342,"P S BUDANSAPUR",644,590,0,1234,339,312,0,651,51,0,183,180,13,230,4,3,1,1,0,2,0,1,3,0,7,10,2,1,1,1,3,5,651
343,"P S GARIYAON NORTH SIDE",390,323,0,713,189,187,0,376,374,0,114,13,6,108,0,0,1,0,0,0,1,0,4,5,1,2,114,5,1,0,0,1,376
344,"P S GARIYAON SOUTH SIDE",560,446,0,1006,220,265,0,485,220,0,162,88,12,161,4,1,1,1,0,1,2,0,3,0,1,2,44,1,1,0,0,0,485
345,"P S GOPALPUR",492,417,0,909,179,214,0,393,338,0,193,56,14,90,2,1,0,0,0,1,2,2,0,1,3,0,9,2,5,8,0,4,393
346,"P S SARAIKHEM(GARIYAON)",616,507,0,1123,256,289,0,545,7,0,194,161,4,153,2,0,1,2,0,0,1,1,1,1,2,5,14,1,1,1,0,0,545
347,"P S KARKAULI",591,509,0,1100,289,327,0,616,516,0,316,133,18,119,0,0,1,0,2,4,2,0,2,1,4,6,5,0,2,0,0,1,616
348,"N INTER COLLEGE SEMARI EAST SIDE",568,483,0,1051,253,240,0,493,473,0,302,46,17,106,0,0,0,0,0,3,0,0,2,1,4,7,1,2,1,1,0,0,493
349,"N INTER COLLEGE SEMARI WEST SIDE",783,639,1,1423,393,318,0,711,711,0,327,232,12,108,4,1,1,0,0,14,0,0,0,1,2,1,4,2,0,2,0,0,711
350,"N INTER COLLEGE SEMARI",606,497,0,1103,274,260,0,534,311,0,286,32,9,145,1,2,4,0,0,5,0,1,0,0,0,0,16,8,4,15,2,4,534
351,"P S ASWA NORTH SIDE",531,460,0,991,264,235,0,499,50,0,316,46,14,80,4,0,2,0,1,4,1,0,3,0,0,7,18,0,1,1,0,1,499
352,"P S ASWA SOUTH SIDE",538,500,1,1039,258,295,0,553,10,0,184,87,13,148,1,0,1,1,0,3,2,2,2,1,5,11,79,4,2,1,1,5,553
353,"P S MUDAON EAST SIDE",781,654,0,1435,296,350,0,646,646,0,418,130,11,57,1,1,1,0,1,8,1,1,1,0,1,2,9,1,2,0,0,0,646
354,"P S AHMADPUR",619,509,0,1128,326,308,0,634,303,0,476,27,13,67,0,0,2,0,0,3,1,0,1,0,2,5,35,0,0,0,1,1,634
355,"P S MAHENDU WEST SIDE",675,556,1,1232,253,296,0,549,549,0,346,147,7,19,2,0,1,2,0,1,0,0,2,0,2,3,9,0,6,1,0,1,549
356,"P S KARAUR",799,714,0,1513,410,385,0,795,794,0,320,140,9,257,5,1,1,0,2,0,0,2,4,2,4,3,21,3,5,6,2,8,795
357,"JHS BATANHIT WEST SIDE",341,315,0,656,167,159,0,326,322,0,165,24,4,98,0,0,0,1,0,8,0,0,2,0,1,0,22,0,1,0,0,0,326
358,"JHS BATANHIT MIDDLE SIDE",747,668,0,1415,452,401,0,853,853,0,371,250,8,183,1,0,0,2,0,16,0,0,1,0,0,11,6,0,1,1,0,2,853
359,"P S KHAJURAHAT",425,400,0,825,184,223,0,407,223,0,212,44,16,88,2,0,2,0,0,3,3,1,3,1,0,2,27,0,0,1,0,2,407
360,"P S KHAJURAHAT",534,444,0,978,275,276,0,551,551,0,299,16,16,182,5,0,2,0,1,7,0,0,2,0,0,10,8,0,1,1,0,1,551
361,"P S PARSUPUR",474,418,0,892,237,234,0,471,468,0,160,29,33,201,3,1,3,1,0,9,4,0,4,2,2,2,7,2,3,0,3,2,471
362,"P S KODA",675,555,0,1230,385,365,0,750,750,0,356,144,27,175,6,1,1,1,1,3,2,1,5,1,0,7,11,0,2,1,0,5,750
363,"P S BHARAHUPUR",485,429,0,914,248,230,0,478,40,0,240,44,7,112,3,2,0,1,36,14,0,0,2,2,2,5,3,1,2,1,0,1,478
364,"P S BHARAHUPUR",345,278,0,623,164,155,0,319,319,0,158,96,1,34,2,0,1,0,9,2,1,2,1,2,3,5,1,0,0,0,0,1,319
365,"P S GODHANA NORTH SIDE",476,390,0,866,232,213,0,445,12,0,257,73,9,61,0,2,0,0,0,3,1,0,1,2,0,1,23,4,3,2,2,1,445
366,"P S GODHANA SOUTH SIDE",473,366,0,839,220,170,0,390,386,0,211,28,21,104,1,2,0,1,0,0,2,0,2,1,0,4,11,1,0,0,0,1,390
367,"P S BABHANIYAON",701,566,0,1267,287,275,0,562,562,0,238,102,13,170,1,0,1,0,3,2,2,1,2,0,2,3,18,0,1,1,0,2,562
368,"P S BABHANIYAON",734,647,0,1381,410,321,0,731,160,0,463,38,16,180,1,1,1,0,0,1,1,2,1,1,2,4,19,0,0,0,0,0,731
369,"P S BABHANIYAON",450,363,0,813,205,214,0,419,312,0,302,9,6,74,1,1,1,2,1,6,1,0,0,0,0,6,5,0,0,0,1,3,419
370,"P S BABHANIYAON",434,382,0,816,276,209,0,485,4,0,103,310,20,13,1,1,0,1,1,8,1,1,3,0,1,5,7,3,2,1,1,2,485
371,"P S MOLANAPUR",531,435,0,966,284,255,0,539,539,0,287,23,19,174,3,1,0,2,2,5,0,1,0,1,1,8,8,1,0,2,0,1,539
372,"P S MOLANAPUR",410,343,0,753,218,245,0,463,461,0,411,11,3,20,1,0,1,1,0,0,1,0,1,0,0,5,1,2,1,1,2,1,463
