"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
317,"PRIMARY PATHASHALA AJIJULLAH URF CHAKIYA",468,389,0,857,237,188,0,425,1,0,48,235,50,75,0,0,1,0,0,5,0,2,1,3,2,3,425
318,"PRIMARY PATHASHALA PRATAPUR ROOM NO 1",592,481,0,1073,280,273,0,553,553,0,13,248,149,132,1,1,0,0,3,1,0,0,2,0,2,1,553
319,"PRIMARY PATHASHALA PRATAPUR ROOM NO 2",427,310,0,737,188,177,0,365,365,0,9,222,84,38,0,0,0,0,0,1,0,2,2,1,2,4,365
320,"PRIMARY SCHOOL KURWA ROOM NO 1",322,241,0,563,177,139,0,316,11,0,4,110,74,116,0,1,2,0,0,0,0,0,2,3,2,2,316
321,"PRIMARY SCHOOL KURWA ROOM NO 2",347,286,0,633,144,120,0,264,264,0,10,162,84,2,0,0,0,2,0,1,0,0,1,2,0,0,264
322,"PRIMARY PATHASHALA MAINABHAGAR",478,370,0,848,270,244,0,514,1,0,9,314,75,91,2,0,1,0,0,11,0,0,3,2,4,2,514
323,"PRIMARY PATHASHALA MEERPUR NORTH",767,555,0,1322,393,296,0,689,118,0,15,360,100,165,3,1,5,2,2,4,0,1,10,5,6,10,689
324,"PRIMARY PATHASHALA MEERPUR SOUTH",396,296,0,692,239,181,0,420,20,0,16,219,127,32,2,0,2,1,1,1,3,1,3,2,6,4,420
325,"PRIMARY PATHASHALA USKA ROOM NO 1",433,339,0,772,236,192,0,428,10,0,10,190,156,54,0,3,0,1,0,2,1,1,4,1,1,4,428
326,"PRIMARY PATHASHALA USKA ROOM NO 2",493,361,0,854,280,201,0,481,146,0,12,180,123,151,1,2,0,0,0,2,0,0,4,2,1,3,481
327,"PRIMARY PATHASHALA DAHLA ROOM NO 1",649,441,0,1090,356,246,0,602,1,0,10,310,189,78,0,0,3,1,0,4,0,0,2,3,0,2,602
328,"PRIMARY PATHASHALA DAHLA ROOM NO 2",564,453,0,1017,319,279,0,598,4,0,6,228,166,187,2,0,1,0,1,1,0,0,1,3,0,2,598
329,"PRIMARY PATHASHALA BAURDEEH",522,358,0,880,272,200,0,472,1,0,7,157,63,209,4,0,6,1,0,4,2,4,4,4,4,3,472
330,"PRIMARY PATHASHALA BARIYARPUR",562,396,0,958,299,225,0,524,1,0,11,366,107,15,1,0,1,0,1,4,3,0,5,3,3,4,524
331,"PRIMARY PATHASHALA TARANGCHAK",684,443,0,1127,383,241,0,624,624,0,12,118,204,247,4,0,1,0,0,17,1,4,6,1,1,8,624
332,"PRIMARY PATHASHALA BUDHIYABARI",879,619,0,1498,536,335,0,871,871,0,14,497,283,45,1,1,2,0,0,4,0,0,2,8,4,10,871
333,"PRIMARY PATHASHALA KAJIPUR",838,654,0,1492,383,346,0,729,21,0,27,340,168,173,2,1,0,1,0,4,1,0,3,3,0,6,729
334,"J.H. SCHOOL DOHRIYA ROOM NO 1",611,501,0,1112,363,285,0,648,1,0,26,511,78,13,1,2,1,0,1,6,0,0,0,2,0,7,648
335,"J.H. SCHOOL DOHRIYA ROOM NO 2",378,344,0,722,287,278,0,565,337,0,13,469,56,18,0,1,0,0,0,0,0,0,1,0,4,3,565
336,"J.H. SCHOOL DOHRIYA ROOM NO 3",403,317,0,720,164,163,0,327,50,0,7,200,51,60,1,0,1,0,0,0,0,0,2,2,2,1,327
337,"J.H. SCHOOL DOHRIYA ROOM NO 4",496,413,1,910,270,200,0,470,45,0,8,232,60,151,3,0,1,1,0,1,0,0,5,1,1,6,470
338,"J.H. SCHOOL DOHRIYA ROOM NO 5",728,591,0,1319,282,264,0,546,128,0,18,281,175,26,3,1,0,0,2,1,1,0,8,7,15,8,546
339,"PRIMARY PATHASHALA AWAIPAKAD ROOM NO 1",397,317,0,714,234,163,0,397,16,0,17,109,111,148,0,0,1,0,0,0,0,0,3,2,1,5,397
340,"PRIMARY PATHASHALA KARANJHAWA",748,503,0,1251,420,319,0,739,11,0,58,325,268,61,1,3,2,1,0,4,0,2,3,1,1,9,739
341,"PANCHAYAT BHAWAN BHAURAMALNEW CALONY ROOM NO 1",733,466,1,1200,345,267,0,612,1,0,7,105,306,168,1,0,2,2,0,6,1,2,4,3,0,5,612
342,"PANCHAYAT BHAWAN BHAURAMALNEW CALONY ROOM NO 2",327,267,0,594,176,146,0,322,1,0,4,119,171,20,0,1,2,0,0,1,0,0,1,2,0,1,322
343,"PURB MADHIYMIK  SCHOOL BELPAR URF GURUNAGAR",223,165,0,388,134,97,0,231,113,0,4,55,149,15,0,0,0,0,1,0,0,0,2,3,0,2,231
344,"PRIMARY PATHASHALA MOHAMMADPUR MAFI ROOM NO 1",365,279,0,644,188,125,0,313,310,0,3,128,148,28,1,0,0,0,0,0,0,0,0,2,1,2,313
345,"PRIMARY PATHASHALA MOHAMMADPUR MAFI ROOM NO 2",537,401,0,938,331,237,0,568,163,0,12,220,283,31,2,1,2,1,1,3,1,0,3,3,2,3,568
346,"PRIMARY PATHASHALA KOTHA",449,320,0,769,226,185,0,411,1,0,8,149,89,146,4,0,1,1,0,5,0,0,3,1,1,3,411
347,"PRIMARY PATHASHALA JAMUAR",559,417,0,976,369,293,0,662,12,0,6,219,131,270,4,2,2,0,0,7,1,1,5,3,2,9,662
348,"PRIMARY PATHASHALA TAJDEEH",301,253,0,554,168,121,0,289,1,0,1,105,81,91,1,0,2,0,0,1,0,0,1,1,2,3,289
349,"PANCHYAT BHWAN BELA",820,557,0,1377,431,313,0,744,1,0,22,253,319,114,5,1,3,3,2,2,0,1,5,2,4,8,744
350,"PRIMARY PATHASHALA MANJHGAVAN ROOM NO 2",722,489,0,1211,390,233,0,623,607,0,50,251,145,143,3,1,1,0,0,12,1,1,3,2,2,8,623
351,"PRIMARY PATHASHALA GAURAKHAS ROOM NO 1",576,432,0,1008,292,224,0,516,20,0,34,292,30,139,3,0,0,0,2,7,1,2,3,0,0,3,516
352,"PRIMARY PATHASHALA GAURAKHAS ROOM NO 2",481,346,1,828,281,169,0,450,2,0,32,229,95,78,0,0,1,1,0,2,1,1,2,4,2,2,450
353,"PRIMARY PATHASHALA GHUNGHUNKOTHA ROOM NO 1",705,499,0,1204,352,225,0,577,535,0,4,240,319,1,0,0,0,0,0,1,1,2,4,2,1,2,577
354,"PRIMARY PATHASHALA GHUNGHUNKOTHA ROOM NO 2",347,254,0,601,161,101,0,262,1,0,11,158,58,27,0,0,0,0,0,2,0,0,1,0,1,4,262
355,"PRIMARY PATHASHALA DOMINGADH ROOM NO 1",835,631,0,1466,527,366,0,893,212,0,15,385,234,236,3,1,1,0,0,1,2,1,1,5,2,6,893
356,"PRIMARY PATHASHALA DOMINGADH ROOM NO 2",591,413,0,1004,362,205,0,567,74,0,6,307,239,12,0,0,0,0,0,0,0,1,0,1,0,1,567
357,"PRIMARY PATHASHALA MAJHRIYA",857,636,0,1493,488,329,0,817,1,0,14,337,312,115,2,1,0,0,1,1,3,4,5,6,3,13,817
358,"PRIMARY PATHASHALA SEMRA",268,195,0,463,189,121,0,310,1,0,4,55,229,8,1,1,1,1,0,1,0,2,2,1,1,3,310
359,"PRIMARY PATHASHALA UTRASOT ROOM NO 1",424,252,0,676,231,185,0,416,1,0,5,151,66,166,2,0,2,1,1,3,1,4,4,3,3,4,416
360,"PRIMARY PATHASHALA UTRASOT ROOM NO 2",496,371,1,868,270,205,0,475,1,0,17,196,115,136,3,0,1,0,0,3,0,0,1,0,1,2,475
361,"PRIMARY PATHASHALA BHANDRO ROOM NO 1",788,627,0,1415,407,356,0,763,100,0,35,322,234,115,4,0,5,1,1,8,4,3,6,3,9,13,763
362,"PRIMARY PATHASHALA BHANDRO ROOM NO 2",491,375,0,866,261,231,0,492,1,0,20,209,135,95,3,0,5,0,1,5,1,3,3,3,2,7,492
363,"PANCHYAT BHWAN KALANI URF BADNI",330,248,0,578,198,186,0,384,7,0,11,207,95,50,2,1,3,1,0,7,0,0,3,2,1,1,384
364,"PRIMARY PATHASHALA BHITINI ROOM NO 1",684,514,0,1198,322,295,0,617,525,0,16,213,366,3,0,5,0,0,0,0,0,3,3,3,1,4,617
365,"PRIMARY PATHASHALA BHITNI ROOM NO 2",418,369,0,787,188,199,0,387,380,0,11,161,186,8,0,2,0,0,1,2,1,1,5,5,1,3,387
366,"PRIMARY PATHASHALA SHERPUR CHAMRAH ROOM NO 1",539,424,0,963,330,241,0,571,28,0,7,284,176,85,1,0,0,0,0,2,0,0,6,2,3,5,571
367,"PRIMARY PATHASHALA SHERPUR CHAMRAH ROOM NO 2",601,483,0,1084,304,251,0,555,110,0,15,313,158,55,1,0,0,1,1,1,2,0,2,2,0,4,555
368,"PRIMARY PATHASHALA KUSHARA",731,613,0,1344,406,366,0,772,53,0,24,465,127,125,2,1,1,1,1,4,0,0,4,3,1,13,772
