"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
375,CHITAUNI,771,635,0,1406,321,355,0,676,676,0,100,91,89,117,6,222,4,3,1,3,5,8,5,3,4,13,0,2,676
376,CHITAUNI,579,464,0,1043,238,232,0,470,470,0,108,54,83,87,3,119,2,0,0,1,0,5,1,1,1,4,1,0,470
377,TENUI,680,621,0,1301,278,263,0,541,540,0,199,120,90,59,2,30,1,6,1,2,1,9,2,5,2,8,2,2,541
378,"MANIKAURA NANKAR",849,747,0,1596,483,444,0,927,927,0,498,45,208,103,12,25,5,6,5,0,0,3,1,3,0,2,9,2,927
379,KATBANDH,552,448,0,1000,284,250,0,534,534,0,149,88,105,5,5,150,1,2,2,0,4,6,3,5,2,5,1,1,534
380,KADSARA,828,685,1,1514,460,418,0,878,878,0,236,178,215,133,12,21,2,6,1,1,3,13,8,7,2,28,6,6,878
381,"LEHDA URF RAM NAGAR",649,512,0,1161,368,292,0,660,660,0,289,78,181,52,6,8,1,1,2,2,4,7,4,3,1,6,8,7,660
382,DARIDIHA,274,215,1,490,150,136,0,286,286,0,69,36,91,55,4,1,0,1,1,1,2,0,3,6,4,10,1,1,286
383,"SANDI KALA",551,468,1,1020,286,235,0,521,521,0,224,99,148,7,2,1,1,2,4,1,1,3,4,2,2,11,7,2,521
384,DHAURAHRA,511,404,0,915,250,214,0,464,464,0,279,127,25,17,1,1,3,0,1,0,1,3,0,1,0,3,2,0,464
385,"SANDI KHURD",537,417,1,955,260,224,0,484,484,0,280,79,96,18,1,0,1,1,1,0,0,2,0,0,0,3,2,0,484
386,PATEDWA,288,224,0,512,157,91,0,248,248,0,34,140,46,17,1,1,0,0,3,1,0,2,0,1,0,1,1,0,248
387,KATHOLWA,524,434,0,958,243,268,0,511,511,0,16,68,244,21,6,132,3,7,0,2,1,2,0,1,2,3,2,1,511
388,"KARHI BAGHI",332,252,0,584,165,148,0,313,313,0,90,108,53,23,0,0,1,2,2,1,0,4,1,1,2,8,9,8,313
389,"KARHI BAGHI",524,452,0,976,280,296,0,576,576,0,157,146,160,28,3,6,22,5,7,3,1,8,4,2,3,10,3,8,576
390,ASNAHARA,809,695,0,1504,410,404,0,814,814,0,260,44,182,51,3,214,0,3,1,0,7,7,4,6,3,17,7,5,814
391,"DADWA KODAIJOOT",662,475,0,1137,264,230,0,494,494,0,98,78,122,23,5,130,2,3,3,3,1,4,0,3,2,3,8,6,494
392,"KARHI MASJIDIYA",330,247,0,577,130,138,0,268,268,0,95,12,46,26,16,48,2,2,0,0,2,5,0,3,1,9,1,0,268
393,CHARHATA,705,592,0,1297,319,298,0,617,617,0,190,65,196,52,11,61,0,2,3,1,0,8,3,8,1,9,2,5,617
394,KABRA,384,384,0,768,229,235,0,464,464,0,200,64,123,54,6,2,1,2,2,1,1,1,0,1,3,1,2,0,464
395,KARHI,483,383,0,866,291,217,0,508,508,0,249,39,114,68,5,4,0,8,1,0,1,3,3,2,2,6,2,1,508
396,RAMWAPUR,221,195,1,417,151,124,0,275,275,0,48,98,27,75,4,1,0,0,1,2,0,2,3,1,1,7,2,3,275
397,AYAR,531,438,0,969,285,278,0,563,563,0,218,57,177,24,7,51,0,5,1,0,3,7,1,4,1,5,1,1,563
398,AYAR,725,639,9,1373,385,314,0,699,699,0,271,39,140,21,4,185,4,5,3,0,1,2,3,1,3,6,8,3,699
399,GHUMCHAI,352,328,0,680,191,173,0,364,364,0,113,97,68,14,2,51,1,3,0,1,1,7,1,2,2,1,0,0,364
400,GHUMCHAI,582,502,3,1087,299,263,0,562,562,0,251,55,134,54,3,30,1,4,2,2,0,7,2,2,2,9,3,1,562
401,GOLHAURA,469,406,0,875,211,268,0,479,479,0,22,85,155,15,11,167,0,5,3,1,1,2,0,1,2,3,4,2,479
402,"PARSA KHURD",700,630,0,1330,340,343,0,683,683,0,311,61,133,74,6,36,2,2,2,2,0,11,5,11,4,10,9,4,683
403,GAJHDA,445,357,0,802,236,191,0,427,427,0,234,34,71,16,1,42,0,1,3,3,0,14,4,1,0,2,1,0,427
