"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
388,"J0H0S0 PAITHANA",495,382,0,877,342,261,0,603,55,0,355,43,180,3,0,1,0,0,1,2,11,3,4,603
389,"P P BANKI",355,297,0,652,262,210,0,472,14,0,155,37,263,1,0,0,0,0,0,5,4,1,6,472
390,"P P KAULEPURWA",378,274,0,652,265,188,0,453,85,0,234,63,146,2,1,0,0,1,0,0,3,0,3,453
391,"BARAT GHAR KURSARA",600,498,0,1098,360,355,0,715,138,0,287,24,396,1,0,0,0,0,0,1,0,1,5,715
392,"P P PALTEPURWA",219,161,0,380,213,143,0,356,1,0,353,0,2,0,0,0,0,0,0,0,0,0,1,356
393,"P P BALNAPUR",720,547,0,1267,493,343,0,836,6,0,458,84,268,6,1,0,0,0,2,3,8,2,4,836
394,"P P SATSAAR",748,611,0,1359,376,328,0,704,224,0,263,151,254,6,0,2,1,0,1,3,7,6,10,704
395,"P P HANSAPUR",528,381,0,909,478,298,0,776,127,0,552,42,162,5,0,0,0,3,1,2,3,0,6,776
396,"P P KAKARGATHA",245,195,0,440,211,171,0,382,380,0,17,341,8,1,0,0,0,0,1,3,3,3,5,382
397,"P P SIMUAPUR",337,258,0,595,240,181,0,421,10,0,143,82,188,0,0,1,0,0,1,1,2,1,2,421
398,"P P GIRLS BEHTA",340,294,0,634,198,250,0,448,56,0,84,49,303,0,1,2,0,0,1,1,1,3,3,448
399,"P P GIRLS SOUTH PART BEHTA",675,569,0,1244,420,313,0,733,489,0,385,37,291,4,0,0,0,0,1,4,5,3,3,733
400,"PANCYAT GHAR EAST PART THATIYA",636,570,0,1206,439,389,0,828,400,0,375,4,429,4,0,0,0,0,0,3,7,1,5,828
401,"PANCYAT GHAR WEST PART THATIYA",687,549,0,1236,451,394,0,845,89,0,341,51,421,9,2,1,2,2,1,1,7,1,6,845
402,"P P WEST PART THATIYA",739,590,0,1329,473,374,0,847,338,0,185,206,406,4,2,1,1,2,2,7,16,5,10,847
403,"P P MIDDLE PART THATIYA",422,332,0,754,291,213,0,504,15,0,115,25,355,3,0,0,0,0,0,0,3,0,3,504
404,"P.P.PURANI THATHIYA",477,348,0,825,308,258,0,566,188,0,153,75,319,3,0,2,1,0,1,0,2,4,6,566
405,"P P KIRPALPURWA",339,246,0,585,243,182,0,425,11,0,155,35,230,1,0,0,0,0,0,1,2,0,1,425
406,"P P INAYATPUR",414,299,0,713,282,213,0,495,24,0,111,59,311,3,1,0,0,0,0,1,4,2,3,495
407,"SADHAN SAHKARI SAMITI THATIYA",580,418,0,998,391,323,0,714,665,0,416,16,250,8,2,0,0,1,1,5,5,2,8,714
408,"P P RAMPUR",374,277,0,651,211,170,0,381,32,0,148,132,87,0,0,0,0,0,0,2,4,2,6,381
409,"BARATGHAR HOLEPUR",426,347,0,773,293,225,0,518,20,0,163,8,332,5,1,0,1,0,0,0,3,0,5,518
410,"P P MAISAIYA",461,352,0,813,306,187,0,493,68,0,172,105,201,0,0,0,3,0,0,1,3,2,6,493
411,"P P MAHSAIYA",480,360,0,840,352,235,0,587,578,0,481,6,97,1,0,1,0,0,0,0,0,0,1,587
412,"P P BULBULIYAPUR",287,162,0,449,260,143,0,403,52,0,390,5,2,0,0,0,0,0,0,0,1,1,4,403
413,"P P HARAULI",367,292,0,659,267,177,0,444,14,0,174,176,84,2,1,0,1,1,0,1,2,1,1,444
414,"P P BHADAUSI",809,631,0,1440,476,398,0,874,20,0,357,23,468,1,0,0,2,1,1,0,9,3,9,874
415,"P P SISAYANPURWA",286,202,0,488,253,184,0,437,190,0,346,54,35,0,0,0,0,0,0,0,0,1,1,437
416,"P P KARAUNDA SHAHNAGAR",408,297,0,705,269,181,0,450,36,0,162,104,181,0,0,0,0,1,0,0,0,1,1,450
