"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
360,"PRA.VID ALUWAMAU",380,334,0,714,293,223,0,516,250,0,43,71,375,7,1,2,2,1,0,2,1,1,4,2,4,516
361,"PRA.VID LAKHANAPUR",270,245,0,515,219,163,0,382,212,0,112,11,193,57,0,0,0,0,2,1,0,1,2,1,2,382
362,"PRA.VID SRAYPURKHU",426,427,0,853,325,263,0,588,6,0,223,109,201,36,1,2,1,2,0,1,0,5,3,4,0,588
363,"PRA.VID ATRAULI",219,214,0,433,190,152,0,342,16,0,114,43,168,4,0,0,0,0,0,0,0,2,2,5,4,342
364,"PRA.VID RAISANDA",258,216,0,474,191,172,0,363,96,0,128,41,133,57,1,1,0,0,1,1,0,0,0,0,0,363
365,"PRA.VID DIGHAWAN",478,420,0,898,376,278,0,654,6,0,331,50,173,70,0,1,4,1,7,2,0,4,4,2,5,654
366,"PRA.VID PADRAWAN EAST PART",744,615,0,1359,534,381,0,915,781,0,340,78,193,254,1,7,3,2,3,3,3,4,5,4,15,915
367,"PRA.VID PADRAWAN WEST PART",321,248,0,569,162,122,0,284,225,0,102,29,113,31,0,1,0,1,0,0,0,0,2,1,4,284
368,"PRA.VID SAIDPUR PORAI",505,458,0,963,316,253,0,569,371,0,210,51,253,40,0,1,0,0,2,3,0,0,1,3,5,569
369,PUR.MAD.VID.UCHITA,404,371,0,775,263,208,0,471,55,0,129,45,235,42,1,0,2,0,2,2,5,1,4,1,2,471
370,"PRA.VID HUSENPUR",215,178,0,393,168,131,0,299,135,0,45,19,169,57,2,1,3,1,0,0,0,0,2,0,0,299
371,"SATGUR INTER COLLAGE SEMRAWAN NORTH PART",687,567,0,1254,405,303,0,708,326,0,139,100,340,87,4,5,4,0,1,1,1,3,2,7,14,708
372,"SATGUR INTER COLLAGE SEMRAWAN MID PART",639,539,0,1178,378,262,0,640,542,0,154,70,347,44,4,7,1,0,2,1,0,1,4,1,4,640
373,"SATGUR INTER COLLAGE SEMRAWAN SOUTH PART",577,512,0,1089,358,264,0,622,304,0,108,104,303,86,1,1,0,1,0,2,0,2,6,3,5,622
374,"PRA.VID. SEMRAWAN",457,408,0,865,278,219,0,497,225,0,113,87,237,48,1,3,0,0,3,0,0,1,0,1,3,497
375,"PRA.VID.DHEDHIHA NORTH PART",646,551,0,1197,381,272,0,653,501,0,223,34,280,84,0,4,1,0,1,1,3,4,4,5,9,653
376,"PRA.VID.DHEDHIHA SAUTH PART",714,634,0,1348,393,269,0,662,488,0,278,47,265,38,2,5,0,1,1,0,1,3,7,2,12,662
377,"PRA.VI. BASANTPUR",375,327,0,702,256,212,0,468,54,0,187,49,164,50,2,0,1,0,0,2,1,0,5,1,6,468
378,"PRA.VID TENDAWA EAST PART",761,667,0,1428,438,372,0,810,500,0,240,45,416,91,2,2,0,1,0,1,2,3,5,0,2,810
379,"PRA.VID TENDAWA WEST PART",685,623,0,1308,444,388,0,832,540,0,118,51,508,108,4,6,0,1,1,4,4,4,9,5,9,832
380,"PRA.VID TIKARIYA",156,145,0,301,116,108,0,224,100,0,24,28,60,102,2,2,2,0,0,0,1,1,1,0,1,224
381,"PRA.VID BEDAHARI",354,307,0,661,234,195,0,429,217,0,138,72,128,83,0,0,5,0,0,0,0,2,1,0,0,429
382,"PRA.VID TIKARIYA",407,378,0,785,272,259,0,531,480,0,62,130,267,50,3,1,1,0,1,0,4,3,2,4,3,531
383,"PRA.VID SANGAURA TAIYAB",313,271,0,584,219,182,0,401,16,0,73,112,124,84,0,1,1,0,0,0,0,3,3,0,0,401
384,"PRA.VID ASANDRA",639,575,0,1214,391,348,0,739,260,0,151,101,166,289,3,1,5,2,3,0,2,2,3,5,6,739
385,"PUR.MAD.VID.BHATHIYA EAST PART",544,465,0,1009,313,290,0,603,50,0,117,42,295,111,2,6,0,1,2,1,3,3,12,4,4,603
386,"PUR.MAD.VID.BHATHIYA WEST PART",603,484,0,1087,336,251,0,587,430,0,225,9,251,73,2,0,1,0,1,2,4,1,8,2,8,587
387,"PRA.VID MIRCHIYA",784,663,0,1447,534,430,0,964,365,0,155,83,550,122,2,2,3,0,0,2,3,5,15,8,14,964
388,"PRA.VID SHESHPUR JAHID ALI",448,385,0,833,300,241,0,541,45,0,65,64,339,51,2,2,2,0,2,0,2,2,4,3,3,541
389,"PANCHAYAT GHAR DEURAJHALIYA",286,234,0,520,169,116,0,285,6,0,71,14,162,25,0,1,1,2,0,0,1,1,3,2,2,285
390,"PUR.MAD.VID.POORE TRILOKI",424,361,0,785,311,191,0,502,264,0,48,28,325,74,2,1,1,0,1,1,1,5,5,5,5,502
