"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
257,"PRY. SCHOOL SADULLAPUR URF MODELPUR R.NO. 1",547,418,0,965,300,267,0,567,567,0,145,366,6,9,1,5,1,1,0,2,1,9,2,0,7,3,2,3,0,0,0,2,0,1,1,567
258,"PRY. SCHOOL KHWAJPUR R.NO. 1",457,420,0,877,300,281,0,581,580,0,167,336,0,67,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,581
259,"PRY. SCHOOL KHWAJPUR R.NO. 2",396,331,0,727,272,240,0,512,512,0,55,61,3,371,1,3,0,1,1,0,0,1,2,0,1,2,3,1,0,5,0,0,1,0,0,512
260,"PRY. SCHOOL JEWAR KHADAR R.NO. 1",618,507,0,1125,483,357,0,840,836,0,76,696,5,12,0,3,0,3,1,0,1,5,1,3,7,9,3,7,1,1,1,3,0,2,0,840
261,"SARSWATI SHISHU MANDIR T.A. JEWAR R.NO. 1",576,427,0,1003,328,220,0,548,546,0,38,126,3,362,1,2,0,0,1,0,5,1,2,1,1,1,1,1,0,0,0,1,0,0,1,548
262,"SARSWATI SHISHU MANDIR T.A. JEWAR R.NO. 2",568,497,0,1065,316,240,0,556,556,0,49,320,4,152,0,1,0,1,0,0,3,9,0,0,1,9,0,1,0,1,0,0,2,2,1,556
263,"SARSWATI SHISHU MANDIR T.A. JEWAR R.NO. 3",397,335,0,732,256,181,0,437,436,0,185,190,5,35,0,3,1,1,0,0,1,3,0,1,3,3,1,0,0,0,0,3,0,1,1,437
264,"SARSWATI SHISHU MANDIR T.A. JEWAR R.NO. 4",734,624,0,1358,474,398,0,872,872,0,493,298,3,64,3,4,0,0,0,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,872
265,"SARSWATI SHISHU MANDIR T.A. JEWAR R.NO. 5",736,661,0,1397,490,336,0,826,826,0,176,624,1,5,1,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,826
266,"PRY. SCHOOL JAFRABAD R.NO. 1",348,294,0,642,167,131,0,298,298,0,85,131,0,72,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,2,298
267,"PRY. SCHOOL SAHABNAGAR R.NO. 1",361,293,0,654,244,188,0,432,431,0,74,315,4,13,0,2,0,0,0,2,0,7,0,2,3,3,1,1,1,0,0,1,0,1,2,432
268,"ADARSH KANYA I. C. T.A. JEWAR R.NO. 1",557,443,0,1000,310,211,0,521,521,0,464,15,1,26,1,1,1,0,0,0,1,1,1,0,1,0,3,1,0,0,0,0,0,3,1,521
269,"ADARSH KANYA I. C. T.A. JEWAR R.NO. 2",608,500,0,1108,352,287,0,639,639,0,105,496,4,9,1,2,0,1,0,0,0,4,1,3,3,6,0,1,0,0,1,0,0,2,0,639
270,"ADARSH KANYA I. C. T.A. JEWAR R.NO. 3",658,540,0,1198,421,290,0,711,710,0,137,523,5,24,0,7,1,1,0,0,0,6,0,0,1,2,2,1,0,0,0,0,0,0,1,711
271,"ADARSH KANYA I. C. T.A. JEWAR R.NO. 4",426,351,0,777,244,197,0,441,441,0,184,207,4,22,0,5,0,0,0,0,0,3,0,1,0,4,5,3,0,0,0,1,1,0,1,441
272,"ADARSH KANYA I. C. T.A. JEWAR R.NO. 5",808,650,1,1459,477,345,0,822,822,0,129,124,1,543,3,6,0,1,1,0,0,0,1,0,1,4,0,1,0,2,0,1,0,1,3,822
273,"PRY. PATH. SCHOOL T.A. JEWAR R.NO. 1",440,347,0,787,226,157,0,383,382,0,100,214,5,28,1,0,0,1,0,0,2,6,0,1,5,6,2,3,0,1,0,2,1,2,3,383
274,"PRY. PATH. SCHOOL T.A. JEWAR R.NO. 2",762,646,0,1408,461,343,0,804,801,0,88,158,1,530,3,5,0,0,0,1,0,0,1,0,1,1,1,5,0,7,0,0,0,1,1,804
275,"JANTA I. C. T. A. JEWAR R.NO. 1",856,704,0,1560,489,372,0,861,860,0,345,434,6,43,2,7,0,1,1,0,1,4,1,0,3,3,4,1,2,0,0,1,0,1,1,861
276,"JANTA I. C. T. A. JEWAR R.NO. 2",905,683,0,1588,475,311,0,786,786,0,240,465,1,56,0,6,0,4,1,0,0,1,1,1,2,3,1,2,0,0,0,0,0,1,1,786
277,"JANTA I. C. T. A. JEWAR R.NO. 3",725,537,0,1262,441,196,0,637,637,0,442,102,4,65,2,3,2,2,0,0,1,2,1,0,0,0,7,0,0,0,0,0,0,1,3,637
278,"JANTA I. C. T. A. JEWAR R.NO. 4",657,540,0,1197,376,259,0,635,625,0,220,118,4,257,2,8,0,2,1,1,3,3,4,0,3,1,1,2,0,2,0,1,0,1,1,635
279,"JANTA I. C. T. A. JEWAR R.NO. 5",560,441,0,1001,303,217,0,520,516,0,126,347,5,18,0,4,0,5,0,0,0,4,1,1,2,2,0,2,0,1,0,0,1,1,0,520
280,"JANTA I. C. T. A. JEWAR R.NO. 6",511,432,0,943,264,185,0,449,448,0,263,139,1,11,0,8,0,1,1,0,0,1,0,0,1,7,3,3,0,0,1,1,1,2,5,449
281,"KANWAR TECHNICAL T.A. JEWAR R.NO. 1",922,688,0,1610,576,382,0,958,957,0,308,609,3,17,0,7,0,1,0,4,1,1,0,0,2,4,0,1,0,0,0,0,0,0,0,958
282,"KANWAR TECHNICAL T.A. JEWAR R.NO. 2",606,478,0,1084,319,215,0,534,534,0,331,134,6,40,0,4,0,0,0,0,2,3,0,0,2,4,2,1,0,1,0,0,0,0,4,534
283,"PRY. SCHOOL MIRPUR KACHCHH URF KANIGARHI R.NO. 1",698,569,0,1267,521,380,0,901,901,0,72,807,5,0,0,3,0,7,0,0,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,901
284,"PRY. SCHOOL MIRPUR KACHCHH URF KANIGARHI R.NO. 2",428,332,0,760,299,228,0,527,527,0,32,320,9,143,0,0,0,1,0,1,0,7,1,1,4,1,0,3,0,0,0,0,1,0,3,527
285,"PRY. SCHOOL GOVINSGARH R.NO. 1",400,346,0,746,260,216,0,476,421,0,97,344,2,2,0,14,0,1,1,0,0,4,0,0,2,4,1,1,0,0,0,1,0,2,0,476
286,"PRY SCHOOL SHAMSHAMNAGAR",456,359,0,815,298,243,0,541,541,0,66,333,5,123,1,0,0,1,0,0,0,3,2,0,2,0,1,0,0,0,0,1,1,2,0,541
287,"PRY. SCHOOL BHAGVANTPUR CHHANTAGA R.NO. 1",393,321,0,714,276,203,0,479,465,0,89,209,3,150,3,0,0,1,1,1,0,2,0,0,2,2,3,4,1,3,1,2,0,1,1,479
288,"PRY. SCHOOL CHHATANGA KHURD R.NO. 1",364,305,0,669,241,214,0,455,455,0,167,254,2,19,0,1,0,1,1,0,0,4,0,0,1,1,2,2,0,0,0,0,0,0,0,455
289,"PRY. SCHOOL JHUPPA R.NO. 1",764,593,0,1357,558,429,0,987,987,0,568,42,2,327,5,1,1,2,0,0,1,6,2,0,3,11,4,2,0,1,0,0,2,3,4,987
290,"PRY. SCHOOL MEVLA GOPALGARH R.NO. 1",500,399,0,899,315,256,0,571,570,0,90,318,0,146,0,1,0,2,0,0,0,0,0,3,1,3,1,1,1,1,0,0,1,0,2,571
291,"PRY. SCHOOL MEVLA GOPALGARH R.NO. 2",576,447,0,1023,377,289,0,666,666,0,207,443,4,3,1,2,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,666
292,"PRY. SCHOOL ALIYABAD URF MENHADIPUR R.NO. 1",412,355,0,767,358,292,0,650,650,0,631,5,1,6,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,650
293,"PRY. SCHOOL MANGRAULI R.NO. 1",630,518,0,1148,290,250,0,540,540,0,30,481,1,18,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,540
294,"PRY. SCHOOL MANGRAULI R.NO. 2",345,274,0,619,197,152,0,349,345,0,6,41,2,292,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,349
295,"PRY. SCHOOL ALAWALPUR R.NO. 1",339,268,0,607,223,175,0,398,388,0,201,158,3,33,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,398
296,"PRY. SCHOOL AHMADPUR CHAURAULI R.NO. 1",464,347,0,811,299,193,0,492,491,0,30,254,1,172,0,25,0,3,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,492
297,"PRY. SCHOOL AHMADPUR CHAURAULI R.NO. 2",407,361,0,768,246,215,0,461,461,0,50,364,4,24,0,14,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,461
298,"PRY. SCHOOL AHMADPUR CHAURAULI R.NO. 3",742,637,0,1379,420,317,0,737,737,0,74,585,0,41,0,10,2,4,0,0,0,6,0,0,2,0,1,7,1,1,1,0,0,0,2,737
299,"PRY. SCHOOL AHMADPUR CHAURAULI R.NO. 4",542,414,0,956,297,204,0,501,496,0,30,379,5,58,0,10,0,3,0,0,1,1,0,1,5,3,0,2,0,0,1,0,1,1,0,501
300,"PRY. SCHOOL AHMADPUR CHAURAULI R.NO. 5",426,393,0,819,213,160,0,373,373,0,114,184,2,65,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,373
301,"PRY. SCHOOL BHAVOKRA R.NO. 1",614,491,0,1105,440,362,0,802,802,0,144,520,1,119,0,7,3,0,0,1,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,802
302,"PRY. SCHOOL DYORAR R.NO. 1",595,481,0,1076,353,290,0,643,643,0,3,382,7,238,0,5,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,1,0,643
303,"PRY. SCHOOL CHANCHALI R.NO. 1",605,481,0,1086,383,310,0,693,693,0,79,458,8,117,1,3,0,2,1,0,1,6,1,2,3,4,2,3,0,0,0,0,1,0,1,693
304,"PRY. SCHOOL CHANCHALI R.NO. 2",262,211,0,473,189,144,0,333,328,0,29,58,2,225,3,2,1,0,1,1,1,0,1,1,0,3,0,1,0,0,0,1,1,0,2,333
305,"PRY. SCHOOL ORANGABAD URF HIMAYUPUR R.NO. 1",428,360,0,788,242,194,0,436,435,0,54,316,3,55,1,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,436
306,"INTER COLLEG T.A. JAHANGIRPUR R.NO. 1",418,343,0,761,212,174,0,386,384,0,45,175,2,134,2,7,0,0,0,0,1,1,1,0,1,4,1,2,0,0,3,1,1,2,3,386
307,"INTER COLLEG T.A. JAHANGIRPUR R.NO. 2",462,411,0,873,257,228,0,485,480,0,69,227,2,175,2,3,1,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,485
308,"INTER COLLEG T.A. JAHANGIRPUR R.NO. 3",688,586,0,1274,472,384,0,856,850,0,165,615,7,18,0,8,1,1,0,0,0,5,0,0,2,11,3,7,8,0,0,1,0,0,4,856
309,"INTER COLLEG T.A. JAHANGIRPUR R.NO. 4",442,361,0,803,293,236,0,529,521,0,88,364,5,53,1,3,1,0,0,0,0,4,0,2,0,0,0,2,0,1,0,1,1,2,1,529
310,"KANYA PATH. T.A. JAHANGIRPUR R.NO. 1",750,642,0,1392,559,438,0,997,997,0,283,633,9,40,1,6,0,0,0,0,1,1,0,0,2,5,3,8,2,0,0,0,2,0,1,997
311,"PRY. SCHOOL T.A. JAHANGIRPUR R.NO. 1",880,691,0,1571,595,422,0,1017,1017,0,447,428,10,60,1,6,1,4,1,1,2,6,2,1,9,8,15,7,0,0,0,2,0,2,4,1017
312,"PRY. SCHOOL T.A. JAHANGIRPUR R.NO. 2",541,415,0,956,366,262,0,628,623,0,500,58,4,49,0,3,1,1,1,0,2,0,1,0,0,7,0,1,0,0,0,0,0,0,0,628
313,"PRY. SCHOOL T.A. JAHANGIRPUR R.NO. 3",783,606,1,1390,591,242,0,833,833,0,194,351,2,246,4,1,0,0,1,1,0,1,1,1,4,9,4,5,1,0,0,2,0,1,4,833
314,"PRY. SCHOOL ALAMPUR HATHLA URF LAUDONA R.NO. 1",674,523,0,1197,327,272,0,599,599,0,113,342,7,104,3,0,0,0,0,0,1,2,0,0,3,5,1,5,0,3,4,1,0,0,5,599
315,"PRY. SCHOOL ALAMPUR HATHLA URF LAUDONA R.NO. 2",578,435,0,1013,330,242,0,572,572,0,69,459,2,16,0,4,1,2,0,1,1,5,0,0,3,2,0,2,0,2,0,2,0,0,1,572
