"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKHILESH","2 - KASHI NATH SHUKLA","3 - PANKAJ","4 - HARSH VARDHAN","5 - ARAT KHARVAR","6 - KAVILAS","7 - MUMMATAJ","8 - MANGAL LAL","9 - PASHUPATI NATH GUPTA","10 - RADHEYSHYAM","11 - RAMSAMUJH","12 - VIMLESH TRIPATHI","13 - SHIVCHARAN","14 - SHREE AKHILESH KUMAR","15 - AJAYDHAR","16 - ANIL KUMAR SHAHANI","17 - GOVIND DAS","18 - TEJ PRATAP","19 - DAYARAM NISHAD","20 - DINESH KUMAR","21 - DINANATH","22 - RAKESH KUMAR GIRI","23 - RAKESH KUMAR GUPTA","24 - None of the Above","Total Votes Secured"
285,"P.V.HARKHPURA ROOM NO.2",303,301,0,604,152,180,0,332,1,0,65,22,212,18,0,0,0,2,1,1,1,0,0,0,0,1,1,4,0,2,0,1,1,0,332
286,"P.V.HARKHPURA ROOM NO.2",851,651,0,1502,416,445,0,861,1,0,500,89,150,51,4,1,4,1,1,3,4,2,1,2,1,10,21,5,5,0,1,2,0,3,861
287,"SADHAN SAH.S.HARKHPURA",339,296,0,635,227,226,0,453,1,0,28,44,302,33,1,1,1,0,0,2,4,1,2,2,3,7,2,3,7,1,0,4,4,1,453
288,P.M.V.HARKHPURA,225,195,0,420,170,154,0,324,1,0,3,289,15,0,0,1,0,2,2,0,0,0,0,1,4,1,0,3,2,0,0,0,0,1,324
289,"P.V.HADTODAHIYA HARKHPURA",337,287,0,624,216,190,0,406,1,0,75,52,234,3,1,1,0,0,1,1,1,1,1,5,0,6,0,2,21,0,0,0,1,0,406
290,"P.V.VELWATIKAR ROOM NO.1",528,456,0,984,338,310,0,648,1,0,143,59,385,12,1,0,2,0,1,1,2,0,2,2,0,1,4,17,3,3,4,2,1,3,648
291,"P.V.VELWATIKAR ROOM NO.2",356,320,0,676,253,239,0,492,1,0,117,60,257,20,1,1,4,1,1,0,3,3,1,4,0,6,0,1,4,0,0,3,2,3,492
292,"P.V.VISUNPUR GABDUA ROOM NO.1",441,366,0,807,290,253,0,543,1,0,84,34,380,17,1,0,1,1,0,0,4,1,0,1,0,1,2,7,2,0,1,2,3,1,543
293,"P.V.VISUNPUR GABDUA ROOM NO.2",502,415,0,917,307,295,0,602,1,0,148,98,310,25,1,2,2,1,0,0,1,2,0,0,0,3,3,1,2,0,1,0,0,2,602
294,"P.V.PIPRAICH URF PACHRUKHIYA",599,555,0,1154,394,377,0,771,1,0,103,167,440,22,2,2,1,2,0,1,4,0,2,7,2,6,1,3,1,1,1,0,1,2,771
295,P.V.PATAKHAULI,853,714,0,1567,547,469,0,1016,1,0,314,165,364,118,5,3,2,1,2,5,6,2,3,2,1,11,2,6,1,0,0,1,1,1,1016
296,"P.V.PURAINA KHANDI CHAURA ROON.NO.1",543,443,0,986,331,282,0,613,1,0,13,80,387,51,0,2,1,2,1,2,4,1,8,6,6,14,3,13,7,0,3,2,2,5,613
297,"P.V.PURAINA KHANDI CHAURA ROON.NO.2",541,443,0,984,365,294,0,659,1,0,60,149,345,69,1,1,1,1,1,2,3,1,1,4,2,5,3,2,0,1,2,3,0,2,659
298,P.V.VAIRIYA,539,476,0,1015,359,339,0,698,698,0,44,204,379,16,3,1,1,1,0,2,5,3,0,4,1,7,2,7,11,3,1,1,2,0,698
299,P.V.SIRSIYA,384,338,0,722,227,238,0,465,462,0,127,158,130,14,2,2,2,0,0,0,2,0,5,4,1,7,0,1,3,0,0,3,2,2,465
300,P.V.GOPALA,831,655,0,1486,450,410,0,860,858,0,181,147,476,35,4,1,2,0,0,2,0,1,0,0,0,0,3,1,2,0,1,0,0,4,860
301,"P.M.V.GOPALA ROOM NO.1",848,692,0,1540,527,478,0,1005,1003,0,152,251,448,57,1,7,1,1,5,4,15,3,4,14,4,23,4,6,0,1,1,1,0,2,1005
302,"P.M.V.GOPALA ROOM NO.2",292,241,0,533,170,164,0,334,302,0,25,70,209,11,0,0,1,0,0,1,1,0,1,2,2,4,1,3,1,1,0,1,0,0,334
303,"P.V.AHIRULI ROOM NO.1",855,730,0,1585,526,475,0,1001,994,0,351,113,373,74,4,3,0,1,6,1,3,2,5,12,4,4,21,5,3,1,6,5,3,1,1001
304,"P.V.AHIRULI ROOM NO.2",696,583,1,1280,398,387,0,785,785,0,152,166,357,52,2,30,2,0,4,2,4,0,1,4,1,1,0,1,1,1,0,2,0,2,785
305,"P.V.PIPRIYA KARANJHA ROOM NO.1",551,462,0,1013,317,297,0,614,606,0,51,102,394,25,0,1,4,3,2,0,5,0,0,3,1,2,3,8,4,1,2,1,1,1,614
306,"P.V.PIPRIYA KARANJHA ROOM NO.2",559,426,0,985,295,265,0,560,546,0,71,61,339,56,2,2,1,1,2,2,2,0,2,3,0,4,0,8,0,0,1,2,0,1,560
307,"P.V.BHARWLIYA ROOM NO.1",477,435,0,912,289,263,0,552,552,0,104,82,268,45,1,15,8,3,0,1,4,0,0,2,2,7,0,1,1,1,1,1,1,4,552
308,"P.V.BHARWLIYA ROOM NO.2",412,357,0,769,248,230,0,478,10,0,76,162,192,22,2,6,4,0,1,2,1,0,1,1,1,1,1,2,3,0,0,0,0,0,478
309,"J.P.OGHA INTER COLLEGE POKHARBHINDA",753,613,0,1366,444,416,0,860,458,0,86,129,522,45,0,3,1,0,1,4,3,4,3,6,4,14,1,13,1,1,0,7,5,7,860
310,P.V.PATALKUI,391,356,0,747,242,227,0,469,446,0,41,115,234,20,2,27,0,0,0,1,0,1,4,3,3,5,1,1,4,3,0,1,1,2,469
311,K.P.V.MATKOPA,549,474,0,1023,303,308,0,611,566,0,78,164,259,57,4,1,2,0,2,0,0,0,3,1,0,6,3,8,10,4,1,0,4,4,611
312,"P.V.RAMPUR VALDIHA ROOM NO.1",452,387,0,839,316,241,0,557,555,0,120,141,209,22,1,14,8,2,2,2,2,1,2,0,4,2,3,5,5,3,1,2,2,4,557
313,"P.V.RAMPUR VALDIHA ROOM NO.2",498,420,0,918,267,271,0,538,537,0,130,98,221,49,1,0,2,0,1,1,4,1,2,3,3,12,3,1,1,0,1,1,1,2,538
314,"K.P.V.RAMPUR VALDIHA ROOM NO.1",479,397,0,876,267,285,0,552,552,0,61,181,254,21,5,0,2,0,2,3,2,0,4,3,2,7,0,2,1,0,0,1,0,1,552
315,"K.P.V.RAMPUR VALDIHA ROOM NO.2",507,412,0,919,317,277,0,594,594,0,214,67,196,66,1,1,7,3,3,1,0,1,1,2,4,15,3,3,4,0,1,1,0,0,594
316,"P.V.VASANTPUR ROOM NO.1",738,628,0,1366,404,421,0,825,824,0,96,358,266,33,4,4,1,1,8,3,6,2,2,4,5,11,2,4,3,1,2,2,1,6,825
317,"P.V.VASANTPUR ROOM NO.2",509,463,0,972,290,295,0,585,585,0,85,221,202,26,2,2,0,0,2,3,4,1,3,4,7,17,1,0,2,0,1,1,1,0,585
318,"P.V.GHAGHARUYA KHADESAR",598,492,0,1090,400,325,0,725,725,0,303,138,210,40,2,2,0,0,3,0,4,0,0,1,2,5,2,5,1,1,3,0,1,2,725
319,"PANCHAY BHAWAN AMODHA",554,492,0,1046,367,344,0,711,710,0,81,303,263,21,1,5,2,0,2,2,4,3,2,2,1,2,0,6,1,3,3,0,2,2,711
320,P.V.NARAYANPUR,480,429,0,909,269,272,0,541,521,0,57,75,350,27,0,0,1,1,2,2,0,2,3,2,0,7,1,4,1,0,0,0,1,5,541
321,"P.V.MUNDERI ROOM NO.1",811,627,1,1439,471,447,0,918,918,0,93,232,466,58,2,2,0,2,3,2,3,2,4,3,4,8,5,9,9,2,0,1,2,6,918
322,"P.V.MUNDERI ROOM NO.2",364,303,0,667,230,194,0,424,424,0,51,56,196,80,3,1,1,0,1,1,1,1,2,3,0,2,2,3,6,2,2,2,2,6,424
323,P.V.MAJHAUWA,737,580,0,1317,441,386,0,827,655,0,95,102,405,141,4,2,3,7,1,1,4,5,2,5,9,19,0,6,4,1,1,2,1,7,827
324,P.V.RANIPUR,735,606,0,1341,491,407,0,898,898,0,65,277,407,88,3,2,4,1,0,2,6,2,3,7,7,11,1,3,1,1,2,1,2,2,898
325,P.V.AHIRULI,478,397,0,875,313,239,0,552,552,0,95,62,270,98,2,0,0,0,1,2,1,2,1,2,1,3,2,3,2,2,1,0,1,1,552
326,P.M.V.TILKWANIYA,654,547,0,1201,400,299,0,699,695,0,111,134,330,97,3,1,10,1,2,0,0,2,0,1,0,0,3,1,0,0,0,1,0,2,699
327,"D.A.V.N.I.C.GHUGHLI OOM NO.3",540,487,0,1027,281,285,0,566,565,0,94,21,352,55,0,1,2,0,4,1,4,1,1,6,1,10,1,3,1,0,0,4,1,3,566
328,"D.A.V.N.I.C.GHUGHLI OOM NO.4",723,639,0,1362,434,395,0,829,829,0,37,323,322,43,8,9,2,5,27,1,5,1,2,7,1,18,1,0,5,0,1,2,2,7,829
329,"D.A.V.N.I.C.GHUGHLI OOM NO.5",687,589,0,1276,391,310,0,701,701,0,152,45,422,24,3,8,1,0,1,0,0,3,5,6,0,6,0,10,2,3,1,4,2,3,701
330,"ANGLO SANSKRIT V.GHUGHLI ROOM NO.3",765,655,0,1420,391,401,0,792,759,0,174,286,256,41,1,0,2,1,0,0,7,2,0,8,0,6,2,1,1,1,1,1,0,1,792
331,"J.H.S.JOGIYA ROOM NO.1",699,632,0,1331,356,372,0,728,728,0,157,143,348,38,4,1,0,1,0,0,1,0,2,2,5,5,4,9,1,0,1,2,0,4,728
332,"J.H.S.JOGIYA ROOM NO.2",613,521,0,1134,342,289,0,631,631,0,97,75,353,39,1,38,4,0,1,3,2,0,2,0,0,1,0,3,3,2,2,2,1,2,631
333,"D.A.V.N.I.C.GHUGHLI ROOM NO.1",841,725,1,1567,489,391,0,880,880,0,67,155,523,62,3,4,1,1,8,1,8,4,4,6,4,7,0,6,2,4,1,2,1,6,880
334,"D.A.V.N.I.C.GHUGHLI ROOM NO.2",446,409,0,855,275,240,0,515,507,0,58,24,299,80,16,0,1,1,4,5,1,3,1,2,2,6,0,3,1,0,2,1,1,4,515
335,"P.V.CHENPUR ROOM NO.1",774,597,0,1371,451,346,0,797,100,0,51,85,535,39,1,0,4,0,3,0,4,1,5,7,2,18,3,6,10,5,4,5,1,8,797
336,"P.V.CHENPUR ROOM NO.2",615,514,0,1129,301,285,0,586,67,0,32,131,344,19,2,15,0,1,6,0,3,4,4,5,2,8,2,0,3,0,1,2,0,2,586
337,"P.V.GHUGHALI VUJURG ROOM NO.1",774,681,0,1455,448,395,0,843,1,0,222,43,289,83,6,0,1,0,2,1,7,10,7,6,3,24,46,24,26,20,4,4,5,10,843
338,"P.V.GHUGHALI VUJURG ROOM NO.2",678,568,0,1246,403,363,0,766,1,0,116,258,296,56,2,0,2,0,1,1,6,0,3,3,3,8,4,3,1,1,2,0,0,0,766
339,P.V.CHUANI,321,286,0,607,203,180,0,383,1,0,49,133,167,10,2,0,0,0,1,0,4,1,0,2,0,3,2,2,2,0,3,0,1,1,383
340,"P.M.V.VIRAICHA ROOM NO.1",583,490,0,1073,309,291,0,600,1,0,128,50,306,43,3,0,0,0,1,0,4,2,3,4,0,16,5,9,6,1,0,2,2,15,600
341,"P.M.V.VIRAICHA ROOM NO.2",710,585,0,1295,389,361,0,750,1,0,317,71,193,110,1,1,6,3,1,2,10,2,2,5,4,7,0,1,3,0,2,3,4,2,750
342,"P.V.BHUANA ROOM NO.1",630,522,0,1152,392,347,0,739,1,0,131,113,405,35,1,0,1,2,2,1,5,2,4,0,7,10,1,6,2,2,4,1,2,2,739
343,"P.V.BHUANA ROOM NO.2",575,479,0,1054,283,327,0,610,1,0,64,139,314,51,1,0,1,2,0,2,5,3,2,2,2,13,0,5,1,0,1,1,0,1,610
344,"P.V.BHUANI ROOM NO.1",528,463,0,991,289,335,0,624,1,0,28,150,339,22,4,3,0,2,3,4,6,1,2,6,7,10,4,7,2,4,1,2,3,14,624
345,"P.V.BHUANI ROOM NO.2",501,425,0,926,285,281,0,566,1,0,113,105,241,49,1,2,2,1,0,2,1,3,3,3,2,20,0,2,2,3,1,3,1,6,566
