"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
285,"BASIC PRIMARY SCHOOL NO. 6 GAMBHIRPURA R.N 2",419,369,0,788,293,210,0,503,227,0,66,47,22,355,3,0,0,0,0,0,0,7,1,1,1,503
286,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 1",476,446,0,922,319,270,0,589,587,0,11,1,43,516,1,1,0,0,0,0,0,13,1,0,2,589
287,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 2",447,402,0,849,345,273,0,618,571,0,49,0,30,521,1,4,0,0,0,1,0,7,1,2,2,618
288,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 3",347,330,0,677,237,206,0,443,412,0,8,4,18,400,0,2,0,0,0,1,1,2,1,1,5,443
289,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 4",660,579,0,1239,478,380,0,858,530,0,64,14,27,731,1,3,0,0,1,2,0,9,0,0,6,858
290,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 6",424,369,0,793,299,227,0,526,477,0,19,18,18,460,0,0,0,1,0,0,4,3,1,1,1,526
291,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 5",319,279,0,598,154,136,0,290,245,0,12,10,16,241,0,1,0,1,1,0,0,4,1,0,3,290
292,"RAGHUVEER SAHAY INTER COLLEGE AGRA ROAD R.N 6",608,537,0,1145,361,264,0,625,625,0,45,4,32,527,2,0,0,0,0,3,0,10,0,0,2,625
293,"ANJANI BAL VIDHYA MANDIR AGRA ROAD R.N1",616,531,0,1147,383,317,0,700,694,0,56,7,44,562,4,0,0,2,0,1,0,15,1,0,8,700
294,"ANJANI BAL VIDHYA MANDIR AGRA ROAD R.N 2",582,523,0,1105,396,318,0,714,705,0,91,9,36,559,2,1,1,0,0,0,0,11,2,0,2,714
295,"KANYA PRIMARY PATHSAHALA PALA SHAHIBABAD R.N 1",512,443,0,955,292,246,0,538,204,0,18,7,24,461,4,6,0,0,0,1,2,7,2,0,6,538
296,"KANYA PRIMARY PATHSAHALA PALA SHAHIBABAD R.N 2",888,768,0,1656,568,418,0,986,986,0,44,25,18,859,6,6,0,1,0,0,0,20,4,1,2,986
297,"KANYA PRIMARY PATHSAHALA PALA SHAHIBABAD R.N 3",791,632,0,1423,501,358,0,859,853,0,181,8,55,564,8,4,6,0,2,2,0,20,7,1,1,859
298,"KANYA PRIMARY PATHSAHALA PALA SHAHIBABAD R.N 4",762,672,0,1434,487,377,0,864,374,0,445,0,22,357,3,3,0,3,0,1,0,9,5,2,14,864
299,"SETILAL PUBLIC SCHOOL RATHAUR BAGICHI MAHENDRA NAGAR R.N 1",883,793,0,1676,576,464,0,1040,1037,0,722,18,13,257,6,1,3,0,0,3,2,1,2,3,9,1040
300,"SETILAL PUBLIC SCHOOL RATHAUR BAGICHI MAHENDRA NAGAR R.N 2",679,605,0,1284,372,287,0,659,653,0,216,15,13,393,1,3,1,4,0,0,2,3,3,0,5,659
301,"CHIRANJILAL KANYA INTER COLLEGE AGRA ROAD R.N 1",887,785,0,1672,452,321,0,773,515,0,369,26,13,323,3,3,1,2,0,2,5,3,7,4,12,773
302,"CHIRANJILAL KANYA INTER COLLEGE AGRA ROAD R.N 2",827,711,0,1538,381,339,0,720,503,0,50,18,37,587,1,4,0,0,0,3,1,16,1,0,2,720
303,"CHIRANJILAL KANYA INTER COLLEGE AGRA ROAD R.N 3",797,689,0,1486,461,381,0,842,800,0,44,13,35,710,1,1,0,0,3,1,30,1,0,0,3,842
304,"CHIRANJILAL KANYA INTER COLLEGE AGRA ROAD R.N 8",841,753,0,1594,546,424,0,970,870,0,89,31,23,805,2,1,1,1,0,1,2,8,3,1,2,970
305,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 1",788,695,0,1483,425,334,0,759,754,0,417,23,14,280,1,1,0,0,0,0,1,4,4,0,14,759
306,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 2",449,435,0,884,218,159,0,377,375,0,237,13,4,116,0,1,0,0,1,0,0,1,2,0,2,377
307,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 9",563,457,0,1020,195,127,0,322,290,0,153,6,11,138,3,0,1,0,0,2,0,5,2,0,1,322
308,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 3",720,647,0,1367,499,360,0,859,854,0,55,16,49,711,5,5,0,0,3,0,0,5,3,2,5,859
309,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 4",563,489,0,1052,357,243,0,600,600,0,55,6,18,497,2,1,0,0,2,4,1,10,1,0,3,600
310,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 5",818,668,0,1486,444,343,0,787,782,0,48,18,38,661,3,1,0,0,0,1,0,16,0,1,0,787
311,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 6",445,404,0,849,300,236,0,536,480,0,42,0,22,451,0,3,0,0,0,1,1,6,4,1,5,536
312,"CHIRANJILAL KANYA INTER COLLEGE PALA SAHIBABAD AGRA ROAD R.N 7",740,629,0,1369,381,287,0,668,550,0,41,13,27,571,1,1,1,0,0,1,1,3,2,0,6,668
