"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
320,"PRIMARY SCHOOL BARAWA JANGAL ROOM NO 1",532,474,0,1006,319,315,0,634,156,0,66,331,29,179,3,3,8,0,1,0,0,2,3,5,4,634
321,"PRIMARY SCHOOL BARAWA JANGAL ROOM NO 2",582,466,0,1048,339,285,0,624,100,0,120,390,41,19,4,4,1,1,8,0,4,3,9,7,13,624
322,"PRIMARY SCHOOL MAINPUR KHADAHI ROOM NO 1",709,537,0,1246,375,348,0,723,73,0,186,311,56,106,7,1,3,2,1,1,2,4,12,12,19,723
323,"PRIMARY SCHOOL MAINPUR KHADAHI ROOM NO 2",883,676,0,1559,501,349,0,850,700,0,101,468,110,113,5,5,0,3,1,3,5,1,6,15,14,850
324,"JUNIYAR HIGH SCHOOL MAINPUR DINAPATTI ROOM NO 1",477,412,0,889,220,185,0,405,5,0,53,262,27,51,1,2,2,1,1,0,2,1,0,0,2,405
325,"JUNIYAR HIGH SCHOOL MAINPUR DINAPATTI ROOM NO 2",516,370,0,886,188,164,0,352,50,0,51,219,22,33,1,2,0,1,0,1,3,1,4,3,11,352
326,"JUNIYAR HIGH SCHOOL MAINPUR DINAPATTI ROOM NO 3",873,656,0,1529,400,381,0,781,781,0,299,361,19,54,2,4,2,2,1,1,4,6,6,7,13,781
327,"JUNIYAR HIGH SCHOOL MAINPUR DINAPATTI ROOM NO 4",736,552,1,1289,341,311,0,652,309,0,196,330,44,60,4,5,1,2,0,1,1,0,4,1,3,652
328,"PRIMARY SCHOOL PREMWALIYA ROOM NO 1",461,408,0,869,285,251,0,536,100,0,34,332,53,66,2,0,1,0,1,3,3,5,5,11,20,536
329,"PRIMARY SCHOOL PREMWALIYA ROOM NO 2",493,358,0,851,258,216,0,474,474,0,18,206,50,172,4,0,3,0,0,0,0,3,7,3,8,474
330,"PRIMARY SCHOOL PREMWALIYA ROOM NO 3",706,567,0,1273,408,355,0,763,662,0,171,402,46,92,6,0,1,1,0,3,5,8,5,11,12,763
331,"PRIMARY SCHOOL PREMWALIYA ROOM NO 4",261,191,1,453,137,104,0,241,238,0,82,119,13,21,0,0,0,0,0,0,0,0,2,0,4,241
332,"KISAN INTER COLLAGE DHANAHA URF MALLUDIH ROOM NO 1",526,431,0,957,312,263,0,575,559,0,46,187,72,220,3,1,7,6,1,1,4,4,8,5,10,575
333,"KISAN INTER COLLAGE DHANAHA URF MALLUDIH ROOM NO 2",767,577,0,1344,399,278,0,677,677,0,123,344,115,55,4,6,7,5,1,1,0,3,4,2,7,677
334,"KISAN INTER COLLAGE DHANAHA URF MALLUDIH ROOM NO 3",448,389,0,837,257,227,0,484,484,0,59,335,53,17,0,1,2,0,2,0,2,2,1,3,7,484
335,"KISAN INTER COLLAGE DHANAHA URF MALLUDIH ROOM NO 4",442,351,0,793,182,162,0,344,343,0,53,239,37,4,1,0,0,1,1,0,1,2,1,1,3,344
336,"PRIMARY SCHOOL ANDHYA ROOM NO 1",642,524,0,1166,314,298,0,612,609,0,75,305,54,151,3,2,3,0,1,1,1,1,3,4,8,612
337,"PRIMARY SCHOOL ANDHYA ROOM NO 2",533,477,0,1010,322,257,0,579,577,0,78,296,43,141,3,4,2,0,0,1,3,3,0,1,4,579
338,"PRIMARY SCHOOL ANDHYA TOLA HATAWA ROOM NO 1",485,394,0,879,221,204,0,425,423,0,101,192,48,64,6,1,1,0,2,2,0,3,1,3,1,425
339,"PRIMARY SCHOOL ANDHYA TOLA HATAWA ROOM NO 2",537,382,0,919,259,255,0,514,514,0,258,155,31,56,0,1,1,2,0,0,0,0,0,5,5,514
340,"PRIMARY SCHOOL DHANNOPATTI",670,575,0,1245,366,332,0,698,698,0,157,336,64,121,3,3,1,0,1,2,1,3,1,1,4,698
341,"PRIMARY SCHOOL KUDWA URF  DILIPNAGAR KHAS",805,566,0,1371,339,260,0,599,599,0,115,344,49,56,2,2,0,0,2,1,3,3,6,6,10,599
342,"JUNIYAR HIGH SCHOOL KUDWA URF DILIPNAGAR ROOM NO 1",577,427,0,1004,232,203,0,435,435,0,50,211,33,116,1,3,1,0,2,0,1,0,4,6,7,435
343,"JUNIYAR HIGH SCHOOL KUDWA URF DILIPNAGAR ROOM NO 2",622,502,0,1124,275,258,0,533,530,0,75,302,68,74,3,0,1,0,1,0,1,1,1,3,3,533
344,"JUNIYAR HIGH SCHOOL KUDWA URF DILIPNAGAR ROOM NO 3",382,281,0,663,104,127,0,231,229,0,45,113,27,39,0,0,1,0,0,0,0,0,1,4,1,231
345,"PRIMARY SCHOOL PHULWAPATTI",780,624,0,1404,421,330,0,751,751,0,154,214,125,206,4,7,7,3,1,1,2,3,7,3,14,751
346,"PRIMARY SCHOOL SISAI",775,649,0,1424,361,347,0,708,707,0,33,417,56,161,3,5,3,2,3,3,3,1,3,5,10,708
347,"PRIMARY SCHOOL KUDWA  URF  DILIPNAGAR GURMHIA",524,466,0,990,224,221,0,445,444,0,17,240,76,59,5,4,1,1,5,3,2,1,7,5,19,445
348,"PRIMARY SCHOOL KUDWA URF  DILIPNAGAR BHAGI VINDTOLA",488,398,0,886,246,239,0,485,485,0,94,291,65,17,4,3,2,1,2,0,1,0,2,2,1,485
349,"PRIMARY SCHOOL KUDWA URF  DILIPNAGAR KHAS ROOM NO 1",471,376,0,847,254,179,0,433,433,0,54,147,127,74,3,2,4,1,3,1,2,2,0,4,9,433
350,"PRIMARY SCHOOL KUDWA URF DILIPNAGAR ROOM NO 2",490,396,0,886,249,210,0,459,459,0,75,184,122,41,1,3,2,0,2,1,4,3,6,6,9,459
