"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
312,"P. V. BIBIPUR ASHRAFPUR (R. N. -2)",281,194,0,475,99,110,0,209,205,0,6,66,16,103,13,0,1,0,1,0,0,0,0,0,2,0,0,0,1,209
313,"P. V. BAGAHIDARH",410,324,0,734,207,204,0,411,400,0,4,66,203,100,2,0,1,1,2,1,0,0,0,1,0,0,4,6,20,411
314,"P. V. KHALISPUR (R. N. -1)",677,560,0,1237,369,330,0,699,699,0,5,313,108,202,33,0,0,0,3,1,18,4,1,1,1,0,0,2,7,699
315,"P. V. KHALISPUR (R. N. -2)",749,656,0,1405,423,434,0,857,857,0,9,343,87,378,16,0,0,2,3,0,0,0,0,0,3,0,0,8,8,857
316,"P. V. BHAVA RAIPURPATTI TANDANRAI NAYA HKOU",591,497,0,1088,387,374,0,761,680,0,6,350,49,205,128,1,0,0,2,0,0,5,2,0,1,1,0,6,5,761
317,"P. V. PHOOLWARI",641,504,0,1145,420,362,0,782,750,0,4,73,263,413,9,0,0,1,4,2,1,2,3,2,1,1,0,1,2,782
318,"P. V. AMRAULA DEH",366,290,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"P. V. BANKAT PRATHAM",614,437,0,1051,286,230,0,516,495,0,13,121,271,89,1,0,2,3,4,0,1,1,0,1,0,1,2,1,5,516
320,"P. V. BANKAT DUTIYA (R. N. -1)",580,458,0,1038,315,311,0,626,581,0,1,166,223,153,69,0,0,0,1,0,1,2,1,1,0,3,0,1,4,626
321,"P. V. BANKAT DUTIYA (R. N. -2)",515,393,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"P. V. BIJARWA (R. N. -1)",511,430,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"P. V. BIJARWA (R. N. -2)",423,358,0,781,292,231,0,523,497,0,8,183,266,43,1,1,0,3,5,0,0,2,1,0,5,3,0,0,2,523
324,"P. V. TEJPUR",703,624,0,1327,474,436,0,910,872,0,13,383,345,89,2,1,1,3,17,20,3,3,2,3,1,5,8,3,8,910
325,"P. B. LANGARHPUR",712,594,0,1306,385,360,0,745,735,0,14,321,161,211,7,2,3,1,3,4,1,2,3,2,0,3,0,1,6,745
326,"P. V. LADO (R. N. -1)",427,344,0,771,261,236,0,497,468,0,8,52,396,13,0,1,0,1,10,0,1,1,1,2,1,2,2,5,1,497
327,"P. V. LADO (R. N. -2)",505,373,1,879,259,225,0,484,481,0,5,104,332,8,2,2,0,4,4,0,2,3,2,2,2,3,1,3,5,484
328,"P. V. BALIYAKALYANPUR (R. N. -1)",420,372,0,792,168,230,0,398,395,0,3,227,21,121,17,0,0,0,3,1,0,1,0,0,1,0,0,1,2,398
329,"P. V. BALIYAKALYANPUR (R. N. -2)",498,378,0,876,270,250,0,520,470,0,3,74,280,146,0,1,0,0,4,0,3,3,1,0,1,3,0,0,1,520
330,"P. V. GADHWAL",795,629,1,1425,454,410,0,864,810,0,8,243,252,333,1,3,1,0,2,1,1,5,2,6,2,2,0,1,1,864
331,"P. V. KESAVPUR MAHMOODPATTI",260,194,0,454,171,155,0,326,275,0,2,184,116,18,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,326
332,"P. V. JAMUVA HARIRAM (R. N. -1)",393,293,0,686,253,174,0,427,400,0,15,157,66,176,4,0,0,0,1,3,0,2,1,1,1,0,0,0,0,427
333,"P. V. JAMUVA HARIRAM (R. N. -2)",313,240,0,553,177,182,0,359,354,0,3,12,2,321,4,1,1,0,0,0,2,5,3,0,0,2,1,1,1,359
334,"P. V. NURUDEENPUR (R. N. 1)",692,530,0,1222,258,322,0,580,510,0,2,334,77,136,15,0,0,1,2,1,1,2,0,1,1,1,0,3,3,580
335,"P. V. NURUDEENPUR (R. N. -2)",632,484,0,1116,365,340,0,705,705,0,21,131,260,245,3,1,0,3,8,3,2,1,1,3,2,3,3,6,9,705
