state	constituency	votes	candidate	party
MadhyaPradesh	NAGOD	33380	SUKHLAL PRASAD	Bahujan Samaj Party
MadhyaPradesh	NAGOD	1981	MADAN SINGH	Independent
MadhyaPradesh	NAGOD	1525	VIRENDRA SINGH	Independent
MadhyaPradesh	NAGOD	1507	SHUBHENDRA PANDEY	Independent
MadhyaPradesh	NAGOD	1251	DR.KODULAL SINGH	Nationalist Congress Party
MadhyaPradesh	NAGOD	1074	SONU PAL	Communist Party of India
MadhyaPradesh	NAGOD	724	NARAYAN PRASAD CHAUDHARY	Independent
MadhyaPradesh	NAGOD	722	SUKHALAL	Independent
MadhyaPradesh	NAGOD	629	SHRIDHAR MISHRA	Independent
MadhyaPradesh	NAGOD	614	DWARKA SINGH	Independent
MadhyaPradesh	NAGOD	468	PAWAN TRIPATHI	Independent
MadhyaPradesh	NAGOD	382	KAMAL SINGH	Gondvana Gantantra Party
MadhyaPradesh	NAGOD	315	ASHOK KUMAR	Samajwadi Party
MadhyaPradesh	NAGOD	262	DEVIDEEN KOL	National People’s Party
MadhyaPradesh	NAGOD	260	MAHENDRA SINGH	Bhartiya Shakti Chetna Party
MadhyaPradesh	NAGOD	249	RAMVISHWAS	Republican Party of India (A)
MadhyaPradesh	NAGOD	223	SANTA KOL	Independent
MadhyaPradesh	NAGOD	215	PUSHPENDRA	Apna Dal
MadhyaPradesh	NAGOD	548	None of the Above	None of the Above
MadhyaPradesh	NARELA	98472	VISHWAS SARANG	Bharatiya Janata Party
MadhyaPradesh	NARELA	71502	SUNIL SOOD	Indian National Congress
MadhyaPradesh	NARELA	1971	MOHD. ATIK	Bahujan Samaj Party
MadhyaPradesh	NARELA	589	AZHAR ALI	Samajwadi Party
MadhyaPradesh	NARELA	396	SHEKH ISHAK URF KHAN SAHAB	Independent
MadhyaPradesh	NARELA	380	SUNIL BADALKAR	Independent
MadhyaPradesh	NARELA	262	BHAI KU. RAJVEER DOHRE	Bharatiya Bahujan Party
MadhyaPradesh	NARELA	193	SYED  ABDUL JALIL SHIRAJ BHAI	Independent
MadhyaPradesh	NARELA	151	AWADH VIHARI CHATURVEDI	Bhartiya Shakti Chetna Party
MadhyaPradesh	NARELA	141	NASIR ALI	Akhil Bhartiya Gondwana Party
MadhyaPradesh	NARELA	139	OM PRAKASH SHARMA	Samata Party
MadhyaPradesh	NARELA	111	JUMMAN KHAN	National Loktantrik Party
MadhyaPradesh	NARELA	2281	None of the Above	None of the Above
MadhyaPradesh	NARSINGHGARH	85847	GIRISH BHANDARI	Indian National Congress
MadhyaPradesh	NARSINGHGARH	62829	MOHAN SHARMA-PREMNARAYAN	Bharatiya Janata Party
MadhyaPradesh	NARSINGHGARH	2081	MUNNA BHAI	Bahujan Samaj Party
MadhyaPradesh	NARSINGHGARH	1297	MOHAN DADA	Independent
MadhyaPradesh	NARSINGHGARH	1288	GIRISH	Independent
MadhyaPradesh	NARSINGHGARH	875	MOHAN SHARMA-MANGILAL	Independent
MadhyaPradesh	NARSINGHGARH	577	NEERAJ YADAV	Independent
MadhyaPradesh	NARSINGHGARH	1669	None of the Above	None of the Above
MadhyaPradesh	NARSINGPUR	89921	JALAM SINGH PATEL (MUNNA BHAIYA)	Bharatiya Janata Party
MadhyaPradesh	NARSINGPUR	41440	SUNIL JAISAWAL	Indian National Congress
MadhyaPradesh	NARSINGPUR	16723	VISHWAS PARIHAR	Independent
MadhyaPradesh	NARSINGPUR	2295	SHARAD TIWARI	Bahujan Samaj Party
MadhyaPradesh	NARSINGPUR	1013	LAXMI PRASAD VISHWAKARMA	Independent
MadhyaPradesh	NARSINGPUR	1003	ANIL KUMAR PATEL (MUNNA BHAIYA)	Samajwadi Party
MadhyaPradesh	NARSINGPUR	576	ENG. YOGESH SINGH KUSHWAHA	Rashtriya Samanta Dal
MadhyaPradesh	NARSINGPUR	415	URDU THAKUR	Akhil Bhartiya Gondwana Party
MadhyaPradesh	NARSINGPUR	3671	None of the Above	None of the Above
MadhyaPradesh	NARYAWALI	69195	ENGG PRADEEP LARIYA	Bharatiya Janata Party
MadhyaPradesh	NARYAWALI	53149	ADVOCATE SURENDRA CHOUDHARY	Indian National Congress
MadhyaPradesh	NARYAWALI	2785	LOKMAN CHOUDHARY	Bahujan Samaj Party
MadhyaPradesh	NARYAWALI	1298	SANGEETA RAJENDRA KHATEEK	Independent
MadhyaPradesh	NARYAWALI	1221	ATHYA UMASHANKAR	Aarthik Samanta Party
MadhyaPradesh	NARYAWALI	1174	ADV NARENDRA AHIRWAR	Nationalist Congress Party
MadhyaPradesh	NARYAWALI	656	ENGG SANDEEP KORI	Jan-Nyay Dal
MadhyaPradesh	NARYAWALI	634	NANDKISHOR AATHIYA	Bhartiya Shakti Chetna Party
MadhyaPradesh	NARYAWALI	502	RAVI VERMA	Independent
MadhyaPradesh	NARYAWALI	355	KAMAL KHATEEK	Samajwadi Party
MadhyaPradesh	NARYAWALI	2035	None of the Above	None of the Above
MadhyaPradesh	NEEMUCH	73320	DILIP SINGH PARIHAR	Bharatiya Janata Party
MadhyaPradesh	NEEMUCH	51653	NANDKISHOR PATEL	Indian National Congress
MadhyaPradesh	NEEMUCH	13104	NIRANJAN (RAJU) TIWARI	Independent
MadhyaPradesh	NEEMUCH	4109	PROFESSOR PURUSHOTTAM MEGHWAL	Independent
MadhyaPradesh	NEEMUCH	1086	GIRJA  SHANKAR PARIHAR	Nationalist Congress Party
MadhyaPradesh	NEEMUCH	1054	YOGESH SAINI	Samajwadi Party
MadhyaPradesh	NEEMUCH	881	GHANSHYAM MALI	Bahujan Samaj Party
MadhyaPradesh	NEEMUCH	814	BHAGATRAM	Independent
MadhyaPradesh	NEEMUCH	399	AABID SHAH	Independent
MadhyaPradesh	NEEMUCH	2311	None of the Above	None of the Above
MadhyaPradesh	NEPANAGAR	87224	RAJENDRA SHYAMLAL  DADU(RAJU BHAIYYA)	Bharatiya Janata Party
MadhyaPradesh	NEPANAGAR	65046	RAMKISHAN PATEL	Indian National Congress
MadhyaPradesh	NEPANAGAR	4394	BHALSINGH VERSINGH DAHADIYA	Bahujan Samaj Party
MadhyaPradesh	NEPANAGAR	2299	SUNEETA PREMSINGH JAMARA	Nationalist Congress Party
MadhyaPradesh	NEPANAGAR	2194	VERSINGH	Lok Jan Shakti Party
MadhyaPradesh	NEPANAGAR	1508	MANGALSINGH SANUKASDE	Republican Party of India (A)
MadhyaPradesh	NEPANAGAR	903	ANTARSINGH ARYA BHACHARIYAN	Samajwadi Party
MadhyaPradesh	NEPANAGAR	4740	None of the Above	None of the Above
MadhyaPradesh	NIWARI	60395	ANIL JAIN	Bharatiya Janata Party
MadhyaPradesh	NIWARI	33186	MEERA DEEPAK YADAV	Samajwadi Party
MadhyaPradesh	NIWARI	18151	SALIGRAM	Bahujan Samaj Party
MadhyaPradesh	NIWARI	6617	BALAKRISHAN	Indian National Congress
MadhyaPradesh	NIWARI	1130	HARIOM KUSHWAHA	Independent
MadhyaPradesh	NIWARI	674	KAMLESH PAL	Independent
MadhyaPradesh	NIWARI	517	KAMLESH MEHARVAN YADAV	Bundelkhand Congress
MadhyaPradesh	NIWARI	493	SATANAND GHOSH	Independent
MadhyaPradesh	NIWARI	491	HANNOO	Independent
MadhyaPradesh	NIWARI	397	BHALE	Rashtriya Samanta Dal
MadhyaPradesh	NIWARI	393	JAMUNA AHIRWAR	Bahujan Sangharshh Dal
MadhyaPradesh	NIWARI	295	AAM ADMI GOPAL SINGH	Independent
MadhyaPradesh	NIWARI	281	RAMESH PRASAD	Independent
MadhyaPradesh	NIWARI	278	KRISHNA KANT	Independent
MadhyaPradesh	NIWARI	2149	None of the Above	None of the Above
MadhyaPradesh	NIWAS	65916	RAMPYARE  KULASTE	Bharatiya Janata Party
MadhyaPradesh	NIWAS	55006	PATIRAM PANDRO	Indian National Congress
MadhyaPradesh	NIWAS	20679	GULZAR  SINGH  MARKAM	Gondvana Gantantra Party
MadhyaPradesh	NIWAS	6131	SHAILURAM	Independent
MadhyaPradesh	NIWAS	3044	MIHILAL  PARSTE	Independent
MadhyaPradesh	NIWAS	2779	AMARWATI  GOVTHARIYA	Samajwadi Party
MadhyaPradesh	NIWAS	2432	BHARAT SINGH WARKADE	Bahujan Samaj Party
MadhyaPradesh	NIWAS	1925	RADHA  BAI	Independent
MadhyaPradesh	NIWAS	1614	MANNU  RAM	Independent
MadhyaPradesh	NIWAS	1441	KRANTI  SINGH  MARKO	Madhya Pradesh Nav Nirman Sena
MadhyaPradesh	NIWAS	982	DEVESH  MARAVI	Independent
MadhyaPradesh	NIWAS	947	DINESH  TUMRACHI	Independent
MadhyaPradesh	NIWAS	910	JHANAK  LAL  UIKE	National People’s Party
MadhyaPradesh	NIWAS	838	ASHOK  MARAVI	Independent
MadhyaPradesh	NIWAS	801	DALPAT  SINGH  UIKE	Independent
MadhyaPradesh	NIWAS	737	ANIL  BASORI  MARAVI	Independent
MadhyaPradesh	NIWAS	3345	None of the Above	None of the Above
MadhyaPradesh	PANAGAR	82358	SUSHEEL KUMAR TIWARI (INDU BHAIYA)	Bharatiya Janata Party
MadhyaPradesh	PANAGAR	54404	RUPENDRA PATEL	Indian National Congress
MadhyaPradesh	PANAGAR	5169	MATHURA PRASAD PATEL "BEER"	Bahujan Samaj Party
MadhyaPradesh	PANAGAR	1864	ANIL BANSKAR	Samajwadi Party
MadhyaPradesh	PANAGAR	1435	RAM RATAN YADAV	Janata Dal  (United)
MadhyaPradesh	PANAGAR	1208	BABLOO @ JIVAN LAL PATEL	Independent
MadhyaPradesh	PANAGAR	821	YUVRAJ VISHWAKARMA	Akhil Bhartiya Gondwana Party
MadhyaPradesh	PANAGAR	653	SHRI RAJARAM JHARIYA	Bhartiya Shakti Chetna Party
MadhyaPradesh	PANAGAR	422	KUSHWAHA DINESH PATEL	Rashtriya Samanta Dal
MadhyaPradesh	PANAGAR	412	MURARILAL TIWARI	Shivsena
MadhyaPradesh	PANAGAR	2861	None of the Above	None of the Above
MadhyaPradesh	PANDHANA	89732	YOGITA NAVALSING BORKER (BHABHI)	Bharatiya Janata Party
MadhyaPradesh	PANDHANA	72471	NANDU BARE	Indian National Congress
MadhyaPradesh	PANDHANA	4124	SHANKAR MORE	Bahujan Samaj Party
MadhyaPradesh	PANDHANA	5349	None of the Above	None of the Above
MadhyaPradesh	PANDHURNA	61741	JATAN UIKY	Indian National Congress
MadhyaPradesh	PANDHURNA	60263	TIKARAM KORACHI	Bharatiya Janata Party
MadhyaPradesh	PANDHURNA	3547	PRAHLAD SING KUSHRE	Gondvana Gantantra Party
MadhyaPradesh	PANDHURNA	3271	JAGDISH UIKEY	Bahujan Samaj Party
MadhyaPradesh	PANDHURNA	2740	SURESH UIKE	Independent
MadhyaPradesh	PANDHURNA	2217	SUNIL MARSKOLE	Independent
MadhyaPradesh	PANDHURNA	1846	ARUN EVANATI	Shivsena
MadhyaPradesh	PANDHURNA	1282	SHIVAJI VARKADE	Independent
MadhyaPradesh	PANDHURNA	1155	RAMPYARI WIFE OF DEWRAM SARYAM	Akhil Bhartiya Gondwana Party
MadhyaPradesh	PANDHURNA	1036	SHAILENDRA UIKEY	Independent
MadhyaPradesh	PANDHURNA	931	RAMSING  SON OF BIRJU UIKEY	Independent
MadhyaPradesh	PANDHURNA	781	RAMESHVAR SIRSAM	Independent
MadhyaPradesh	PANDHURNA	359	DR. BABULAL KHANDATE	Independent
MadhyaPradesh	PANDHURNA	4251	None of the Above	None of the Above
MadhyaPradesh	PANNA	54778	KUSUM SINGH MAHDELE	Bharatiya Janata Party
MadhyaPradesh	PANNA	25742	LODHI MAHENDRA PAL VARMA	Bahujan Samaj Party
MadhyaPradesh	PANNA	23439	MEENA SINGH YADAV	Indian National Congress
MadhyaPradesh	PANNA	21162	RAM AUTAR URF BABLU PATHAK	Independent
MadhyaPradesh	PANNA	14020	RAJ KUMAR JAIN URF RAJU JAIN	Samajwadi Party
MadhyaPradesh	PANNA	1493	SOURABH URF GUDDA GUPTA	Independent
MadhyaPradesh	PANNA	921	RAMLAL	Independent
MadhyaPradesh	PANNA	893	BHOPALSINGH	Independent
MadhyaPradesh	PANNA	863	JAIRAM URF BABLU YADAV	Gondvana Gantantra Party
MadhyaPradesh	PANNA	824	KRISHNA GOPAL	Samata Samadhan Party
MadhyaPradesh	PANNA	748	RAMNATH	Independent
MadhyaPradesh	PANNA	659	INDRAPAL SINGH	Independent
MadhyaPradesh	PANNA	3071	None of the Above	None of the Above
MadhyaPradesh	PANSEMAL (S.T.)	77919	DIWANSINGH  VITHAL PATEL	Bharatiya Janata Party
MadhyaPradesh	PANSEMAL (S.T.)	70537	MISS CHANDRABHAGA KIRADE	Indian National Congress
MadhyaPradesh	PANSEMAL (S.T.)	9288	None of the Above	None of the Above
MadhyaPradesh	PARASIYA	72235	SOHANLAL VALMIK	Indian National Congress
MadhyaPradesh	PARASIYA	65373	TARACHAND BAVARIYA	Bharatiya Janata Party
MadhyaPradesh	PARASIYA	4924	VISHNU DEHARIYA	Akhil Bhartiya Gondwana Party
MadhyaPradesh	PARASIYA	2073	DEVLAL DEHARIYA	Independent
MadhyaPradesh	PARASIYA	1600	DEVRAJ BAVARIYA	Bahujan Samaj Party
MadhyaPradesh	PARASIYA	1023	RAJESH MOHABIYA	Independent
MadhyaPradesh	PARASIYA	742	DILIP KUMAR GAJBHIYE	Independent
MadhyaPradesh	PARASIYA	616	JITENDRA CHOUHAN	Independent
MadhyaPradesh	PARASIYA	4627	None of the Above	None of the Above
MadhyaPradesh	PARASWADA	49216	MADHU BHAGAT	Indian National Congress
MadhyaPradesh	PARASWADA	46367	RAM KISHOR (NANO) KAWARE	Bharatiya Janata Party
MadhyaPradesh	PARASWADA	35897	KANKAR MUNJARE	Samajwadi Party
MadhyaPradesh	PARASWADA	8468	DURGES BISEN	Bahujan Samaj Party
MadhyaPradesh	PARASWADA	5654	DARBU SINGH	Gondwana Mukti Sena
MadhyaPradesh	PARASWADA	1572	BARELAL UIKEY	Gondvana Gantantra Party
MadhyaPradesh	PARASWADA	1218	ROOPLAL KUTRAHE (SAMAJ SEVAK)	Independent
MadhyaPradesh	PARASWADA	1216	LOKCHAND HARINKHEDE	Independent
MadhyaPradesh	PARASWADA	1046	PT. NIRANJAN SHARMA	Independent
MadhyaPradesh	PARASWADA	2543	None of the Above	None of the Above
MadhyaPradesh	PATAN	85538	NEELESH AWASTHI	Indian National Congress
MadhyaPradesh	PATAN	72802	AJAY VISHNOI	Bharatiya Janata Party
MadhyaPradesh	PATAN	2905	HUBBILAL RAVIDAS	Independent
MadhyaPradesh	PATAN	1814	RAJKUMAR SHUKLA	Bahujan Samaj Party
MadhyaPradesh	PATAN	689	GAYATRI NARAYAN SINGH RAJPUT	Bhartiya Shakti Chetna Party
MadhyaPradesh	PATAN	668	SHISHIR NANHORIYA	Independent
MadhyaPradesh	PATAN	400	RAVI SINGH THAKUR(ADVOCAT)	Gondvana Gantantra Party
MadhyaPradesh	PATAN	358	RAKESH	Independent
MadhyaPradesh	PATAN	256	ABHISHEK	Independent
MadhyaPradesh	PATAN	229	GOND RAJA PRAHLAD SINGH (NANDU BHAIA)	Akhil Bhartiya Gondwana Party
MadhyaPradesh	PATAN	229	DEEPAK SHUKLA	Independent
MadhyaPradesh	PATAN	202	PT.GOVIND TIWARI	Independent
MadhyaPradesh	PATAN	194	AJIT CHAMOLI	Independent
MadhyaPradesh	PATAN	191	DILIP	Independent
MadhyaPradesh	PATAN	167	VIRENDRA TIWARI   "VEERU MAHRAJ"	Samajwadi Party
MadhyaPradesh	PATAN	2612	None of the Above	None of the Above
MadhyaPradesh	PATHARIYA	60083	LAKHAN PATEL	Bharatiya Janata Party
MadhyaPradesh	PATHARIYA	52768	KUNVAR PUSHPENDRA SINGH HAZARI	Indian National Congress
MadhyaPradesh	PATHARIYA	8018	RAM BAI GOVIND SINGH	Independent
MadhyaPradesh	PATHARIYA	7107	CHANDAN BHAIYA	Bahujan Samaj Party
MadhyaPradesh	PATHARIYA	4323	RAVISHANKAR	Bhartiya Shakti Chetna Party
MadhyaPradesh	PATHARIYA	2012	ROSHAN PATEL	Independent
MadhyaPradesh	PATHARIYA	1793	NANHE BHAI	Bahujan Sangharshh Dal
MadhyaPradesh	PATHARIYA	1737	LAKHAN PATEL	Independent
MadhyaPradesh	PATHARIYA	1279	RAJKISHOR	Independent
MadhyaPradesh	PATHARIYA	612	RAMAVTAAR SON OF KUNJILAL PALI	Janata Dal  (United)
MadhyaPradesh	PATHARIYA	544	DALUA	Independent
MadhyaPradesh	PATHARIYA	397	BHUSHAN PRASAD	Samajwadi Party
MadhyaPradesh	PATHARIYA	2514	None of the Above	None of the Above
MadhyaPradesh	PAWAI	78949	PANDIT MUKESH NAYAK	Indian National Congress
MadhyaPradesh	PAWAI	67254	BRIJENDRA PRATAP SINGH	Bharatiya Janata Party
MadhyaPradesh	PAWAI	11691	FERAN SINGH	Bahujan Samaj Party
MadhyaPradesh	PAWAI	3977	GHASOTI ADIWASI	Gondvana Gantantra Party
MadhyaPradesh	PAWAI	2172	CHHATRAPAL SINGH	Independent
MadhyaPradesh	PAWAI	1648	NARENDRA KUMAR SHARMA RINKU MAHARAJ	Independent
MadhyaPradesh	PAWAI	1413	JEEVAN PRASAD	Independent
MadhyaPradesh	PAWAI	1357	MUKESH	Independent
MadhyaPradesh	PAWAI	1272	KALPNA SINGH	Independent
MadhyaPradesh	PAWAI	1200	JAWAHAR LAL	Independent
MadhyaPradesh	PAWAI	805	ROSHAN LAL	Bhartiya Shakti Chetna Party
MadhyaPradesh	PAWAI	3135	None of the Above	None of the Above
MadhyaPradesh	PETLAWAD	80384	NIRMALA DILIPSINGH BHURIYA	Bharatiya Janata Party
MadhyaPradesh	PETLAWAD	63368	VALSINGH MAIDA	Indian National Congress
MadhyaPradesh	PETLAWAD	5053	KAMAJI HAVAJI	Bahujan Samaj Party
MadhyaPradesh	PETLAWAD	2745	PRAKASH PARGI	Samajwadi Party
MadhyaPradesh	PETLAWAD	2195	RAMESHWAR SINGAR	Bharatiya Bahujan Party
MadhyaPradesh	PETLAWAD	1870	BHARATSINGH ARAD	Janata Dal  (United)
MadhyaPradesh	PETLAWAD	4492	None of the Above	None of the Above
MadhyaPradesh	PICHHORE	78995	K.P.SINGH KAKKAJU	Indian National Congress
MadhyaPradesh	PICHHORE	71882	BHAIYA PRITAM LODHI	Bharatiya Janata Party
MadhyaPradesh	PICHHORE	8822	KAUSHALENDRA PRATAP SINGH RAJAWAWA	Bahujan Samaj Party
MadhyaPradesh	PICHHORE	2832	RAJESH KUMAR RAI	Independent
MadhyaPradesh	PICHHORE	1916	RUDRA BHARGAVA	Independent
MadhyaPradesh	PICHHORE	1836	VISHAL SINGH	Independent
MadhyaPradesh	PICHHORE	1742	GANDHARAV SINGH YADAV	Samajwadi Party
MadhyaPradesh	PICHHORE	1070	RAMCHARAN LODHI	Bahujan Sangharshh Dal
MadhyaPradesh	PICHHORE	871	MAHENDRA SINGH	Independent
MadhyaPradesh	PICHHORE	654	SUNIL SHARMA	Independent
MadhyaPradesh	PICHHORE	426	MALKHAN SINGH JATAV	Independent
MadhyaPradesh	PICHHORE	400	HARBHAJAN SINGH RAJPUT ADVOCATE	Narayani Sena
MadhyaPradesh	PICHHORE	372	MADAN TRIPATHI	Independent
MadhyaPradesh	PICHHORE	343	GAJRAJ SINGH LODHI PURVA SARPANCH	Independent
MadhyaPradesh	PICHHORE	339	KRISHNA PAL SINGH	Independent
MadhyaPradesh	PICHHORE	298	AMIT JAIN RANU	Independent
MadhyaPradesh	PICHHORE	240	KARAN SINGH	Independent
MadhyaPradesh	PICHHORE	2292	None of the Above	None of the Above
MadhyaPradesh	PIPARIYA	91206	THAKUR DAS NAGWANSHI	Bharatiya Janata Party
MadhyaPradesh	PIPARIYA	40049	SMT MAMTA MANOJ NAGOTRA	Indian National Congress
MadhyaPradesh	PIPARIYA	6546	HAKAM SINGH MEHRA	Independent
MadhyaPradesh	PIPARIYA	3124	DHARMDAS (DHARMENDRA BHAIYA)	Bahujan Samaj Party
MadhyaPradesh	PIPARIYA	2505	HARI RAM GARWAL	Gondvana Gantantra Party
MadhyaPradesh	PIPARIYA	1262	KADORILAL GOLIYA	Republican Party of India
MadhyaPradesh	PIPARIYA	1008	BABLU AHIRWAR	Bahujan Sangharshh Dal
MadhyaPradesh	PIPARIYA	967	RAJENDRA PRASAD MADORIYA	Independent
MadhyaPradesh	PIPARIYA	584	CHHOTELAL MAHALWANSHI URPH CHHOTE BHAIYA	Independent
MadhyaPradesh	PIPARIYA	4219	None of the Above	None of the Above
MadhyaPradesh	POHARI	53068	PRAHLAD BHARTI	Bharatiya Janata Party
MadhyaPradesh	POHARI	49443	HARIVALLABH SHUKLA	Indian National Congress
MadhyaPradesh	POHARI	34250	LAKHAN SINGH BAGHEL	Bahujan Samaj Party
MadhyaPradesh	POHARI	2425	RAMKUMAR	Independent
MadhyaPradesh	POHARI	1967	GOPAL KUSHWAH	Bahujan Sangharshh Dal
MadhyaPradesh	POHARI	1319	KHET SINGH	Samajwadi Party
MadhyaPradesh	POHARI	1285	SUNIL	Independent
MadhyaPradesh	POHARI	1124	NARESH	Independent
MadhyaPradesh	POHARI	1120	RAJESH	Independent
MadhyaPradesh	POHARI	1072	MUNNALAL SONI	Independent
MadhyaPradesh	POHARI	1065	SURESH JATAV	Independent
MadhyaPradesh	POHARI	1051	MANIRAM DHAKAD	Independent
MadhyaPradesh	POHARI	587	KAPTANSINGH THAKUR	Independent
MadhyaPradesh	POHARI	508	PADAM SINGH	Independent
MadhyaPradesh	POHARI	506	BHRAGENDRA SINGH RAGHUVANSI	Independent
MadhyaPradesh	POHARI	376	TARACHAND	Independent
MadhyaPradesh	POHARI	281	OM PRAKASH	Independent
MadhyaPradesh	POHARI	260	HRISHIKESH SHARMA	Independent
MadhyaPradesh	POHARI	1244	None of the Above	None of the Above
MadhyaPradesh	PRITHVIPUR	51147	ANITA-SUNIL NAYAK	Bharatiya Janata Party
MadhyaPradesh	PRITHVIPUR	42520	BRAJENDRA SINGH RATHORE	Indian National Congress
MadhyaPradesh	PRITHVIPUR	12158	KESHAV DEV MORYA	Mahan Dal
MadhyaPradesh	PRITHVIPUR	9257	SANJEEV KUMAR(SANJU SYAWANI)	Samajwadi Party
MadhyaPradesh	PRITHVIPUR	4860	KAILASH GHOSH	Bahujan Samaj Party
MadhyaPradesh	PRITHVIPUR	3044	RATANLAL AHIRWAR	Independent
MadhyaPradesh	PRITHVIPUR	2199	PAPPU LAL RAJAK	Communist Party of India
MadhyaPradesh	PRITHVIPUR	1186	RAMPAL AHIRWAR	Independent
MadhyaPradesh	PRITHVIPUR	1148	AADIWASI JAGDISH	Akhil Bhartiya Gondwana Party
MadhyaPradesh	PRITHVIPUR	968	JAWAHAR LAL BABLOO	Independent
MadhyaPradesh	PRITHVIPUR	600	THAKUR VIJAY RAJA	Bahujan Sangharshh Dal
MadhyaPradesh	PRITHVIPUR	547	ANEETA DEVI	Independent
MadhyaPradesh	PRITHVIPUR	523	BHARATRAM PATERIYA	Independent
MadhyaPradesh	PRITHVIPUR	490	RAJENDRA SINGH KUSHWAHA	Rashtriya Samanta Dal
MadhyaPradesh	PRITHVIPUR	468	AHIRWAR DINESH	Independent
MadhyaPradesh	PRITHVIPUR	450	BRAJENDRA SINGH	Independent
MadhyaPradesh	PRITHVIPUR	429	SONIRAM RAIKWAR	Madhya Pradesh Nav Nirman Sena
MadhyaPradesh	PRITHVIPUR	338	SANJEEV	Independent
MadhyaPradesh	PRITHVIPUR	752	None of the Above	None of the Above
MadhyaPradesh	PUSPRAJGARH	69192	PHUNDELAL SINGH MARKO	Indian National Congress
MadhyaPradesh	PUSPRAJGARH	33545	SUDAMA SINGH SINGRAM	Bharatiya Janata Party
MadhyaPradesh	PUSPRAJGARH	10759	LALAN SINGH PARASTE	Gondvana Gantantra Party
MadhyaPradesh	PUSPRAJGARH	4575	RAMKRIPAL	Bhartiya Shakti Chetna Party
MadhyaPradesh	PUSPRAJGARH	3924	JHAMAKLAL KOL	Communist Party of India  (Marxist)
MadhyaPradesh	PUSPRAJGARH	2635	RAM SHINGH ARMO	Samajwadi Party
MadhyaPradesh	PUSPRAJGARH	2501	SUDHEER KUMAR KAPARDI	Bahujan Samaj Party
MadhyaPradesh	PUSPRAJGARH	2025	SAMPAT SINGH DHURVE	Independent
MadhyaPradesh	PUSPRAJGARH	1434	HUBLAL TANDIYA	Nationalist Congress Party
MadhyaPradesh	PUSPRAJGARH	1248	RAMBALI SINGH	Independent
MadhyaPradesh	PUSPRAJGARH	1037	BHANWAR SINGH	Independent
MadhyaPradesh	PUSPRAJGARH	5349	None of the Above	None of the Above
MadhyaPradesh	RAGHOGARH	98041	JAIVARDHAN SINGH	Indian National Congress
MadhyaPradesh	RAGHOGARH	39837	RADHE SHYAM DHAKAD SON OF AMARLAL DHAKAD	Bharatiya Janata Party
MadhyaPradesh	RAGHOGARH	3632	RAJESH SINGH DHAKAD ADVOCATE	Bahujan Samaj Party
MadhyaPradesh	RAGHOGARH	1000	BRAHMANAND LODHA	Independent
MadhyaPradesh	RAGHOGARH	841	RADHESHYAM DHAKAD SON OF SHIVNARAYAN DHAKAD	Independent
MadhyaPradesh	RAGHOGARH	777	JAGDISH SHARMA	Samajwadi Party
MadhyaPradesh	RAGHOGARH	590	RADHESHYAM DHAKAD SON OF RAMCHARAN DHAKAD	Independent
MadhyaPradesh	RAGHOGARH	375	RAJESH AHIRWAR	Independent
MadhyaPradesh	RAGHOGARH	321	BABLESH PRAJAPATI	Independent
MadhyaPradesh	RAGHOGARH	285	PAPPU KHATIK	Independent
MadhyaPradesh	RAGHOGARH	217	JITENDRA VALMEEK	Lok Jan Shakti Party
MadhyaPradesh	RAGHOGARH	2587	None of the Above	None of the Above
MadhyaPradesh	RAIGAON	42610	USHA CHOUDHARY	Bahujan Samaj Party
MadhyaPradesh	RAIGAON	38501	PUSHPRAJ BAGRI	Bharatiya Janata Party
MadhyaPradesh	RAIGAON	27708	GAYA PRASAD BAGRI	Indian National Congress
MadhyaPradesh	RAIGAON	3780	DHIRENDRA SINGH DHEERU	Independent
MadhyaPradesh	RAIGAON	1615	DILIP KUMAR	Rashtriya Parivartan Dal
MadhyaPradesh	RAIGAON	1460	SUKHVANTI KORI	Samajwadi Party
MadhyaPradesh	RAIGAON	1032	RAJENDRA DAHIYA RAJU	All India Forward Bloc
MadhyaPradesh	RAIGAON	953	CHHOTELAL DOHAR	Independent
MadhyaPradesh	RAIGAON	815	BAIJNATH CHOUDHARY	Independent
MadhyaPradesh	RAIGAON	740	SHIV BAHOR	Independent
MadhyaPradesh	RAIGAON	353	HANUMAN DEEN	Gondvana Gantantra Party
MadhyaPradesh	RAIGAON	292	MANIRAM BAGRI	Samata Samadhan Party
MadhyaPradesh	RAIGAON	2206	None of the Above	None of the Above
MadhyaPradesh	RAJGARH	97735	AMARSINGH YADAV	Bharatiya Janata Party
MadhyaPradesh	RAJGARH	46524	SHIVSINGH BAMLABE	Indian National Congress
MadhyaPradesh	RAJGARH	2125	DEVILAL TANWAR	Bahujan Samaj Party
MadhyaPradesh	RAJGARH	1079	THA. JAGDISH SINGH PARMAR	Jan-Nyay Dal
MadhyaPradesh	RAJGARH	860	HARKOOBAI	Independent
MadhyaPradesh	RAJGARH	778	INDERSINGH TANWAR JAMSHERPURA	Independent
MadhyaPradesh	RAJGARH	763	BALRAM BATHAM	Independent
MadhyaPradesh	RAJGARH	585	ANARSINGH	Independent
MadhyaPradesh	RAJGARH	503	RAMSHANKAR NAGAR DEHRI BAMAN WALE	Bahujan Sangharshh Dal
MadhyaPradesh	RAJGARH	395	FAKEER MOHAMMAD RUIWALE KHUJNER	Independent
