Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
TARA SINGH RATHIYA,Aam Aadmi Party,12133,Chhattisgarh,RAIGARH,S26,2
KRIPARAM SIDAR,Gondvana Gantantra Party,11227,Chhattisgarh,RAIGARH,S26,2
BAJARANG SIDAR,Independent,11098,Chhattisgarh,RAIGARH,S26,2
RAM NARAYAN AYAM,Ambedkarite Party of India,8747,Chhattisgarh,RAIGARH,S26,2
DHANANJAY RATHIYA,Independent,8046,Chhattisgarh,RAIGARH,S26,2
AMRIT TIRKEY,Independent,7975,Chhattisgarh,RAIGARH,S26,2
JOSEPH BARA,Independent,5168,Chhattisgarh,RAIGARH,S26,2
PAULUS KUJUR,Bahujan Mukti Party,5094,Chhattisgarh,RAIGARH,S26,2
None of the Above,None of the Above,28480,Chhattisgarh,RAIGARH,S26,2
KAMLA PATLE,Bharatiya Janata Party,518909,Chhattisgarh,JANJGIR-CHAMPA,S26,3
PREM CHAND JAYASI,Indian National Congress,343948,Chhattisgarh,JANJGIR-CHAMPA,S26,3
DUJ RAM BOUDDH,Bahujan Samaj Party,125617,Chhattisgarh,JANJGIR-CHAMPA,S26,3
DADOO RAM MANHAR,Aam Aadmi Party,16862,Chhattisgarh,JANJGIR-CHAMPA,S26,3
VRINDA CHAUHAN,Independent,8982,Chhattisgarh,JANJGIR-CHAMPA,S26,3
LAKHAN LAL LAHRE,Independent,7535,Chhattisgarh,JANJGIR-CHAMPA,S26,3
SATYENDRA BHANDARI,Ambedkarite Party of India,6275,Chhattisgarh,JANJGIR-CHAMPA,S26,3
PREMSHANKAR MAHILANGE,Independent,5309,Chhattisgarh,JANJGIR-CHAMPA,S26,3
DEEPAK NARANG,Independent,3977,Chhattisgarh,JANJGIR-CHAMPA,S26,3
CHAITRAM SURYAVANSHI ADHIWAKTA,Independent,3208,Chhattisgarh,JANJGIR-CHAMPA,S26,3
JEEVAN LAL BHARATI,Independent,2962,Chhattisgarh,JANJGIR-CHAMPA,S26,3
JAGDISH PRASAD NIRALA,Independent,2890,Chhattisgarh,JANJGIR-CHAMPA,S26,3
LAKHAN LAL CHAUHAN,Bahujan Mukti Party,2859,Chhattisgarh,JANJGIR-CHAMPA,S26,3
NOHAR SINGH SONWANI,Samajwadi Party,2852,Chhattisgarh,JANJGIR-CHAMPA,S26,3
KAUSHAL PRASAD NAVARANG,Independent,2724,Chhattisgarh,JANJGIR-CHAMPA,S26,3
None of the Above,None of the Above,18438,Chhattisgarh,JANJGIR-CHAMPA,S26,3
DR. BANSHILAL MAHTO,Bharatiya Janata Party,439002,Chhattisgarh,KORBA,S26,4
CHARAN DAS MAHANT,Indian National Congress,434737,Chhattisgarh,KORBA,S26,4
HIRASINGH MARKAM,Gondvana Gantantra Party,52753,Chhattisgarh,KORBA,S26,4
JEEVAN LAL RAOUTEL,Independent,18459,Chhattisgarh,KORBA,S26,4
AMAR NATH PANDEY,Aam Aadmi Party,14594,Chhattisgarh,KORBA,S26,4
DHANSINGH DHURVE,Bahujan Samaj Party,14198,Chhattisgarh,KORBA,S26,4
PRATAP BHANU,Independent,9495,Chhattisgarh,KORBA,S26,4
CHARAN BHAYA,Independent,6919,Chhattisgarh,KORBA,S26,4
JATA SHANKAR PANDAY,Independent,6461,Chhattisgarh,KORBA,S26,4
S.R. ANCHAL,Independent,5657,Chhattisgarh,KORBA,S26,4
CHANDRA BHUSHAN PRATAP SINGH KANWAR,Ambedkarite Party of India,5238,Chhattisgarh,KORBA,S26,4
LAXMAN LAL KAIWART,Chhattisgarhiya Party,4265,Chhattisgarh,KORBA,S26,4
PHULESHWAR PRASAD SURAJIHA,Independent,4111,Chhattisgarh,KORBA,S26,4
RAJESH KUMAR PANDEY,Independent,3676,Chhattisgarh,KORBA,S26,4
DR.URMILA SINGH MARKO,Rashtriya Gondvana Party,2768,Chhattisgarh,KORBA,S26,4
HARBHAJAN SINGH SHYAM,Independent,2728,Chhattisgarh,KORBA,S26,4
RAJENDRA SINGH KANWAR,Chhattisgarh Swabhiman Manch,2700,Chhattisgarh,KORBA,S26,4
MOHAN LAL BARGAHI,Independent,2679,Chhattisgarh,KORBA,S26,4
FATTE SINGH SHYAM,Independent,2671,Chhattisgarh,KORBA,S26,4
KEWAL GOSWAMI,Samajwadi Party,2478,Chhattisgarh,KORBA,S26,4
SEKH RAUF,Independent,2422,Chhattisgarh,KORBA,S26,4
RAJESH KUMAR MAHANT,Janata Dal  (United),2333,Chhattisgarh,KORBA,S26,4
KAMAL DEO,Bhartiya Shakti Chetna Party,1998,Chhattisgarh,KORBA,S26,4
SHAMBHU PRASAD SHARMA ADVOCATE,Independent,1808,Chhattisgarh,KORBA,S26,4
None of the Above,None of the Above,8570,Chhattisgarh,KORBA,S26,4
LAKHAN LAL SAHU,Bharatiya Janata Party,561387,Chhattisgarh,BILASPUR,S26,5
KARUNA SHUKLA,Indian National Congress,384951,Chhattisgarh,BILASPUR,S26,5
DHARAM BHARGAV,Bahujan Samaj Party,26340,Chhattisgarh,BILASPUR,S26,5
ANAND MISHRA,Aam Aadmi Party,20733,Chhattisgarh,BILASPUR,S26,5
PRAKASH SURYA,Independent,14918,Chhattisgarh,BILASPUR,S26,5
BALDAU PRASAD SAHU,Independent,13339,Chhattisgarh,BILASPUR,S26,5
DINESH KUMAR SINGH KHUSRO NIKHIL,Independent,12024,Chhattisgarh,BILASPUR,S26,5
DILIP KOSHLE,Independent,6911,Chhattisgarh,BILASPUR,S26,5
DAOSINGH MARAVI,Independent,5385,Chhattisgarh,BILASPUR,S26,5
ENG. RAMFAL MANDREY,Ambedkarite Party of India,4294,Chhattisgarh,BILASPUR,S26,5
GANESH YADAV,Gondvana Gantantra Party,4279,Chhattisgarh,BILASPUR,S26,5
RAM SINGH PANDRAM (PENDRO),Independent,4034,Chhattisgarh,BILASPUR,S26,5
DAYADAS LAHRE,Independent,2988,Chhattisgarh,BILASPUR,S26,5
JAITRAM KHANDE,Independent,2369,Chhattisgarh,BILASPUR,S26,5
SARITA VIJAY SONI,Independent,2244,Chhattisgarh,BILASPUR,S26,5
AJAY PALI,Independent,2237,Chhattisgarh,BILASPUR,S26,5
MANIK DAHARIYA,Independent,2059,Chhattisgarh,BILASPUR,S26,5
SALIKRAM JOGI,Independent,1836,Chhattisgarh,BILASPUR,S26,5
RAMJI SAHU,Chhattisgarh Swabhiman Manch,1776,Chhattisgarh,BILASPUR,S26,5
DHANIRAM YADAV,Samajwadi Party,1706,Chhattisgarh,BILASPUR,S26,5
RAMESHWAR KEWAT,Independent,1661,Chhattisgarh,BILASPUR,S26,5
LAKHAN LAL SAHU,Independent,1458,Chhattisgarh,BILASPUR,S26,5
DHANIRAM KHARE,Republican Paksha (Khoripa),1287,Chhattisgarh,BILASPUR,S26,5
LAKHANLAL SAHU,Independent,910,Chhattisgarh,BILASPUR,S26,5
LAKHAN LAL SAHU,Independent,910,Chhattisgarh,BILASPUR,S26,5
LAKHANLAL SAHU,Independent,855,Chhattisgarh,BILASPUR,S26,5
None of the Above,None of the Above,7566,Chhattisgarh,BILASPUR,S26,5
ABHISHEK SINGH,Bharatiya Janata Party,643473,Chhattisgarh,RAJNANDGAON,S26,6
KAMLESHWAR VERMA,Indian National Congress,407562,Chhattisgarh,RAJNANDGAON,S26,6
ANAND SAHU,Bahujan Samaj Party,20458,Chhattisgarh,RAJNANDGAON,S26,6
NARENDRA BANSOD ADVOCATE,Ambedkarite Party of India,11704,Chhattisgarh,RAJNANDGAON,S26,6
SAHUKAR BHASKAR,Independent,11478,Chhattisgarh,RAJNANDGAON,S26,6
WAMANRAO BAGDE,Independent,10891,Chhattisgarh,RAJNANDGAON,S26,6
BHASKAR DWIVEDI,Aam Aadmi Party,10733,Chhattisgarh,RAJNANDGAON,S26,6
SANTOSH CHANDRAKAR,Gondvana Gantantra Party,6007,Chhattisgarh,RAJNANDGAON,S26,6
RAMESH YADAV,Independent,5941,Chhattisgarh,RAJNANDGAON,S26,6
KHEMRAJ LODHI,Independent,5546,Chhattisgarh,RAJNANDGAON,S26,6
MURAD BHAI,Independent,5255,Chhattisgarh,RAJNANDGAON,S26,6
BHAGAT SONI,Chhattisgarh Swabhiman Manch,3636,Chhattisgarh,RAJNANDGAON,S26,6
LODHI SEEMA KAUSHIK,Samajwadi Party,3228,Chhattisgarh,RAJNANDGAON,S26,6
None of the Above,None of the Above,32384,Chhattisgarh,RAJNANDGAON,S26,6
TAMRADHWAJ SAHU,Indian National Congress,570687,Chhattisgarh,DURG,S26,7
SAROJ PANDEY,Bharatiya Janata Party,553839,Chhattisgarh,DURG,S26,7
VISHWA RATNA SINHA,Aam Aadmi Party,17454,Chhattisgarh,DURG,S26,7
ARUN JOSHI,Independent,16529,Chhattisgarh,DURG,S26,7
MUNNA CHANDRAKAR,Bahujan Samaj Party,15600,Chhattisgarh,DURG,S26,7
AATMA RAM SAHU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),10371,Chhattisgarh,DURG,S26,7
KSHITIJ KUMAR SHAMBHARKAR,Republican Paksha (Khoripa),8120,Chhattisgarh,DURG,S26,7
ALFRED VIKAS LOUISE,Independent,7098,Chhattisgarh,DURG,S26,7
SHRIKANT SHAH,Janata Dal  (United),5340,Chhattisgarh,DURG,S26,7
SHEEMA RAHANGDALE,Ambedkarite Party of India,5104,Chhattisgarh,DURG,S26,7
SUBODH KUMAR GUPTA,Republican Party of India (A),4711,Chhattisgarh,DURG,S26,7
JINENDRA GHRITLAHARE,Independent,4537,Chhattisgarh,DURG,S26,7
SHAILENDRA BANJARE (SHAKTIPURTA),Shakti Sena (Bharat Desh),2903,Chhattisgarh,DURG,S26,7
HIRALAL ANNANT,Independent,2901,Chhattisgarh,DURG,S26,7
SAHETRU SINGH,Independent,2736,Chhattisgarh,DURG,S26,7
JAI PRAKASH NAIR,Communist Party of India  (Marxist-Leninist)  (Liberation),2560,Chhattisgarh,DURG,S26,7
ENGG. CHANDRAPRAKASH MANDLE,Independent,2301,Chhattisgarh,DURG,S26,7
A.K.MOHAN,All India Trinamool Congress,2286,Chhattisgarh,DURG,S26,7
MANNU LAL PARGANIHA,Chhattisgarh Swabhiman Manch,2159,Chhattisgarh,DURG,S26,7
SARJU PRASAD SHUKLA,Independent,2114,Chhattisgarh,DURG,S26,7
BHARAT BHUSHAN PANDEY,Communist Party of India (Marxist-Leninist) Red Star,1427,Chhattisgarh,DURG,S26,7
ADHIWAKTA NARENDRA GUPTA,Bhrashtachar Mukti Morcha,1413,Chhattisgarh,DURG,S26,7
SHITKARAN MAHILVAR,Independent,1225,Chhattisgarh,DURG,S26,7
DIWAKAR BAIRAGI,Independent,1150,Chhattisgarh,DURG,S26,7
RADHA BAI YADAV,Independent,1011,Chhattisgarh,DURG,S26,7
BALDAU PRASAD SAHU,Independent,859,Chhattisgarh,DURG,S26,7
None of the Above,None of the Above,11907,Chhattisgarh,DURG,S26,7
RAMESH BAIS,Bharatiya Janata Party,654922,Chhattisgarh,RAIPUR,S26,8
SATYA NARAYAN SHARMA (SATTU BHAIYA),Indian National Congress,483276,Chhattisgarh,RAIPUR,S26,8
SANDEEP TIWARI,Aam Aadmi Party,15139,Chhattisgarh,RAIPUR,S26,8
GURUJI VIRENDRA KUMAR DAHARIYA,Bahujan Samaj Party,13147,Chhattisgarh,RAIPUR,S26,8
OM PRAKASH DANDE,Independent,12699,Chhattisgarh,RAIPUR,S26,8
SHAMEEM KHAN,Independent,6750,Chhattisgarh,RAIPUR,S26,8
ABDUL SAFIQ KHAN,Independent,6250,Chhattisgarh,RAIPUR,S26,8
AJAY VERMA,Chhattisgarh Swabhiman Manch,4963,Chhattisgarh,RAIPUR,S26,8
KAMALUDDIN,Independent,4316,Chhattisgarh,RAIPUR,S26,8
UMESH KUMAR VERMA,Independent,3527,Chhattisgarh,RAIPUR,S26,8
RIJHENDRA DAHARIYA,Independent,3398,Chhattisgarh,RAIPUR,S26,8
SHANKAR LAL VARANDANI,Independent,2726,Chhattisgarh,RAIPUR,S26,8
ANIL KUMAR UMRE,Ambedkarite Party of India,2700,Chhattisgarh,RAIPUR,S26,8
RAMGOPAL VERMA,All India Trinamool Congress,2619,Chhattisgarh,RAIPUR,S26,8
KRANTI CHANDRAKAR,Independent,2521,Chhattisgarh,RAIPUR,S26,8
NAARAD PRASAD NISHAD,Independent,2215,Chhattisgarh,RAIPUR,S26,8
LALIT KUMAR PATEL,Independent,2184,Chhattisgarh,RAIPUR,S26,8
SATANAMI SANTOSH DAHARIYA,Independent,1657,Chhattisgarh,RAIPUR,S26,8
RAMKRISHNA VERMA,Independent,1596,Chhattisgarh,RAIPUR,S26,8
MAHESH HARPAL,Shakti Sena (Bharat Desh),1562,Chhattisgarh,RAIPUR,S26,8
KRISHNANANDAN SINGH,Independent,1527,Chhattisgarh,RAIPUR,S26,8
NAVEEN GUPTA,Samajwadi Party,1507,Chhattisgarh,RAIPUR,S26,8
MEERA SHARMA,Independent,1405,Chhattisgarh,RAIPUR,S26,8
BISAHAT KURRE,Communist Party of India  (Marxist-Leninist)  (Liberation),1365,Chhattisgarh,RAIPUR,S26,8
NARESH TANDI,Independent,1329,Chhattisgarh,RAIPUR,S26,8
MADAN LAL SAHU,Communist Party of India (Marxist-Leninist) Red Star,1143,Chhattisgarh,RAIPUR,S26,8
YASMIN BEG,Independent,1086,Chhattisgarh,RAIPUR,S26,8
OMPRAKASH MESHRAM,Republican Paksha (Khoripa),1026,Chhattisgarh,RAIPUR,S26,8
TARZAN JANGDE,Independent,962,Chhattisgarh,RAIPUR,S26,8
IMRRAN PASHA,Aazadi Ka Antim Aandolan Dal,937,Chhattisgarh,RAIPUR,S26,8
MOINUDIN TANVAR(MONU),Independent,922,Chhattisgarh,RAIPUR,S26,8
BASMATI KSHATRIYA,Independent,817,Chhattisgarh,RAIPUR,S26,8
TEEKAM KUMAR TONDARE,Independent,741,Chhattisgarh,RAIPUR,S26,8
PRAVIN JAIN,Independent,729,Chhattisgarh,RAIPUR,S26,8
SAIYYAD JAVED ALI,Independent,724,Chhattisgarh,RAIPUR,S26,8
HORILAL YADAV,Independent,662,Chhattisgarh,RAIPUR,S26,8
None of the Above,None of the Above,5796,Chhattisgarh,RAIPUR,S26,8
CHANDU LAL SAHU (CHANDU BHAIYA),Bharatiya Janata Party,503514,Chhattisgarh,MAHASAMUND,S26,9
AJIT JOGI,Indian National Congress,502297,Chhattisgarh,MAHASAMUND,S26,9
CHANDU LAL SAHU,Independent,20255,Chhattisgarh,MAHASAMUND,S26,9
CHANDU LAL SAHU,Independent,12308,Chhattisgarh,MAHASAMUND,S26,9
CHANDU LAL SAHU,Independent,10797,Chhattisgarh,MAHASAMUND,S26,9
KANHAIYA LAL SAHU,Bahujan Samaj Party,10600,Chhattisgarh,MAHASAMUND,S26,9
CHANDU LAL SAHU,Independent,7091,Chhattisgarh,MAHASAMUND,S26,9
ABHA PANDEY (GUDIA),Chhattisgarh Swabhiman Manch,5868,Chhattisgarh,MAHASAMUND,S26,9
LAKSHMAN MASTURIYA,Aam Aadmi Party,5524,Chhattisgarh,MAHASAMUND,S26,9
CHANDU LAL SAHU,Independent,5497,Chhattisgarh,MAHASAMUND,S26,9
CHANDOO LAL SAHU,Independent,4718,Chhattisgarh,MAHASAMUND,S26,9
HEMANT PRADHAN,Independent,3911,Chhattisgarh,MAHASAMUND,S26,9
CHANDU RAM SAHU,Independent,3732,Chhattisgarh,MAHASAMUND,S26,9
SUKHNANDAN DESHKAR,Independent,3670,Chhattisgarh,MAHASAMUND,S26,9
PREETI DHRUW,Gondvana Gantantra Party,3090,Chhattisgarh,MAHASAMUND,S26,9
CHAMPA LAL PATEL,Independent,2409,Chhattisgarh,MAHASAMUND,S26,9
CHANDU LAL SAHU,Independent,2268,Chhattisgarh,MAHASAMUND,S26,9
CHANDURAM SAHU,Independent,2167,Chhattisgarh,MAHASAMUND,S26,9
PATEL SHRI DHAR CHANDRAKAR,Apna Dal,1665,Chhattisgarh,MAHASAMUND,S26,9
CHANDU RAM SAHU,Independent,1628,Chhattisgarh,MAHASAMUND,S26,9
VIJAY KUMAR PATEL,Independent,1523,Chhattisgarh,MAHASAMUND,S26,9
MOHAN LAL PATEL,Bhartiya Shakti Chetna Party,1395,Chhattisgarh,MAHASAMUND,S26,9
DR. RUPANAND SOI,Independent,1338,Chhattisgarh,MAHASAMUND,S26,9
GANGADHAR PATEL,Independent,1279,Chhattisgarh,MAHASAMUND,S26,9
DEV PRASAD KELKAR,Independent,1053,Chhattisgarh,MAHASAMUND,S26,9
MOTI LAL SAHU,Independent,904,Chhattisgarh,MAHASAMUND,S26,9
MOTILAL SAHU,Independent,753,Chhattisgarh,MAHASAMUND,S26,9
None of the Above,None of the Above,9955,Chhattisgarh,MAHASAMUND,S26,9
DINESH KASHYAP,Bharatiya Janata Party,385829,Chhattisgarh,BASTAR,S26,10
DEEPAK KARMA (BUNTY),Indian National Congress,261470,Chhattisgarh,BASTAR,S26,10
BIMALA SORI,Communist Party of India,33883,Chhattisgarh,BASTAR,S26,10
SONI SORI,Aam Aadmi Party,16903,Chhattisgarh,BASTAR,S26,10
AD. MANBODH BAGHEL,Bahujan Samaj Party,9774,Chhattisgarh,BASTAR,S26,10
ARJUN SINGH THAKUR,Ambedkarite Party of India,8966,Chhattisgarh,BASTAR,S26,10
SHANKAR THAKUR,Samajwadi Party,8136,Chhattisgarh,BASTAR,S26,10
COM. DEVCHAND DURUV,Communist Party of India (Marxist-Leninist) Red Star,6180,Chhattisgarh,BASTAR,S26,10
None of the Above,None of the Above,38772,Chhattisgarh,BASTAR,S26,10
VIKRAM DEV USENDI,Bharatiya Janata Party,465215,Chhattisgarh,KANKER,S26,11
FOOLODEVI NETAM,Indian National Congress,430057,Chhattisgarh,KANKER,S26,11
RAMESH KUMAR GAWDE,Communist Party of India,23482,Chhattisgarh,KANKER,S26,11
MAHENDRA GAWADE,Independent,14136,Chhattisgarh,KANKER,S26,11
SANTOSH KUMAR DHRUW,Aam Aadmi Party,10606,Chhattisgarh,KANKER,S26,11
RAMSAY KORRAM,Bahujan Samaj Party,9391,Chhattisgarh,KANKER,S26,11
JAMUNA MANDAVI,Chhattisgarh Swabhiman Manch,8972,Chhattisgarh,KANKER,S26,11
MALIK RAM THAKUR,Ambedkarite Party of India,8963,Chhattisgarh,KANKER,S26,11
HEMLAL MARKAM,Gondvana Gantantra Party,7586,Chhattisgarh,KANKER,S26,11
AMAL SAY SORI,Independent,6618,Chhattisgarh,KANKER,S26,11
None of the Above,None of the Above,31917,Chhattisgarh,KANKER,S26,11
VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,347227,Jharkhand,Rajmahal,S27,1
HEMLAL MURMU,Bharatiya Janata Party,312877,Jharkhand,Rajmahal,S27,1
DR. ANIL MURMU,Jharkhand Vikas Morcha (Prajatantrik),93358,Jharkhand,Rajmahal,S27,1
JYOTIN SOREN,Communist Party of India  (Marxist),51835,Jharkhand,Rajmahal,S27,1
KRISHNA SINGH,Indian Union Muslim League,15613,Jharkhand,Rajmahal,S27,1
BARNARD HEMBROM,Rashtriya Krantikari Samajwadi Party,8217,Jharkhand,Rajmahal,S27,1
DR. SURAE SOREN,Independent,7558,Jharkhand,Rajmahal,S27,1
TALA HANSDA,Independent,7363,Jharkhand,Rajmahal,S27,1
ARJUN PRASAD SINGH,AJSU Party,6497,Jharkhand,Rajmahal,S27,1
SUNIRAM HEMBROM,Independent,6200,Jharkhand,Rajmahal,S27,1
ARUN MARANDI,Bahujan Samaj Party,4551,Jharkhand,Rajmahal,S27,1
None of the Above,None of the Above,18952,Jharkhand,Rajmahal,S27,1
SHIBU SOREN,Jharkhand Mukti Morcha,335815,Jharkhand,Dumka,S27,2
SUNIL SOREN,Bharatiya Janata Party,296785,Jharkhand,Dumka,S27,2
BABU LAL MARANDI,Jharkhand Vikas Morcha (Prajatantrik),158122,Jharkhand,Dumka,S27,2
CHHAYA KOLE,Communist Party of India,26442,Jharkhand,Dumka,S27,2
SHRILAL KISKU,Independent,10347,Jharkhand,Dumka,S27,2
PULIS HEMRAM,Independent,10283,Jharkhand,Dumka,S27,2
BAGHRAI SOREN,Independent,9436,Jharkhand,Dumka,S27,2
SOKOL HANSDA,Bahujan Samaj Party,9059,Jharkhand,Dumka,S27,2
BABULAL SOREN,All India Trinamool Congress,6284,Jharkhand,Dumka,S27,2
BITIYA MANJHI,Communist Party of India  (Marxist-Leninist)  (Liberation),5813,Jharkhand,Dumka,S27,2
JOSHIL MURMU,Independent,4567,Jharkhand,Dumka,S27,2
STEPHAN BESRA,Jharkhand Disom Party,4310,Jharkhand,Dumka,S27,2
SAHADEO SOREN,Aam Aadmi Party,3739,Jharkhand,Dumka,S27,2
UMANATH KOLE,Independent,3733,Jharkhand,Dumka,S27,2
None of the Above,None of the Above,18325,Jharkhand,Dumka,S27,2
NISHIKANT DUBEY,Bharatiya Janata Party,380500,Jharkhand,Godda,S27,3
FURKAN ANSARI,Indian National Congress,319818,Jharkhand,Godda,S27,3
PRADIP YADAV,Jharkhand Vikas Morcha (Prajatantrik),193506,Jharkhand,Godda,S27,3
DAMODAR SINGH,All India Trinamool Congress,28246,Jharkhand,Godda,S27,3
SUNIL KUMAR GUPTA,Independent,22349,Jharkhand,Godda,S27,3
MANRAJ,Bahujan Samaj Party,20871,Jharkhand,Godda,S27,3
RAJVARDHAN AZAD,Janata Dal  (United),14034,Jharkhand,Godda,S27,3
SUBODH PRASAD,AJSU Party,10998,Jharkhand,Godda,S27,3
NIRANJAN PRASAD YADAV,Independent,9059,Jharkhand,Godda,S27,3
MANOJ KUMAR RAY,Independent,7447,Jharkhand,Godda,S27,3
NAVIN CHANDRA JHA,Independent,7278,Jharkhand,Godda,S27,3
MD. NOOR HASSAN,Samata Party,5132,Jharkhand,Godda,S27,3
JAI SHANKAR JHA,Aam Aadmi Party,5080,Jharkhand,Godda,S27,3
MD. JENUL,Bahujan Mukti Party,4466,Jharkhand,Godda,S27,3
GITA MANDAL,Communist Party of India  (Marxist-Leninist)  (Liberation),4344,Jharkhand,Godda,S27,3
MAHENDRA MURMU,Jharkhand Vikas Dal,3904,Jharkhand,Godda,S27,3
None of the Above,None of the Above,12410,Jharkhand,Godda,S27,3
SUNIL KUMAR SINGH,Bharatiya Janata Party,295862,Jharkhand,Chatra,S27,4
DHIRAJ PRASAD SAHU,Indian National Congress,117836,Jharkhand,Chatra,S27,4
NILAM DEVI,Jharkhand Vikas Morcha (Prajatantrik),104176,Jharkhand,Chatra,S27,4
NAGMANI,AJSU Party,35674,Jharkhand,Chatra,S27,4
KESHWAR YADAV,Samajwadi Party,29754,Jharkhand,Chatra,S27,4
BANWARI SAW,Communist Party of India,21261,Jharkhand,Chatra,S27,4
SIMA CHANDRAVANSI,Aam Aadmi Party,17980,Jharkhand,Chatra,S27,4
HAJI JAINUL ABEDIN,Bahujan Samaj Party,14929,Jharkhand,Chatra,S27,4
RAJ KUMAR PAHAN,Rashtriya Deshaj Party,10771,Jharkhand,Chatra,S27,4
RAMNARESH SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),8341,Jharkhand,Chatra,S27,4
NAUSHAD ALAM,All India Trinamool Congress,7841,Jharkhand,Chatra,S27,4
BALWANT KUMAR,Jharkhand Party,6845,Jharkhand,Chatra,S27,4
SUDHANSHU SUMAN,Independent,5843,Jharkhand,Chatra,S27,4
MAHESH SINGH YADAV,Janata Dal  (United),5783,Jharkhand,Chatra,S27,4
SAGAR RAM,Akhil Bharat Hindu Mahasabha,5743,Jharkhand,Chatra,S27,4
CHANDRADEO THAKUR,Socialist Party (India),4725,Jharkhand,Chatra,S27,4
MISTAR ALAM ASRAFEE,Rashtriya Jankranti Morcha,4647,Jharkhand,Chatra,S27,4
ANIL KUMAR ORAON,Independent,4209,Jharkhand,Chatra,S27,4
ASHISH BHUSHAN PATHAK,Independent,2944,Jharkhand,Chatra,S27,4
ROBIN SINGH,Independent,2016,Jharkhand,Chatra,S27,4
None of the Above,None of the Above,5791,Jharkhand,Chatra,S27,4
RAVINDRA KR. RAY,Bharatiya Janata Party,248852,Jharkhand,Kodarma,S27,5
RAJKUMAR YADAV,Communist Party of India  (Marxist-Leninist)  (Liberation),176170,Jharkhand,Kodarma,S27,5
PRANAV KUMAR VERMA,Jharkhand Vikas Morcha (Prajatantrik),106622,Jharkhand,Kodarma,S27,5
TILAKDHARI PD SINGH,Indian National Congress,39334,Jharkhand,Kodarma,S27,5
NAJRUL HASSAN HASHMI,AJSU Party,16912,Jharkhand,Kodarma,S27,5
KRISHNA SINGH,Janata Dal  (United),15198,Jharkhand,Kodarma,S27,5
KANCHAN KUMARI,Independent,14485,Jharkhand,Kodarma,S27,5
MANJU KUMARI,All India Trinamool Congress,9023,Jharkhand,Kodarma,S27,5
BISHESHWAR PRASAD,Bahujan Samaj Party,8942,Jharkhand,Kodarma,S27,5
VIJAY KUMAR CHOURASIYA,Aam Aadmi Party,8556,Jharkhand,Kodarma,S27,5
SHIVANATH SAV,Independent,7682,Jharkhand,Kodarma,S27,5
JAIDEO CHAUDHARY,Samajwadi Party,5795,Jharkhand,Kodarma,S27,5
DR. SURAJ MANDAL,Jharkhand Vikas Dal,5153,Jharkhand,Kodarma,S27,5
RAGHUNANDAN PRASAD VISHWAKARMA,All India Forward Bloc,4883,Jharkhand,Kodarma,S27,5
RAMESHWAR PRASAD YADAV,Independent,4548,Jharkhand,Kodarma,S27,5
MAHENDRA RAVIDAS,Bahujan Mukti Party,4232,Jharkhand,Kodarma,S27,5
PHALJIT MAHTO,Independent,4228,Jharkhand,Kodarma,S27,5
YOGENDRA RAM,Akhil Bharatiya Jan Sangh,3270,Jharkhand,Kodarma,S27,5
MD. JALIL ANSARI,National Loktantrik Party,3043,Jharkhand,Kodarma,S27,5
MANOJ KUMAR,Independent,2016,Jharkhand,Kodarma,S27,5
None of the Above,None of the Above,4830,Jharkhand,Kodarma,S27,5
RAVINDRA KUMAR PANDEY,Bharatiya Janata Party,391913,Jharkhand,Giridih,S27,6
JAGARNATH MAHTO,Jharkhand Mukti Morcha,351600,Jharkhand,Giridih,S27,6
SABA AHMAD,Jharkhand Vikas Morcha (Prajatantrik),57380,Jharkhand,Giridih,S27,6
UMESH CHANDRA MEHTA,AJSU Party,55531,Jharkhand,Giridih,S27,6
JALESHWAR MAHATO,Janata Dal  (United),40010,Jharkhand,Giridih,S27,6
SANJEEV KUMAR MAHATO,Independent,13132,Jharkhand,Giridih,S27,6
ASHUTOSH VERMA,All India Trinamool Congress,11355,Jharkhand,Giridih,S27,6
GURJEET SINGH,Aam Aadmi Party,7071,Jharkhand,Giridih,S27,6
DILIP KR RAJAK,Independent,6406,Jharkhand,Giridih,S27,6
KARTIK MAHTO,Bahujan Samaj Party,6341,Jharkhand,Giridih,S27,6
SOHRAB SHAH,Bahujan Mukti Party,5072,Jharkhand,Giridih,S27,6
BIDESHI MAHTO,Jharkhand Disom Party,4325,Jharkhand,Giridih,S27,6
SHIVA MAHTO,Independent,3660,Jharkhand,Giridih,S27,6
SAJJADUR RAB HASAMI,Independent,3512,Jharkhand,Giridih,S27,6
SANJEEV KUMAR SINHA,All India Forward Bloc,2988,Jharkhand,Giridih,S27,6
JEETENDRA KUMAR,Samajwadi Party,2825,Jharkhand,Giridih,S27,6
MRINAL KANTI DEV,Socialist Party (Lohia),1997,Jharkhand,Giridih,S27,6
None of the Above,None of the Above,4879,Jharkhand,Giridih,S27,6
PASHUPATI NATH SINGH,Bharatiya Janata Party,543491,Jharkhand,Dhanbad,S27,7
AJAY KUMAR DUBEY,Indian National Congress,250537,Jharkhand,Dhanbad,S27,7
ANAND MAHATO,Marxist Co-Ordination,110185,Jharkhand,Dhanbad,S27,7
