"AC Name","State","male 18-19","female 18-19","others 18-19","total 18-19","gender roll ratio","electors with EPIC","EPIC percent","electors with photo","PER Percent","male above 18","female above 18","others above 18","total above 18"
"Bapatla","Andhra Pradesh",1875,1250,1,3126,"1035 ","165401 ",100.00,"165401 ",100.00,81292,84099,10,165401
"Prathipadu (SC)","Andhra Pradesh",2140,1709,1,3850,"1045 ","221936 ",100.00,"221936 ",100.00,108528,113392,16,221936
"Guntur West","Andhra Pradesh",3779,2994,3,6776,"1020 ","243914 ",100.00,"243914 ",100.00,120715,123159,40,243914
"Guntur East","Andhra Pradesh",2563,1975,4,4542,"1019 ","215517 ",100.00,"215517 ",100.00,106736,108764,17,215517
"Chilakaluripet","Andhra Pradesh",2794,2032,4,4830,"1059 ","195328 ",100.00,"195328 ",100.00,94871,100445,12,195328
"Narasaraopet","Andhra Pradesh",2729,1920,0,4649,"1023 ","192166 ",100.00,"192166 ",100.00,95000,97158,8,192166
"Sattenapalli","Andhra Pradesh",2345,1468,2,3815,"1009 ","202780 ",100.00,"202780 ",100.00,100925,101843,12,202780
"Vinukonda","Andhra Pradesh",2545,1710,1,4256,"1009 ","223152 ",100.00,"223152 ",100.00,111082,112056,14,223152
"Gurazala","Andhra Pradesh",3508,2394,1,5903,"1021 ","232955 ",100.00,"232955 ",100.00,115248,117676,31,232955
"Macherla","Andhra Pradesh",3132,2029,4,5165,"1024 ","231811 ",100.00,"231811 ",100.00,114535,117263,13,231811
"Yerragondapalem","Andhra Pradesh",2681,1664,1,4346,"982 ","183527 ",100.00,"183527 ",100.00,92597,90927,3,183527
"Darsi","Andhra Pradesh",3883,2653,2,6538,"993 ","194588 ",100.00,"194588 ",100.00,97640,96941,7,194588
"Parchur","Andhra Pradesh",2406,1486,4,3896,"1039 ","206282 ",100.00,"206282 ",100.00,101141,105123,18,206282
"Addanki","Andhra Pradesh",2433,1663,2,4098,"1026 ","213389 ",100.00,"213389 ",100.00,105328,108053,8,213389
"Chirala","Andhra Pradesh",2548,1797,3,4348,"1052 ","178425 ",100.00,"178425 ",100.00,86965,91448,12,178425
"Santhanuthalapadu","Andhra Pradesh",3204,2285,1,5490,"1015 ","196569 ",100.00,"196569 ",100.00,97534,99025,10,196569
"Ongole","Andhra Pradesh",2410,2004,1,4415,"1043 ","225174 ",100.00,"225174 ",100.00,110212,114942,20,225174
"Kandukur","Andhra Pradesh",1727,1216,1,2944,"1003 ","191543 ",100.00,"191543 ",100.00,95621,95920,3,191544
"Kondapi","Andhra Pradesh",2007,1283,1,3291,"1018 ","208749 ",100.00,"208749 ",100.00,103439,105302,8,208749
"Markapuram","Andhra Pradesh",5356,3464,3,8823,"981 ","189585 ",100.00,"189585 ",100.00,95686,93876,22,189584
"Giddalur","Andhra Pradesh",3057,1752,0,4809,"1007 ","212249 ",100.00,"212249 ",100.00,105749,106488,12,212249
"Kanigiri","Andhra Pradesh",1635,1049,0,2684,"975 ","202101 ",100.00,"202101 ",100.00,102319,99769,13,202101
"Kavali","Andhra Pradesh",1604,1160,0,2764,"1040 ","219107 ",100.00,"219107 ",100.00,107404,111676,27,219107
"Atmakur","Andhra Pradesh",1983,1477,2,3462,"1011 ","203693 ",100.00,"203693 ",100.00,101291,102379,23,203693
"Kovur","Andhra Pradesh",1956,1466,2,3424,"1071 ","234914 ",100.00,"234914 ",100.00,113440,121454,20,234914
"Nellore City","Andhra Pradesh",2585,1798,1,4384,"974 ","229360 ",100.00,"229360 ",100.00,116178,113109,73,229360
"Nellore Rural","Andhra Pradesh",1969,1608,3,3580,"1018 ","238865 ",100.00,"238865 ",100.00,118359,120487,19,238865
"Sarvepalli","Andhra Pradesh",2010,1526,0,3536,"1029 ","199067 ",100.00,"199067 ",100.00,98079,100971,17,199067
"Gudur","Andhra Pradesh",2486,1706,2,4194,"1041 ","210541 ",100.00,"210541 ",100.00,103159,107359,23,210541
"Sullurpeta","Andhra Pradesh",2618,1812,3,4433,"1021 ","218029 ",100.00,"218029 ",100.00,107870,110134,25,218029
"Venkatagiri","Andhra Pradesh",2541,1742,4,4287,"1020 ","208816 ",100.00,"208816 ",100.00,103350,105442,24,208816
"Udayagiri","Andhra Pradesh",2075,1433,0,3508,"996 ","219047 ",100.00,"219047 ",100.00,109753,109286,8,219047
"Badvel","Andhra Pradesh",2816,1774,0,4590,"1002 ","205470 ",100.00,"205470 ",100.00,102648,102819,3,205470
"Rajampet","Andhra Pradesh",2425,1736,0,4161,"1071 ","202633 ",100.00,"202633 ",100.00,97820,104796,17,202633
"Kadapa","Andhra Pradesh",4658,3520,6,8184,"1007 ","255193 ",100.00,"255193 ",100.00,127113,128050,30,255193
"Kodur","Andhra Pradesh",1847,1241,0,3088,"1070 ","171130 ",100.00,"171130 ",100.00,82648,88468,14,171130
"Rayachoti","Andhra Pradesh",2858,1845,2,4705,"1021 ","217006 ",100.00,"217006 ",100.00,107371,109618,17,217006
"Pulivendla","Andhra Pradesh",3669,2771,1,6441,"1026 ","216680 ",100.00,"216680 ",100.00,106936,109734,10,216680
"Kamalapuram","Andhra Pradesh",2636,1836,2,4474,"1026 ","179707 ",100.00,"179707 ",100.00,88709,90976,22,179707
"Jammalamadugu","Andhra Pradesh",3375,2522,1,5898,"1051 ","220680 ",100.00,"220680 ",100.00,107564,113095,21,220680
"Proddatur","Andhra Pradesh",3268,2556,2,5826,"1043 ","218255 ",100.00,"218255 ",100.00,106807,111436,12,218255
"Mydukur","Andhra Pradesh",3021,2125,2,5148,"1036 ","188651 ",100.00,"188651 ",100.00,92636,96008,7,188651
"Allagadda","Andhra Pradesh",2705,1814,5,4524,"1027 ","214948 ",100.00,"214948 ",100.00,106014,108918,16,214948
"Srisailam","Andhra Pradesh",2737,1778,2,4517,"1015 ","177509 ",100.00,"177509 ",100.00,88076,89409,24,177509
"Nandikotkur","Andhra Pradesh",3186,1820,3,5009,"1014 ","198848 ",100.00,"198848 ",100.00,98709,100117,22,198848
"Kurnool","Andhra Pradesh",4401,3613,5,8019,"1005 ","233598 ",100.00,"233598 ",100.00,116467,117102,29,233598
"Panyam","Andhra Pradesh",4434,3067,1,7502,"1001 ","269346 ",100.00,"269346 ",100.00,134593,134726,27,269346
"Nandyal","Andhra Pradesh",3615,2787,3,6405,"1018 ","230811 ",100.00,"230811 ",100.00,114316,116428,67,230811
"Banaganapalle","Andhra Pradesh",2884,1906,2,4792,"1015 ","210782 ",100.00,"210782 ",100.00,104621,106143,18,210782
"Dhone","Andhra Pradesh",2839,2079,3,4921,"1003 ","218744 ",100.00,"218744 ",100.00,109198,109496,50,218744
"Pattikonda","Andhra Pradesh",2784,1680,1,4465,"993 ","194651 ",100.00,"194651 ",100.00,97684,96951,16,194651
"Kodumur","Andhra Pradesh",2747,1798,1,4546,"1000 ","200195 ",100.00,"200195 ",100.00,100102,100082,11,200195
"Yemmiganur","Andhra Pradesh",2752,1861,0,4613,"1023 ","216132 ",100.00,"216132 ",100.00,106845,109265,22,216132
"Mantralayam","Andhra Pradesh",2494,1269,1,3764,"1028 ","176438 ",100.00,"176438 ",100.00,87001,89425,12,176438
"Adoni","Andhra Pradesh",2886,1976,3,4865,"1006 ","206999 ",100.00,"206999 ",100.00,103189,103783,27,206999
"Alur","Andhra Pradesh",2339,1295,1,3635,"990 ","215147 ",100.00,"215147 ",100.00,108101,107030,16,215147
"Rayadurg","Andhra Pradesh",2888,1819,3,4710,"1001 ","219932 ",100.00,"219932 ",100.00,109905,110016,11,219932
"Uravakonda","Andhra Pradesh",2272,1457,2,3731,"981 ","187561 ",100.00,"187561 ",100.00,94661,92887,13,187561
"Guntakal","Andhra Pradesh",2907,2240,1,5148,"981 ","222264 ",100.00,"222264 ",100.00,112178,110051,35,222264
"Tadipatri","Andhra Pradesh",3186,2160,1,5347,"979 ","215085 ",100.00,"215085 ",100.00,108670,106400,15,215085
"Singanamala","Andhra Pradesh",3409,2226,1,5636,"970 ","208287 ",100.00,"208287 ",100.00,105727,102552,8,208287
"Anantapur urban","Andhra Pradesh",3618,2737,2,6357,"969 ","240973 ",100.00,"240973 ",100.00,122379,118562,32,240973
"KALYANDURG","Andhra Pradesh",3145,2025,5,5175,"975 ","189787 ",100.00,"189787 ",100.00,96078,93695,14,189787
"Raptadu","Andhra Pradesh",3478,2374,2,5854,"954 ","207726 ",100.00,"207726 ",100.00,106325,101384,17,207726
"Madakasira","Andhra Pradesh",2231,1409,1,3641,"968 ","186053 ",100.00,"186053 ",100.00,94542,91504,7,186053
"Hindupur","Andhra Pradesh",2447,1640,1,4088,"952 ","199427 ",100.00,"199427 ",100.00,102145,97272,10,199427
"Penukonda","Andhra Pradesh",2313,1345,1,3659,"959 ","195826 ",100.00,"195826 ",100.00,99967,95850,9,195826
"Puttaparthi","Andhra Pradesh",2211,1341,2,3554,"978 ","180957 ",100.00,"180957 ",100.00,91492,89458,7,180957
"Dharmavaram","Andhra Pradesh",2985,2072,2,5059,"969 ","214573 ",100.00,"214573 ",100.00,108954,105600,19,214573
"Kadiri","Andhra Pradesh",2387,1460,0,3847,"994 ","217338 ",100.00,"217338 ",100.00,108985,108348,5,217338
"Thamballapalle","Andhra Pradesh",3130,2012,4,5146,"1008 ","193878 ",100.00,"193878 ",100.00,96556,97295,27,193878
"Pileru","Andhra Pradesh",2258,1480,2,3740,"1016 ","205755 ",100.00,"205755 ",100.00,102047,103689,19,205755
"Madanapalle","Andhra Pradesh",3393,2415,2,5810,"983 ","227123 ",100.00,"227123 ",100.00,114496,112604,22,227122
"Punganur","Andhra Pradesh",3140,2031,1,5172,"1011 ","212725 ",100.00,"212725 ",100.00,105802,106914,13,212729
"Chandragiri","Andhra Pradesh",3283,2329,2,5614,"1016 ","247048 ",100.00,"247048 ",100.00,122535,124488,25,247048
"Tirupati","Andhra Pradesh",3198,2664,1,5863,"962 ","261795 ",100.00,"261795 ",100.00,133447,128316,32,261795
"Srikalahasti","Andhra Pradesh",3891,2856,0,6747,"1044 ","216309 ",100.00,"216309 ",100.00,105814,110484,11,216309
"Satyavedu","Andhra Pradesh",2191,1347,1,3539,"1043 ","189608 ",100.00,"189608 ",100.00,92817,96779,12,189608
"Nagari","Andhra Pradesh",3944,2660,0,6604,"1033 ","177547 ",100.00,"177547 ",100.00,87335,90204,8,177547
"Gangadhara Nellore","Andhra Pradesh",2430,1537,3,3970,"991 ","179284 ",100.00,"179284 ",100.00,90050,89229,5,179284
"Chittoor","Andhra Pradesh",2559,1957,1,4517,"1005 ","173820 ",100.00,"173820 ",100.00,86679,87123,16,173818
"Puthalapattu","Andhra Pradesh",2617,1814,4,4435,"1011 ","194780 ",100.00,"194780 ",100.00,96857,97911,12,194780
"Palamaner","Andhra Pradesh",3099,2028,0,5127,"999 ","229243 ",100.00,"229243 ",100.00,114690,114546,6,229242
"Kuppam","Andhra Pradesh",2602,1533,1,4136,"984 ","191585 ",100.00,"191585 ",100.00,96566,95002,17,191585
"LUMLA","Arunachal Pradesh",163,166,0,329,"1062 ","8120 ",99.00,"8117 ",99.00,3938,4184,0,8122
"TAWANG","Arunachal Pradesh",228,243,0,471,"968 ","9899 ",99.00,"9898 ",99.00,5030,4870,0,9900
"MUKTO","Arunachal Pradesh",174,195,0,369,"1071 ","7120 ",100.00,"7119 ",99.00,3438,3682,0,7120
"DIRANG","Arunachal Pradesh",292,268,0,560,"981 ","12501 ",93.00,"13178 ",98.00,6740,6611,0,13351
"KALAKTANG","Arunachal Pradesh",252,218,0,470,"931 ","8405 ",93.00,"8979 ",99.00,4677,4352,0,9029
"THRIZINO-BURAGAON","Arunachal Pradesh",243,278,0,521,"896 ","13291 ",95.00,"13942 ",99.00,7377,6608,0,13985
"BOMDILA","Arunachal Pradesh",293,340,0,633,"931 ","9588 ",93.00,"10163 ",99.00,5291,4927,0,10218
"BAMENG","Arunachal Pradesh",180,195,0,375,"1156 ","9665 ",99.00,"9717 ",99.00,4529,5234,0,9763
"CHAYANG TAJO","Arunachal Pradesh",251,292,0,543,"1126 ","8963 ",92.00,"9639 ",99.00,4547,5120,0,9667
"SEPPA EAST","Arunachal Pradesh",145,157,0,302,"1084 ","9512 ",88.00,"10675 ",99.00,5130,5562,0,10692
"SEPPA WEST","Arunachal Pradesh",144,184,0,328,"1138 ","6004 ",96.00,"6176 ",99.00,2903,3304,0,6207
"PAKKE KESSANG","Arunachal Pradesh",164,166,0,330,"1147 ","6252 ",90.00,"6880 ",99.00,3215,3689,0,6904
"ITANAGAR","Arunachal Pradesh",838,717,0,1555,"872 ","60984 ",99.00,"60973 ",99.00,32587,28411,0,60998
"DOIMUKH","Arunachal Pradesh",435,486,0,921,"1044 ","23445 ",99.00,"23424 ",99.00,11483,11991,0,23474
"SAGALEE","Arunachal Pradesh",292,297,0,589,"1174 ","12560 ",99.00,"12558 ",99.00,5783,6787,0,12570
"YACHULI","Arunachal Pradesh",224,287,0,511,"1106 ","15082 ",100.00,"15081 ",99.00,7162,7920,0,15082
"ZIRO HAPOLI","Arunachal Pradesh",358,297,0,655,"1075 ","20901 ",100.00,"20897 ",99.00,10074,10828,0,20902
"PALIN","Arunachal Pradesh",161,173,0,334,"1176 ","12995 ",94.00,"13430 ",97.00,6346,7465,0,13811
"NYAPIN","Arunachal Pradesh",168,200,0,368,"1200 ","10853 ",93.00,"11410 ",98.00,5287,6344,0,11631
"TALI","Arunachal Pradesh",428,450,0,878,"1143 ","10382 ",89.00,"11104 ",95.00,5407,6182,0,11589
"KOLORIANG","Arunachal Pradesh",194,219,0,413,"1103 ","10773 ",91.00,"11633 ",98.00,5608,6186,0,11794
"NACHO","Arunachal Pradesh",297,413,0,710,"1185 ","10382 ",99.00,"10434 ",99.00,4786,5669,0,10455
"TALIHA","Arunachal Pradesh",416,470,0,886,"1158 ","9347 ",97.00,"9527 ",99.00,4422,5119,0,9541
"DAPORIJO","Arunachal Pradesh",362,423,0,785,"1085 ","16513 ",97.00,"16895 ",99.00,8121,8810,0,16931
"RAGA","Arunachal Pradesh",423,410,0,833,"1109 ","14879 ",95.00,"15611 ",99.00,7409,8219,0,15628
"DUMPORIJO","Arunachal Pradesh",204,234,0,438,"1078 ","11062 ",95.00,"11500 ",99.00,5554,5988,0,11542
"LIROMOBA","Arunachal Pradesh",217,229,0,446,"1075 ","11585 ",99.00,"11580 ",99.00,5595,6015,0,11610
"LIKABALI","Arunachal Pradesh",247,237,0,484,"990 ","10094 ",100.00,"10086 ",99.00,5073,5021,0,10094
"BASAR","Arunachal Pradesh",208,223,0,431,"1013 ","16245 ",99.00,"16233 ",99.00,8075,8178,0,16253
"ALONG WEST","Arunachal Pradesh",185,207,0,392,"1082 ","11889 ",99.00,"11859 ",99.00,5711,6180,0,11891
"ALONG EAST","Arunachal Pradesh",242,222,0,464,"932 ","12099 ",99.00,"12045 ",99.00,6279,5854,0,12133
"RUMGONG","Arunachal Pradesh",199,243,0,442,"1056 ","10504 ",99.00,"10489 ",99.00,5112,5398,0,10510
"MECHUKHA","Arunachal Pradesh",97,118,0,215,"1131 ","8700 ",94.00,"8964 ",97.00,4336,4905,0,9241
"TUTING YINGKIONG","Arunachal Pradesh",236,233,0,469,"935 ","11317 ",100.00,"11311 ",99.00,5850,5467,0,11317
"PANGIN","Arunachal Pradesh",226,260,0,486,"1005 ","12307 ",98.00,"12225 ",97.00,6253,6283,0,12536
"NARI-KOYU","Arunachal Pradesh",160,169,0,329,"1045 ","6914 ",99.00,"6901 ",99.00,3386,3537,0,6923
"PASIGHAT WEST","Arunachal Pradesh",236,214,0,450,"1071 ","12310 ",100.00,"12308 ",99.00,5943,6367,0,12310
"PASIGHAT EAST","Arunachal Pradesh",371,313,0,684,"983 ","19043 ",99.00,"19024 ",99.00,9607,9448,0,19055
"MEBO","Arunachal Pradesh",195,207,0,402,"1030 ","10066 ",99.00,"10063 ",99.00,4959,5109,0,10068
"MARIYANG-GEKU","Arunachal Pradesh",96,59,0,155,"996 ","10120 ",100.00,"10106 ",99.00,5069,5049,0,10118
"ANINI","Arunachal Pradesh",152,113,0,265,"1025 ","3887 ",99.00,"3888 ",99.00,1928,1976,0,3904
"DAMBUK","Arunachal Pradesh",235,250,0,485,"1034 ","11158 ",100.00,"11158 ",100.00,5487,5671,0,11158
"ROING","Arunachal Pradesh",313,319,0,632,"914 ","12069 ",100.00,"12068 ",99.00,6305,5764,0,12069
"TEZU","Arunachal Pradesh",489,468,0,957,"922 ","16351 ",100.00,"16351 ",100.00,8509,7842,0,16351
"HAYULIANG","Arunachal Pradesh",310,296,0,606,"994 ","10603 ",99.00,"10575 ",99.00,5341,5307,0,10648
"CHOWKHAM","Arunachal Pradesh",239,223,0,462,"863 ","13072 ",99.00,"13072 ",99.00,7024,6065,0,13089
"NAMSAI","Arunachal Pradesh",339,234,0,573,"902 ","20496 ",99.00,"20494 ",99.00,10777,9725,0,20502
"LEKANG","Arunachal Pradesh",415,357,0,772,"922 ","14964 ",99.00,"14964 ",99.00,7818,7206,0,15024
"BORDUMSA - DIYUM","Arunachal Pradesh",269,219,0,488,"858 ","14518 ",96.00,"14424 ",95.00,8134,6981,0,15115
"MIAO","Arunachal Pradesh",291,251,0,542,"955 ","17669 ",99.00,"17650 ",99.00,9079,8668,0,17747
"NAMPONG","Arunachal Pradesh",169,136,0,305,"923 ","8194 ",99.00,"8193 ",99.00,4286,3958,0,8244
"CHANGLANG SOUTH","Arunachal Pradesh",101,84,0,185,"974 ","4805 ",98.00,"4800 ",98.00,2469,2405,0,4874
"CHANGLANG NORTH","Arunachal Pradesh",154,123,0,277,"894 ","9039 ",99.00,"9023 ",99.00,4786,4278,0,9064
"NAMSANG","Arunachal Pradesh",150,106,0,256,"900 ","8852 ",94.00,"9354 ",99.00,4933,4439,0,9372
"KHONSA EAST","Arunachal Pradesh",238,198,0,436,"900 ","9605 ",94.00,"10175 ",99.00,5375,4837,0,10212
"KHONSA WEST","Arunachal Pradesh",278,232,0,510,"1012 ","8790 ",93.00,"9115 ",97.00,4666,4721,0,9387
"BORDURIA BOGAPANI","Arunachal Pradesh",139,135,0,274,"992 ","6649 ",94.00,"7059 ",99.00,3549,3520,0,7069
"KANUBARI","Arunachal Pradesh",320,280,0,600,"948 ","9491 ",91.00,"10210 ",98.00,5343,5063,0,10406
"LONGDING PUMAO","Arunachal Pradesh",274,200,0,474,"1027 ","9343 ",93.00,"10023 ",99.00,4950,5085,0,10035
"PONGCHAO WAKKA","Arunachal Pradesh",216,128,0,344,"976 ","12900 ",92.00,"13504 ",96.00,7076,6905,0,13981
"Ratabari (SC)","Assam",3355,2166,0,5521,"890 ","129672 ",93.00,"134655 ",97.00,73175,65097,0,138272
"Patharkandi","Assam",3844,2736,0,6580,"879 ","136692 ",94.00,"142346 ",98.00,77301,67935,0,145236
"Karimganj North","Assam",4287,2796,0,7083,"915 ","152779 ",94.00,"158950 ",97.00,84776,77578,0,162354
"Karimganj South","Assam",4729,3015,0,7744,"899 ","142156 ",94.00,"147521 ",97.00,79541,71540,0,151081
"Badarpur","Assam",3879,2671,0,6550,"920 ","124846 ",94.00,"128700 ",97.00,68669,63176,0,131845
"Hailakandi","Assam",2844,1795,0,4639,"914 ","123467 ",88.00,"130273 ",93.00,73204,66882,0,140086
"Katlichera","Assam",3337,2159,0,5496,"898 ","134430 ",88.00,"144264 ",95.00,79844,71726,0,151570
"Algapur","Assam",4080,2760,0,6840,"857 ","130079 ",94.00,"136196 ",98.00,74411,63745,0,138156
"Silchar","Assam",4122,3522,0,7644,"967 ","182832 ",88.00,"191420 ",93.00,104519,101098,0,205617
"Sonai","Assam",4513,3435,0,7948,"923 ","140752 ",92.00,"147598 ",97.00,78772,72740,0,151512
"Dholai","Assam",4364,2754,0,7118,"880 ","138865 ",91.00,"146727 ",96.00,80844,71166,0,152010
"Udharbond","Assam",3872,3060,0,6932,"918 ","123989 ",91.00,"130515 ",95.00,70933,65149,0,136082
"Lakhipur","Assam",3806,2910,0,6716,"911 ","125594 ",91.00,"131680 ",95.00,72019,65631,0,137650
"Barkhola","Assam",3787,2903,0,6690,"895 ","114876 ",92.00,"120549 ",97.00,65300,58467,0,123767
"Katigorah","Assam",5271,3627,0,8898,"889 ","141549 ",92.00,"149574 ",98.00,80609,71623,0,152232
"Haflong","Assam",2751,2690,0,5441,"968 ","113187 ",84.00,"118133 ",88.00,68091,65902,0,133993
"Bokajan","Assam",2258,2075,0,4333,"947 ","112899 ",91.00,"118249 ",95.00,63655,60278,0,123933
"Howraghat","Assam",2944,2907,0,5851,"981 ","104088 ",93.00,"109117 ",98.00,55983,54939,0,110922
"Diphu","Assam",3412,3534,0,6946,"958 ","150493 ",93.00,"157112 ",97.00,82413,78987,0,161400
"Baithalangso","Assam",3967,3496,0,7463,"938 ","150273 ",89.00,"155383 ",92.00,86391,81018,0,167409
"Mankachar","Assam",3769,3764,0,7533,"986 ","158228 ",94.00,"165663 ",99.00,84158,83018,0,167176
"Salmara South","Assam",3177,2873,0,6050,"963 ","136431 ",94.00,"141038 ",97.00,73632,70895,0,144527
"Dhubri","Assam",4182,2846,0,7028,"922 ","149515 ",93.00,"154603 ",96.00,83268,76748,0,160016
"Gauripur","Assam",4162,2796,0,6958,"927 ","152831 ",93.00,"158933 ",96.00,85213,79025,0,164238
"Golakganj","Assam",4740,3117,0,7857,"895 ","154559 ",93.00,"161201 ",97.00,87024,77906,0,164930
"Bilasipara West","Assam",3022,2422,0,5444,"957 ","128836 ",93.00,"133105 ",96.00,70334,67277,0,137611
"Bilasipara East","Assam",3939,2895,0,6834,"955 ","161424 ",92.00,"167846 ",96.00,89130,85133,0,174263
"Gossaigaon","Assam",3034,2146,0,5180,"977 ","138509 ",82.00,"144415 ",86.00,84698,82767,0,167465
"Kokrajhar West (ST)","Assam",3167,2308,0,5475,"969 ","133055 ",84.00,"141219 ",89.00,80153,77647,0,157800
"Kokrajhar East","Assam",3516,3153,0,6669,"1021 ","134183 ",84.00,"143261 ",90.00,78691,80378,0,159069
"Sidli","Assam",3490,2903,0,6393,"1005 ","145169 ",83.00,"153785 ",88.00,86440,86880,0,173320
"Bongaigaon","Assam",3082,2480,0,5562,"937 ","137940 ",91.00,"144652 ",96.00,77674,72802,0,150476
"Bijni","Assam",2800,2125,0,4925,"919 ","111535 ",91.00,"118963 ",97.00,63693,58541,0,122234
"Abhayapuri North","Assam",4520,3187,0,7707,"884 ","126685 ",89.00,"137223 ",96.00,75242,66532,0,141774
"Abhayapuri South","Assam",4505,3148,0,7653,"907 ","146978 ",90.00,"157906 ",97.00,85287,77374,0,162661
"Dudhnai","Assam",4855,4285,0,9140,"990 ","154402 ",89.00,"161302 ",93.00,86299,85452,0,171751
"Goalpara East","Assam",5176,4071,0,9247,"968 ","163193 ",94.00,"170128 ",97.00,88236,85374,0,173610
"Goalpara West","Assam",5069,4221,0,9290,"952 ","128680 ",93.00,"133908 ",97.00,70328,66940,0,137268
"Jaleswar","Assam",4066,3169,0,7235,"954 ","118310 ",94.00,"124246 ",99.00,64080,61130,0,125210
"Sorbhog","Assam",4351,2840,0,7191,"892 ","158709 ",90.00,"168004 ",95.00,92728,82693,0,175421
"Bhabanipur","Assam",2963,2016,0,4979,"910 ","111679 ",93.00,"117230 ",98.00,62229,56638,0,118867
"Patacharkuchi","Assam",2321,1624,0,3945,"901 ","115687 ",94.00,"121679 ",98.00,64719,58336,0,123055
"Barpeta","Assam",4283,3006,0,7289,"918 ","157537 ",94.00,"164084 ",98.00,86815,79730,0,166545
"Jania","Assam",4649,3319,0,7968,"900 ","140921 ",90.00,"148259 ",95.00,81939,73713,0,155652
"Baghbar","Assam",4252,3443,0,7695,"919 ","114591 ",92.00,"119771 ",97.00,64282,59058,0,123340
"Sarukhetri","Assam",4245,2815,0,7060,"887 ","151215 ",93.00,"159288 ",98.00,85692,76038,0,161730
"Chenga","Assam",3295,2084,0,5379,"898 ","105312 ",93.00,"110750 ",98.00,59275,53233,0,112508
"Boko","Assam",3651,3217,0,6868,"972 ","171912 ",94.00,"179175 ",98.00,92277,89700,0,181977
"Chaygaon","Assam",2765,2288,0,5053,"958 ","137034 ",93.00,"144039 ",98.00,74692,71525,0,146217
"Palasbari","Assam",1183,1016,0,2199,"923 ","124820 ",97.00,"127543 ",99.00,66859,61689,0,128548
"Jalukbari","Assam",2659,1967,0,4626,"977 ","156394 ",91.00,"164368 ",95.00,86664,84700,0,171364
"Dispur","Assam",5964,4761,0,10725,"936 ","290253 ",85.00,"306954 ",90.00,176083,164745,0,340828
"Gauhati East","Assam",2647,2302,0,4949,"941 ","185792 ",85.00,"191442 ",88.00,111685,105050,0,216735
"Gauhati West","Assam",3524,2783,0,6307,"959 ","212052 ",86.00,"221579 ",90.00,125161,119969,0,245130
"Hajo","Assam",3199,2427,0,5626,"895 ","136439 ",94.00,"143537 ",99.00,76125,68155,0,144280
"Kamalpur","Assam",2709,1811,0,4520,"912 ","131233 ",87.00,"136756 ",90.00,78870,71932,0,150802
"Rangiya","Assam",2713,1856,0,4569,"918 ","140289 ",86.00,"146344 ",90.00,84698,77759,0,162457
"Tamulpur","Assam",2663,1711,0,4374,"877 ","142367 ",90.00,"149923 ",94.00,84243,73912,0,158155
"Nalbari","Assam",2937,1751,0,4688,"846 ","151202 ",90.00,"160463 ",95.00,90975,76976,0,167951
"Barkhetry","Assam",2280,1714,0,3994,"893 ","140380 ",89.00,"148202 ",94.00,82850,74002,0,156852
"Dharmapur","Assam",1470,1073,0,2543,"870 ","112327 ",89.00,"116167 ",92.00,67049,58321,0,125370
"Barama (ST)","Assam",2389,1835,0,4224,"908 ","122660 ",89.00,"131788 ",96.00,71820,65215,0,137035
