Sno,Candidate ID,ST_CODE,PC_CODE,ST_NAME,PC_NAME,Constituency,Candidate,Party,Criminal Case,Education,Assets,Liabilities
497,1134,S01,21,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam,Apparao Golagana,IND,0,Graduate Professional,"77,50,000","5,25,000"
991,1322,S04,39,BIHAR,NAWADA,Nawada,BeenaDevi,LJP,0,8th Pass,"77,67,867",0
4032,3974,S24,54,UTTAR PRADESH,FAIZABAD,Faizabad,MITRASEN,SP,19,12th Pass,"77,88,600","6,41,660"
1854,5381,S13,26,MAHARASHTRA,MUMBAI NORTH,Mumbai North,DR. LEO REBELLO,BBM,0,Doctorate,"78,11,750",0
7478,5472,S13,30,MAHARASHTRA,MUMBAI SOUTH-CENTRAL,Mumbai South Central,VIKAS KUMAR,IND,0,Post Graduate,"78,13,000","18,00,000"
599,1359,S04,17,BIHAR,GOPALGANJ,Gopalganj,Asha Devi,IND,0,Literate,"78,30,496",0
2406,3471,S13,4,MAHARASHTRA,RAVER,Raver,HARIBHAU MADHAV JAWALE,BJP,0,Graduate,"78,42,881","6,29,917"
3493,3975,S24,54,UTTAR PRADESH,FAIZABAD,Faizabad,LALLU SINGH,BJP,1,Post Graduate,"78,49,185","17,22,016"
5013,1445,S13,10,MAHARASHTRA,NAGPUR,Nagpur,PROF. DNYANESH WAKUDKAR,IND,3,Post Graduate,"78,77,515","14,33,930"
3665,6141,S20,5,RAJASTHAN,SIKAR,Sikar,MAHADEV SINGH,INC,0,Post Graduate,"78,79,689",0
821,8223,S28,1,UTTARAKHAND,TEHRI GARHWAL,Tehri Garhwal,BACHI RAM,CPM,1,Graduate,"79,16,175",0
7056,4909,S04,10,BIHAR,KISHANGANJ,Kishanganj,SYED MAHMOOD ASHRAF,JD(U),3,Others,"79,17,000","29,50,000"
6413,4954,S04,12,BIHAR,PURNIA,Purnia,SHANTI PRIYA,IND,0,10th Pass,"79,29,237",0
1149,393,S18,19,ORISSA,ASKA,Aska,Bijoy Kumar Mohapatra,RSP,0,10th Pass,"79,30,000",0
180,3339,S12,15,MADHYA PRADESH,BALAGHAT,Balaghat,ADVOCATE AZHAR UL ALIM,IND,0,Post Graduate,"79,46,200","2,50,000"
615,1851,S24,75,UTTAR PRADESH,GHAZIPUR,Ghazipur,ASHOK (DR.ASHOK KUMAR SRIVASTAVA),IND,0,Doctorate,"79,50,000","25,52,115"
1320,8915,S22,8,TAMIL NADU,VELLORE,Vellore,CHANDRAN C,IND,0,Post Graduate,"79,60,000","21,15,000"
616,5092,S12,2,MADHYA PRADESH,BHIND,Bhind,ASHOK ARGAL,BJP,4,12th Pass,"79,72,241","1,00,000"
2172,7856,S09,1,JAMMU & KASHMIR,BARAMULLA,Baramulla,GH RASOOL BHAT,ANC,0,8th Pass,"79,74,000","60,000"
6882,5260,S12,26,MADHYA PRADESH,INDORE,Indore,SUMITRA MAHAJAN (TAI),BJP,0,Post Graduate,"79,74,006","44,29,400"
1857,4151,S24,78,UTTAR PRADESH,BHADOHI,Bhadohi,DR. MAHENDRA NATH PANDEY,BJP,0,Doctorate,"79,82,422",0
1077,8150,S25,17,WEST BENGAL,BARASAT,Barasat,BHASKAR GHOSH,AUDF,0,Graduate Professional,"79,97,078",0
3365,9017,S22,16,TAMIL NADU,NAMAKKAL,Namakkal,KUMAR,IND,0,Others,"79,99,000","32,92,479"
1025,8687,S24,25,UTTAR PRADESH,BAREILLY,Bareilly,BHAGWAT SARAN GANGWAR,SP,2,12th Pass,"79,99,303","1,48,000"
6378,2267,S10,3,KARNATAKA,BAGALKOT,Bagalkot,SHANKAR BHIMAPPA TELI,IND,0,12th Pass,"80,00,000",0
1826,1310,S24,68,UTTAR PRADESH,LALGANJ,Lalganj,DR. BALIRAM,BSP,0,Doctorate,"80,03,036","6,38,922"
4503,4922,S04,11,BIHAR,KATIHAR,Katihar,NIKHIL KUMAR CHOUDHARY,BJP,4,Graduate,"80,18,754","8,02,308"
820,7934,S19,6,PUNJAB,ANANDPUR SAHIB,Anandpur Sahib,BACHAN LAL,LJP,0,12th Pass,"80,19,000","7,00,000"
1039,5388,S13,26,MAHARASHTRA,MUMBAI NORTH,Mumbai North,BHANDARI RAMESH SUKUR,IND,0,Literate,"80,20,500","3,00,000"
1931,3387,S12,18,MADHYA PRADESH,VIDISHA,Vidisha,DR.PREMSHANKAR SHARMA,BSP,1,Doctorate,"80,22,098","3,67,000"
4954,2386,S06,8,GUJARAT,AHMEDABAD WEST,Ahmedabad West,PRAVINBHAI SHANKARLAL SOLANKI,BSP,0,Not Given,"80,23,840","26,71,044"
397,1884,S24,72,UTTAR PRADESH,BALLIA,Ballia,ANANT,IND,0,Post Graduate,"80,30,000",0
1840,4845,S20,22,RAJASTHAN,RAJSAMAND,Rajsamand,DR. GANPAT,IND,0,Doctorate,"80,30,029","1,44,383"
4030,8110,S24,27,UTTAR PRADESH,SHAHJAHANPUR,Shahjahanpur,MITHLESH,SP,0,Graduate,"80,35,655","17,46,024"
3934,7485,S10,7,KARNATAKA,BIDAR,Bidar,MD OSMAN ALI LAKHPATI,IND,0,12th Pass,"80,65,000",0
2979,5834,S20,7,RAJASTHAN,JAIPUR,Jaipur,KAILASHCHAND SAINI,IND,0,8th Pass,"80,65,131","2,00,000"
192,232,S13,13,MAHARASHTRA,CHANDRAPUR,Chandrapur,AHIR HANSARAJ GANGARAM,BJP,30,10th Pass,"80,84,050","2,62,243"
4336,1402,S13,11,MAHARASHTRA,BHANDARA-GONDIYA,Bhandara-Gondiya,NANABHAU FALGUNRAO PATOLE,IND,9,Graduate,"81,24,925",0
4914,7147,S24,17,UTTAR PRADESH,MATHURA,Mathura,PRAMOD KUMAR PACHAURI,IND,0,Graduate,"81,34,000",0
1514,5318,S13,23,MAHARASHTRA,BHIWANDI,Bhiwandi,DATTU GANAPAT BHOIR,IND,0,5th Pass,"81,50,000","6,00,000"
1879,539,S01,10,ANDHRA PRADESH,CHEVELLA,Chevella,Dr. Raghuveera Reddy,LSP,0,Graduate Professional,"81,50,000","7,00,000"
3944,3054,S04,4,BIHAR,SHEOHAR,Sheohar,MD. ANWARUL HAQUE,BSP,9,10th Pass,"81,67,639","6,49,181"
2239,2198,S06,15,GUJARAT,BHAVNAGAR,Bhavnagar,GORDHANBHAI PRAGJIBHAI ZADAPHIA,MJP,0,Post Graduate,"81,91,743","25,42,721"
411,8410,S22,15,TAMIL NADU,SALEM,Salem,ANDHRAPRAKASH A,PPOI,0,Graduate,"82,15,982",0
6722,400,S18,20,ORISSA,BERHAMPUR,Berhampur,Sri Chandra Sekhar Sahu,INC,0,Graduate Professional,"82,16,047","2,74,913"
7002,7520,S04,8,BIHAR,SUPAUL,Supaul,SURYA NARAYAN YADAV,LJP,0,Graduate,"82,28,805","3,00,000"
6465,4176,S27,2,JHARKHAND,DUMKA,Dumka,SHIBU SOREN,JMM,2,10th Pass,"82,29,419","72,65,635"
4164,1693,S10,24,KARNATAKA,BANGALORE NORTH,Bangalore North,MU Venkateshaiah,IND,0,12th Pass,"82,48,000","5,000"
6840,6742,S07,10,HARYANA,FARIDABAD,Faridabad,SUKHBIR SINGH,IND,0,8th Pass,"82,55,000",0
6687,145,S26,11,CHHATTISGARH,KANKER,Kanker,Sohan Potai,BJP,0,Post Graduate,"82,61,296",0
1556,2926,S03,7,ASSAM,GAUHATI,Gauhati,DEEPAK KALITA,SP,0,Post Graduate,"82,62,477","4,04,727"
2570,4942,S04,12,BIHAR,PURNIA,Purnia,IRSHAD AHMAD KHAN,LTSD,1,Post Graduate,"82,65,000",0
725,940,S04,35,BIHAR,KARAKAT,Karakat,Awadhesh Kumar Singh,INC,0,Graduate,"82,80,506","5,00,000"
6345,2384,S06,8,GUJARAT,AHMEDABAD WEST,Ahmedabad West,SHAILESH MANHARBHAI PARMAR,INC,0,Post Graduate,"82,85,270","2,77,871"
3248,464,S02,1,ARUNACHAL PRADESH,ARUNACHAL WEST,Arunachal West,KIREN RIJIJU,BJP,0,Graduate Professional,"82,95,139","9,500"
5054,6765,S09,2,JAMMU & KASHMIR,SRINAGAR,Srinagar,QARI ZAHIR ABBAS BHATTI,AIFB(S),0,10th Pass,"83,00,000","4,00,000"
5055,2092,S09,6,JAMMU & KASHMIR,JAMMU,Jammu,QARI ZAHIR ABBAS BHATTI,AIFB,0,10th Pass,"83,00,000","4,00,000"
6351,2100,S09,6,JAMMU & KASHMIR,JAMMU,Jammu,SHAKEELA BANO,IND,0,10th Pass,"83,00,000",0
6821,3820,S23,1,TRIPURA,TRIPURA WEST,Tripura West,SUDIP ROY BARMAN,INC,0,Graduate Professional,"83,27,309","59,319"
133,1569,S11,13,KERALA,IDUKKI,Idukki,Adv Biju M John,BSP,1,Post Graduate,"83,43,500",0
7349,8902,S22,8,TAMIL NADU,VELLORE,Vellore,VASU L K M B,ADMK,2,12th Pass,"83,44,707","12,09,685"
4457,8061,S24,6,UTTAR PRADESH,MORADABAD,Moradabad,NATTHU SINGH,IND,0,12th Pass,"83,71,860",0
850,669,S27,12,JHARKHAND,LOHARDAGA,Lohardaga,Bahura Ekka,JVM,0,Doctorate,"83,87,496","3,46,225"
3935,3094,S04,6,BIHAR,MADHUBANI,Madhubani,MD ZINNUR,IND,0,8th Pass,"83,95,000","37,51,280"
3222,6465,S10,12,KARNATAKA,UTTARA KANNADA,Uttara Kannada,KHAZI RAHMATULLA ABDUL WAHAB,IND,0,Graduate,"84,35,128",0
7128,8212,S25,24,WEST BENGAL,KOLKATA UTTAR,Kolkata Uttar,TATHAGATA ROY,BJP,0,Graduate Professional,"84,44,907","1,04,220"
7316,5309,S13,23,MAHARASHTRA,BHIWANDI,Bhiwandi,V.G.PATIL,BSP,1,10th Pass,"84,52,100","22,00,000"
3966,8209,S25,24,WEST BENGAL,KOLKATA UTTAR,Kolkata Uttar,MD. SALIM,CPM,0,Post Graduate,"84,56,467",0
1412,7390,S25,28,WEST BENGAL,HOOGHLY,Hooghly,CHUNI LAL CHAKRABORTY,BJP,0,Post Graduate,"84,73,936",0
2294,2974,S03,11,ASSAM,KALIABOR,Kaliabor,GUNIN HAZARIKA,AGP,0,Post Graduate,"84,83,272","1,34,950"
2896,1601,S11,15,KERALA,ALAPPUZHA,Alappuzha,K S Prasad,BSP,0,Graduate,"84,85,380","22,40,000"
3244,5975,S20,13,RAJASTHAN,AJMER,Ajmer,Kiran Maheshwari,BJP,0,Graduate,"85,00,435",0
7679,7277,S24,41,UTTAR PRADESH,ETAWAH,Etawah,`SHIV RAM,MD,0,Post Graduate,"85,01,364","2,50,000"
1351,3531,S13,20,MAHARASHTRA,DINDORI,Dindori,CHAVAN HARISHCHANDRA DEORAM,BJP,1,Graduate,"85,15,581","15,20,114"
4454,8918,S22,8,TAMIL NADU,VELLORE,Vellore,NATRAJAN P,IND,1,10th Pass,"85,50,000",0
7149,4216,S27,6,JHARKHAND,GIRIDIH,Giridih,TEKLAL MAHTO,JMM,1,Graduate Professional,"85,50,119",0
398,3550,S13,32,MAHARASHTRA,RAIGAD,Raigad,ANANT GEETE,SHS,1,10th Pass,"85,55,617",0
5154,4094,S24,61,UTTAR PRADESH,BASTI,Basti,RAJ KISHOR SINGH,SP,1,Graduate,"85,63,689","5,44,163"
2724,6651,S07,7,HARYANA,ROHTAK,Rohtak,JASVIR,IND,0,Post Graduate,"85,72,354",0
4186,5490,S13,31,MAHARASHTRA,MUMBAI SOUTH,Mumbai South,MUKESH NEMICHAND JAIN,IND,0,Post Graduate,"85,83,904","31,030"
353,3892,S24,48,UTTAR PRADESH,BANDA,Banda,AMITA BAJPAI,BJP,0,Post Graduate,"85,92,000","3,00,000"
3652,5861,S20,18,RAJASTHAN,JALORE,Jalore,MAGARAM,BSP,0,12th Pass,"86,00,000","7,75,000"
1561,3621,S13,35,MAHARASHTRA,BARAMATI,Baramati,DEEPAK SHANKAR BHAPKAR,IND,1,Literate,"86,14,000","63,00,000"
3287,2483,S01,28,ANDHRA PRADESH,MACHILIPATNAM,Machilipatnam,Konakalla Narayana Rao,TDP,0,12th Pass,"86,16,000","37,87,000"
1265,2463,S10,8,KARNATAKA,KOPPAL,Koppal,Chakravarthi Nayak T,IND,0,8th Pass,"86,25,000","4,00,000"
2625,7687,U05,4,NCT OF DELHI,NEW DELHI,New Delhi,JAGAT SINGH CHAUHAN,IND,0,Graduate,"86,29,000","4,83,807"
3784,9115,S22,28,TAMIL NADU,MAYILADUTHURAI,Mayiladuthurai,MANIAN O.S,ADMK,1,12th Pass,"86,35,089","20,00,000"
7540,231,S13,13,MAHARASHTRA,CHANDRAPUR,Chandrapur,VIRENDRA TARACHANDJI PUGLIA,IND,0,12th Pass,"86,61,000",0
1071,2190,S06,13,GUJARAT,JUNAGADH,Junagadh,BHARATKUMAR KANJIBHAI KOYANI,IND,0,Post Graduate,"86,61,730",0
1712,5238,S12,24,MADHYA PRADESH,RATLAM,Ratlam,DILEEP SINGH BHURIA,BJP,0,10th Pass,"86,70,000",0
1399,7043,S24,13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Gautam Budhha Nagar,CHOTE LAL,RYS,0,10th Pass,"86,83,748",0
603,3837,S24,37,UTTAR PRADESH,AMETHI,Amethi,ASHEESH SHUKLA,BSP,0,Post Graduate,"87,01,047","2,00,000"
5433,8040,S24,5,UTTAR PRADESH,NAGINA,Nagina,RAM KISHAN SINGH,BSP,0,Post Graduate,"87,19,145",0
2196,6158,S20,21,RAJASTHAN,CHITTORGARH,Chittorgarh,GIRIJA VYAS,INC,1,Doctorate,"87,21,354",0
5758,7386,S25,28,WEST BENGAL,HOOGHLY,Hooghly,RATNA DE,AITC,0,Graduate Professional,"87,30,448",0
1155,4667,S01,23,ANDHRA PRADESH,KAKINADA,Kakinada,Bikkina Visweswara Rao,BJP,0,Graduate Professional,"87,40,000","9,52,000"
2024,3218,S05,2,GOA,SOUTH GOA,South Goa,FRANCISCO ANTONIO JOAO DE PHILOMENO FERNANDES,IND,0,Post Graduate,"87,49,500","5,50,000"
4101,6402,S09,3,JAMMU & KASHMIR,ANANTNAG,Anantnag,MOHD SIDIQ KHAN,BJP,0,10th Pass,"87,50,000","6,50,000"
5909,4973,S04,13,BIHAR,MADHEPURA,Madhepura,SAAKAR SURESH YADAV,IND,0,Graduate,"87,63,582",0
104,4858,S25,8,WEST BENGAL,MALDAHA DAKSHIN,Maldaha Dakshin,Abu Hasem Khan Choudhury,INC,0,Others,"87,82,797",0
4893,5005,S04,25,BIHAR,KHAGARIA,Khagaria,PRADUMNA KUMAR,IND,0,12th Pass,"87,83,000","3,78,000"
7645,4550,S06,25,GUJARAT,NAVSARI,Navsari,YOGESHKUMAR THAKOREBHAI NAYAK,NCP,0,Not Given,"87,91,442","8,25,000"
2871,8196,S25,23,WEST BENGAL,KOLKATA DAKSHIN,Kolkata Dakshin,JYOTSNA BANERJEE,BJP,0,Graduate,"88,04,500",0
819,8559,S22,24,TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli,BABY KAMITHA BANU.M,IND,0,Graduate,"88,21,000",0
3865,8560,S22,24,TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli,MANSOOR ALI KHAN.A,IND,1,8th Pass,"88,21,000",0
6336,1869,S24,76,UTTAR PRADESH,CHANDAULI,Chandauli,SHAILENDRA KUMAR,INC,2,Post Graduate,"88,21,000","68,00,000"
3698,2136,S06,5,GUJARAT,SABARKANTHA,Sabarkantha,MAHENDRASINH PRUTHVISINH CHAUHAN,BJP,0,Graduate Professional,"88,42,370","1,61,190"
5915,1260,S27,5,JHARKHAND,KODARMA,Kodarma,SABHAPATI KUSHWAHA,BSP,0,Post Graduate,"88,55,592",0
4210,7233,S24,22,UTTAR PRADESH,ETAH,Etah,MUNABBAR HUSAIN,NLHP,1,Not Given,"88,72,190",0
1435,574,S01,19,ANDHRA PRADESH,SRIKAKULAM,Srikakulam,D. RAVINDRA BABU,BJP,0,Post Graduate,"88,73,562","17,68,484"
565,1426,S13,10,MAHARASHTRA,NAGPUR,Nagpur,ARUN SHAMRAO JOSHI,ABHM,0,Post Graduate,"88,78,467",0
4224,8224,S28,1,UTTARAKHAND,TEHRI GARHWAL,Tehri Garhwal,MUNNA SINGH CHAUHAN,BSP,1,Not Given,"88,81,115","38,32,575"
4584,4057,S24,59,UTTAR PRADESH,GONDA,Gonda,OM PRAKASH SINGH,JPS,0,10th Pass,"88,90,000","8,00,000"
7420,1376,S24,65,UTTAR PRADESH,KUSHI NAGAR,Kushi Nagar,VIJAY DUBEY,BJP,2,12th Pass,"89,13,000",0
5090,4988,S04,24,BIHAR,BEGUSARAI,Begusarai,RADHA RAMAN PASWAN,IND,0,Graduate Professional,"89,13,500",0
3902,289,S01,2,ANDHRA PRADESH,PEDDAPALLE,Peddapalle,Mathangi Narsaiah,BJP,0,Post Graduate,"89,14,000","7,000"
5075,5611,S24,36,UTTAR PRADESH,RAE BARELI,Rae bareli,R.S.KUSHWAHA,BSP,0,12th Pass,"89,19,388","9,33,025"
6522,5181,S12,7,MADHYA PRADESH,DAMOH,Damoh,SHIVRAJ BHAIYA,SVSP,0,12th Pass,"89,29,326","2,86,513"
6523,5177,S12,7,MADHYA PRADESH,DAMOH,Damoh,SHIVRAJ BHAIYA,BJP,0,12th Pass,"89,29,326","2,86,513"
2915,4621,S10,16,KARNATAKA,HASSAN,Hassan,K. H. Hanumegowda,BJP,0,Graduate,"89,35,000","3,00,000"
388,8960,S22,13,TAMIL NADU,VILUPPURAM,Viluppuram,ANANDAN M,ADMK,0,12th Pass,"89,38,646","9,67,994"
7157,750,S13,6,MAHARASHTRA,AKOLA,Akola,THAKURDAS GOVIND CHOUDHARI,IND,0,Graduate,"89,50,266","48,00,000"
4098,4017,S24,57,UTTAR PRADESH,KAISERGANJ,Kaiserganj,MOHD ALEEM,INC,0,12th Pass,"89,57,811",0
7113,878,S04,36,BIHAR,JAHANABAD,Jahanabad,TARA GUPTA,RPP,1,12th Pass,"89,65,000",0
1208,1293,S27,13,JHARKHAND,PALAMU,Palamau,BRAJMOHAN RAM,IND,0,Graduate,"89,68,000","10,00,000"
7413,1344,S04,39,BIHAR,NAWADA,Nawada,Vidyapati Singh,LTSD,0,10th Pass,"89,71,857","29,86,423"
3855,4455,S01,26,ANDHRA PRADESH,NARSAPURAM,Narsapuram,MANORAMA SANKU,LSP,0,Post Graduate,"89,72,000",0
131,1652,S11,19,KERALA,ATTINGAL,Attingal,Adv A Sampath,CPM,2,Post Graduate,"89,99,000","21,50,029"
4485,5690,S24,47,UTTAR PRADESH,HAMIRPUR,Hamirpur,NEERAJ KUMAR NIRALA,IND,0,12th Pass,"90,10,000",0
370,5753,S06,2,GUJARAT,BANASKANTHA,Banaskantha,AMRUTBHAI LAKHUBHAI FOSI,MJP,1,Literate,"90,12,700","2,00,000"
1504,2224,S06,24,GUJARAT,SURAT,Surat,DARSNABEN VIKRAMBHAI JARDOS,BJP,1,Graduate,"90,21,338","3,95,000"
5231,415,S26,7,CHHATTISGARH,DURG,Durg,Rajendra Kumar Sahu,IND,0,Graduate Professional,"90,51,000",0
5968,8023,S24,4,UTTAR PRADESH,BIJNOR,Bijnor,SALESH KUMAR ALIAS SADHAWI SARLESH GIRI,MKUP,0,8th Pass,"90,55,000",0
5798,7461,S24,46,UTTAR PRADESH,JHANSI,Jhansi,RAVINDRA SHUKLA,BJP,0,Not Given,"90,64,094","18,19,376"
1823,255,S13,15,MAHARASHTRA,HINGOLI,Hingoli,DR. B.D. CHAVHAN,BSP,0,Post Graduate,"90,67,000","22,09,000"
4176,7109,S24,15,UTTAR PRADESH,ALIGARH,Aligarh,MUKESH,NLHP,0,10th Pass,"91,22,000",0
6055,3097,S04,6,BIHAR,MADHUBANI,Madhubani,SANJAY KUMAR MAHTO,IND,2,12th Pass,"91,22,000",0
3084,1032,S01,7,ANDHRA PRADESH,MALKAJGIRI,Malkajgiri,Kante Kanakaiah Ganagaputra,IND,0,Graduate,"91,48,383","1,404"
3720,9014,S22,16,TAMIL NADU,NAMAKKAL,Namakkal,MAHESWARAN.N,DMDK,0,Graduate Professional,"91,99,000","3,139"
1855,7232,S24,22,UTTAR PRADESH,ETAH,Etah,DR. MAHADEEPAK SINGH SHAKYA,INC,0,Post Graduate,"92,13,000",0
6020,5866,S20,18,RAJASTHAN,JALORE,Jalore,SANDHYA,INC,0,12th Pass,"92,30,028","5,55,000"
5378,3308,S12,13,MADHYA PRADESH,JABALPUR,Jabalpur,RAKESH SINGH,BJP,0,Graduate,"92,31,699","10,545"
4467,427,S26,8,CHHATTISGARH,RAIPUR,Raipur,Navin Gupta,IND,0,12th Pass,"92,69,334","2,86,000"
5625,1133,S01,21,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam,Ramesh Lanka,BSSP,0,Not Given,"92,70,000",0
2162,6620,S07,6,HARYANA,SONIPAT,Sonipat,GEJENDER,KKJHS,0,10th Pass,"92,73,262",0
2069,3692,S13,40,MAHARASHTRA,OSMANABAD,Osmanabad,GAIKWAD RAVINDRA VISHWANATH,SHS,7,Post Graduate,"92,76,577","21,89,253"
6758,8285,S28,5,UTTARAKHAND,HARDWAR,Hardwar,SUBHASH,MKD,0,Graduate,"92,94,000",0
518,673,S27,12,JHARKHAND,LOHARDAGA,Lohardaga,Arjun Bhagat,IND,0,Post Graduate,"93,01,322",0
591,360,S01,9,ANDHRA PRADESH,HYDERABAD,Hyderabad,Asaduddin Owaisi,AIMIM,4,Graduate Professional,"93,02,233",0
7557,4919,S04,10,BIHAR,KISHANGANJ,Kishanganj,VISHWANATH KEJRIWAL,IND,0,Graduate,"93,40,000",0
2586,1699,S24,71,UTTAR PRADESH,SALEMPUR,Salempur,IZHAR,PECP,0,Literate,"93,42,499","2,26,700"
1446,5095,S12,2,MADHYA PRADESH,BHIND,Bhind,D.R.RAHUL,BSP,0,Graduate Professional,"93,45,000",0
1819,4473,S01,41,ANDHRA PRADESH,RAJAMPET,Rajampet,DR. ARAVA. VENKATA SUBBA REDDY,PPOI,0,Not Given,"93,49,125","32,88,000"
5843,4040,S24,58,UTTAR PRADESH,SHRAWASTI,Shrawasti,RIZVAN ZAHEER,BSP,1,Graduate,"93,56,962","4,88,978"
6907,7794,S04,31,BIHAR,PATALIPUTRA,Pataliputra,SUNIL KUMAR SINGH,IND,0,Post Graduate,"93,92,726",0
2361,5890,S10,11,KARNATAKA,DHARWAD,Dharwad,HANMANTSA CHANDRAKANTSA NIRANJAN,JD(U),0,Graduate,"93,95,000","13,46,000"
3643,2575,S06,14,GUJARAT,AMRELI,Amreli,MADHUBHAI HARJIBHAI BHUVA,NCP,0,Graduate,"93,95,649",0
5141,192,S13,10,MAHARASHTRA,NAGPUR,Nagpur,RAHUL MADHUKAR DESHMUKH,IND,0,Graduate,"94,00,000","11,45,000"
6435,794,S10,18,KARNATAKA,CHITRADURGA,Chitradurga,SHASHISHEKAR NAIK,RJD,0,Graduate,"94,00,000",0
5125,7179,S24,19,UTTAR PRADESH,FATEHPUR SIKRI,Fatehpur Sikri,RAGHURAJ SINGH SHAKYA,SP,0,Post Graduate,"94,34,570","21,02,794"
7309,1021,S01,4,ANDHRA PRADESH,NIZAMABAD,Nizamabad,V Sathyanarayana Murthy,PPOI,0,Doctorate,"94,35,000","7,62,315"
6644,3072,S04,5,BIHAR,SITAMARHI,Sitamarhi,SITARAM YADAV,RJD,3,Graduate Professional,"94,40,339","8,34,173"
4827,7134,S24,17,UTTAR PRADESH,MATHURA,Mathura,PITAM SINGH,IND,0,Graduate,"94,68,000",0
701,6795,S19,10,PUNJAB,FIROZPUR,Firozpur,ATMA RAM,IND,0,Others,"95,25,000","7,50,000"
7498,7206,S24,21,UTTAR PRADESH,MAINPURI,Mainpuri,VINAY SHAKYA,BSP,1,Post Graduate,"95,30,440","9,00,000"
1289,6489,S04,29,BIHAR,NALANDA,Nalanda,CHANDERMANI KUMAR MANI,IND,0,Graduate,"95,49,302",0
3332,2082,S10,27,KARNATAKA,CHIKKBALLAPUR,Chikkballapur,Krishnamurthy T,IND,0,Graduate,"95,50,000",0
4351,5288,S12,28,MADHYA PRADESH,KHANDWA,Khandwa,NANDKUMAR SING CHAUHAN NANDU BHAIYA,BJP,0,Graduate,"95,56,053","17,17,969"
6965,1941,S13,8,MAHARASHTRA,WARDHA,Wardha,SURESH GANPATRAO WAGHMARE,BJP,0,Graduate,"95,65,000","7,14,549"
3983,3849,S24,37,UTTAR PRADESH,AMETHI,Amethi,MEET SINGH,IND,0,Not Given,"95,75,000",0
2991,4448,S01,26,ANDHRA PRADESH,NARSAPURAM,Narsapuram,KALIDINDI VISWANADHA RAJU,BSP,0,12th Pass,"95,77,900","27,85,000"
3495,849,S04,33,BIHAR,BUXAR,Buxar,Lalmuni choubey,BJP,0,12th Pass,"96,03,000",0
79,3085,S04,6,BIHAR,MADHUBANI,Madhubani,ABDULBARI SIDDIKI,RJD,1,12th Pass,"96,11,661","16,22,144"
7106,7340,S25,12,WEST BENGAL,KRISHNANAGAR,Krishnanagar,TAPAS PAUL,AITC,5,Graduate,"96,14,227",0
1207,3185,S04,22,BIHAR,UJIARPUR,Ujiarpur,BRAJESH KUMAR NIRALA,IND,0,Graduate,"96,20,000",0
5074,1759,S10,25,KARNATAKA,BANGALORE CENTRAL,Bangalore Central,R.Raj,IND,0,Graduate,"96,24,700","23,62,124"
1911,5415,S13,27,MAHARASHTRA,MUMBAI NORTH-WEST,Mumbai North West,DR. VIJAY BHAVE,IND,0,Others,"96,27,755","1,21,000"
5288,7555,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,RAJESH NAGAR,RDMP,0,12th Pass,"96,30,000",0
6241,6289,S20,12,RAJASTHAN,TONK-SAWAI MADHOPUR,Tonk-Sawai Madhopur,SAYAR,RDSD,0,8th Pass,"96,30,000","4,00,000"
4832,7355,S25,25,WEST BENGAL,HOWRAH,Howrah,POLLY MUKHERJEE,BJP,0,12th Pass,"96,41,482",0
2845,1577,S11,14,KERALA,KOTTAYAM,Kottayam,Jose K Mani,KEC(M),0,Post Graduate,"96,51,729",0
4062,7585,U05,3,NCT OF DELHI,EAST DELHI,East Delhi,MOHAMMAD YUNUS,BSP,3,5th Pass,"96,82,157","3,80,151"
7181,8721,S09,4,JAMMU & KASHMIR,LADAKH,Ladakh,THINLESS ANGMO,IND,1,Graduate Professional,"96,83,000",0
596,7446,S25,42,WEST BENGAL,BIRBHUM,Birbhum,ASGAR ALI (GAJLU),SP,4,8th Pass,"96,92,700","24,00,000"
317,7594,U05,3,NCT OF DELHI,EAST DELHI,East Delhi,AMAR DASS,IND,0,Not Given,"97,07,000","5,29,055"
4093,2392,S06,9,GUJARAT,SURENDRANAGAR,Surendranagar,MOHANBHAI DAHYABHAI PATEL,BSP,0,Not Given,"97,10,108","27,68,606"
1251,5044,S04,27,BIHAR,BANKA,Banka,C.P. SINHA,LTSD,0,Graduate,"97,41,000",0
5324,5049,S04,28,BIHAR,MUNGER,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),0,Post Graduate,"97,51,100",0
3255,3112,S04,14,BIHAR,DARBHANGA,Darbhanga,KIRTI AZAD,BJP,3,Graduate,"97,89,047",0
6725,2990,S03,13,ASSAM,DIBRUGARH,Dibrugarh,SRI PABAN SINGH GHATOWAR,INC,0,Graduate,"97,97,014",0
1521,4836,S25,4,WEST BENGAL,DARJEELING,Darjeeling,Dawa Narbula,INC,0,Post Graduate,"98,00,000",0
3872,6105,S20,17,RAJASTHAN,BARMER,Barmer,MANVENDRA SINGH,BJP,0,Post Graduate,"98,10,062","5,98,588"
602,6253,S20,9,RAJASTHAN,BHARATPUR,Bharatpur,ASHARAM URF ASHA,IND,0,10th Pass,"98,30,000",0
