Sno,Candidate ID,ST_CODE,PC_CODE,ST_NAME,PC_NAME,Constituency,Candidate,Party,Criminal Case,Education,Assets,Liabilities
5356,5086,S12,1,MADHYA PRADESH,MORENA,Morena,RAJVEER SINGH,IND,0,Graduate,"7,94,000",0
1072,2622,S06,17,GUJARAT,KHEDA,Kheda,BHARATKUMAR VISHNUBHAI PATEL,IND,0,12th Pass,"7,95,000",0
4419,121,S26,8,CHHATTISGARH,RAIPUR,Raipur,Naresh BhishmdevDhidhi,IND,0,Graduate Professional,"7,95,000",0
5531,906,S04,32,BIHAR,ARRAH,Arrah,RamadharSingh,SHS,0,8th Pass,"7,95,000",0
3283,5299,S13,22,MAHARASHTRA,PALGHAR,Palghar,KOM LAHANU SHIDVA,CPM,0,10th Pass,"7,96,038","5,84,000"
5233,5042,S04,27,BIHAR,BANKA,Banka,RAJENDRA PANDIT NETAJEE,JMM,1,10th Pass,"7,97,000","1,50,000"
5521,1908,S24,67,UTTAR PRADESH,BANSGAON,Bansgaon,RAMA PASWAN,IND,0,8th Pass,"7,97,444",0
3186,8232,S28,1,UTTARAKHAND,TEHRI GARHWAL,Tehri Garhwal,KEDAR SINGH,IND,0,8th Pass,"7,98,000","20,000"
2508,5673,S24,45,UTTAR PRADESH,JALAUN,Jalaun,HUKUM,JPS,0,Not Given,"7,99,267",0
4471,4454,S01,26,ANDHRA PRADESH,NARSAPURAM,Narsapuram,NAVUNDRU RAJENDRA PRASAD,BSSP,0,10th Pass,"7,99,500",0
2015,1414,S13,5,MAHARASHTRA,BULDHANA,Buldhana,FERAN CHADRAHAS JAGDEO,ABHM,0,10th Pass,"8,00,000","50,000"
2170,7849,S09,1,JAMMU & KASHMIR,BARAMULLA,Baramulla,GH MUSTAFA KASANA,BSP,0,Post Graduate,"8,00,000",0
2589,2468,S10,8,KARNATAKA,KOPPAL,Koppal,J Eshwarappa,IND,0,Literate,"8,00,000",0
4430,6729,S07,9,HARYANA,GURGAON,Gurgaon,NARESH YADAV,IND,2,10th Pass,"8,00,000",0
5287,3229,S09,5,JAMMU & KASHMIR,UDHAMPUR,Udhampur,RAJESH MANCHANDA,RKSP,0,10th Pass,"8,00,000",0
6098,2090,S09,6,JAMMU & KASHMIR,JAMMU,Jammu,SANT RAM,BHBP,0,12th Pass,"8,00,000",0
6211,7511,S04,9,BIHAR,ARARIA,Araria,SATYA NARAYAN WRITER,IND,1,Post Graduate,"8,00,000",0
6403,8347,S22,7,TAMIL NADU,ARAKKONAM,Arakkonam,SHANMUGAM K,JD(U),0,8th Pass,"8,00,000",0
6711,1619,S11,16,KERALA,MAVELIKKARA,Mavelikkara,Sooranad Sukumaran,IND,0,Not Given,"8,00,000",0
7064,4349,S01,36,ANDHRA PRADESH,ANANTAPUR,Anantapur,T CHANDRA SEKHAR,IND,0,Not Given,"8,00,000",0
6438,4978,S04,24,BIHAR,BEGUSARAI,Begusarai,SHATRUGHAN PRASAD SINGH,CPI,0,Graduate,"8,01,634",0
1329,3981,S24,54,UTTAR PRADESH,FAIZABAD,Faizabad,CHANDRASHEKHAR SINGH,BPD,0,Post Graduate,"8,01,685","4,02,960"
6173,8991,S22,14,TAMIL NADU,KALLAKURICHI,Kallakurichi,SATHISH BABU S,IND,0,10th Pass,"8,02,000","2,00,000"
5312,3739,S13,42,MAHARASHTRA,SOLAPUR,Solapur,RAJGURU NARAYAN YEDU,BBM,0,10th Pass,"8,04,000",0
3955,3053,S04,3,BIHAR,PURVI CHAMPARAN,Purvi Champaran,MD. MURTAZA ANSARI(DR. LAL),IND,1,Post Graduate,"8,04,500","1,77,000"
185,90,S26,5,CHHATTISGARH,BILASPUR,Bilaspur,AdvocateT R Nirala,BSP,0,Post Graduate,"8,05,000","1,00,000"
560,6984,S24,10,UTTAR PRADESH,MEERUT,Meerut,ARUN KUMAR JAIN,NCP,2,Graduate,"8,05,000",0
3633,5218,S12,22,MADHYA PRADESH,UJJAIN,Ujjain,MADANLAL RAJORA,LJP,0,Graduate,"8,05,000","1,00,000"
1766,5515,S24,30,UTTAR PRADESH,SITAPUR,Sitapur,DIPENDRA KUMAR VERMA,IND,0,Post Graduate,"8,05,178","4,50,000"
2892,1464,S11,2,KERALA,KANNUR,Kannur,K Ragesh,IND,2,Graduate,"8,05,306","30,000"
5933,4420,S01,34,ANDHRA PRADESH,NANDYAL,Nandyal,SADHU VEERA VENKATA RAMANAIAH,RDMP,0,12th Pass,"8,07,000",0
6053,7509,S04,9,BIHAR,ARARIA,Araria,SANJAY KUMAR JHA,IND,0,Graduate,"8,07,000",0
4088,7937,S19,6,PUNJAB,ANANDPUR SAHIB,Anandpur Sahib,MOHAN SINGH,ARWP,0,10th Pass,"8,08,000",0
3170,4948,S04,12,BIHAR,PURNIA,Purnia,KAUSHALYA DEVI,IND,0,12th Pass,"8,08,450","89,000"
1525,5016,S04,26,BIHAR,BHAGALPUR,Bhagalpur,DAYA RAM MANDAL,BHJAP,0,Graduate,"8,10,000",0
4567,7271,S24,40,UTTAR PRADESH,FARRUKHABAD,Farrukhabad,OM BABU,JPS,0,Post Graduate,"8,10,000",0
5969,4619,S20,3,RAJASTHAN,CHURU,Churu,SALIM GUJAR,IND,1,Literate,"8,10,000",0
6122,5720,S24,53,UTTAR PRADESH,BARABANKI,Barabanki,SANTRAM,NBNP,0,8th Pass,"8,10,000",0
290,4946,S04,12,BIHAR,PURNIA,Purnia,ALIMUDDIN ANSARI,IND,0,10th Pass,"8,10,360",0
62,6162,S20,25,RAJASTHAN,JHALAWAR-BARAN,Jhalawar-Baran,ABDUL QAYYUM,BSP,0,Graduate,"8,11,200",0
2721,7899,S19,3,PUNJAB,KHADOOR SAHIB,Khadoor Sahib,JASPAL SINGH,IND,0,12th Pass,"8,12,200","4,76,498"
3573,714,S10,18,KARNATAKA,CHITRADURGA,Chitradurga,M JAYANNA,BSP,0,12th Pass,"8,12,300",0
4011,3745,S13,42,MAHARASHTRA,SOLAPUR,Solapur,MILIND MAREPPA MULE,IND,0,Literate,"8,15,000",0
4943,3166,S04,21,BIHAR,HAJIPUR,Hajipur,PRATIMA KUMARI,IND,0,Graduate,"8,15,461",0
3727,8185,S25,21,WEST BENGAL,DIAMOND HARBOUR,Diamond Harbour,MAINUDDIN CHISTY,IND,0,Graduate Professional,"8,15,587",0
2399,8262,S28,3,UTTARAKHAND,ALMORA,Almora,HARI RAMA,IND,0,Post Graduate,"8,16,202","20,000"
6768,5394,S13,26,MAHARASHTRA,MUMBAI NORTH,Mumbai North,SUBHASH PARSHURAM KHANVILKAR,IND,0,10th Pass,"8,17,500","2,00,000"
4756,5170,S12,6,MADHYA PRADESH,TIKAMGARH,Tikamgarh,PARWAT LAL,IND,0,12th Pass,"8,17,600","1,55,000"
1904,5995,S10,13,KARNATAKA,DAVANAGERE,Davanagere,DR. SRIDHARA UDUPA,IND,0,Post Graduate,"8,20,000",0
3046,5346,S13,25,MAHARASHTRA,THANE,Thane,KAMLAKAR ANAND TAYDE,BBM,0,10th Pass,"8,20,000","5,30,000"
3294,957,S01,6,ANDHRA PRADESH,MEDAK,Medak,Kovuri Prabhakar,PPOI,0,Not Given,"8,24,000",0
4006,8118,S24,27,UTTAR PRADESH,SHAHJAHANPUR,Shahjahanpur,MEWARAM,IND,0,12th Pass,"8,24,315","25,320"
818,1575,S11,13,KERALA,IDUKKI,Idukki,Baby,IND,0,8th Pass,"8,25,000","5,069"
2164,7207,S24,21,UTTAR PRADESH,MAINPURI,Mainpuri,GENDA LAL PAL,RALP,0,10th Pass,"8,25,000",0
5698,4991,S04,24,BIHAR,BEGUSARAI,Begusarai,RAMSHRAYA NISHAD,IND,0,8th Pass,"8,25,000",0
6398,1890,S24,72,UTTAR PRADESH,BALLIA,Ballia,SHANKER RAM RAWAT,IND,0,Post Graduate,"8,25,000",0
6139,7755,S24,16,UTTAR PRADESH,HATHRAS,Hathras,SARIKA SINGH,RLD,0,Post Graduate,"8,25,272",0
3452,1212,S24,64,UTTAR PRADESH,GORAKHPUR,Gorakhpur,LAL BAHADUR,IND,0,Graduate,"8,25,500",0
5806,3544,S13,21,MAHARASHTRA,NASHIK,Nashik,RAYATE VIJAY SAKHARAM ( RAYATE SIR),HJP,3,Post Graduate,"8,26,000",0
2461,81,S26,4,CHHATTISGARH,KORBA,Korba,Heera Singh Markam,GGP,3,Post Graduate,"8,27,089",0
5692,5552,S24,33,UTTAR PRADESH,UNNAO,Unnao,RAMSEVAK,ASP,0,12th Pass,"8,28,000","50,000"
1982,650,S03,3,ASSAM,AUTONOMOUS DISTRICT,Autonomous District,ELWIN TERON,ASDC,0,Post Graduate,"8,28,169",0
1541,7309,S25,9,WEST BENGAL,JANGIPUR,Jangipur,DEBASHISH MAJUMDAR,BJP,0,Graduate Professional,"8,28,546",0
415,1378,S24,65,UTTAR PRADESH,KUSHI NAGAR,Kushi Nagar,ANIL,RPI(A),0,Not Given,"8,30,000",0
2092,3361,S12,16,MADHYA PRADESH,CHHINDWARA,Chhindwara,GANARAM UIKEY,IND,0,Literate,"8,30,000","30,000"
4434,5290,S12,28,MADHYA PRADESH,KHANDWA,Khandwa,NARGIS MOUSI,IJP,0,Literate,"8,30,000",0
4913,7728,S04,30,BIHAR,PATNA SAHIB,Patna Sahib,PRAMOD KUMAR GUPTA,IND,0,8th Pass,"8,30,000",0
5232,7060,S24,13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Gautam Budhha Nagar,RAJENDRA PAL SINGH,IND,0,Graduate,"8,30,000",0
7597,4742,S01,38,ANDHRA PRADESH,KADAPA,Kadapa,Y Shekara Reddy,RP(A),1,8th Pass,"8,30,000","50,000"
908,1818,S24,74,UTTAR PRADESH,MACHHLISHAHR,Machhlishahr,BALJIT,IND,0,Post Graduate,"8,31,000","1,56,000"
115,3587,S13,34,MAHARASHTRA,PUNE,Pune,ADAGALE BHAUSAHEB RAMCHANDRA,IND,0,10th Pass,"8,31,500","40,000"
5954,4992,S04,24,BIHAR,BEGUSARAI,Begusarai,SAJJAN CHAUDHARY,IND,0,8th Pass,"8,32,000","3,25,000"
4364,120,S26,8,CHHATTISGARH,RAIPUR,Raipur,Narad Nishad,IND,0,Not Given,"8,32,500",0
6363,894,S04,18,BIHAR,SIWAN,Siwan,Shambhu Nath Prasad,IND,0,Not Given,"8,32,500","2,00,000"
3110,6486,S04,29,BIHAR,NALANDA,Nalanda,KAPILDEO SINGH,IND,0,Post Graduate,"8,33,291",0
4243,9051,S22,20,TAMIL NADU,COIMBATORE,Coimbatore,MURUGAN M,IND,0,10th Pass,"8,34,000",0
7216,5466,S13,30,MAHARASHTRA,MUMBAI SOUTH-CENTRAL,Mumbai South Central,TRIYOGINATH DUBE,IND,0,Post Graduate,"8,36,500",0
7669,7003,S24,10,UTTAR PRADESH,MEERUT,Meerut,ZARRAR,IND,0,Post Graduate,"8,37,955",0
4624,5230,S12,23,MADHYA PRADESH,MANDSOUR,Mandsour,P. DINESH NAGAR,IND,0,Not Given,"8,38,100",0
1611,6239,S20,8,RAJASTHAN,ALWAR,Alwar,DEVENDRA,JGP,0,Graduate,"8,38,700","3,07,000"
1797,6738,S07,10,HARYANA,FARIDABAD,Faridabad,DR K P SINGH,IND,0,Graduate Professional,"8,40,000",0
7130,5425,S13,28,MAHARASHTRA,MUMBAI NORTH-EAST,Mumbai North East,TATVASAHEB REVDEKAR,IND,1,12th Pass,"8,40,000",0
586,5039,S04,27,BIHAR,BANKA,Banka,ARVIND KUMAR SAH,RPP,0,Doctorate,"8,40,347","4,79,000"
4160,7310,S25,9,WEST BENGAL,JANGIPUR,Jangipur,MRIGANKA SEKHAR BHATTACHARYA,CPM,0,Graduate,"8,41,193",0
5578,1710,S24,71,UTTAR PRADESH,SALEMPUR,Salempur,RAMCHARAN,PDF,0,12th Pass,"8,42,000",0
6856,1815,S24,74,UTTAR PRADESH,MACHHLISHAHR,Machhlishahr,SUKHRAJ DINKAR,RSP,0,Post Graduate,"8,42,000",0
6324,4464,S01,33,ANDHRA PRADESH,ONGOLE,Ongole,SHAIK SHAJAHAN,IND,0,12th Pass,"8,43,000",0
6839,4321,S27,10,JHARKHAND,SINGHBHUM,Singhbhum,SUKH RAM JONKO,JDP,0,12th Pass,"8,43,000",0
4985,7754,S24,16,UTTAR PRADESH,HATHRAS,Hathras,PREMLATA,RPI(A),0,Literate,"8,43,500",0
3048,7079,S24,14,UTTAR PRADESH,BULANDSHAHR,Bulandshahr,KAMLESH,SP,0,5th Pass,"8,44,005",0
5198,8849,S22,5,TAMIL NADU,SRIPERUMBUDUR,Sriperumbudur,RAJAPPA B,BSP,0,8th Pass,"8,44,440",0
7370,5103,S12,2,MADHYA PRADESH,BHIND,Bhind,VEERENDRA KUMAR GOYAL,IND,0,12th Pass,"8,45,719","8,000"
5977,1977,S13,17,MAHARASHTRA,PARBHANI,Parbhani,SALVE SUDHAKAR UMAJI,IND,0,10th Pass,"8,46,500",0
6112,7162,S24,18,UTTAR PRADESH,AGRA,Agra,SANTOSH KUMAR,IND,0,8th Pass,"8,47,100","4,90,000"
579,2174,S06,10,GUJARAT,RAJKOT,Rajkot,ARVIND JADAVBHAI RATHOD,IND,0,Literate,"8,50,000",0
1688,4898,S25,35,WEST BENGAL,PURULIA,Purulia,Dhiren Chandra Mahato,JD(U),1,10th Pass,"8,50,000",0
1778,7479,S10,7,KARNATAKA,BIDAR,Bidar,DONGAPURE SHANT KUMAR,IND,0,Graduate,"8,50,000",0
3907,9026,S22,16,TAMIL NADU,NAMAKKAL,Namakkal,MATHIYALAGAN.N,IND,1,8th Pass,"8,50,000",0
4513,739,S18,20,ORISSA,BERHAMPUR,Berhampur,Nirakar Behera,KS,0,10th Pass,"8,50,000","7,50,000"
4733,4893,S25,36,WEST BENGAL,BANKURA,Bankura,Paresh Marandi,JMM,2,Not Given,"8,50,000",0
4879,392,S18,12,ORISSA,NABARANGPUR,Nabarangpur,Pradeep Kumar Majhi,INC,0,Graduate,"8,50,000","3,45,830"
5594,9066,S22,21,TAMIL NADU,POLLACHI,Pollachi,RAMEJA BAGAM.S.T,SAP,0,10th Pass,"8,50,000",0
5859,5761,S06,4,GUJARAT,MAHESANA,Mahesana,RUDATSINH VANRAJSINH ZALA,BSP,0,8th Pass,"8,50,000",0
3038,3794,S13,47,MAHARASHTRA,KOLHAPUR,Kolhapur,KAMBLE MARUTI RAVELU,BBM,0,12th Pass,"8,51,500","60,000"
6849,5770,S06,6,GUJARAT,GANDHINAGAR,Gandhinagar,SUKHDEVSINH PARBATSINH VAGHELA,IND,0,Graduate,"8,54,722","45,000"
3953,265,S13,16,MAHARASHTRA,NANDED,Nanded,MD. MAKBUL SALIM HAJI MD. KHAJA,BSP,0,Graduate Professional,"8,55,000",0
5042,8941,S22,10,TAMIL NADU,DHARMAPURI,Dharmapuri,PURUSOTHAMAN. V,BSP,0,Graduate Professional,"8,55,400","80,773"
726,7792,S04,31,BIHAR,PATALIPUTRA,Pataliputra,AWADHESH SHARMA,IND,0,Not Given,"8,56,000","2,75,000"
309,2390,S06,9,GUJARAT,SURENDRANAGAR,Surendranagar,ALTAFBHAI VALIBHAI KORADIA,IND,0,Illiterate,"8,58,650","4,42,000"
5711,6343,S20,17,RAJASTHAN,BARMER,Barmer,RANAMAL,IND,0,Graduate,"8,61,107","59,264"
5257,8708,S24,29,UTTAR PRADESH,DHAURAHRA,Dhaurahra,RAJESH,NCP,0,8th Pass,"8,61,443",0
6572,3250,S12,8,MADHYA PRADESH,KHAJURAHO,Khajuraho,SHUKL SITARAM,IND,0,10th Pass,"8,62,000",0
1073,2488,S06,1,GUJARAT,KACHCHH,Kachchh,BHARMALBHAI NARANBHAI DUNGARIYA,SP,0,5th Pass,"8,63,600",0
95,1477,S10,26,KARNATAKA,BANGALORE SOUTH,Bangalore South,ABHIMANI NARENDRA,IND,0,10th Pass,"8,65,000",0
96,1729,S10,25,KARNATAKA,BANGALORE CENTRAL,Bangalore Central,Abhimani Narendra,IND,0,10th Pass,"8,65,000",0
118,282,S01,1,ANDHRA PRADESH,ADILABAD,Adilabad,Ade Tukaram,BJP,0,10th Pass,"8,65,000","3,70,000"
421,4974,S04,24,BIHAR,BEGUSARAI,Begusarai,ANIL CHAUDHARY,LJP,0,12th Pass,"8,66,519","6,00,000"
3289,258,S13,16,MAHARASHTRA,NANDED,Nanded,KOREWAR BALAJI NARSING,IND,0,Graduate,"8,69,666",0
1729,2936,S03,8,ASSAM,MANGALDOI,Mangaldoi,DINA NATH DAS,BOPF,0,Post Graduate,"8,70,981",0
5247,1346,S04,39,BIHAR,NAWADA,Nawada,Rajendra Vishal,IND,0,8th Pass,"8,71,000",0
7280,2467,S10,8,KARNATAKA,KOPPAL,Koppal,UPPAR HANUMANTAPPA VEERAPPA KESARAHATTI,IND,0,8th Pass,"8,71,000","2,40,000"
2664,7404,S25,30,WEST BENGAL,TAMLUK,Tamluk,JAHED SEK,AUDF,0,Not Given,"8,71,491",0
628,7562,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,ASHOK KUMAR GOTEWALA,IND,1,10th Pass,"8,72,000",0
6476,405,S26,2,CHHATTISGARH,RAIGARH,Raigarh,ShiraChand Ekka,JMM,0,Others,"8,74,500",0
7274,3208,S05,1,GOA,NORTH GOA,North Goa,UPENDRA CHANDRU GAONKAR,SHS,0,10th Pass,"8,74,900",0
1447,1588,S26,6,CHHATTISGARH,RAJNANDGAON,Rajnandgaon,D.R.Yadav Pracharya,IND,0,Post Graduate,"8,75,000",0
3936,762,S13,15,MAHARASHTRA,HINGOLI,Hingoli,MD. A. MUJIM ANSARI A.,IND,0,12th Pass,"8,75,000","60,000"
4315,637,S10,26,KARNATAKA,BANGALORE SOUTH,Bangalore South,NAHEEDA SALMA S,BSP,0,Graduate,"8,75,000","7,20,000"
4836,8565,S22,27,TAMIL NADU,CHIDAMBARAM,Chidambaram,"PONNUSWAMY,E",PMK,0,Post Graduate,"8,75,000",0
6383,6531,S07,3,HARYANA,SIRSA,Sirsa,SHANKAR LAL,IND,0,5th Pass,"8,75,000",0
3112,5459,S13,30,MAHARASHTRA,MUMBAI SOUTH-CENTRAL,Mumbai South Central,KARAM HUSSAIN KHAN,NLHP,0,5th Pass,"8,76,000",0
2649,1437,S13,10,MAHARASHTRA,NAGPUR,Nagpur,JAGDISH RAGHUNATH AMBADE,IND,0,Graduate,"8,77,000",0
5867,7387,S25,28,WEST BENGAL,HOOGHLY,Hooghly,RUPCHAND PAL,CPM,0,Post Graduate,"8,77,500",0
4852,4536,S06,24,GUJARAT,SURAT,Surat,PRABHAKARBHAI SOMABHAI NAGMAL,IND,0,Literate,"8,78,000",0
846,8256,S28,3,UTTARAKHAND,ALMORA,Almora,BAHADUR RAM DHAUNI,BSP,0,Graduate Professional,"8,80,000",0
3714,5085,S12,1,MADHYA PRADESH,MORENA,Morena,MAHESH SINGH JATAV,IND,0,8th Pass,"8,80,000",0
6982,3761,S13,43,MAHARASHTRA,MADHA,Madha,SURESH SHAMRAO GHADGE,IND,0,Literate,"8,80,000",0
4932,2959,S03,9,ASSAM,TEZPUR,Tezpur,PRASANTA BORO,IND,0,Graduate,"8,80,500",0
1571,4010,S24,55,UTTAR PRADESH,AMBEDKAR NAGAR,Ambedkar Nagar,DEO PRASAD MISHRA,IND,0,Graduate,"8,81,000",0
5908,21,S01,7,ANDHRA PRADESH,MALKAJGIRI,Malkajgiri,S.Victor,IND,0,10th Pass,"8,82,000",0
5657,7772,S24,20,UTTAR PRADESH,FIROZABAD,Firozabad,RAMGOPAL,IND,0,10th Pass,"8,83,590",0
4456,8290,S28,5,UTTARAKHAND,HARDWAR,Hardwar,NATTHU RAM,IND,0,5th Pass,"8,84,500",0
7167,9021,S22,16,TAMIL NADU,NAMAKKAL,Namakkal,THANGAVEL.S,IND,0,Others,"8,89,212",0
4796,3710,S13,40,MAHARASHTRA,OSMANABAD,Osmanabad,PAWAR HARIDAS MANIKRAO,IND,1,12th Pass,"8,90,000",0
2253,5509,S24,30,UTTAR PRADESH,SITAPUR,Sitapur,GOVIND,KKJHS,0,Post Graduate,"8,92,623",0
6635,6029,S20,1,RAJASTHAN,GANGANAGAR,Ganganagar,SITA RAM,BSP,0,Post Graduate,"8,92,918",0
500,8161,S25,19,WEST BENGAL,JAYNAGAR,Jaynagar,ARABINDA HALDER,BSP,0,Graduate,"8,93,000",0
1516,4168,S27,1,JHARKHAND,RAJMAHAL,Rajmahal,DAUD MARANDI,SP,0,12th Pass,"8,94,092","10,000"
4099,6410,S09,3,JAMMU & KASHMIR,ANANTNAG,Anantnag,MOHD RAFIQ WANI,LJP,0,10th Pass,"8,95,000",0
3986,5790,S06,9,GUJARAT,SURENDRANAGAR,Surendranagar,MEGHABHAI KALABHAI DELVADIYA,IND,0,Literate,"8,95,800",0
1605,473,S26,11,CHHATTISGARH,KANKER,Kanker,Devchand Matlam,IND,0,Graduate,"8,98,000","1,089"
3096,7896,S19,3,PUNJAB,KHADOOR SAHIB,Khadoor Sahib,KANWAR PARTAP SINGH,IND,0,10th Pass,"8,99,000",0
5875,4719,S01,29,ANDHRA PRADESH,VIJAYAWADA,Vijayawada,S Krishna Murthy,IND,0,Graduate,"8,99,000","29,90,000"
1824,5666,S24,45,UTTAR PRADESH,JALAUN,Jalaun,DR. BABU RAMADHIN AHIRWAR,INC,0,Doctorate,"8,99,586","34,529"
1834,4792,S25,3,WEST BENGAL,JALPAIGURI,Jalpaiguri,Dr. Dhirendra Nath Das,NCP,0,Post Graduate,"9,00,000","2,00,000"
1903,6018,S10,15,KARNATAKA,UDUPI CHIKMAGALUR,Udupi Chikmagalur,DR. SRIDHARA UDUPA,IND,0,Post Graduate,"9,00,000",0
2699,8857,S22,5,TAMIL NADU,SRIPERUMBUDUR,Sriperumbudur,JAMES SELVAM C,AIJMK,0,8th Pass,"9,00,000",24
5142,4087,S24,60,UTTAR PRADESH,DOMARIYAGANJ,Domariyaganj,RAHUL SANGH PRIYA BHARTI,IJP,0,Not Given,"9,00,000","10,00,000"
5292,3950,S24,52,UTTAR PRADESH,ALLAHABAD,Allahabad,RAJESH PASI,RSBP,0,12th Pass,"9,00,000",0
6945,1341,S04,39,BIHAR,NAWADA,Nawada,Surendra Kumar Chaudhary,SBSP,0,Post Graduate,"9,00,000","3,00,000"
7022,7092,S24,14,UTTAR PRADESH,BULANDSHAHR,Bulandshahr,SUSHILA SINGH,RDMP,0,Graduate Professional,"9,02,000",0
5435,1864,S24,66,UTTAR PRADESH,DEORIA,Deoria,RAM KISHOR YADAV ALIAS VIDHAYAK,IND,0,12th Pass,"9,02,430",0
2852,1181,S03,1,ASSAM,KARIMGANJ,Karimganj,Joy Das,IND,0,10th Pass,"9,03,488","2,027"
4343,5862,S20,18,RAJASTHAN,JALORE,Jalore,NANDA DEVI,RJVP,1,Not Given,"9,05,000",0
5861,2960,S03,9,ASSAM,TEZPUR,Tezpur,RUDRA PARAJULI,IND,0,8th Pass,"9,05,000",0
7441,2351,S04,40,BIHAR,JAMUI,Jamui,VIJAY PASWAN,IND,0,8th Pass,"9,05,000",0
4763,3709,S13,40,MAHARASHTRA,OSMANABAD,Osmanabad,PATEL HASHAM ISMAIL,IND,0,Graduate Professional,"9,06,487",0
3077,1354,S24,72,UTTAR PRADESH,BALLIA,Ballia,KANHAIYA PRAJAPATI,RSMD,2,Not Given,"9,08,644",0
2146,5109,S12,3,MADHYA PRADESH,GWALIOR,Gwalior,GAUTAM SINGH RAJPUT KUSHWAH,RSMD,1,Others,"9,10,000",0
6131,8395,S22,12,TAMIL NADU,ARANI,Arani,SARAVANAKUMAR K,PNK,0,Graduate,"9,10,000",0
3724,4495,S06,22,GUJARAT,BHARUCH,Bharuch,MAHIPATBHAI MAGANBHAI LAD,IND,0,10th Pass,"9,10,783",0
3329,5817,S10,10,KARNATAKA,HAVERI,Haveri,KRISHNAJI RAGHAVENDRARAO OMKAR,ABHM,0,Not Given,"9,11,000",0
4319,7816,S10,8,KARNATAKA,KOPPAL,Koppal,NAJEER HUSAIN,IND,0,10th Pass,"9,11,000",0
5586,5864,S20,18,RAJASTHAN,JALORE,Jalore,RAMDAV ACHHARIYA,IND,0,Literate,"9,11,000",0
5618,3884,S24,39,UTTAR PRADESH,PRATAPGARH,Pratapgarh,RAMESH KUMAR,IND,0,Graduate,"9,12,463","30,540"
5853,6578,S07,4,HARYANA,HISAR,Hisar,ROHTASH,IND,0,Graduate,"9,13,000",0
7568,5090,S12,1,MADHYA PRADESH,MORENA,Morena,VIVEK APTE,IND,0,Post Graduate,"9,15,000",0
6517,4101,S24,61,UTTAR PRADESH,BASTI,Basti,SHIVDAS,SSD,0,12th Pass,"9,15,500",0
5620,617,S26,5,CHHATTISGARH,BILASPUR,Bilaspur,Ramesh Kumar Lahare,IND,0,12th Pass,"9,16,000",0
5646,2007,S04,19,BIHAR,MAHARAJGANJ,Maharajganj,RameshSinghKushwaha,LTSD,4,8th Pass,"9,16,300","2,00,000"
2859,1583,S11,14,KERALA,KOTTAYAM,Kottayam,Juno John Baby,IND,0,Graduate,"9,16,427",0
5997,953,S04,35,BIHAR,KARAKAT,Karakat,Samiualla Mansoori,SSD,0,Graduate,"9,17,000",0
1142,4217,S27,6,JHARKHAND,GIRIDIH,Giridih,BIJAY SINGH,BSP,1,8th Pass,"9,20,000","4,85,228"
3889,8013,S24,1,UTTAR PRADESH,SAHARANPUR,Saharanpur,MASHKOOR,IND,0,Literate,"9,20,000",0
7192,3809,S13,48,MAHARASHTRA,HATKANANGLE,Hatkanangle,THORAT ANANDRAO TUKARAM,IND,0,Graduate,"9,20,000",0
7629,1406,S13,11,MAHARASHTRA,BHANDARA-GONDIYA,Bhandara-Gondiya,YELE GANESHRAM SUKHRAM,IND,0,10th Pass,"9,24,860",0
4972,7689,U05,4,NCT OF DELHI,NEW DELHI,New Delhi,PREM NARAYAN KHANDELWAL,IND,0,8th Pass,"9,24,981","2,44,045"
4981,3322,S12,14,MADHYA PRADESH,MANDLA,Mandla,PREM SINGH MARAVI,GMS,0,Post Graduate,"9,25,000",0
7459,9154,S22,30,TAMIL NADU,THANJAVUR,Thanjavur,VIJAYALAKSHMI.S,IND,0,10th Pass,"9,25,000",124
3536,2304,S18,15,ORISSA,KENDRAPARA,Kendrapara,Lenin Lenka,BSP,0,Graduate,"9,28,000",0
737,4552,S06,25,GUJARAT,NAVSARI,Navsari,AZADKUMAR CHATURBHAI PATEL,SVPP,0,Post Graduate,"9,28,600",0
5199,9054,S22,20,TAMIL NADU,COIMBATORE,Coimbatore,RAJAPPAN N,IND,0,Literate,"9,29,226",0
6880,876,S04,36,BIHAR,JAHANABAD,Jahanabad,SUMIRAK SINGH,IND,0,8th Pass,"9,30,000",0
5179,6831,S19,11,PUNJAB,BATHINDA,Bathinda,RAJA SINGH,IND,0,Illiterate,"9,31,400",0
6360,7027,S24,11,UTTAR PRADESH,BAGHPAT,Baghpat,SHALINI,JM,0,Graduate,"9,32,000",0
2580,1843,S24,75,UTTAR PRADESH,GHAZIPUR,Ghazipur,ISHWARI PRASAD KUSHAWAHA,CPI(ML)(L),1,Graduate,"9,33,000",0
3644,1932,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,MADHUKAR SHIVDASPPA GORATE,IND,0,8th Pass,"9,33,100",0
6868,8445,S22,17,TAMIL NADU,ERODE,Erode,SUKUMARAN.E.R,IND,0,8th Pass,"9,33,324",0
1835,3495,S13,18,MAHARASHTRA,JALNA,Jalna,DR. DILAWAR MIRZA BAIG,IUML,0,Graduate,"9,35,000",0
5489,3916,S24,50,UTTAR PRADESH,KAUSHAMBI,Kaushambi,RAM SARAN,IND,0,12th Pass,"9,35,053",0
