Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
MAHMAD IQBAL QURESHI,Katihar,0,12th Pass,641,IND,1630,0,0,2004
MAHMOOD MADNI,Amroha,0,Graduate,3965,RLD,1631,8554708,12509,2004
Mahua Roy,Calcutta North East,0,12th Pass,5176,IND,1632,23000,0,2004
Mainuddin Chisty,Diamond Harbour,0,Post Graduate,5235,IND,1633,264000,3965,2004
MAJ. GEN. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM),Garhwal,0,Graduate Professional,5036,BJP,1634,7242679,0,2004
Majedur Rahaman,Malda,0,5th Pass,5344,IND,1635,672200,0,2004
MAJEEDULLAH KHAN @ FARHAT KHAN,Hyderabad,0,12th Pass,92,MBT,1636,700000,0,2004
Mala Banerjee,Diamond Harbour,0,Graduate,5238,JUM,1637,124364600,0,2004
MALA GUNAM PALLE GOKARI,Nandyal,0,Not Given,171,IND,1638,90000,0,2004
MALAKONDAIAH.Y,Nellore,0,Post Graduate,184,SP,1639,62000,0,2004
Malayendra Kisor Chaudhuri,Balasore,0,Doctorate,2864,BMVP,1640,2523012,0,2004
MALLIKARJUN S S,Davangere,0,Graduate,1718,INC,1641,210693494,19043113,2004
MALLIKARJUNA SWAMY T M,Davangere,0,Graduate,1722,IND,1642,0,0,2004
MALOOK NAGAR,Meerut,0,Graduate,4679,RLD,1643,762437000,20000,2004
Mamata Banerjee,Calcutta South,0,Post Graduate,5193,AITC,1644,375489,0,2004
MAMIDALA ELIA,Warangal,0,Post Graduate,286,BSP,1645,3150000,0,2004
MAMIDI SOMUNAIDU,Visakhapatnam,0,Not Given,280,RJD,1646,0,0,2004
MAMIDIPALLI GANGARAJAM,Karimnagar,0,12th Pass,108,IND,1647,72000,0,2004
MAN MOHAN SHAH BATTI,Chhindwara,5,Post Graduate,2039,GGP,1648,443695,427000,2004
Manab Bera,Tamluk,0,12th Pass,5419,IND,1649,787191,360,2004
MANABENDRA SHAH,Tehri Garhwal,0,12th Pass,5069,BJP,1650,347563683,0,2004
MANDALI SUBRAHMANYAM,Tenali,0,Post Graduate,254,IND,1651,1560000,0,2004
MANDLESHWAR SINGH,Bharatpur,0,12th Pass,3158,BSP,1652,22730470,1112071,2004
MANDLIK SADASHIVRAO DADOBA,Kolhapur,2,Graduate,2439,NCP,1653,8842586,986985,2004
MANE GAJANAN PANDURANG,Latur,0,Not Given,2462,IND,1654,0,0,2004
MANE NIVEDITA SAMBHAJIRAO,Ichalkaranji,0,Graduate,2398,NCP,1655,7913845,387564,2004
MANE SUNITA ARVIND,Ichalkaranji,0,Literate,2401,IND,1656,77900,25000,2004
MANEKA GANDHI,Pilibhit,0,12th Pass,4790,BJP,1657,66763700,0,2004
MANGAL SINGH,Bhiwani,0,10th Pass,1221,IND,1658,1945000,207000,2004
MANGALAPURI VENKATESWARLU,Nellore,0,Graduate,188,BRPP,1659,67500,39646,2004
MANGAT RAI BANSAL,Sangrur,1,8th Pass,3100,BSP,1660,6737480,0,2004
MANGE RAM,Bhiwani,0,Doctorate,1211,IND,1661,1863000,209577,2004
MANGILAL MANDLOI,Khargone,0,5th Pass,2162,IND,1662,69300,0,2004
MANHARAN SINGH CHHEDAIHA,Durg,0,10th Pass,918,IND,1663,10000,5000,2004
MANI CHARENAMEI,Outer Manipur,0,Graduate,2706,IND,1664,205000,0,2004
MANI SHANKAR AIYAR,Mayiladuturai,0,Post Graduate,3528,INC,1665,19391699,380411,2004
MANIAN. O S,Mayiladuturai,0,10th Pass,3529,ADMK,1666,2680081,150597,2004
"MANIEZHILAN, PULAVAR. A",Arakkonam,0,Others,3324,BBP,1667,5000,0,2004
Manik Lal Bauri,Asansol,0,10th Pass,5094,BSP,1668,307000,0,2004
MANJIT,East Delhi,0,Graduate,2772,IND,1669,157000,0,2004
MANKUMARE VASANT DNYANDEV,Karad,1,Literate,2424,SHS,1670,7801718,853606,2004
MANMOHAN SINGH THAKUR (GIRDHARI PANDEY),Raipur,0,10th Pass,968,IND,1671,220000,0,2004
MANOHAR ANANDRAO PATIL,Latur,0,Not Given,2461,IND,1672,630145,0,2004
MANOHAR GAJANAN JOSHI,Mumbai North Central,0,Graduate Professional,2486,SHS,1673,31522555,0,2004
Manoj,Ghazipur,0,Graduate,4308,BJP,1674,5070000,460000,2004
MANOJ GOTHIYA,Mandla,0,5th Pass,2170,SP,1675,100175,12000,2004
MANOJ KUMAR,Gaya,0,Graduate Professional,585,SP,1676,425000,0,2004
MANOJ KUMAR,Palamau,0,Graduate,1592,RJD,1677,1825000,125000,2004
MANOJ KUMAR,Patna,0,8th Pass,761,IND,1678,20000,0,2004
MANOJ KUMAR MAHTO,Begusarai,0,Graduate,503,BSP,1679,230000,0,2004
MANOJ KUMAR SINGH,Patna,0,Graduate Professional,759,BSP,1680,950000,0,2004
MANOJ SINGH,Bhind,0,Graduate,2022,IND,1681,150000,0,2004
Manoj Tigga,Alipurduars,0,Graduate,5082,BJP,1682,5578,62361,2004
Manomohan Ray,Balurghat,0,10th Pass,5099,BJP,1683,2669543,0,2004
MANORAMA MADHWARAJ,Udupi,0,Graduate,1809,BJP,1684,13751985,2700000,2004
MANORANJAN BHAKTA,Andaman & Nicobar Islands,0,Post Graduate,1,INC,1685,5926740,272061,2004
MANORANJAN DAS,Silchar,0,8th Pass,415,IND,1686,219000,0,2004
MANORANJAN KUMAR SRIVASTAVA,Chapra,0,Not Given,565,IND,1687,589,200000,2004
MANORANJAN TALUKDAR,Barpeta,0,Graduate,318,CPM,1688,311061,0,2004
MANSOOR ALI KHAN,Saharanpur,0,Graduate Professional,4869,BSP,1689,25188764,624034,2004
Mantu Das,Howrah,0,Graduate,5264,IND,1690,12011,0,2004
MANVENDRA SINGH,Barmer,0,Post Graduate,3143,BJP,1691,4656839,73531,2004
MANVENDRA SINGH,Mathura,0,12th Pass,4662,INC,1692,15387530,281228,2004
MARLAPATI  VEMAIAH,Nellore,0,Graduate,185,BSP,1693,0,0,2004
MARRY NEHEMIAH,Miryalguda,0,Graduate,148,IND,1694,80000,0,2004
Masang Hemram,Jhargram,0,8th Pass,5310,IND,1695,0,0,2004
MAST RAM,Mohanlalganj,0,Graduate,4719,BJP,1696,2028896,0,2004
MATA PRASAD,Saidpur,0,12th Pass,4885,INC,1697,2373396,0,2004
Matilal Mandal,Hooghly,0,Graduate,5260,BSP,1698,787000,0,2004
MATWANG CHIMYANG,Arunachal East,0,10th Pass,295,IND,1699,1760000,0,2004
MAYAWATI,Akbarpur,1,Graduate Professional,3905,BSP,1700,113544000,0,2004
MD JAMIL ANSARI,Bikramganj,0,Not Given,543,IND,1701,650000,0,2004
MD ZAHID,Delhi Sadar,0,10th Pass,2752,IND,1702,2776000,0,2004
MD. ALI ASHRAF FATMI,Darbhanga,0,Post Graduate,568,RJD,1703,2071240,545183,2004
MD. KAMALUDDIN,Madhepura,0,Others,670,JHP,1704,615000,0,2004
Md. Quamruzzaman,Basirhat,0,Others,5138,SP,1705,240000,0,2004
MD. RIAUZUDDIN,Purnea,0,5th Pass,790,IND,1706,302550,0,2004
MD. SAFI ALAM,Darbhanga,0,10th Pass,573,IND,1707,50000,0,2004
Md. Salim,Calcutta North East,0,Post Graduate,5169,CPM,1708,3109485,0,2004
MD. SHAHABUDDIN,Patna,0,Graduate,764,SP,1709,586739,0,2004
MD. ULFATHALI,Medak,0,Not Given,143,IND,1710,200000,0,2004
MEER LAYAQ HUSSAIN,Bangalore North,0,Not Given,1652,IND,1711,0,0,2004
MEERA UIKEY,Betul,0,10th Pass,2009,GGP,1712,3000,0,2004
MEGHA MURALI,Secunderabad,0,Not Given,235,PPOI,1713,0,0,2004
MEGHANADA SABAR,Koraput,0,12th Pass,2928,CPI(ML)(L),1714,0,0,2004
Meghnath Halder,Joynagar,0,Post Graduate,5317,BSP,1715,1178520,514245,2004
MEGHRAJ TAWAR,Salumber,0,12th Pass,3278,CPI,1716,704000,516000,2004
MEHBOOBA,Srinagar,0,Others,1437,IND,1717,40000,0,2004
MEHBOOBA MUFTI,Anantnag,0,Graduate Professional,1376,JKPDP,1718,450000,0,2004
MEIRA KUMAR,Sasaram,0,Post Graduate,826,INC,1719,28956730,3600000,2004
MEKAPATI RAJAMOHAN REDDY,Narasaraopet,0,Graduate Professional,177,INC,1720,63961169,0,2004
MEWALAL RAJWANSHI,Nawada,1,Others,746,CPI(ML)(L),1721,20000,0,2004
MIDIYAM BABU RAO,Bhadrachalam,0,Graduate Professional,37,CPM,1722,542000,130000,2004
Mihir Kumar Naskar,Mathurapur,0,Graduate,5354,IND,1723,17700,0,2004
Mihir Kumar Rajwar,Purulia,0,Not Given,5388,BSP,1724,136000,0,2004
Minati Ghosh,Raiganj,0,Post Graduate,5397,CPM,1725,619420,0,2004
Minati Sen,Jalpaiguri,0,Graduate Professional,5286,CPM,1726,1711703,47377,2004
MINHAR ALI MANDAL,Dhubri,0,Post Graduate,330,IND,1727,656500,42844,2004
MIR KHURSHEED ABBASI,Baramulla,0,Post Graduate,1393,IND,1728,300000,0,2004
MIRZA ABDUL BAIG AMIR BAIG,Beed,0,Literate,2329,IND,1729,176558,0,2004
MISHRI DAS,Madhubani,0,Post Graduate,679,BSP,1730,42700,15000,2004
MITHAN YADAV,Banka,0,12th Pass,483,IND,1731,28368,400000,2004
MITHILESH KUMAR YADAV,Darbhanga,0,Not Given,574,SP,1732,625000,0,2004
MITHILESH YADAV,Barh,0,12th Pass,494,CPI(ML)(L),1733,0,0,2004
MITRASEN,Faizabad,27,12th Pass,4245,BSP,1734,5380516,318855,2004
MK KEMPASIDDAIAH,Chamarajanagar,0,Post Graduate,1688,JP,1735,9472000,0,2004
MOCHI RAM GOND,Rajnandgaon,0,5th Pass,979,BSP,1736,1860000,25000,2004
MOHAMAD IBRAHIM,Bangalore North,0,10th Pass,1651,IND,1737,4595568,128000,2004
MOHAMAD YUSUF TARIGAMI,Anantnag,0,12th Pass,1378,CPM,1738,5516268,0,2004
Mohammad Abdur Rahaman,Jangipur,0,Others,5303,SP,1739,540000,6000,2004
MOHAMMAD ANWARUL HAQ,Sheohar,6,Others,838,BJP,1740,1027241,433400,2004
MOHAMMAD ARSHAD KHAN,Khalilabad,0,Graduate,4546,NLP,1741,110211,100000,2004
MOHAMMAD IBRAHIM,Chandigarh,0,10th Pass,897,AD,1742,108100,0,2004
MOHAMMAD SAGIR,Sitamarhi,0,Not Given,853,IND,1743,0,0,2004
MOHAMMAD SHAHABUDDIN,Siwan,19,Doctorate,859,RJD,1744,3447000,428930,2004
Mohammad Zakaria,Katwa,0,Graduate,5328,IND,1745,0,0,2004
MOHAMMED PATEL,Mumbai North,1,10th Pass,2484,IND,1746,40000,0,2004
Mohan Ch. Bouri,Durgapur,0,12th Pass,5255,BSP,1747,15000,0,2004
Mohan Chhetri,Darjeeling,0,Post Graduate,5223,IND,1748,787143,0,2004
MOHAN GOVIND PARAB,Rajapur,0,Literate,2625,BSP,1749,25000,0,2004
MOHAN JENA,Jajpur,0,Post Graduate,2908,BJD,1750,870000,22568,2004
MOHAN KAMAT,Saharsa,0,Others,809,AD,1751,379000,0,2004
MOHAN LAL SAHNI,Mandi,0,Post Graduate,1370,BSP,1752,0,0,2004
"MOHAN RAJ, J",Madras South,1,Graduate,3487,JJ,1753,6940000,6000,2004
MOHAN RAWALE,Mumbai South Central,4,10th Pass,2527,SHS,1754,5589646,145918,2004
MOHAN SAW,Nalanda,0,Post Graduate,738,IND,1755,65000,0,2004
MOHAN SINGH,Deoria,0,Not Given,4199,SP,1756,8468000,150000,2004
MOHAN SINGH FALIAN WALA,Ferozepur,0,10th Pass,3008,BSP,1757,5231087,0,2004
MOHAN. R,Arakkonam,0,10th Pass,3321,SP,1758,430000,0,2004
MOHANLAL BHAIYYA ADVOCATE,Shajapur,2,Post Graduate,2258,BSP,1759,200000,0,2004
MOHD. HASNAIN,East Delhi,1,Not Given,2763,IND,1760,0,0,2004
MOHD. ILYAS,Faridabad,0,Graduate,1223,INLD,1761,7974248,79000,2004
MOHD. IQBAL QUERESHI,East Delhi,0,Not Given,2775,BPTP,1762,187000,0,2004
MOHD. KAMAL UDDIN,Saharsa,0,Others,811,JHP,1763,1510000,0,2004
MOHD. MAQBOOL DAR,Anantnag,0,Post Graduate,1382,IND,1764,1530000,0,2004
MOHD. MAZHER HUSSAIN,Mahabubnagar,0,Not Given,139,MUL,1765,0,0,2004
MOHD. MUQUEEM,Domariaganj,2,10th Pass,4211,BSP,1766,4902000,0,2004
MOHD. SAMI,Chandni Chowk,0,Graduate,2728,IND,1767,75000,0,2004
MOHD. SHAHID,Meerut,0,5th Pass,4678,BSP,1768,15220720,121146,2004
MOHD. TAHIR,Sultanpur,1,12th Pass,4978,BSP,1769,116697,0,2004
MOHD. YOUSUF QURASHI,Anantnag,0,Not Given,1387,RLD,1770,3000000,0,2004
MOHITE SUBODH BABURAO,Ramtek,4,Graduate Professional,2628,SHS,1771,4472038,0,2004
MOHMAD AKBAR,Baramulla,0,Graduate Professional,1394,BJP,1772,20000,58000,2004
MOHMAD YOUSUF  WANI,Srinagar,0,Graduate,1438,AIFB,1773,550000,0,2004
MOHOR UDDIN MONDAL,Dhubri,0,Post Graduate,332,MUL,1774,110000,0,2004
MOHSIN-BIN-HUSSAIN AL-KASARI,Hyderabad,0,Others,98,IND,1775,4715000,0,2004
MOIRANGTHEM NARA,Inner Manipur,0,Graduate Professional,2701,CPI,1776,1217839,0,2004
MONA RAM,Kurukshetra,0,Literate,1277,BSP,1777,560000,0,2004
Mongal Soren,Jhargram,0,Post Graduate,5308,JMM,1778,1007,0,2004
MONI KUMAR SUBBA,Tezpur,0,8th Pass,416,INC,1779,186443565,0,2004
Moni Thapa,Darjeeling,0,Post Graduate,5220,CPM,1780,1660669,85000,2004
MONIKA TIWARI,Gopalganj,0,Post Graduate,596,BED,1781,41000,0,2004
Monoranjan Haldar,Mathurapur,0,Post Graduate,5351,INC,1782,1305000,230000,2004
Monoranjan Polley,Howrah,0,Not Given,5268,IND,1783,30000,0,2004
MOOGAMBIKAI MANI,Coimbatore,0,12th Pass,3355,SHS,1784,525000,105156,2004
MOOL CHAND,Nagaur,0,Graduate,3262,BSP,1785,3865323,270517,2004
"MOORTHY, A.K.",Chengalpattu,0,Post Graduate,3326,PMK,1786,3696741,369957,2004
MORE GANGADHAR LAKHAJI,Aurangabad,0,8th Pass,2320,IND,1787,0,0,2004
MOTHE BARIK RAO,Adilabad,0,Graduate,15,PRBP,1788,0,30000,2004
MOTI LAL MEENA,Kota,4,Graduate,3255,BSP,1789,1553000,1002332,2004
Motilal Murmu,Bankura,0,10th Pass,5110,BSP,1790,467000,0,2004
MOTIRAM CHOWDHARY,Bidar,0,Post Graduate,1678,JD(S),1791,5472000,4500000,2004
Mozammel Haque Paile,Krishnagar,0,Graduate,5335,BSP,1792,265000,0,2004
MRADUL SHUKLA,Shahabad,0,Graduate,4924,INC,1793,4858172,34723,2004
Mritunjoy Chakraborty,Midnapore,0,Graduate,5360,IND,1794,113100,0,2004
MRS. GANGA POTAI THAKUR,Kanker,0,Post Graduate,943,INC,1795,5712500,0,2004
Mrutyunjay Mohapatra,Balasore,0,Post Graduate,2861,IND,1796,1200000,0,2004
MUBARAK HUSSAIN,Katihar,1,Graduate,630,SP,1797,640000,282000,2004
MUBARIQ,Bhilwara,0,8th Pass,3165,IND,1798,159000,0,2004
MUDALAGIRIYAPPA C P,Chitradurga,0,Post Graduate,1713,BJP,1799,19311500,2696000,2004
MUDRAGADA PADMANABHAM,Kakinada,0,Not Given,100,TDP,1800,0,0,2004
MUKESH ARORA,Chandni Chowk,0,Graduate Professional,2736,IND,1801,2063000,0,2004
MUKESH KUMAR,Hathras,0,Not Given,4415,INC,1802,6836458,1888074,2004
MUKESH KUMAR,Chandigarh,0,10th Pass,892,IND,1803,433900,21000,2004
MUKESH RAJPUT,Farrukhabad,0,Graduate,4264,BJP,1804,4774998,0,2004
MUKHTAR ANEES,Sitapur,0,Graduate,4963,SP,1805,3660000,250000,2004
MUKHTIAR SINGH,Rohtak,0,Post Graduate,1322,IND,1806,1912000,0,2004
MUKKA NARASIMHA REDDY,Rajampet,0,5th Pass,224,JP,1807,4242000,0,2004
MUKUL BALKRUSHNA WASNIK,Buldhana,0,Post Graduate,2342,INC,1808,766968,0,2004
Mukul Paul,Calcutta South,0,10th Pass,5199,IND,1809,82500,0,2004
MULAYAM SINGH YADAV,Mainpuri,2,Post Graduate,4649,SP,1810,11541224,41235,2004
MULLAPPALLY RAMACHANDRAN,Cannanore,0,Post Graduate,1847,INC,1811,3005122,0,2004
MULLURU NAGARAJU,Chamarajanagar,0,Not Given,1691,KNDP,1812,20000,0,2004
MUMJALA BIKSHAPATHI,Warangal,0,Graduate,289,IND,1813,0,0,2004
MUNAMBAM HAMZA,Ernakulam,0,Literate,1875,JD(U),1814,13000,0,2004
MUNEESWARA RAO BHUPATI,Amalapuram,0,Others,19,IND,1815,236200,35000,2004
MUNI LALL,Sasaram,0,Post Graduate,827,BJP,1816,5436933,786779,2004
MUNIRAMAIAH,Kanakapura,0,Post Graduate,1757,IND,1817,4425000,0,2004
MUNISH TEWARI,Ludhiana,2,Graduate Professional,3051,INC,1818,10842494,479251,2004
MUNSHI RAM,Ganganagar,0,Literate,3205,BSP,1819,200000,0,2004
Munshiram S/o Shri Makhhan,Bijnor,0,Not Given,4119,IND,1820,160100,0,2004
Munshiram S/o Sri Ramcharan Singh,Bijnor,0,Others,4123,RLD,1821,2942225,720000,2004
MUNUSAMY (ALAIS) THAMILSELVAN. M,Dharmapuri,0,8th Pass,3377,JD(U),1822,130196,0,2004
MURALIDHAR JENA,Bhadrak,0,Graduate,2870,INC,1823,378000,241156,2004
MURARI LAL MITTAL FATEHPURIA,Agra,0,10th Pass,3890,BJP,1824,2944541,0,2004
MURTIRAMSAHU,Janjgir,0,Post Graduate,928,BSP,1825,3532449,0,2004
MUSHTAQ AHMED,Jammu,0,Illiterate,1414,IND,1826,520000,0,2004
MUSHTAQ SHAMIM,Srinagar,0,Graduate,1430,IND,1827,210000,0,2004
MUSMADE BHAUSAHEB JAGANNATH,Kopargaon,0,Literate,2450,IND,1828,28550,0,2004
MUTAGUPPI LAXMESH PUTTA,Kanara,0,Post Graduate,1764,IND,1829,50000,35000,2004
MUVVA VENKAT RAO,Guntur,0,Post Graduate,78,IND,1830,5890000,0,2004
MYLAPALLI LAKSHMUDU,Srikakulam,1,Post Graduate,246,BSP,1831,0,0,2004
N A MOHAMMED,Kasaragod,0,10th Pass,1887,INC,1832,188527614,0,2004
N BHASKARA REDDY,Cuddapah,0,Not Given,66,PP,1833,381000,20000,2004
N CHAMARAJU,Chamarajanagar,0,Graduate,1686,JD(U),1834,155000,0,2004
N K P NAIR,Andaman & Nicobar Islands,0,Literate,5,CPI(ML)(L),1835,772588,188000,2004
N P KUSHWAHA,Padrauna,0,Post Graduate,4758,BSP,1836,8130200,0,2004
N RANGASWAMY,Chamarajanagar,0,Post Graduate,1690,USYP,1837,5275000,1865000,2004
N SHIVAMALLU,Chamarajanagar,0,Post Graduate,1687,BSP,1838,400600,0,2004
N. CHANDRA SHEKAR,Secunderabad,0,10th Pass,233,MCPI(S),1839,0,0,2004
N. K. SINGH,Madhepura,0,Post Graduate,665,SAP,1840,5613304,0,2004
N. M. BAJORIYA,Patna,0,Illiterate,770,ABHM,1841,431900,0,2004
N. N. KRISHNADAS,Palghat,4,Graduate,1946,CPM,1842,1503105,0,2004
N.Y. HANUMANTHAPPA,Chitradurga,0,Post Graduate,1711,INC,1843,6250000,0,2004
Nachhir Ali Pramanik,Jalpaiguri,0,Others,5289,IND,1844,65000,10000,2004
NADE DYANESHWAR DAGDU,Jalna,0,8th Pass,2420,IND,1845,25000,0,2004
NAFE,Rohtak,0,10th Pass,1309,IND,1846,1279750,0,2004
NAFEES,East Delhi,0,Graduate,2776,NBNP,1847,39400,33000,2004
NAFIS AHMAD,Bettiah,0,10th Pass,519,IND,1848,60000,0,2004
Nafisa Ali,Calcutta South,0,Graduate,5195,INC,1849,20737716,0,2004
NAGANDRA KUMAR VIKAL,Nawada,0,Post Graduate,753,IND,1850,413000,0,2004
NAGAPPA BHEEMAPPA SALONI,Koppal,0,Literate,1775,BJP,1851,3016445,0,2004
NAGARAJAN. H,Karur,0,Post Graduate,3411,JP,1852,142550,0,2004
NAGARMAL BAJORIA (DHARTIPAKAR),Bhagalpur,0,10th Pass,530,ABHM,1853,436900,0,2004
NAGDEOTE SEOCHANDRA SHALIKRAM,Chandrapur,0,Not Given,2361,PRCP,1854,6000,201601,2004
NAGENDRA SINGH SHAKYA,Farrukhabad,0,Graduate,4265,BSP,1855,630876,0,2004
NAGMANI,Chatra,0,12th Pass,1461,BJP,1856,2402153,0,2004
NAGMANI KISAN JAKKAN,Sholapur,0,Not Given,2659,IND,1857,20000,0,2004
NAHAMANI.  ( TMT) J,Chengalpattu,0,Graduate,3329,BSP,1858,845000,0,2004
NAIK BABULAL RUPSING,Nandurbar,0,Graduate,2565,BSP,1859,390000,0,2004
NAIK MANOHAR RAJUSING,Washim,0,Graduate,2680,NCP,1860,56307131,1053024,2004
NAINALA GOVERDHAN,Adilabad,0,Post Graduate,16,IND,1861,0,0,2004
NAINALASETTI MURTHY,Kakinada,0,Not Given,103,CPI(ML)(L),1862,900000,562000,2004
NAJMUJJAMA,Sitamarhi,0,12th Pass,850,BSP,1863,10000,0,2004
NAKUL DAS RAI,Sikkim,0,Graduate,3302,SDF,1864,6890766,1494475,2004
NAKUL NAYAK,Phulbani,4,Graduate,2938,IND,1865,5169000,812473,2004
NALAJALA SAROJA,Khammam,0,Not Given,114,PPOI,1866,2685000,0,2004
NALAMALAPU LAKSHMI NARASA REDDY,Ongole,0,Not Given,200,IND,1867,181000,0,2004
NALINI KUMAR JENA,Balasore,0,Others,2862,BSP,1868,15000,0,2004
NALLA SURYAPRAKASH,Medak,0,Graduate,142,BSP,1869,10000,0,2004
NALLU INDRASENA REDDY,Nalgonda,0,Post Graduate,158,BJP,1870,16242000,0,2004
NAMA NAGESWARA RAO,Khammam,0,12th Pass,111,TDP,1871,3683000,0,2004
NAMA NAIK ISLAVATH,Khammam,0,Others,116,IND,1872,160000,0,2004
NAMO NARAIN,Sawai Madhopur,0,Post Graduate,3282,INC,1873,5234897,400000,2004
NAND KISHORE BAIRWA,Tonk,0,Post Graduate,3295,INC,1874,8239454,0,2004
NAND KUMAR SAI,Surguja,1,Post Graduate,994,BJP,1875,3124000,610000,2004
NAND KUMAR SINGH CHAUHAN ( NANDU BHAIYA),Khandwa,0,Graduate,2149,BJP,1876,4510192,947000,2004
NAND LAL PASWAN,Araria,0,Literate,426,IND,1877,30000,0,2004
NANDA GOPAL GANDHAM,Anakapalli,0,Not Given,23,INC,1878,0,0,2004
NANDJEE RAM,Rosera,7,10th Pass,800,IND,1879,24282,0,2004
NANDJI RAM,Bagaha,5,12th Pass,461,CPI(ML)(L),1880,17283,0,2004
NANHA MARKANDEY,Raipur,0,Post Graduate,970,IND,1881,0,0,2004
NANJE GOWDU. K,Krishnagiri,0,Graduate Professional,3423,ADMK,1882,2195974,0,2004
NARANBHAI  RATHWA,Chhota Udaipur,0,Post Graduate,1082,INC,1883,2793000,271125,2004
NARASIMHA REDDY TERA,Tenali,0,Post Graduate,252,TRS,1884,25000,0,2004
NARAYAN CHANDRA BORKATAKY,Mangaldoi,0,Graduate,392,BJP,1885,5595818,301647,2004
Narayan Chandra Paria,Midnapore,2,Graduate,5357,INC,1886,442500,31000,2004
NARAYAN KUMAR RAM,Araria,0,10th Pass,424,BSP,1887,355000,0,2004
NARAYAN SATVAJI SURESHI,Nanded,0,Post Graduate,2558,IND,1888,1054023,0,2004
NARAYAN SINGH,Sikar,0,12th Pass,3288,INC,1889,1765401,0,2004
NARAYAN TRIPATHI,Satna,0,Graduate,2227,SP,1890,387000,0,2004
NARAYANA MOORTHY P,Bellary,0,Post Graduate,1673,IND,1891,0,0,2004
NARAYANA SWAMY D N ( KWALITY),Chikballapur,0,Not Given,1696,KNDP,1892,1205000,600000,2004
NARAYANSINGH KHARADI,Jhabua,0,Literate,2135,JD(U),1893,761000,0,2004
NARBADA PRASAD SHARMA,Vidisha,0,Graduate,2282,INC,1894,1090372,47000,2004
NARENDRA KUMAR KUSHWAHA,Mirzapur,0,12th Pass,4692,BSP,1895,7099,0,2004
NARENDRA KUMAR SINGH,Chapra,0,Not Given,564,IND,1896,17483,0,2004
NARENDRA KUMAR SINGH,Arrah,0,8th Pass,439,SP,1897,9711425,2606417,2004
NARENDRA SINGH,Bhind,1,8th Pass,2025,IND,1898,250000,0,2004
NARENDRA SINGH BHADORIA ( DADDY),Bhind,0,12th Pass,2016,SP,1899,1844758,0,2004
NARESH,Mahendragarh,0,8th Pass,1297,IND,1900,2086000,0,2004
NARESH AHIRWAR,Sagar,4,Not Given,2218,BSP,1901,0,0,2004
NARESH GUJRAL,Jullundur,0,Graduate Professional,3040,SAD,1902,192876742,34116,2004
NARESH PRASAD YADAV,Bhagalpur,0,Others,529,IND,1903,251161,10000,2004
NARESH PUGLIA,Chandrapur,2,Graduate,2352,INC,1904,21978792,6073131,2004
Naresh Rishi,Malda,0,12th Pass,5348,IND,1905,10000,16800,2004
NARESH SACHDEVA,Karnal,0,10th Pass,1259,IND,1906,322500,0,2004
NARHIRE KALPANA RAMESH,Osmanabad,5,10th Pass,2576,SHS,1907,3234992,510681,2004
NARSINGRAO HULLA SURYAWANSHI,Bidar,0,Graduate,1677,INC,1908,2595002,76511,2004
NASER NAHADI MAHMAD YAHYA NAHADI,Aurangabad,0,12th Pass,2316,SP,1909,19800,0,2004
NASIM AHMAD,Bettiah,0,Post Graduate,517,SP,1910,6650000,10000,2004
NASIR ALI SIDDIQUI,Lucknow,5,10th Pass,4596,BSP,1911,201230,0,2004
NASIR KHAN,Siwan,0,Graduate,866,IND,1912,327959,15000,2004
Natabar Bagdi,Bankura,0,10th Pass,5107,PDS,1913,1265000,0,2004
NATHURAM VERMA,Jalaun,0,Not Given,4426,INC,1914,1189000,0,2004
NAUSHAD AHMAD,Jahanabad,0,10th Pass,610,BSP,1915,856500,0,2004
NAUSHAD MATHER,Ernakulam,0,Not Given,1873,IND,1916,426400,0,2004
NAVAL KISHORE RAI,Sitamarhi,1,Graduate Professional,847,JD(U),1917,6055791,1166462,2004
NAVALE SOMNATH NANASAHEB,Nashik,0,12th Pass,2574,SVRP,1918,1438000,200000,2004
"NAVAMANI, T",Madras South,0,Graduate,3483,JP,1919,172000,0,2004
NAVEEN JINDAL,Kurukshetra,0,Post Graduate,1272,INC,1920,121295000,0,2004
NAVEEN KUMAR,Sonepat,0,10th Pass,1350,IND,1921,10000,0,2004
NAVJOT SINGH SIDHU,Amritsar,1,Graduate,2975,BJP,1922,64211374,398529,2004
NAVNATH DASHRATH UPLEKAR,Osmanabad,0,8th Pass,2581,IND,1923,50000,0,2004
NAVNEET KUMAR,Faridkot,0,12th Pass,3002,SHS,1924,600000,98000,2004
NAWAL KISHOR SAHI,Sitamarhi,0,Post Graduate,849,SAP,1925,64500,0,2004
NAWAL KISHORE SINGH,Nalanda,0,10th Pass,735,IND,1926,35400,14236,2004
NAYANA DHAWAD  (PANDE),Ramtek,0,Doctorate,2637,VJC,1927,45000,0,2004
Nazim Ahmed,Panskura,0,Post Graduate,5384,INC,1928,814202,87000,2004
NAZIR AHMAD KHAN,Srinagar,0,Graduate,1428,IND,1929,800000,18000,2004
NEELAM DEVI,Purnea,0,Not Given,785,IND,1930,214485,0,2004
NEETA PATERIYA,Seoni,0,Post Graduate,2237,BJP,1931,3239103,41965,2004
NEPAL CHANDRA DAS,Karimganj,0,Literate,371,AGP,1932,785894,0,2004
