Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
KIRAN ARYA,Almora,0,Graduate,8261,IND,3240,456600,32000,2009
KIRAN DEVI,Pataliputra,0,Not Given,7783,RKJP,3241,210000,0,2009
KIRAN KUMAR BINEPE,Amalapuram,0,Not Given,4686,PBHP,3242,15887,0,2009
Kiran Kumar Dhruv,Mahasamund,0,10th Pass,484,JMM,3243,1875000,60000,2009
Kiran Maheshwari,Ajmer,0,Graduate,5975,BJP,3244,8500435,0,2009
KIRAN YADAV,Alwar,0,Graduate,6248,IND,3245,209000,0,2009
KIRANBHAI VALJIBHAI BHALODIA,Rajkot,0,Graduate,2169,BJP,3246,70341614,0,2009
KIRANJIT SINGH,Bathinda,1,10th Pass,6842,LJP,3247,74900,26500,2009
KIREN RIJIJU,Arunachal West,0,Graduate Professional,464,BJP,3248,8295139,9500,2009
KIRIT SOMAIYA,Mumbai North East,8,Doctorate,5418,BJP,3249,47881269,0,2009
KIRITBHAI PREMJIBHAI SOLANKI,Ahmedabad West,0,Graduate Professional,2382,BJP,3250,26122439,709488,2009
Kirla Appa Rao,Anakapalle,0,Not Given,588,BJP,3251,50000,0,2009
KIRODI,Tonk-Sawai Madhopur,0,Graduate,6149,BJP,3252,1016668,0,2009
KIRSHANPAL,Amroha,0,10th Pass,8664,IND,3253,998290,0,2009
KIRSHNA TIRATH,North West Delhi,0,Graduate Professional,7617,INC,3254,21146350,0,2009
KIRTI AZAD,Darbhanga,3,Graduate,3112,BJP,3255,9789047,0,2009
KIRTI VARDHAN SINGH RAJA BAIYA,Gonda,0,Post Graduate,4052,BSP,3256,20957984,1050714,2009
KIRTIKUMAR JESANGBHAI CHAUDHARY,Patan,0,Graduate,2359,IND,3257,250495,0,2009
KISAN BALVANTA BORDE,Jalna,0,Graduate,3492,PRCP,3258,3180000,38850,2009
KISANBHAI VESTABHAI PATEL,Valsad,2,12th Pass,4571,INC,3259,1520245,0,2009
KISHAN SINGH SANGWAN,Sonipat,0,Post Graduate,6613,BJP,3260,15746702,0,2009
KISHOR BHAGWAN JAGTAP,Mumbai South Central,0,Graduate,5460,RSPS,3261,1500,0,2009
KISHOR KUMAR,Madhepura,14,Graduate,4967,IND,3262,1808464,0,2009
KISHOR KUMAR,Kushi Nagar,1,Graduate Professional,1379,IPP,3263,3387500,0,2009
KISHOR KUMAR PANDEY,Hazaribagh,0,Not Given,1243,BSP,3264,0,0,2009
KISHOR PITAMBAR AHIRE,Dhule,0,12th Pass,3450,IND,3265,35000,0,2009
KISHOR SAMRITE,Balaghat,0,Graduate,3332,SP,3266,40000,0,2009
KISHORI PRASHAD MAHTO,Begusarai,0,12th Pass,4979,LTSD,3267,3719502,0,2009
KISHORILAL CHAURASIYA GUNA WALE,Guna,0,12th Pass,5137,IND,3268,251000,0,2009
KISHORKUMAR VASANTRAO JADHAV,Mumbai South Central,0,Post Graduate,5465,IND,3269,4125000,0,2009
KISHUN LAL,Varanasi,0,5th Pass,1234,IJP,3270,440000,0,2009
KM. KUSUM KUMARI AD,Allahabad,0,Graduate Professional,3957,IND,3271,76000,0,2009
KM. SHASHI PANDEY,Allahabad,0,Others,3968,IND,3272,550000,0,2009
KODIHALLI CHANDRASHEKAR,Hassan,0,12th Pass,5919,IND,3273,1860000,500000,2009
Kodikunnil Suresh,Mavelikkara,4,Graduate Professional,1614,INC,3274,1672747,77210,2009
KOKANI MANJULABAI SAKHARAM,Nandurbar,0,Not Given,3437,BBM,3275,680000,0,2009
KOKARE SANJAY DHAKU,Mumbai North East,0,10th Pass,5420,BBM,3276,1430000,5000,2009
KOKATE RAMESH BABURAO (ADASKAR),Beed,1,Graduate,3671,NCP,3277,17975926,0,2009
KOKILABEN MANUBHAI NAYI,Mahesana,0,Literate,2515,IND,3278,305000,0,2009
KOLI RAJU RAMDAS,Nandurbar,0,Graduate,3440,IND,3279,1035016,0,2009
KOLI SANTOSH GOKUL,Raver,0,Not Given,3478,IND,3280,88000,0,2009
KOLTE MANOJ NEMINATH,Jalna,0,12th Pass,3501,IND,3281,25000,0,2009
KOLUSU PEDA REDDAIAH YADAV,Eluru,0,Graduate Professional,4375,PRAP,3282,79364590,190000,2009
KOM LAHANU SHIDVA,Palghar,0,10th Pass,5299,CPM,3283,796038,584000,2009
KOMAL ANURAGI,Gwalior,0,Graduate,5119,IND,3284,53000,0,2009
KOMATIREDDY RAJ GOPAL REDDY,Bhongir,0,Graduate,60,INC,3285,194763618,6057899,2009
KOMMANABOINA LAKSHMAIAH,Guntur,0,Not Given,4387,RDHP,3286,222400,0,2009
Konakalla Narayana Rao,Machilipatnam,0,12th Pass,2483,TDP,3287,8616000,3787000,2009
Koppula Venkateswara Rao,Machilipatnam,0,Not Given,2485,LSP,3288,0,0,2009
KOREWAR BALAJI NARSING,Nanded,0,Graduate,258,IND,3289,869666,0,2009
Korivi Venugopal,Karimnagar,0,Graduate Professional,1015,IND,3290,410000,0,2009
Kothur Nagender Reddy,Mahbubnagar,0,Not Given,1081,IND,3291,350000,16000,2009
KOTLA JAYA SURYA PRAKASH REDDY,Kurnool,0,Graduate,4402,INC,3292,53719195,3034000,2009
Kotnak Ramesh,Adilabad,0,12th Pass,52,INC,3293,2600000,0,2009
Kovuri Prabhakar,Medak,0,Not Given,957,PPOI,3294,824000,0,2009
KOWASE MAROTRAO SAINUJI,Gadchiroli-Chimur,0,Graduate,1419,INC,3295,10776756,500000,2009
Kowdley Channappa,Mandya,0,Graduate,4613,JD(U),3296,1300000,5000,2009
KOWSALYA C,Salem,0,10th Pass,8414,IND,3297,130000,0,2009
KRIPANATH PATHAK,Jhanjharpur,2,Graduate,3099,INC,3298,5255200,0,2009
KRISHAN KUMAR,Hisar,1,12th Pass,6561,IND,3299,2504500,0,2009
KRISHAN KUMAR,Sonipat,0,Post Graduate,6619,LJP,3300,673222,0,2009
KRISHAN KUMAR SHARMA,West Delhi,0,8th Pass,7638,BSKRP,3301,2135000,0,2009
KRISHAN KUMAR TYAGI,New Delhi,0,Post Graduate,7685,IND,3302,33718300,21420000,2009
KRISHAN KUMAR-1,Hisar,0,12th Pass,6574,RASJP,3303,4647000,0,2009
KRISHAN MURTI,Rohtak,1,Graduate,6658,HJCBL,3304,44044846,48547,2009
KRISHAN PAL SINGH,Tonk-Sawai Madhopur,0,Graduate,7633,SP,3305,18818000,1150000,2009
KRISHN PAL SINGH PAVEL,Shahdol,0,12th Pass,3303,LJP,3306,190000,0,2009
KRISHNA ADHIKARI,Pilibhit,6,10th Pass,8097,CPI(ML)(L),3307,64450,0,2009
Krishna Byre Gowda C.B.,Bangalore South,0,Post Graduate,1163,INC,3308,30855494,9900000,2009
KRISHNA CHAND,Mirzapur,0,8th Pass,1797,IND,3309,4757000,0,2009
KRISHNA CHAND SHUKLA,Mirzapur,0,Post Graduate,1798,IND,3310,3949000,600000,2009
Krishna Chandra Sahoo,Dhenkanal,0,Graduate,2300,BSP,3311,1247981,0,2009
Krishna Chaudhary,Gaya,0,Literate,1990,IND,3312,18000,0,2009
Krishna Dalabehera,Aska,0,Post Graduate,1170,KS,3313,84631,0,2009
KRISHNA DEVIDAS JADHAV,Aurangabad,1,Graduate,3519,IND,3314,14000,48970,2009
KRISHNA GOPAL PARTE,Betul,0,Graduate,3430,IND,3315,170000,100000,2009
KRISHNA KANT CHAUBEY PAPPU MAHARAJ,Guna,0,10th Pass,5138,IND,3316,532500,0,2009
Krishna Kanta Barman,Coochbehar,0,Graduate,4778,IND,3317,71000,0,2009
KRISHNA KUMAR,Phulpur,0,Not Given,3928,IND,3318,138000,0,2009
KRISHNA KUMAR GARG,Meerut,0,Graduate,7005,IND,3319,22779406,50000,2009
KRISHNA NAND MISHRA,Sant Kabir Nagar,0,Graduate,4114,AIMF,3320,632305,0,2009
KRISHNA NARAYAN,Sultanpur,0,Graduate,3865,IND,3321,741796,0,2009
KRISHNA PAL,Meerut,0,10th Pass,7010,IND,3322,78896,0,2009
KRISHNA RAJ,Shahjahanpur,1,Post Graduate,8108,BJP,3323,10377933,347587,2009
Krishna Sabbali,Peddapalle,0,Not Given,1002,MCPI(S),3324,0,30000,2009
KRISHNA SEWAK SONKER,Machhlishahr,0,Not Given,1811,JPS,3325,5950000,0,2009
KRISHNA SHARAN SINGH (RAJA BHAIYA),Khajuraho,0,10th Pass,3245,IND,3326,1659336,0,2009
KRISHNA SINGH,Chittorgarh,0,Post Graduate,5873,JGP,3327,5209000,0,2009
Krishnadhi Srilatha,Warangal,0,10th Pass,1107,IND,3328,111787,153000,2009
KRISHNAJI RAGHAVENDRARAO OMKAR,Haveri,0,Not Given,5817,ABHM,3329,911000,0,2009
KRISHNAKUMAR.S,Pollachi,0,8th Pass,9063,TDK,3330,40000,0,2009
Krishnammal,Kollam,0,10th Pass,1637,IND,3331,0,0,2009
Krishnamurthy T,Chikkballapur,0,Graduate,2082,IND,3332,9550000,0,2009
KRISHNAN C,Nilgiris,0,Graduate Professional,8475,MDMK,3333,6358792,0,2009
KRISHNAN K,Tenkasi,0,8th Pass,9221,BSP,3334,1150000,0,2009
KRISHNAN M,Nilgiris,0,Post Graduate,8476,BSP,3335,190000,7000,2009
KRISHNAN M,Salem,0,Post Graduate,8412,IND,3336,50000,0,2009
KRISHNAN.P.R,Chennai Central,0,Graduate Professional,8830,IND,3337,49787000,0,2009
KRISHNAPADA MAJUMDER,Bangaon,0,Post Graduate,8123,BJP,3338,2298000,0,2009
KRISHNAPALSINGHVAIS,Unnao,0,12th Pass,5556,IND,3339,470000,0,2009
KRISHNAPPA,Bangalore Rural,1,10th Pass,1161,IND,3340,266000,465000,2009
KRISHNAPPA A,Mayiladuthurai,0,5th Pass,9124,IND,3341,60130,0,2009
KRISHNASAMY M,Arani,0,Graduate Professional,8391,INC,3342,62385765,16792067,2009
"KRISHNASAMY, DR. K",Tenkasi,0,Post Graduate,9225,PT,3343,25741795,0,2009
KRISHNAVENI.N,Theni,0,8th Pass,8595,IND,3344,305000,0,2009
KRISTAPPA NIMMALA,Hindupur,0,Graduate,4392,TDP,3345,15917465,1216390,2009
KRUSHNAPURAM GAYATHRI DEVI,Anantapur,0,5th Pass,4346,CPI(ML)(L),3346,1057900,750000,2009
Kshitish Biswal,Puri,0,12th Pass,2310,CPI(ML)(L),3347,962100,0,2009
KU. KUNJAWATI,Bansgaon,0,Post Graduate,1903,IND,3348,10000,0,2009
KU. RATANJEET PRATAP NARAYAN SINGH,Kushi Nagar,0,Graduate,1375,INC,3349,39975893,100000,2009
KUBENDIRAN D,Vellore,0,Not Given,8913,IND,3350,0,0,2009
KUBENDRAN I,Tirunelveli,0,8th Pass,9240,IND,3351,1810000,0,2009
KUDALEPATIL VIVEK ANANT,Baramati,0,10th Pass,3611,BSP,3352,187510000,0,2009
KULDEEP,Shrawasti,1,Not Given,4045,SBSP,3353,729000,200000,2009
KULDEEP,Kairana,0,Graduate,6942,IND,3354,4362000,0,2009
KULDEEP CHAND SAINI,Gurdaspur,0,12th Pass,7868,IND,3355,1514000,0,2009
KULDEEP KUMAR,Sitapur,0,Post Graduate,5507,PECP,3356,413000,0,2009
KULDEEP SINGH,Hisar,0,12th Pass,6583,IND,3357,1045000,0,2009
KULDIP SINGH GREWAL,Patiala,0,Graduate Professional,6889,IND,3358,7231516,6390,2009
KULENDRA DAULAGUPU,Autonomous District,1,Post Graduate,649,BJP,3359,1682919,0,2009
KULKARNI KAUSTUBH SHASHIKANT,Pune,0,12th Pass,3590,IND,3360,50000,0,2009
KULVEER SINGH,Hardwar,0,Post Graduate,8289,IND,3361,98937,0,2009
KULWANT SINGH,Hisar,0,12th Pass,6569,IND,3362,4848620,369000,2009
KULWANT SINGH SANDHU,Fatehgarh Sahib,0,12th Pass,7978,SAD(M),3363,7130000,100000,2009
Kumait  BDO,Surguja,0,Post Graduate,66,JD(U),3364,250729,0,2009
KUMAR,Namakkal,0,Others,9017,IND,3365,7999000,3292479,2009
Kumar Balram Singh,Saran,1,12th Pass,963,IND,3366,2132000,47000,2009
KUMAR C,Kanniyakumari,0,5th Pass,8623,IND,3367,10000,0,2009
KUMAR K.,Thane,0,10th Pass,5356,IND,3368,1455000,530000,2009
KUMAR M,Viluppuram,0,5th Pass,8970,IND,3369,55000,0,2009
KUMAR M.M,Tiruvannamalai,0,10th Pass,8371,IND,3370,0,0,2009
KUMAR RAJESH,Nalanda,0,Graduate,6487,IND,3371,2,0,2009
KUMAR RAJIV,Patna Sahib,0,Others,7725,IND,3372,455000,0,2009
KUMAR S,Sriperumbudur,0,Graduate,8864,IND,3373,1069000,5000,2009
KUMAR V.A,Chennai South,0,8th Pass,8784,IND,3374,20000,0,2009
KUMAR.P,Tiruchirappalli,0,Graduate Professional,8541,ADMK,3375,5345000,806395,2009
KUMARI KAMALA DAS,Barasat,0,8th Pass,8151,IND,3376,282000,0,2009
KUMARI SURESHWARI,Darbhanga,0,Post Graduate,3114,RMEP,3377,458200,0,2009
KUMBHARE SULEKHA NARAYAN,Nagpur,0,Graduate Professional,1427,BREM,3378,5250000,0,2009
KUMBHARE SULEKHA NARAYAN,Ramtek,0,Graduate Professional,1956,BREM,3379,5200000,0,2009
Kummari Giri,Chevella,0,Not Given,639,PPOI,3380,0,0,2009
KUMODH NARAYAN CHOWDHURY,Kolkata Uttar,0,12th Pass,8218,IND,3381,1522000,0,2009
Kumudini Disari,Koraput,0,10th Pass,1176,SAMO,3382,310000,0,2009
KUNAL,Ludhiana,0,Graduate,7961,IND,3383,22609600,1002700,2009
KUNDAN KUMAR,Munger,1,Literate,5052,BJJD,3384,348000,0,2009
KUNDAN KUMAR,Pataliputra,0,12th Pass,7784,RWS,3385,522600,0,2009
KUNDAN LAL VALMIKI,Bikaner,0,10th Pass,6175,IND,3386,160000,0,2009
Kundeti Ravi,Medak,0,Post Graduate,959,IND,3387,226586,0,2009
Kunja Srinivasa Rao,Mahabubabad,1,Graduate,557,CPI,3388,310500,50000,2009
Kunjan Pulayan,Thrissur,2,5th Pass,1541,IND,3389,220,8000,2009
Kunju Pillai,Pathanamthitta,0,10th Pass,1626,IND,3390,219700,0,2009
Kunnur Manjunath Channappa,Dharwad,1,Graduate Professional,4596,INC,3391,28558354,4963000,2009
KUNVARJIBHAI MOHANBHAI BAVALIYA,Rajkot,3,Graduate,2156,INC,3392,4560852,599799,2009
KUNWAR AKSHAYA PRATAP SINGH,Pratapgarh,5,8th Pass,3869,SP,3393,42118096,19054082,2009
KUNWAR CHAND,Agra,0,Graduate Professional,7151,BSP,3394,4310491,417468,2009
KUNWAR DEVENDRA SINGH YADAV,Etah,2,Doctorate,7221,BSP,3395,208759178,22400000,2009
KUNWAR JITIN PRASAD,Dhaurahra,0,Post Graduate,8706,INC,3396,32656975,0,2009
KUNWAR PAL,Kairana,0,12th Pass,6929,RDMP,3397,3701000,20000,2009
KUNWAR REWATI RAMAN SINGH ALIAS MANI JI,Allahabad,0,Graduate Professional,3943,SP,3398,18640164,226475,2009
KUNWAR SARVESH KUMAR,Moradabad,4,12th Pass,8055,BJP,3399,29516747,0,2009
KUNWAR SARVRAJ SINGH,Aonla,5,Post Graduate,8675,BSP,3400,17078923,36753,2009
KUNWARPAL,Shahjahanpur,0,12th Pass,8117,IND,3401,68000,0,2009
KUPPUSAMY.R.,Erode,0,Literate,8439,IND,3402,520000,0,2009
KURESHI SK. MEHBUB SK.FATTU,Yavatmal-Washim,0,Literate,1922,BBM,3403,25000,0,2009
KURUBARA KALENAHALLI KOVI BABANNA,Hassan,0,Illiterate,5918,IND,3404,2500000,0,2009
Kurusa  Bojjaiah,Araku,0,10th Pass,569,BJP,3405,1028805,0,2009
KUSHADHWAJ BALA(KUSH BALA),Baharampur,0,12th Pass,7318,BSP,3406,1570000,0,2009
KUSHESWAR BHAGAT,Gurgaon,0,8th Pass,6701,IND,3407,34000,0,2009
KUSUM BAHL,East Delhi,0,Graduate,7595,IND,3408,5194171,0,2009
KV Srinivasa Charyulu,Nalgonda,0,Post Graduate,699,IND,3409,1044077,0,2009
KWAJA NASIRODDINE KHAN,Yavatmal-Washim,0,Post Graduate,240,DESEP,3410,410000,0,2009
L K Jain,Vizianagaram,0,10th Pass,1125,PPOI,3411,336000,2500000,2009
L P M NAIK,Uttara Kannada,0,Post Graduate,6466,IND,3412,3821,0,2009
L R Shivaramegowda,Mandya,1,12th Pass,4612,BJP,3413,222296947,3254728,2009
L Rajagopal,Vijayawada,0,Graduate Professional,4711,INC,3414,1222964909,23967984,2009
L. KSHETRANI DEVI,Inner Manipur,0,Post Graduate,3815,RBCP,3415,416000,0,2009
L. Lakshmaiah,Bangalore North,0,5th Pass,1688,IND,3416,50000,0,2009
L. Nagaraj,Bangalore North,0,12th Pass,1689,IND,3417,6463000,18000,2009
L.B. SONA,Outer Manipur,0,Graduate,2018,NCP,3418,2456634,0,2009
L.Nagaraja,Chikkballapur,0,Not Given,2083,IND,3419,6463000,18000,2009
L.S MALLIKARJUN,Davanagere,0,Graduate Professional,5951,IND,3420,360000,0,2009
LABHA RAM GANDHI,Jammu,0,10th Pass,2101,IND,3421,285000,50000,2009
Lachhaman Majhi,Keonjhar,0,Graduate,2436,JMM,3422,10000,0,2009
LACHHMAN DASS,New Delhi,0,Graduate,7694,IND,3423,565000,0,2009
LACHHMAN SINGH,Fatehgarh Sahib,0,5th Pass,7984,IND,3424,437000,0,2009
LADDU,Bhagalpur,0,Literate,5030,IND,3425,5000,0,2009
LADDU SHAH,Ludhiana,0,8th Pass,7954,LPSP,3426,2420000,0,2009
LADU,Dausa,0,5th Pass,6271,IND,3427,2050000,0,2009
LAIQ AHMAD,Bareilly,0,Illiterate,8690,AD,3428,140000,16000,2009
LAIQ AHMED,Chandni Chowk,0,10th Pass,7577,IND,3429,675000,0,2009
LAJJAWATI KANCHAN,Rae bareli,0,10th Pass,5623,IND,3430,121160,0,2009
LAJJAWATI KANCHAN,Barabanki,0,12th Pass,5725,IND,3431,117507,0,2009
Lake Raja Rao,Araku,0,12th Pass,1120,BSP,3432,350000,0,2009
LAKHAN LAL,Guna,0,8th Pass,5142,IND,3433,104000,0,2009
Lakhan singh,Karauli-Dholpur,0,Post Graduate,5981,IND,3434,675000,0,2009
LAKHI CHARAN SWANSI,Dibrugarh,0,Literate,2998,IND,3435,245000,0,2009
LAKHMANBHAI DEVJIBHAI CHAVDA,Rajkot,0,Literate,2399,IND,3436,146738,337,2009
LAKHMENDRA KHURANA,Mumbai North,1,Graduate,5374,BSP,3437,82431507,910400,2009
LAKHMI,Kairana,0,8th Pass,6919,IND,3438,6784937,1500,2009
LAKHPAT SINGH KIRAR,Gwalior,0,Literate,5114,ASP,3439,1819000,20000,2009
LAKHWINDER SINGH,Bathinda,0,8th Pass,6840,AIDWC,3440,10000,0,2009
LAKSHMAN SINGH,Rajgarh,0,Graduate,5197,BJP,3441,84812156,3831838,2009
LAKSHMAN SINGH,Bikaner,0,5th Pass,6034,IND,3442,275500,0,2009
LAKSHMANAN R,Tenkasi,0,Literate,9229,IND,3443,747000,0,2009
LAKSHMANAN R,Viluppuram,0,10th Pass,8977,IND,3444,30000,0,2009
LAKSHMI NARAIN PANDEY (GURU JI),Pratapgarh,2,Graduate,3871,BJP,3445,15785801,0,2009
LAKSHMI S,Sriperumbudur,0,Post Graduate,8876,IND,3446,125000,0,2009
Lakshmi Sarkar,Bankura,0,12th Pass,4892,IND,3447,1400000,0,2009
LAKSHMI SHANMUGAM,Kolar,0,12th Pass,7813,NCP,3448,1050000,0,2009
LAL BABA MASANI,Ranchi,0,8th Pass,4289,IND,3449,15000,0,2009
Lal Babu Rai Lal,Saran,1,Graduate,964,IND,3450,572094,225000,2009
Lal BabuTiwari,Siwan,0,Not Given,886,RKSP,3451,475000,0,2009
LAL BAHADUR,Gorakhpur,0,Graduate,1212,IND,3452,825500,0,2009
LAL BAHADUR HIMALAYA,Khagaria,0,Post Graduate,5000,RDMP,3453,3590000,115000,2009
LAL BIHARI,Maharajganj,0,8th Pass,992,IND,3454,1056500,0,2009
LAL CHAND,Gurdaspur,0,10th Pass,7872,IND,3455,44977,7000,2009
LAL CHAND BHATTI,Hoshiarpur,0,10th Pass,7922,BGTD,3456,2155000,0,2009
LAL CHAND KATARIA,Jaipur Rural,0,10th Pass,6049,INC,3457,30650401,702835,2009
LAL CHAND NISHAD,Gorakhpur,0,Post Graduate,1213,INC,3458,17574000,0,2009
LAL JI TANDON,Lucknow,0,Graduate,5573,BJP,3459,21700160,0,2009
LAL MANI PRASAD,Bahraich,2,Graduate,5729,BSP,3460,5051684,0,2009
LAL SINGH,Karnal,0,10th Pass,6594,IND,3461,1434000,0,2009
LAL SINGH,Ghaziabad,0,8th Pass,7745,IND,3462,1901885,7483,2009
LAL SINGH,Kannauj,0,8th Pass,7307,IND,3463,742300,0,2009
LALA,Unnao,0,Literate,5560,IND,3464,148000,0,2009
LALA RAM,Mandi,0,10th Pass,7829,BSP,3465,963000,232000,2009
LALAN PASWAN,Sasaram,0,Graduate,7798,RJD,3466,58840,62111,2009
Lalan Prasad,Hazaribagh,0,10th Pass,682,IND,3467,1661000,0,2009
Lalan Rup Narain Pathak,Buxar,0,Doctorate,848,IND,3468,7155000,0,2009
LALARAM,Bhind,0,Literate,5102,IND,3469,114000,0,2009
LALARAM DHOVI,Karauli-Dholpur,0,Literate,6072,IND,3470,3282500,0,2009
LALAWMPUIA CHHANGTE,Mizoram,0,12th Pass,326,NCP,3471,400000,0,2009
LALBABU,Ballia,0,Graduate,1888,IND,3472,702000,0,2009
LALBAHADUR YADAV,Darbhanga,0,Others,3122,IND,3473,180000,0,2009
LALCHAND BERWA GOME,Ujjain,1,10th Pass,5222,IND,3474,1190000,0,2009
LALIT KUMAR,Banda,0,12th Pass,3900,ASP,3475,1520000,355000,2009
LALIT MILI,Lakhimpur,0,Graduate,3008,RDMP,3476,110000,0,2009
Lalit Mohan Suklabaidya,Karimganj,0,Post Graduate,677,INC,3477,4644049,0,2009
LALITA PRASAD BHATT,Garhwal,0,Graduate Professional,8243,CPI,3478,1926500,0,2009
LALITHA KUMARAMANGALAM.R,Tiruchirappalli,0,Graduate Professional,8543,BJP,3479,49575000,0,2009
LALJI,Mirzapur,0,12th Pass,1790,RAD,3480,2010000,125000,2009
LALJI BHAI MEENA,Udaipur,0,10th Pass,6359,JGP,3481,6365000,0,2009
LALJI KUMAR RAKESH,Vaishali,0,Post Graduate,3156,RSWD,3482,1105000,0,2009
LALJI RAJBHAR,Ghosi,0,12th Pass,1832,BSD,3483,1580000,0,2009
LALJIBHAI CHATURBHAI MER,Surendranagar,2,Literate,2154,BJP,3484,12969366,970000,2009
LALJIBHAI GANESHJI PUROHIT,Anand,0,5th Pass,2601,IND,3485,10985200,120000,2009
LALJIBHAI KESHAVLAL PATEL,Mahesana,0,12th Pass,2363,IND,3486,10434119,0,2009
LALJIBHAI MOHANLAL SAVUKIYA,Surendranagar,0,Literate,2549,IND,3487,1458500,65000,2009
LALKRISHNA KISHANCHAND ADVANI,Gandhinagar,1,Graduate Professional,2378,BJP,3488,35543172,0,2009
LALLA,Hamirpur,0,Not Given,5692,IND,3489,205000,0,2009
LALLAN,Chandauli,0,Post Graduate,1878,IJP,3490,1636300,261000,2009
LALLAN SINGH,Phulpur,6,8th Pass,3924,RSBP,3491,4953000,0,2009
LALLU PRASAD,Hamirpur,1,12th Pass,5693,IND,3492,70000,0,2009
LALLU SINGH,Faizabad,1,Post Graduate,3975,BJP,3493,7849185,1722016,2009
LALMAN,Ambedkar Nagar,0,10th Pass,4003,JPS,3494,5000,0,2009
Lalmuni choubey,Buxar,0,12th Pass,849,BJP,3495,9603000,0,2009
LALTA PRASAD,Pilibhit,0,5th Pass,8105,IND,3496,35000,0,2009
LALTI DEVI,Mirzapur,0,Literate,1791,VP,3497,1450000,0,2009
LALU  PRASAD,Pataliputra,7,Graduate Professional,7779,RJD,3498,32094746,1626689,2009
LALU URF ATAL LAL,Guna,0,Literate,5133,BHBP,3499,25000,0,2009
LALUBHAI PATEL,Daman & Diu,0,10th Pass,5747,BJP,3500,36879385,2135939,2009
LAMANI CHANDRAKANT RUPASING,Bijapur,0,Graduate,6432,LJP,3501,1004000,75000,2009
LAMLALMOI GANGTE,Outer Manipur,0,Graduate,2024,IND,3502,500000,0,2009
LANDE VILAS MHATARBA,Shirur,0,8th Pass,3638,IND,3503,52800,0,2009
LANKESWAR ACHARJYA,Mangaldoi,0,12th Pass,2940,RDMP,3504,3939175,0,2009
LATA RANI,Faridabad,0,Not Given,6737,SP,3505,1558000,0,2009
LATHA. G.,Krishnagiri,0,12th Pass,8937,IND,3506,254700,0,2009
LAVINDER KUMAR,Amritsar,0,12th Pass,7887,IND,3507,3150000,0,2009
LAXAMAN DAS,Kodarma,0,Not Given,1268,IND,3508,15800,50000,2009
Laxmamma,Mahbubnagar,0,Not Given,1094,IND,3509,0,0,2009
LAXMAN,Dausa,0,Post Graduate,6272,INC,3510,27074503,1427041,2009
LAXMAN KUMAR,Jhalawar-Baran,1,5th Pass,5884,IND,3511,620566,0,2009
LAXMAN LAL JAT,Chittorgarh,0,10th Pass,6362,IND,3512,1617500,0,2009
Laxman Majhi,Mayurbhanj,0,Graduate Professional,2274,INC,3513,1873000,70000,2009
LAXMAN PRASAD,Durg,0,Not Given,411,IND,3514,45000,0,2009
LAXMAN SHIVAJI SHIRSATH (PATIL),Jalgaon,6,Others,3463,KM,3515,133000,223744,2009
LAXMAN SINGH,Barmer,0,10th Pass,5857,IND,3516,347000,0,2009
Laxman Swarnkar,Kodarma,3,8th Pass,663,BJP,3517,2391000,260000,2009
Laxman Tudu,Mayurbhanj,0,Graduate,2275,BJD,3518,173000,38986,2009
LAXMAN VERMA,Rajgarh,0,Post Graduate,5203,IND,3519,184000,0,2009
LAXMANBHAI CHHAGANBHAI VARLI,Valsad,1,Literate,2230,CPI(ML)(L),3520,13000,0,2009
LAXMANKANT MISHRA,Madhubani,0,Graduate,3086,BSP,3521,2505072,4482319,2009
LAXMANSINGH AAMDOR,Rajgarh,1,5th Pass,5204,IND,3522,964800,0,2009
LAXMI NARAYAN,Bhilwara,0,12th Pass,6378,ABCD(A),3523,4245764,0,2009
LAXMI NARAYAN ASEEJA,Bhiwani-Mahendragarh,0,Illiterate,6671,IND,3524,178000,0,2009
LAXMI PRASAD AHIRWAR,Tikamgarh,0,10th Pass,5172,IND,3525,525000,0,2009
LAXMI SADA,Araria,0,Not Given,7507,IND,3526,0,0,2009
LAXMIKANT CHANDRAKANT GAIKWAD,Solapur,1,Graduate,3740,KKJHS,3527,191000,0,2009
Laxmikanta Behera,Balasore,0,Post Graduate,2280,IND,3528,142000,0,2009
Laxmiswar Tamudia,Mayurbhanj,0,Post Graduate,2276,SP,3529,2570000,0,2009
LAYEEK AHMED ANSARI,Mumbai South Central,0,Not Given,5471,IND,3530,240000,0,2009
LEELA HANS,Kolkata Dakshin ,0,10th Pass,8201,IJP,3531,1342000,0,2009
LEHRU,Chittorgarh,0,Literate,5935,IND,3532,120000,21000,2009
LEKSHMANAN . S,Kanniyakumari,0,Not Given,8631,IND,3533,163000,0,2009
Lellapalli Aseervadam,Secunderabad,0,Graduate,1042,IND,3534,1300000,0,2009
LEMBUJI PARBATJI ROHATAR,Banaskantha,0,Literate,2114,IND,3535,125000,0,2009
Lenin Lenka,Kendrapara,0,Graduate,2304,BSP,3536,928000,0,2009
LIAQAT HUSSAIN,Nowgong,0,Graduate,2968,LJP,3537,357027,0,2009
LILA DEVI,Chandni Chowk,0,8th Pass,7557,RVNP,3538,247000,0,2009
LILA KARAN SHARMA,Jammu,0,Graduate Professional,2086,BJP,3539,13449407,121108,2009
LILABEN RAVJIBHAI PARMAR,Anand,0,Graduate Professional,2602,IND,3540,540000,0,2009
