Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year,ST_CODE,PC_CODE
Akar Dhoj Limbu,SIKKIM,0,Graduate Professional,2493,INC,261,5504900,0,2014,S21,1
Akash Gupta,MORENA,0,Graduate,4084,IND,262,505042,0,2014,S12,1
Akbar Ahmad Dumpy,GONDA,3,Graduate,8066,BSP,263,26607824,1784507,2014,S24,59
Akbar Husain,RAMPUR,0,10th Pass,3181,BSP,264,62120983,3790727,2014,S24,7
Akbar Kasmi,GURGAON,0,Others,2077,Rashtriya Ulama Council,265,1592000,0,2014,S07,9
Akbar Masood,RAMPUR,0,Post Graduate,3182,IND,266,2513782,0,2014,S24,7
Akhand,KUSHI NAGAR,0,Graduate,9263,AAP,267,2407300,0,2014,S24,65
Akhei Achumi,NAGALAND,0,Graduate,1012,Socialist Party (India),268,3122000,0,2014,S17,1
Akhil Bhartiya Sharma,BANKA,0,Graduate Professional,5240,IND,269,50000,0,2014,S04,27
Akhilesh,BHADOHI,1,Doctorate,8048,NCP,270,1658500,0,2014,S24,78
Akhilesh,MAHARAJGANJ,7,Graduate,9283,SP,271,35083577,0,2014,S24,63
Akhilesh,GWALIOR,1,Graduate,2954,CPI(M),272,184700,0,2014,S12,3
Akhilesh Kumar,UNNAO,0,Literate,6744,CPI(ML) Red Star,273,236000,0,2014,S24,33
Akhilesh Kumar,MAHARAJGANJ,0,12th Pass,9698,Apna Dal United Party,274,228000,0,2014,S24,63
Akhilesh Prasad Singh,MUZAFFARPUR,0,Doctorate,8135,INC,275,216275454,0,2014,S04,15
Akhtarul Iman,KISHANGANJ,1,Post Graduate,4112,JD(U),276,4907533,820788,2014,S04,10
Akki Reddy Bhimanadula,NARASARAOPET,0,10th Pass,8886,Pyramid Party of India,277,644500,0,2014,S01,31
Aklu Ram Mahto,DHANBAD,0,Post Graduate,4696,SP,278,1747750,0,2014,S27,7
Akmal Khan Urf Chaman,BADAUN,0,Literate,3064,BSP,279,14679858,1510000,2014,S24,23
Akshay Verma,MUZAFFARPUR,0,Post Graduate,8549,Sarvajan Kalyan Loktantrik Party,280,47845505,14949074,2014,S04,15
Akshay Yadav,FIROZABAD,0,Graduate,4389,SP,281,100883304,59377,2014,S24,20
Akshaybar Nath Mishra,LUDHIANA,1,Post Graduate,7752,JD(U),282,255200,0,2014,S19,7
Akthaar Ali,JHANJHARPUR,0,Graduate,6769,Jai Prakash Janata Dal,283,116600,0,2014,S04,7
Al Sivagnanam,SIVAGANGA,0,5th Pass,4339,IND,284,69480,0,2014,S22,31
Alagiri.S,CUDDALORE,0,Graduate,6310,INC,285,17918014,51740512,2014,S22,26
Alagumalai.V.,TENKASI,0,12th Pass,7574,IND,286,470000,0,2014,S22,37
"Alagusundaram, K.",THENI,1,Graduate Professional,7507,MDMK,287,3085000,254000,2014,S22,33
Albin M U,ALATHUR,0,12th Pass,1901,IND,288,900,0,2014,S11,9
Aleixo Reginaldo Lourenco,SOUTH GOA,0,12th Pass,1988,INC,289,31453008,905729,2014,S05,2
Aleyamma Varghese,PATHANAMTHITTA,0,10th Pass,967,AITC,290,22800000,4200000,2014,S11,17
Alfraid Vikas Luis,DURG,0,Graduate,5382,IND,291,136000,0,2014,S26,7
Ali Akbar,VADAKARA,0,12th Pass,1846,AAP,292,4448946,2674831,2014,S11,3
Ali Husan,NORTH EAST DELHI,0,5th Pass,995,IND,293,1047500,0,2014,U05,2
Ali Hussain,DHUBRI,0,Graduate,4875,IND,294,114136,0,2014,S03,4
Ali Kishor Patnaik,BERHAMPUR,1,Graduate,832,CPI(M),295,7450333,0,2014,S18,20
Alimuddin Ansari,KISHANGANJ,0,10th Pass,4489,AAP,296,5210680,0,2014,S04,10
Alimuddin Ansari,BANKA,0,Others,5241,IND,297,352000,0,2014,S04,27
Allapichai .E,RAMANATHAPURAM,0,Graduate,7163,IND,298,13660000,0,2014,S22,35
Alok Agarwal,KHANDWA,2,Graduate Professional,4196,AAP,299,12871,0,2014,S12,28
Alok Chaturvedi,KOLKATA UTTAR,0,Graduate Professional,9411,AAP,300,42489478,77453,2014,S25,24
Alok Kumar Mehta,UJIARPUR,4,Graduate Professional,8518,RJD,301,51615071,3661335,2014,S04,22
Alok Nandan,MAINPURI,0,Post Graduate,4417,IND,302,8647900,0,2014,S24,21
Alok Sanjar,BHOPAL,0,Graduate Professional,2907,BJP,303,14594066,300000,2014,S12,19
Alok Sen,DIAMOND HARBOUR,0,12th Pass,9790,IND,304,8363380,0,2014,S25,21
Alok Sharma,GWALIOR,0,8th Pass,2950,BSP,305,20454704,0,2014,S12,3
"Alphonesraj, M.",COIMBATORE,0,5th Pass,6974,IND,306,261500,0,2014,S22,20
Altaf Abdulgani Shikalgar,SATARA,0,8th Pass,3661,Bahujan Mukti Party,307,5727145,227144,2014,S13,45
Altaf Ahamad Iqbal Ahmad,NANDED,0,Graduate,3302,IUML,308,4462742,571000,2014,S13,16
Altaf Ali Mohammad,VIJAYAWADA,0,5th Pass,9446,IND,309,40737,0,2014,S01,29
Altaf Husain,CHANDNI CHOWK,0,12th Pass,968,Bhartiya Janta Dal (Integrated),310,4790000,0,2014,U05,1
Altaf Husain Yenegure,OSMANABAD,0,Graduate,3594,IND,311,1690000,0,2014,S13,40
Alur M.G. Swamy,DAVANAGERE,0,Graduate,851,IND,312,36920000,150000,2014,S10,13
Alwarsamy Karthikeyan.L,THOOTHUKKUDI,0,Post Graduate,7562,IND,313,480000,0,2014,S22,36
Amal Say Sori,KANKER,0,Graduate,2793,IND,314,362500,400000,2014,S26,11
Aman Kumar Samajsevi,SUPAUL,0,12th Pass,4500,BSP,315,5728000,0,2014,S04,8
Amanullah,RANCHI,0,Post Graduate,4007,AAP,316,2391132,126000,2014,S27,8
Amar Chand Pohiya,BHARATPUR,0,10th Pass,5088,Rajasthan Vikas Party,317,2076000,23000,2014,S20,9
Amar Nath Pandey,KORBA,2,Graduate Professional,4130,AAP,318,3656000,393000,2014,S26,4
Amar Nath Yadav,SIWAN,8,Literate,9169,CPI(ML)L,319,6357303,89897,2014,S04,18
Amar Prakash,ALMORA,0,Graduate,7984,UTTARAKHAND PARIVARTAN PARTY,320,909412,125000,2014,S28,3
Amar Sahani,VALMIKI NAGAR,0,Literate,9202,Bharatiya Ekta Dal,321,2566000,0,2014,S04,1
Amar Singh,AGRA,0,12th Pass,4931,IND,322,247000,0,2014,S24,18
Amar Singh,AKBARPUR,0,10th Pass,4935,Janvadi Party(Socialist),323,1701500,250000,2014,S24,44
Amar Singh,FATEHPUR SIKRI,0,Graduate Professional,4988,RLD,324,966849798,0,2014,S24,19
Amar Singh,GANGANAGAR,0,10th Pass,2288,Bahujan Mukti Party,325,1230000,586706,2014,S20,1
Amar Singh Patel,VIDISHA,0,12th Pass,4215,BSP,326,311829,27310,2014,S12,18
Amar Singh Rathaur,BANDA,0,Graduate Professional,6626,AAP,327,7180000,620000,2014,S24,48
Amara Ram,SIKAR,0,Post Graduate,2343,CPI(M),328,4681929,774000,2014,S20,5
Amarinder Singh,AMRITSAR,0,12th Pass,7669,IND,329,60000,0,2014,S19,2
Amarjit Kaur,CHANDIGARH,0,8th Pass,592,IND,330,7020000,500000,2014,U02,1
Amarjit Singh Asal,AMRITSAR,0,Post Graduate,6100,CPI,331,1866611,0,2014,S19,2
Amarnath Pradhan,SAMBALPUR,0,Post Graduate,1142,INC,332,56069048,0,2014,S18,3
Amarnath Tiwari,PURNIA,1,Graduate,4494,INC,333,43329826,6731845,2014,S04,12
Amarson Sankhil,OUTER MANIPUR,0,Post Graduate,1011,IND,334,857093,0,2014,S14,2
Ambalathara Kunhikrishnan,KASARAGOD,0,10th Pass,1210,AAP,335,245690,0,2014,S11,1
Ambedkar Prakash Yashwant,AKOLA,3,Graduate Professional,214,Bharipa Bahujan Mahasangh,336,35716840,1400000,2014,S13,6
Ambendkari Hasnooram Ambendkari,FATEHPUR SIKRI,0,Literate,4315,IND,337,262200,120000,2014,S24,19
Ambesh Kumari,TIKAMGARH,1,Doctorate,3013,SP,338,15710045,3255734,2014,S12,6
Ambika Singh,BASTI,0,Graduate,8674,INC,339,16229000,280000,2014,S24,61
Ambika Soni,ANANDPUR SAHIB,0,Post Graduate,6116,INC,340,1180035973,27847000,2014,S19,6
Ambrose D,BANGALORE CENTRAL,0,Post Graduate,3734,IND,341,575,0,2014,S10,25
Ameeruddin,KUSHI NAGAR,0,Graduate,9657,Apna Dal United Party,342,2850774,0,2014,S24,65
Ameeta Singh,SULTANPUR,0,Doctorate,8115,INC,343,346033232,384041,2014,S24,38
Amin Chand,HAMIRPUR,0,5th Pass,8348,IND,344,277443,0,2014,S08,3
Amirthalingam .U,RAMANATHAPURAM,0,8th Pass,7161,IND,345,1460000,370000,2014,S22,35
Amit,SANT KABIR NAGAR,0,Graduate,8100,IND,346,30000,50000,2014,S24,62
Amit Aggarwal,GURDASPUR,0,12th Pass,7662,IND,347,1249500,250000,2014,S19,1
Amit Bhatnagar,KHAJURAHO,0,Post Graduate,2970,AAP,348,2136231,0,2014,S12,8
Amit Jassi,JALANDHAR,0,Graduate,7709,IND,349,377801,10000,2014,S19,4
Amit Kumar,SAMASTIPUR,1,12th Pass,6787,Samajwadi Janata Party (Rashtriya),350,1478998,195000,2014,S04,23
Amit Kumar,MORADABAD,0,Post Graduate,3137,Bahujan Mukti Party,351,446061,0,2014,S24,6
Amit Kumar Chaubey,PURVI CHAMPARAN,0,Post Graduate,9465,AAP,352,6238000,960000,2014,S04,3
Amit Kumar Sharma,NORTH EAST DELHI,0,Graduate,1000,IND,353,1710000,0,2014,U05,2
Amit Kumar Singh,RANCHI,0,12th Pass,4016,IND,354,1169044,9000,2014,S27,8
Amit Rawat,MOHANLALGANJ,0,10th Pass,5780,AITC,355,160000,0,2014,S24,34
Amita Singh Jaat,ALIGARH,0,Post Graduate,1798,Sarva Samaj Kalyan Party,356,3865000,0,2014,S24,15
Amitabh Choudhary,RANCHI,0,Graduate Professional,2873,JVM(P),357,17931854,1095618,2014,S27,8
Amiya Kanta Mallick,JAJPUR,0,10th Pass,3261,BJP,358,10680000,5130000,2014,S18,8
Amrendra Kumar Yadav,UJIARPUR,2,Post Graduate,8831,Rashtriya Krantikari Samajwadi Party,359,796700,12500,2014,S04,22
Amrik Singh,PATIALA,1,Illiterate,7850,New All India Congress Party,360,607780,0,2014,S19,13
Amrishbhai Rasiklal Patel,DHULE,21,8th Pass,5206,INC,361,504197656,142934079,2014,S13,2
Amrit Tirkey,RAIGARH,0,8th Pass,4642,IND,362,2711000,0,2014,S26,2
Amudala Subramanyam,HINDUPUR,0,Post Graduate,8908,Rayalaseema Parirakshana Samithi,363,745000,110000,2014,S01,37
Anand Bhadauriya,DHAURAHRA,3,Post Graduate,5500,SP,364,23997933,100000,2014,S24,29
Anand Kaushal Singh,PASCHIM CHAMPARAN,0,12th Pass,9146,AAP,365,1506647,506875,2014,S04,2
Anand Kumar,NORTH EAST DELHI,0,Doctorate,24,AAP,366,29255377,72369,2014,U05,2
Anand Kumar,DHAURAHRA,0,12th Pass,5502,NCP,367,1205500,0,2014,S24,29
Anand Kumar Jain,BHAGALPUR,0,Graduate Professional,5249,IND,368,6172660,0,2014,S04,26
Anand Kumar Verma,HARDWAR,0,Graduate Professional,8794,Hindustan Krantikari Dal,369,1565623,0,2014,S28,5
Anand Mahato,DHANBAD,1,Graduate,4154,Marxist Co-Ordination,370,6155932,0,2014,S27,7
Anand Mehrotra,KANPUR,1,Post Graduate,5719,Nagrik Ekta Party,371,1083000,0,2014,S24,43
Anand Mishra,BILASPUR,0,Post Graduate,3981,AAP,372,4685783,1440000,2014,S26,5
Anand Prakash Pranjape,KALYAN,4,Post Graduate,5879,NCP,373,35920212,3379297,2014,S13,24
Anand Prasad,PASCHIM CHAMPARAN,0,10th Pass,9148,IND,374,13570606,248000,2014,S04,2
Anand Rajpal,BASTI,0,Graduate,8389,AAP,375,14504590,2538160,2014,S24,61
Ananda G,CHAMARAJANAGAR,0,Others,3763,IND,376,130000,0,2014,S10,22
Ananda Gatty,DAKSHINA KANNADA,0,Graduate Professional,2602,IND,377,5328850,450000,2014,S10,17
Ananda Kumar Samal,SAMBALPUR,0,Post Graduate,794,AAP,378,169838,123121,2014,S18,3
Ananda Rao Sompalli,NELLORE,1,Graduate,9070,IND,379,7813000,0,2014,S01,39
Ananda Sakharam Bhalerao,MUMBAI NORTH EAST,0,10th Pass,7231,IND,380,157386,0,2014,S13,28
"Anandan Alias Kavignar Ananthamaalai, S",CHIDAMBARAM,0,12th Pass,6954,IND,381,275000,0,2014,S22,27
Anandaraj Dokka,DHARWAD,0,8th Pass,2180,IND,382,220000,0,2014,S10,11
"Anandharaj, M.",THOOTHUKKUDI,0,Others,7561,IND,383,40000,0,2014,S22,36
Anandharajan.S,CUDDALORE,0,Post Graduate,6319,IND,384,64850,17652,2014,S22,26
Anandkumar Sarvarsinh Vasava,BHARUCH,0,Post Graduate,7316,IND,385,2296015,0,2014,S06,22
Anandkumar.K,DHARMAPURI,0,Not Given,4030,IND,386,1039000,0,2014,S22,10
Anandram Sahu,RAJNANDGAON,0,8th Pass,2808,BSP,387,6680680,300000,2014,S26,6
Anant Lal Basor,DAMOH,0,10th Pass,2924,IND,388,9014000,0,2014,S12,7
Anant Nayak,KEONJHAR,0,12th Pass,96,BJP,389,5241777,875448,2014,S18,4
Ananta Lal Gupta,ASANSOL,0,Others,8358,SUCI(C),390,4150000,0,2014,S25,40
Ananth Kumar,BANGALORE SOUTH,0,Graduate Professional,189,BJP,391,45224706,2883233,2014,S10,26
Ananth Rao Gundepally,SECUNDERABAD,0,Post Graduate,6421,IND,392,1750000,400000,2014,S01,8
Anantha Venkata Rami Reddy,ANANTAPUR,0,Post Graduate,8325,Yuvajana Sramika Rythu Congress Party,393,26301000,0,2014,S01,36
Anantkumar Hegde,UTTARA KANNADA,0,12th Pass,398,BJP,394,32367360,15139611,2014,S10,12
Ananya Sarkar,JAYNAGAR,0,Post Graduate,9383,BSP,395,1265000,0,2014,S25,19
Anbalagan D,TIRUVANNAMALAI,0,Graduate Professional,5436,IND,396,436200,0,2014,S22,11
Anbalagan.M,TIRUCHIRAPPALLI,0,10th Pass,7443,IND,397,1276450,190000,2014,S22,24
Anbazhagan .G,CHENNAI NORTH,0,Post Graduate,6878,IND,398,1070799,0,2014,S22,2
"Anbil Thangamani, K.",PERAMBALUR,0,Post Graduate,7124,IND,399,6300000,0,2014,S22,25
Anbumani Ramadoss,DHARMAPURI,8,Graduate Professional,6995,Pattali Makkal Katchi,400,314378451,41941065,2014,S22,10
Anbumani.G,DHARMAPURI,0,12th Pass,6991,IND,401,1301000,0,2014,S22,10
Anbuselvan.,COIMBATORE,0,Graduate Professional,6975,IND,402,5831644,2900000,2014,S22,20
Aneeta Hindoliya,UJJAIN,0,Post Graduate,4208,AAP,403,5760417,1564210,2014,S12,22
Angad Mahato,JAMSHEDPUR,1,10th Pass,2849,Amra Bangalee,404,4005014,0,2014,S27,9
Angesh Kumar,SHEOHAR,2,Graduate Professional,8147,BSP,405,179440000,5750000,2014,S04,4
Anguraj.P,DHARMAPURI,0,12th Pass,6993,IND,406,3257000,241000,2014,S22,10
Anil,AGRA,0,Literate,4923,Bharatiya Kisan Parivartan Party,407,305538,0,2014,S24,18
Anil,ROHTAK,0,10th Pass,2057,Rashtriya Bahujan Hitay Party,408,1520000,0,2014,S07,7
Anil,MEERUT,0,12th Pass,1639,IND,409,1594367,104944,2014,S24,10
Anil,KURUKSHETRA,0,5th Pass,1996,IND,410,18036000,0,2014,S07,2
Anil Awasthi,KANPUR,0,Graduate,5716,AITC,411,969443,0,2014,S24,43
Anil Bhagawati,GAUHATI,2,Doctorate,4882,IND,412,4619004,229300,2014,S03,7
Anil Jaysing Ghanvat,AHMEDNAGAR,6,Graduate,3490,IND,413,33340000,163597,2014,S13,37
Anil Khajuria,UDHAMPUR,0,Graduate Professional,3898,IND,414,25000,0,2014,S09,5
Anil Kumar,BAGHPAT,4,12th Pass,1651,Peace Party,415,55427000,7522794,2014,S24,11
Anil Kumar,SONIPAT,0,10th Pass,2042,Rashtriya Bahujan Hitay Party,416,10875000,0,2014,S07,6
Anil Kumar,THIRUVANANTHAPURAM,0,12th Pass,640,IND,417,40000,0,2014,S11,20
Anil Kumar,JAIPUR RURAL,0,10th Pass,2366,AAP,418,2992554,201420,2014,S20,6
Anil Kumar,ERNAKULAM,0,8th Pass,1928,IND,419,72000,0,2014,S11,12
Anil Kumar,MUZAFFARNAGAR,0,Graduate Professional,1619,Bahujan Mukti Party,420,4662600,518000,2014,S24,3
Anil Kumar,PATNA SAHIB,0,Post Graduate,2769,IND,421,199542,0,2014,S04,30
Anil Kumar,GOPALGANJ,0,Graduate,9139,JD(U),422,11618500,0,2014,S04,17
Anil Kumar,UNNAO,0,10th Pass,6749,IND,423,2100000,0,2014,S24,33
Anil Kumar,HAMIRPUR,0,10th Pass,6661,Ambedkar Samaj Party,424,90000,0,2014,S24,47
Anil Kumar,FATEHPUR SIKRI,0,Graduate,5005,IND,425,1412100,0,2014,S24,19
Anil Kumar Chaudhary,UNNAO,0,12th Pass,5814,IND,426,680050,0,2014,S24,33
Anil Kumar Gupta,UDHAMPUR,0,Graduate,2784,IND,427,51621298,1717547,2014,S09,5
Anil Kumar Mahto,PURNIA,0,10th Pass,5266,Janvadi Party(Socialist),428,681406,0,2014,S04,12
Anil Kumar Maurya,CHANDAULI,0,Doctorate,9226,BSP,429,70611507,25547824,2014,S24,76
Anil Kumar Mishra,UNNAO,0,10th Pass,5812,Socialist Party (India),430,539375,52000,2014,S24,33
Anil Kumar N S,ATTINGAL,1,12th Pass,695,BSP,431,433000,0,2014,S11,19
Anil Kumar Oraon,CHATRA,0,10th Pass,1240,IND,432,3490000,25000,2014,S27,4
Anil Kumar Shahani,MAHARAJGANJ,0,Graduate,9700,IND,433,900000,0,2014,S24,63
Anil Kumar Sharma,BADAUN,0,Graduate Professional,3073,Labour Party of India (V.V. Prasad),434,4900000,0,2014,S24,23
Anil Kumar Sharma,JAHANABAD,1,Doctorate,2677,JD(U),435,8498803720,1095393904,2014,S04,36
Anil Kumar Sharma,JAIPUR,0,Graduate,2370,Jago Party,436,75100,0,2014,S20,7
Anil Kumar Singh,PURVI CHAMPARAN,0,12th Pass,9469,Jai Maha Bharath Party,437,23846000,0,2014,S04,3
Anil Kumar Singh,JAUNPUR,0,10th Pass,9650,IND,438,2536000,0,2014,S24,73
Anil M.R,SHIMOGA,0,Others,603,IND,439,774819,1252161,2014,S10,14
Anil Motiram More,KALYAN,0,Graduate Professional,5884,Bahujan Mukti Party,440,2828101,158609,2014,S13,24
Anil Pale,UJJAIN,0,Graduate Professional,4207,Bahujan Sangharshh Dal,441,507000,250000,2014,S12,22
Anil Shirole,PUNE,2,Graduate,3373,BJP,442,227615279,4781007,2014,S13,34
Anil Shukla Varsi,AKBARPUR,2,Graduate,4932,BSP,443,32740272,11284827,2014,S24,44
Anil Trivedi,INDORE,0,Post Graduate,4191,AAP,444,14718234,0,2014,S12,26
Anil Umre,RAIPUR,0,12th Pass,4618,Ambedkarite Party of India,445,11000,0,2014,S26,8
Anilkumar Chhitubhai Bhagat,BHARUCH,2,Graduate,5301,JD(U),446,28598975,1492925,2014,S06,22
Anilkumar Kasturchand,AHMEDABAD EAST,0,Graduate Professional,5289,IND,447,41494101,2400000,2014,S06,7
Anilkumar R,KOTTAYAM,0,Post Graduate,305,AAP,448,1686239,360000,2014,S11,14
Anirud Sahu,MADHUBANI,0,12th Pass,6239,Samajwadi Janata Party (Rashtriya),449,586000,800,2014,S04,6
Anirudhhsinh Juvansinh Zala,RAJKOT,0,10th Pass,6535,IND,450,12877882,505939,2014,S06,10
Anis Ahamad Khan,PILIBHIT,0,Graduate,3156,BSP,451,32411744,0,2014,S24,26
Anish Mariyil,IDUKKI,0,12th Pass,1942,IND,452,8569000,0,2014,S11,13
Anita,AGRA,0,10th Pass,4256,Vanchitsamaj Insaaf Party,453,489000,0,2014,S24,18
Anita Hansda,JHARGRAM,0,Graduate,8254,INC,454,7268903,0,2014,S25,33
Anita Hitendra Chaudhary,BHIND,0,Graduate,2893,SP,455,15514000,10000,2014,S12,2
Anita Jain,AJMER,0,Graduate Professional,3416,IND,456,4700000,0,2014,S20,13
Anita Mondal,ANDAMAN & NICOBAR ISLANDS,1,Graduate,584,AITC,457,5471073,6000,2014,U01,1
Anita Nagdigambar Tekam,NAGPUR,0,8th Pass,1440,IND,458,10500,0,2014,S13,10
Anita Saini,HARDWAR,0,Literate,9132,SP,459,177295204,316824,2014,S28,5
Anitha Prathap,ERNAKULAM,0,Graduate Professional,719,AAP,460,203330000,0,2014,S11,12
Anjali Anish Damania,NAGPUR,0,Graduate Professional,1454,AAP,461,193161591,1399670,2014,S13,10
Anjali Chaudhary,DAUSA,0,Post Graduate,5105,IND,462,750000,0,2014,S20,11
Anjan Jana,GHATAL,0,Graduate,9364,SUCI(C),463,1837958,0,2014,S25,32
Anjana Udai Lal,JALORE,0,12th Pass,4512,INC,464,658610000,202559600,2014,S20,18
Anjaneyulu.E,MALKAJGIRI,0,Graduate,7874,IND,465,687000,400000,2014,S01,7
Anjani Pandey,RANCHI,0,Graduate Professional,4014,IND,466,25000,0,2014,S27,8
Anju,FARRUKHABAD,0,Graduate Professional,4311,Bhartiya Shakti Chetna Party,467,989068,0,2014,S24,40
Anju Bala,MISRIKH,0,Graduate,5768,BJP,468,37618214,1200000,2014,S24,32
Anju Devi Dhanka,DAUSA,0,Graduate,4230,IND,469,6022739,2800000,2014,S20,11
Anju Singh,RAE BARELI,0,Post Graduate,5782,AITC,470,2874863,110000,2014,S24,36
Anju Urf Muskan,BULANDSHAHR,0,12th Pass,1729,RLD,471,2995000,1656134,2014,S24,14
Anjuman Agnihotri,NEW DELHI,0,12th Pass,1340,IND,472,930631,169975,2014,U05,4
Ankur,MUZAFFARNAGAR,0,12th Pass,1620,IND,473,7425346,0,2014,S24,3
Ankur Amrutkumar Dhameliya,RAJKOT,0,12th Pass,6543,AAP,474,3592268,250000,2014,S06,10
Ankush Munjaji Tupsamundre,AURANGABAD,0,Literate,5150,IND,475,5110000,1942,2014,S13,19
Ankush Vijayrao Nawale,WARDHA,0,Graduate Professional,1405,SP,476,1551000,72000,2014,S13,8
Annadurai A,TIRUVANNAMALAI,0,Illiterate,5461,IND,477,200000,0,2014,S22,11
Annadurai B,TIRUVANNAMALAI,0,Not Given,5460,IND,478,220000,0,2014,S22,11
Annadurai C N,TIRUVANNAMALAI,0,Graduate,5449,DMK,479,116791971,48430837,2014,S22,11
Annamalai .S,RAMANATHAPURAM,0,Post Graduate,7160,IND,480,7080000,1300000,2014,S22,35
Annamdevula Dharma Rao,RAJAHMUNDRY,0,Illiterate,8979,IND,481,100000,0,2014,S01,25
Annamma Joy,CHALAKUDY,0,Graduate,1924,AITC,482,6397000,2040000,2014,S11,11
Annayyagari Sai Prathap,RAJAMPET,0,12th Pass,8512,INC,483,11011974,4332082,2014,S01,41
Annu Tandon,UNNAO,1,Graduate,5815,INC,484,636029024,30000000,2014,S24,33
Anokhey,FARRUKHABAD,0,12th Pass,4971,IND,485,10149863,0,2014,S24,40
Anoop Mishra,MORENA,0,12th Pass,2983,BJP,486,110523112,6878160,2014,S12,1
Anoop Nagar,MORENA,0,Literate,2988,IND,487,420000,0,2014,S12,1
Anoop Nautiyal,TEHRI GARHWAL,0,Post Graduate,7972,AAP,488,56307735,0,2014,S28,1
Anoop Singh,HOSHIARPUR,0,10th Pass,7725,Bharti Jan Suraksha Party,489,4390000,220000,2014,S19,5
Anosh Ekka,KHUNTI,3,10th Pass,2862,Jharkhand Party,490,36766971,4224902,2014,S27,11
Anowar Hussain,DHUBRI,0,Graduate,4429,AGP,491,828710,0,2014,S03,4
Ansar Ali Sk,KANTHI,0,8th Pass,9393,BSP,492,1016000,0,2014,S25,31
Ansari Jahid Mukhtar,BHIWANDI,1,12th Pass,5186,Bahujan Mukti Party,493,3844989,0,2014,S13,23
Ansari Jalaluddin Moinuddin,BHIWANDI,0,Others,5183,AAP,494,5896347,0,2014,S13,23
Ansari Mumtaz Abdul Satar,BHIWANDI,0,8th Pass,5184,BSP,495,255000,0,2014,S13,23
Ansari Nihal Ah Md Harun,DHULE,0,10th Pass,5196,AAP,496,36566800,6000000,2014,S13,2
Anshu Mahan,FARRUKHABAD,0,Literate,4974,IND,497,1702500,0,2014,S24,40
Anshul Verma,HARDOI,0,Post Graduate,4402,BJP,498,30385000,0,2014,S24,31
Anta Alok Baskey,MAYURBHANJ,0,Graduate,3229,AJSUP,499,8604192,600000,2014,S18,5
Anthony Muthu,KANNIYAKUMARI,10,Post Graduate,7021,CPI(ML)L,500,8468000,0,2014,S22,39
Anto Antony,PATHANAMTHITTA,0,Graduate,964,INC,501,5410884,4211050,2014,S11,17
Anu Kumar,HOSHIARPUR,1,12th Pass,7733,IND,502,91000,0,2014,S19,5
Anu Shukla,VAISHALI,1,12th Pass,9190,IND,503,115649612,1878947,2014,S04,16
Anubha Munjare,BALAGHAT,5,Post Graduate,764,SP,504,36108915,2167687,2014,S12,15
Anuj Ganga Singh Patta,MANDLA,0,Graduate,757,GGP,505,4480097,2220000,2014,S12,14
Anuj Kumar Garg,MATHURA,0,Post Graduate,4420,AAP,506,71875216,7343000,2014,S24,17
Anup Negi,GARHWAL,0,12th Pass,8586,IND,507,6930000,0,2014,S28,2
Anup Phukon,DIBRUGARH,0,Post Graduate,514,AGP,508,4737100,3549764,2014,S03,13
Anup Sing Dahiya,SONIPAT,0,10th Pass,2043,Rashtriya Jatigat Aarakshan Virodhi Party,509,13153500,152500,2014,S07,6
Anupam Hazra,BOLPUR,0,Doctorate,6031,AITC,510,4866883,0,2014,S25,41
Anupama Sethy,JAGATSINGHPUR,0,Post Graduate,3311,AAP,511,525564,10000,2014,S18,16
Anupati Ram Yadav,JAUNPUR,0,Graduate Professional,9641,Bahujan Mukti Party,512,6879500,0,2014,S24,73
Anupriya Singh Patel,MIRZAPUR,2,Post Graduate,9708,Apna Dal,513,26858156,1805603,2014,S24,79
Anuradha Sharma,JHANSI,0,12th Pass,5548,BSP,514,316366402,0,2014,S24,46
Anurag Rajput,FARRUKHABAD,0,12th Pass,4970,IND,515,1585000,0,2014,S24,40
Anurag Singh Thakur,HAMIRPUR,10,Graduate,7997,BJP,516,46535803,2074555,2014,S08,3
Anwar,TUMKUR,0,Graduate,3294,IND,517,2886450,0,2014,S10,19
Anwar Alam,MADHEPURA,0,Others,6200,AAP,518,770380,0,2014,S04,13
Anwar Deen.S,TIRUCHIRAPPALLI,1,Literate,7439,Samata Party,519,427101,0,2014,S22,24
Anwar Khan,GUNA,0,10th Pass,2944,IND,520,77000,0,2014,S12,4
Anwar Khan,KHAJURAHO,0,10th Pass,2973,IND,521,901857,0,2014,S12,8
Anwar Shakeel Omar,MALAPPURAM,0,Post Graduate,1875,IND,522,4809396,0,2014,S11,6
Anwhar Raajhaa.A,RAMANATHAPURAM,0,Graduate,7152,AIADMK,523,33582876,2700000,2014,S22,35
Aparajita Mohanty,CUTTACK,0,Graduate,3278,INC,524,27791663,7903022,2014,S18,14
Aparna,SANT KABIR NAGAR,0,Graduate,8759,IND,525,8213000,0,2014,S24,62
Aparupa Poddar (Afrin Ali),ARAMBAG,0,Post Graduate,5819,AITC,526,3271869,200000,2014,S25,29
Aphajal,MEERUT,1,8th Pass,1634,IND,527,425000,0,2014,S24,10
Appalaraju Sadaram,ANAKAPALLE,0,Graduate,8243,IND,528,31500,0,2014,S01,22
Appanchira Ponnappan,IDUKKI,0,10th Pass,1936,BSP,529,7611000,0,2014,S11,13
